SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,numRemoteRemoteLockContentions,avgNumNodesCommit,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgClusteredGetCommandReplySize,avgReadOnlyTxDuration,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179998,0,8488,496,0,0,25977.137858870967,19665.686756597548,25977.137858870967,7.334240983971505,6545.940006048387,0.9957440214290874,1.6713530453333333E8,1,100000,UNIFORM,1,27.946299755120215,25.077089269813,2,0,0,25889,131,0,0,0,0.0,68,false,0,0,0,10,0,435,18924,0,0,0,0,100,0,17505,705,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,5889,9,0,2863,0,0,19934,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4927,13227,0,5.0,0,-1.0,0,0.0,0,0,8984,5000,0,19589,0,true,0,0,0,5.0,0,19586,0,10,0,0,0.0,2480,0,0,0,0.0,17698,0,0,0,0,0,true,25893,0.0,5177,0,0,0,28184,49.91111111111111,0,71,5889,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,71,661,0,0,19468,0,0,19147,17282,0,78,0,5380,44920000,0,0,0,496,0,0,986,0,0,0.0,5.0,5024,2PC__ TO__ PB,0,0,0,73.48333333333333,0.05520926090828139,0,0.0,0,0,0.05520926090828139,100020,100020
1,179998,0,8730,448,0,0,26822.63392410714,19220.895175486825,26822.63392410714,8.020604271083025,7903.666810267858,0.9195510663405936,1.515788416E8,1,100000,UNIFORM,1,26.421868925691875,23.957704837655264,2,0,0,26727,98,0,0,0,0.0,67,false,0,0,0,10,0,933,19075,0,0,0,0,95,0,17098,910,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7938,9,0,2863,0,0,19506,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5194,13469,0,5.0,0,-1.0,0,0.0,0,0,9178,5000,0,19139,0,true,0,0,0,5.0,0,19136,0,10,0,0,0.0,2240,0,0,0,0.0,17199,0,0,0,0,0,true,26733,0.0,5872,0,0,0,30205,50.98888888888889,0,71,7938,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,71,1014,0,0,18953,0,0,18724,16803,0,80,0,6170,45890000,0,0,0,448,0,0,1543,0,0,0.0,5.0,5466,2PC__ TO__ PB,0,0,0,74.82777777777778,0.04881237742427544,0,0.0,0,0,0.04881237742427544,100020,100020
2,180002,0,8910,474,0,0,26389.199742616034,18781.39879809203,26389.199742616034,6.638166773231031,7692.052512658228,0.997103709555993,1.49828024E8,1,100000,UNIFORM,1,21.17992391304348,20.468775895140666,2,0,0,26301,84,0,0,0,0.0,69,false,0,0,0,10,0,1056,18903,0,0,0,0,85,0,16949,960,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7534,9,0,2863,0,0,19090,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5064,13649,0,5.0,0,-1.0,0,0.0,0,0,9384,5000,0,18710,0,true,0,0,0,5.0,0,18707,0,10,0,0,0.0,2370,0,0,0,0.0,16880,0,0,0,0,0,true,26305,0.0,5566,0,0,0,28603,52.13333333333333,0,71,7534,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,66,943,0,0,18726,0,0,18381,16570,0,68,0,5881,46920000,0,0,0,474,0,0,1637,0,0,0.0,5.0,5328,2PC__ TO__ PB,0,0,0,75.82777777777778,0.05051150895140665,0,0.0,0,0,0.05051150895140665,100020,100020
3,179998,0,9063,474,0,0,25867.51308227848,18488.916251130973,25867.51308227848,6.308746041732201,7511.783516877637,0.9967814239581397,1.5167872213333333E8,1,100000,UNIFORM,1,23.335969696969695,21.19647394358813,2,0,0,25782,82,0,0,0,0.0,55,false,0,0,0,10,0,1002,18392,0,0,0,0,81,0,16603,838,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7606,9,0,2863,0,0,18781,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5463,13802,0,5.0,0,-1.0,0,0.0,0,0,9537,5000,0,18418,0,true,0,0,0,5.0,0,18415,0,10,0,0,0.0,2370,0,0,0,0.0,16602,0,0,0,0,0,true,25785,0.0,5537,0,0,0,25807,52.983333333333334,0,71,7606,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,58,902,0,0,18390,0,0,18101,16306,0,71,0,5831,47685000,0,0,0,474,0,0,1507,0,0,0.0,5.0,5673,2PC__ TO__ PB,0,0,0,76.67777777777778,0.0497011638880151,0,0.0,0,0,0.0497011638880151,100020,100020
4,180001,0,8536,482,0,0,27554.57855394191,19510.79134079194,27554.57855394191,7.08711155466844,7955.717665975104,0.963290616609597,1.498946656E8,1,100000,UNIFORM,1,25.27230472388556,23.18134675094256,2,0,0,27460,88,0,0,0,0.0,57,false,0,0,0,10,0,980,19685,0,0,0,0,90,0,17662,948,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7804,9,0,2863,0,0,19863,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5097,13275,0,5.0,0,-1.0,0,0.0,0,0,9018,5000,0,19437,0,true,0,0,0,5.0,0,19434,0,10,0,0,0.0,2410,0,0,0,0.0,17581,0,0,0,0,0,true,27469,0.0,5868,0,0,0,27299,50.1,0,71,7804,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,62,1021,0,0,19644,0,0,19104,17268,0,73,0,6194,45090000,0,0,0,482,0,0,1565,0,0,0.0,5.0,5377,2PC__ TO__ PB,0,0,0,73.75,0.0534486582390774,0,0.0,0,0,0.0534486582390774,100020,100020
5,180003,0,8599,443,0,0,26968.988139954854,19522.654089196418,26968.988139954854,8.036694204821941,7454.605652370204,0.9972971063205647,1.4922298133333334E8,1,100000,UNIFORM,1,25.630329573103296,22.855565693430655,2,0,0,26871,103,0,0,0,0.0,61,false,0,0,0,10,0,910,19507,0,0,0,0,97,0,17543,907,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7563,9,0,2863,0,0,19802,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4718,13338,0,5.0,0,-1.0,0,0.0,0,0,9042,5000,0,19442,0,true,0,0,0,5.0,0,19438,0,10,0,0,0.0,2215,0,0,0,0.0,17503,0,0,0,0,0,true,26875,0.0,5473,0,0,0,29866,50.233333333333334,0,71,7563,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,59,1004,0,0,19551,0,0,19077,17160,0,80,0,5770,45210000,0,0,0,443,0,0,1493,0,0,0.0,5.0,4997,2PC__ TO__ PB,0,0,0,74.1,0.048993585489935855,0,0.0,0,0,0.048993585489935855,100020,100020
6,180017,0,8769,443,0,0,27192.493020316026,19135.580759151555,27192.493020316026,6.8535752279635265,7960.613485327313,0.9965994687622751,1.5226995946666667E8,1,100000,UNIFORM,1,24.68316815023882,23.542671406860617,2,0,0,27103,101,0,0,0,0.0,58,false,0,0,0,10,0,992,19465,0,0,0,0,91,0,17411,987,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7844,9,0,2863,0,0,19445,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5212,13508,0,5.0,0,-1.0,0,0.0,0,0,9212,5000,0,19062,0,true,0,0,0,5.0,0,19059,0,10,0,0,0.0,2215,0,0,0,0.0,17219,0,0,0,0,0,true,27107,0.0,5797,0,0,0,26362,51.17777777777778,0,71,7844,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,55,1010,0,0,19262,0,0,18729,16905,0,74,0,6166,46060000,0,0,0,443,0,0,1608,0,0,0.0,5.0,5467,2PC__ TO__ PB,0,0,0,75.04444444444445,0.0480894485453756,0,0.0,0,0,0.0480894485453756,100020,100020
7,180010,0,8870,527,0,0,27052.369026565466,18668.125893122884,27052.369026565466,6.7556905395338935,7725.048462998102,0.9956958261855177,1.484351408E8,1,100000,UNIFORM,1,23.050531871874004,19.881389698840056,2,0,0,26969,89,0,0,0,0.0,54,false,0,0,0,10,0,906,18768,0,0,0,0,87,0,17129,745,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7385,9,0,2863,0,0,19061,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5052,13609,0,5.0,0,-1.0,0,0.0,0,0,9397,5000,0,18594,0,true,0,0,0,5.0,0,18591,0,10,0,0,0.0,2635,0,0,0,0.0,16809,0,0,0,0,0,true,26972,0.0,5891,0,0,0,25034,52.205555555555556,0,71,7385,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,51,850,0,0,19370,0,0,18279,16511,0,74,0,6179,46985000,0,0,0,527,0,0,1373,0,0,0.0,5.0,5298,2PC__ TO__ PB,0,0,0,75.60555555555555,0.056081728211131214,0,0.0,0,0,0.056081728211131214,100020,100020
8,180006,0,8875,483,0,0,26713.263070393376,18810.482296676055,26713.263070393376,6.184398696302629,7674.168310559006,0.9964744643980661,1.4898940906666666E8,1,100000,UNIFORM,1,22.030700149604616,20.208179311818764,2,0,0,26630,87,0,0,0,0.0,55,false,0,0,0,10,0,1034,18897,0,0,0,0,85,0,17058,875,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7584,9,0,2863,0,0,19144,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5288,13614,0,5.0,0,-1.0,0,0.0,0,0,9358,5000,0,18739,0,true,0,0,0,5.0,0,18737,0,10,0,0,0.0,2415,0,0,0,0.0,16941,0,0,0,0,0,true,26634,0.0,5614,0,0,0,24852,51.98888888888889,0,71,7584,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,53,913,0,0,19075,0,0,18421,16641,0,70,0,5946,46790000,0,0,0,483,0,0,1553,0,0,0.0,5.0,5498,2PC__ TO__ PB,0,0,0,75.63333333333334,0.05161359264800171,0,0.0,0,0,0.05161359264800171,100020,100020
9,180007,0,8711,469,0,0,26960.57214925373,19191.71754919068,26960.57214925373,7.883760130718954,7637.757842217484,0.9967554424059134,1.4851273813333333E8,1,100000,UNIFORM,1,26.090893790849673,24.037424291938997,2,0,0,26870,94,0,0,0,0.0,76,false,0,0,0,10,0,850,19337,0,0,0,0,96,0,17435,911,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7214,9,0,2863,0,0,19506,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5138,13450,0,5.0,0,-1.0,0,0.0,0,0,9180,5000,0,19113,0,true,0,0,0,5.0,0,19109,0,10,0,0,0.0,2345,0,0,0,0.0,17219,0,0,0,0,0,true,26874,0.0,5649,0,0,0,30948,51.0,0,71,7214,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,73,937,0,0,19360,0,0,18684,16817,0,76,0,5965,45900000,0,0,0,469,0,0,1489,0,0,0.0,5.0,5350,2PC__ TO__ PB,0,0,0,74.72222222222223,0.05108932461873638,0,0.0,0,0,0.05108932461873638,100020,100020
