SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,avgClusteredGetCommandReplySize,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,remoteContentionProbability,avgLocalLocalAbortLockHoldTime,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgNumNodesCompleteNotification,avgLocalSuccessfulLockHoldTime,switchCoolDownTime,tOPrepareWaitTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,tOGMUAvgSuccessfulValidationServiceTime,localUpdateTxLocalRollbackServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxPrepareServiceTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180000,0,8956,492,0,0,29121.410904471548,18475.015105180886,29121.410904471548,7.011495025402201,10931.565593495936,0.9923480427668356,1.820186416E8,1,100000,UNIFORM,1,28.540643945808636,24.37461018204911,2,0,0,29029,86,0,0,0,0.0,0,0,63,false,0,0,20,841,17576,0,0,0,0,78,0,15923,0,5.0,807,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,12499,19,0,2863,0,0,18950,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7670,17726,0,5.0,0,-1.0,0,0.0,0,0,9448,5000,48,18400,0,true,45,0,0,0,5.0,18396,0,0,20,0.0,0,2460,0,0,0,0.0,16181,0,0,0,0,0,true,29033,0.0,9135,0,0,0,27972,52.48888888888889,0,71,0,12499,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,61,0,793,0,18220,0,0,15795,17985,0,79,0,9334,47240000,0,0,0,492,0,0,1402,0,0,0.0,5.0,7951,2PC__ TO__ PB,0,0,0,98.48333333333333,0.05207451312447079,0,0.0,0,0,0.05207451312447079,100040,100040
1,180019,0,8216,432,0,1,32000.297986111113,20200.561419303798,32138.91495833333,8.18277662157475,12244.040502314816,0.9947608092821704,1.6413064053333333E8,1,100000,UNIFORM,1,25.377844953173778,23.980607122210657,2,0,0,31897,85,0,0,0,0.0,0,0,62,false,0,0,20,1410,19616,0,0,0,0,75,0,17412,0,5.0,1019,0,0,1,0,0,1,0,SAFE,0,0,0,0,0,12200,19,0,2863,0,0,20713,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},9065,16986,0,5.0,71,-1.0,0,1.1562030292519366E-4,2161,0,8648,5000,0,20121,0,true,0,0,0,0,5.0,20118,0,20,20,0.0,0,2160,0,0,0,0.0,17540,0,0,0,0,0,true,31901,0.0,9681,0,0,0,25682,48.044444444444444,0,71,0,12200,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,767,2PC,1,0.0,0.0,59629,69,0,1129,0,19786,0,0,17139,19682,0,81,0,10024,43240000,0,0,0,433,0,0,2028,0,0,0.0,5.0,9229,2PC__ TO__ PB,0,0,1,94.37222222222222,0.04995374653098982,1633,0.0,0,0,0.050063591166608856,100040,100040
2,180011,0,8170,435,0,0,32159.16116091954,20301.435100734394,32159.16116091954,6.696474142940151,12046.20972643678,0.9957734958907999,1.61970624E8,1,100000,UNIFORM,1,24.941491923300408,21.821985124927366,2,0,0,32072,79,0,0,0,0.0,0,0,54,false,0,0,20,1536,18975,0,0,0,0,69,0,16942,0,5.0,967,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,12027,19,0,2863,0,0,20825,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8858,16942,0,5.0,0,-1.0,0,0.0,0,0,8605,5000,118,20229,0,true,115,0,0,0,5.0,20226,0,0,20,0.0,0,2175,0,0,0,0.0,17076,0,0,0,0,0,true,32076,0.0,9466,0,0,0,22167,47.80555555555556,0,71,0,12027,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,57,0,1019,0,20129,0,0,16769,19874,0,76,0,9787,43025000,0,0,0,435,0,0,2102,0,0,0.0,5.0,9013,2PC__ TO__ PB,0,0,0,94.12777777777778,0.0505520046484602,0,0.0,0,0,0.0505520046484602,100040,100040
3,179995,0,8008,448,0,0,32354.27104017857,20646.936481393604,32354.27104017857,6.706514309366131,11874.855950892856,0.9786535042088836,1.6205639733333334E8,1,100000,UNIFORM,1,25.06665645695364,23.12370931882687,2,0,0,32269,79,0,0,0,0.0,0,0,55,false,0,0,20,1363,19255,0,0,0,0,73,0,17248,0,5.0,925,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,12308,19,0,2863,0,0,21190,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8782,16778,0,5.0,0,-1.0,0,0.0,0,0,8456,5000,42,20575,0,true,40,0,0,0,5.0,20570,0,0,20,0.0,0,2240,0,0,0,0.0,17340,0,0,0,0,0,true,32273,0.0,9461,0,0,0,23397,46.977777777777774,0,71,0,12308,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,60,0,1034,0,20517,0,0,17020,20214,0,77,0,9775,42280000,0,0,0,448,0,0,1915,0,0,0.0,5.0,8975,2PC__ TO__ PB,0,0,0,93.21666666666667,0.052980132450331126,0,0.0,0,0,0.052980132450331126,100040,100040
4,179997,0,8512,443,0,0,30343.010792325058,19545.32475364192,30343.010792325058,6.584529871580123,11089.193015801355,0.9954312842192908,1.61295368E8,1,100000,UNIFORM,1,27.39490429927415,22.959119821328866,2,0,0,30255,77,0,0,0,0.0,0,0,58,false,0,0,20,1310,19026,0,0,0,0,72,0,17061,0,5.0,916,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,10758,19,0,2863,0,0,20007,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8217,17282,0,5.0,0,-1.0,0,0.0,0,0,8955,5000,120,19476,0,true,117,0,0,0,5.0,19473,0,0,20,0.0,0,2215,0,0,0,0.0,17136,0,0,0,0,0,true,30259,0.0,8776,0,0,0,21291,49.75,0,71,0,10758,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,58,0,1004,0,19272,0,0,16818,19129,0,76,0,9040,44775000,0,0,0,443,0,0,1894,0,0,0.0,5.0,8338,2PC__ TO__ PB,0,0,0,96.01666666666667,0.04946957007258515,0,0.0,0,0,0.04946957007258515,100040,100040
5,179996,0,8391,501,0,0,31578.410115768464,19544.110091884162,31578.410115768464,6.571948380566801,11988.142902195608,0.993788657400964,1.622224992E8,1,100000,UNIFORM,1,26.499266306792624,24.037098852901483,2,0,0,31485,88,0,0,0,0.0,0,0,54,false,0,0,20,1374,19215,0,0,0,0,71,0,17270,0,5.0,918,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,10602,19,0,2863,0,0,20146,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8081,17161,0,5.0,0,-1.0,0,0.0,0,0,8892,5000,98,19473,0,true,95,0,0,0,5.0,19469,0,0,20,0.0,0,2505,0,0,0,0.0,17161,0,0,0,0,0,true,31498,0.0,9588,0,0,0,23520,49.4,0,71,0,10602,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,55,0,981,0,19615,0,0,16842,19127,0,76,0,9880,44460000,0,0,0,501,0,0,1939,0,0,0.0,5.0,8234,2PC__ TO__ PB,0,0,0,95.34444444444445,0.05634278002699055,0,0.0,0,0,0.05634278002699055,100040,100040
6,180017,0,8363,420,0,0,32225.333609523812,19888.38265789788,32225.333609523812,6.7865339861095295,12163.861352380953,0.9941405255596402,1.6162814666666666E8,1,100000,UNIFORM,1,22.652370602299897,20.607157007856088,2,0,0,32139,81,0,0,0,0.0,0,0,54,false,0,0,20,1442,19511,0,0,0,0,72,0,17521,0,5.0,930,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,11670,19,0,2863,0,0,20405,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7742,17133,0,5.0,0,-1.0,0,0.0,0,0,8783,5000,97,19819,0,true,95,0,0,0,5.0,19816,0,0,20,0.0,0,2100,0,0,0,0.0,17483,0,0,0,0,0,true,32142,0.0,9680,0,0,0,22664,48.794444444444444,0,71,0,11670,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,58,0,1016,0,20079,0,0,17168,19480,0,72,0,9976,43915000,0,0,0,420,0,0,2034,0,0,0.0,5.0,7924,2PC__ TO__ PB,0,0,0,95.18888888888888,0.047819651599681205,0,0.0,0,0,0.047819651599681205,100040,100040
7,180002,0,8592,404,0,0,31299.827965346532,19459.782352420854,31299.827965346532,6.748747443308137,12128.086400990098,0.9955709244969413,1.6133248533333334E8,1,100000,UNIFORM,1,22.61488128056914,20.324601711871942,2,0,0,31204,79,0,0,0,0.0,0,0,58,false,0,0,20,1629,19293,0,0,0,0,68,0,17075,0,5.0,1107,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,11481,19,0,2863,0,0,19920,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},9136,17362,0,5.0,0,-1.0,0,0.0,0,0,8996,5000,84,19392,0,true,81,0,0,0,5.0,19390,0,0,20,0.0,0,2020,0,0,0,0.0,17139,0,0,0,0,0,true,31209,0.0,9281,0,0,0,20427,49.977777777777774,0,71,0,11481,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,58,0,1060,0,19188,0,0,16815,19038,0,73,0,9629,44980000,0,0,0,404,0,0,2317,0,0,0.0,5.0,9250,2PC__ TO__ PB,0,0,0,96.46111111111111,0.04490884837705647,0,0.0,0,0,0.04490884837705647,100040,100040
8,180016,0,8143,449,0,0,32446.46473051225,20296.87425887265,32446.46473051225,6.86709020018622,12312.554797327393,0.9936658541323924,1.6342323786666667E8,1,100000,UNIFORM,1,25.608955540037243,23.274807378957167,2,0,0,32364,82,0,0,0,0.0,0,0,56,false,0,0,20,1290,19748,0,0,0,0,72,0,17733,0,5.0,936,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,11645,19,0,2863,0,0,20856,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},9518,16913,0,5.0,0,-1.0,0,0.0,0,0,8592,5000,45,20224,0,true,42,0,0,0,5.0,20221,0,0,20,0.0,0,2245,0,0,0,0.0,17840,0,0,0,0,0,true,32367,0.0,9957,0,0,0,24134,47.733333333333334,0,71,0,11645,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,62,0,1033,0,20155,0,0,17507,19857,0,76,0,10281,42960000,0,0,0,449,0,0,1871,0,0,0.0,5.0,9624,2PC__ TO__ PB,0,0,0,93.96666666666667,0.05225791433891992,0,0.0,0,0,0.05225791433891992,100040,100040
9,180001,0,8102,397,0,0,33045.34713098237,20574.93998420143,33045.34713098237,7.381357336157195,12508.019785894207,0.9948206887757686,1.6033737013333333E8,1,100000,UNIFORM,1,28.71408000941287,25.22640110601247,2,0,0,32957,87,0,0,0,0.0,0,0,68,false,0,0,20,1548,20207,0,0,0,0,81,0,17928,0,5.0,1099,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,12313,19,0,2863,0,0,21071,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},9212,16872,0,5.0,0,-1.0,0,0.0,0,0,8499,5000,88,20492,0,true,85,0,0,0,5.0,20488,0,0,20,0.0,0,1985,0,0,0,0.0,17944,0,0,0,0,0,true,32961,0.0,9625,0,0,0,27109,47.21666666666667,0,71,0,12313,60,0,0.0,0.0,5000,0,20,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,73,0,1120,0,20601,0,0,17501,20011,0,87,0,10014,42495000,0,0,0,397,0,0,2255,0,0,0.0,5.0,9349,2PC__ TO__ PB,0,0,0,93.7388888888889,0.04671137780915402,0,0.0,0,0,0.04671137780915402,100040,100040
