SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,avgWriteTxDuration,gMUClusteredGetCommandWaitingTime,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxRemoteNodesRead,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,avgCompleteNotificationAsync,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,avgNumNodesCommit,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,tOPrepareWaitTime,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179989,0,68526,7581,0,1,4230.585207888142,2150.069145419257,4234.579480675372,1.7369015215220478,2106.414306160137,0.6991605924507808,1.1958049333333333E8,1,100000,UNIFORM,1,10.384217296473432,7.4591774846271095,17,0,4182,0,64,0,0,1.7551148469194175,0,0.0,0,false,0,44,2,0,0,225,721,7581,0,0,0,0,63,0,274,1.0,0,140,0,6782,117,0,0,1,1,SAFE,0,0,136951,0,0,1731,1,0,663,0,0,2317,68526,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1481,90436,0,0.10539506661390317,71,-1.0,0,634,1.3139223209123877E-5,76107,0,2,0,2112,0,true,0,0,44,0,1.0,2111,0,0,2,2,0,0.0,7581,0,0,0,true,0.8946049333860968,252,0,0,43,0,0,true,4185,1.7986603624901498,1548,0,0,0,10804,422.81666666666666,0,71,1731,0,60,0.0,0.0,0,0,2,2,0,0,1.767049201952249,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},386,0,2PC,1,1.80662181770215,0.0,29899,43,279,0,2136,0,1115,0,218,2066,0,40,0,1690,152214,0,1068,7582,0,0,0,0,315,100,0.0,1.0,1494,2PC__ TO__ PB,0,0,1,502.4277777777778,0.09960975994323781,195,0.0,0,0,0.09962159037157724,9996,9996
1,179996,0,66680,7482,0,0,4388.634501336541,2199.414304124175,4388.634501336541,1.8075671772605917,2144.824330259289,0.5644290144377675,7.656283306666666E7,1,100000,UNIFORM,1,9.743812518540492,7.68601612685742,15,0,4333,0,53,0,0,1.7555638872225554,0,0.0,0,false,0,43,2,0,0,221,758,7482,0,0,0,0,53,0,299,1.0,0,143,0,6748,119,0,0,0,1,SAFE,0,0,133543,0,0,1881,1,0,663,0,0,2381,66680,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1495,88231,0,0.09810211173483026,0,-1.0,0,0,0.0,74162,0,2,0,2164,0,true,0,0,52,0,1.0,2162,0,0,2,0,0,0.0,7482,0,0,0,true,0.9018978882651697,241,0,0,43,0,0,true,4335,1.8008998200359927,1593,0,0,0,10267,412.0111111111111,0,71,1881,0,60,0.0,0.0,0,0,2,2,0,0,1.7528735632183907,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.7988505747126438,0.0,0,41,290,0,2242,0,1148,0,208,2121,0,39,0,1737,148324,0,1104,7482,0,0,0,0,315,96,0.0,1.0,1514,2PC__ TO__ PB,0,0,0,490.1722222222222,0.10088724683800329,0,0.0,0,0,0.10088724683800329,9885,9885
2,179997,0,69839,7895,0,0,4212.305979860671,2094.38379773479,4212.305979860671,1.2712104999099492,2085.040607093097,0.5990378346452775,7.928358186666666E7,1,100000,UNIFORM,1,8.950206241798954,7.0735318393495765,14,0,4161,0,51,0,0,1.7544781569037358,0,0.0,0,false,0,41,2,0,0,214,741,7895,0,0,0,0,51,0,295,1.0,0,139,0,7077,116,0,0,0,1,SAFE,0,0,139768,0,0,1730,1,0,663,0,0,2271,69839,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1472,92251,0,0.10360987967067764,0,-1.0,0,0,0.0,77734,0,2,0,2060,0,true,0,0,51,0,1.0,2058,0,0,2,0,0,0.0,7895,0,0,0,true,0.8963901203293223,231,0,0,43,0,0,true,4164,1.7976775154283424,1543,0,0,0,10321,431.85555555555555,0,71,1730,0,60,0.0,0.0,0,0,2,2,0,0,1.7583280557314755,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.8011399620012667,0.0,0,38,278,0,2137,0,1093,0,200,2018,0,37,0,1684,155468,0,1053,7895,0,0,0,0,300,92,0.0,1.0,1486,2PC__ TO__ PB,0,0,0,512.5055555555556,0.10156430905395322,0,0.0,0,0,0.10156430905395322,10101,10101
3,179996,0,67080,7438,0,0,4324.043874428609,2195.8468895497913,4324.043874428609,1.2663577256501786,2108.21694218876,0.6980459032869855,7.74068336E7,1,100000,UNIFORM,1,10.62573674816823,7.69041125634075,15,0,4267,0,53,0,0,1.7602862254025045,0,0.0,0,false,0,42,2,0,0,220,761,7438,0,0,0,0,52,0,299,1.0,0,144,0,6720,116,0,0,0,1,SAFE,0,0,134383,0,0,1846,1,0,663,0,0,2368,67080,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1489,88660,0,0.09653132562516806,0,-1.0,0,0,0.0,74518,0,2,0,2159,0,true,0,0,48,0,1.0,2158,0,0,2,0,0,0.0,7438,0,0,0,true,0.9034686743748319,242,0,0,43,0,0,true,4269,1.8033989266547406,1545,0,0,0,11145,413.9888888888889,0,71,1846,0,60,0.0,0.0,0,0,2,2,0,0,1.755713901586448,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.8030384511965583,0.0,0,39,291,0,2219,0,1142,0,208,2115,0,40,0,1692,149036,0,1099,7438,0,0,0,0,317,96,0.0,1.0,1506,2PC__ TO__ PB,0,0,0,492.55555555555554,0.09981480984460131,0,0.0,0,0,0.09981480984460131,9897,9897
4,180008,0,69513,7772,0,0,4312.423746011323,2100.341214578568,4312.423746011323,1.7369643785986932,2143.266659933093,0.5733500797250358,1.066417376E8,1,100000,UNIFORM,1,9.155738552112313,6.990195406611892,15,0,4260,0,52,0,0,1.7589803346136694,0,0.0,0,false,0,42,2,0,0,235,753,7772,0,0,0,0,52,0,291,1.0,0,150,0,7022,116,0,0,0,1,SAFE,0,0,139258,0,0,1715,1,0,663,0,0,2285,69513,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1489,91746,0,0.09650025733401955,0,-1.0,0,0,0.0,77285,0,2,169,2066,0,true,0,163,46,0,1.0,2064,0,0,2,0,0,0.0,7772,0,0,0,true,0.9034997426659804,237,0,0,43,0,0,true,4262,1.8016917698847696,1574,0,0,0,9376,429.3611111111111,0,71,1715,0,60,0.0,0.0,0,0,2,2,0,0,1.7624806999485332,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.8035254760679362,0.0,0,39,285,0,2172,0,1097,0,205,2025,0,38,0,1717,154570,0,1054,7772,0,0,0,0,331,95,0.0,1.0,1500,2PC__ TO__ PB,0,0,0,509.7055555555556,0.10056285178236397,0,0.0,0,0,0.10056285178236397,9941,9941
5,179996,0,67928,7526,0,0,4370.632025378687,2158.001984336356,4370.632025378687,1.461943329710817,2197.5670898219505,0.6092298920158675,7.555626826666667E7,1,100000,UNIFORM,1,9.754437948949029,7.021164683118192,16,0,4324,0,54,0,0,1.7547697562124602,0,0.0,0,false,0,44,2,0,0,248,776,7526,0,0,0,0,54,0,292,1.0,0,156,0,6759,119,0,0,0,1,SAFE,0,0,135724,0,0,1797,1,0,663,0,0,2341,67928,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1480,89763,0,0.10191336699441934,0,-1.0,0,0,0.0,75454,0,2,0,2123,0,true,0,0,51,0,1.0,2122,0,0,2,0,0,0.0,7526,0,0,0,true,0.8980866330055807,240,0,0,43,0,0,true,4326,1.7986397361912614,1609,0,0,0,10053,419.18888888888887,0,71,1797,0,60,0.0,0.0,0,0,2,2,0,0,1.7571086898750996,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.7998937018336434,0.0,0,41,301,0,2182,0,1126,0,207,2080,0,38,0,1762,150908,0,1082,7526,0,0,0,0,340,96,0.0,1.0,1495,2PC__ TO__ PB,0,0,0,498.68333333333334,0.09974288970763644,0,0.0,0,0,0.09974288970763644,9984,9984
6,179996,0,68916,7665,0,0,4272.286092237443,2128.9500759910616,4272.286092237443,1.5224833183165538,2113.97006431833,0.742745401526019,7.332240746666667E7,1,100000,UNIFORM,1,9.935089056032176,7.293497734424988,16,0,4224,0,53,0,0,1.761942074409426,0,0.0,0,false,0,42,2,0,0,247,777,7665,0,0,0,0,52,0,292,1.0,0,162,0,6900,116,0,0,0,1,SAFE,0,0,138178,0,0,1737,1,0,663,0,0,2305,68916,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1484,91035,0,0.09980430528375733,0,-1.0,0,0,0.0,76581,0,2,0,2093,0,true,0,0,49,0,1.0,2091,0,0,2,0,0,0.0,7665,0,0,0,true,0.9001956947162426,240,0,0,43,0,0,true,4227,1.804733298508329,1545,0,0,0,10503,425.45,0,71,1737,0,60,0.0,0.0,0,0,2,2,0,0,1.7574690150032615,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.8007827788649706,0.0,0,42,296,0,2169,0,1106,0,208,2051,0,38,0,1680,153162,0,1064,7665,0,0,0,0,337,95,0.0,1.0,1497,2PC__ TO__ PB,0,0,0,505.75,0.10009010067771379,0,0.0,0,0,0.10009010067771379,9961,9961
7,180003,0,68503,7607,0,0,4292.935037991324,2143.780750375896,4292.935037991324,1.4446874392326894,2150.6766705665837,0.5808880009918982,9.961691946666667E7,1,100000,UNIFORM,1,9.617875075548548,7.443475062409671,15,0,4242,0,52,0,0,1.7562150562749077,0,0.0,0,false,0,43,2,0,0,238,775,7607,0,0,0,0,52,0,297,1.0,0,155,0,6914,118,0,0,0,1,SAFE,0,0,137006,0,0,1729,1,0,663,0,0,2319,68503,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1487,90432,0,0.09110030235309584,0,-1.0,0,0,0.0,76110,0,2,0,2108,0,true,0,0,50,0,1.0,2106,0,0,2,0,0,0.0,7607,0,0,0,true,0.9088996976469041,244,0,0,43,0,0,true,4245,1.7996146154183028,1586,0,0,0,10370,422.8333333333333,0,71,1729,0,60,0.0,0.0,0,0,2,2,0,0,1.7570658603917444,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.8045221506507165,0.0,0,40,296,0,2151,0,1115,0,211,2064,0,38,0,1723,152220,0,1073,7607,0,0,0,0,329,97,0.0,1.0,1498,2PC__ TO__ PB,0,0,0,502.4,0.09994744448824071,0,0.0,0,0,0.09994744448824071,9831,9831
8,180006,0,69346,7652,0,0,4251.72494106116,2118.892192772474,4251.72494106116,1.2742889685446375,2084.8729682435965,0.6369710049223908,7.981537493333334E7,1,100000,UNIFORM,1,9.813587210057403,7.264320891451726,17,0,4205,0,55,0,0,1.753453695959392,0,0.0,0,false,0,41,2,0,0,226,760,7652,0,0,0,0,52,0,290,1.0,0,150,0,6864,113,0,0,0,1,SAFE,0,0,138371,0,0,1728,1,0,663,0,0,2293,69346,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1449,91712,0,0.10297961317302666,0,-1.0,0,0,0.0,76998,0,2,0,2083,0,true,0,0,50,0,1.0,2082,0,0,2,0,0,0.0,7652,0,0,0,true,0.8970203868269734,236,0,0,43,0,0,true,4207,1.7972341591440026,1531,0,0,0,10211,427.76666666666665,0,71,1728,0,60,0.0,0.0,0,0,2,2,0,0,1.7550967067433352,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.7956089911134343,0.0,0,39,293,0,2175,0,1108,0,204,2042,0,38,0,1677,153996,0,1066,7652,0,0,0,0,314,94,0.0,1.0,1463,2PC__ TO__ PB,0,0,0,509.5111111111111,0.09937920465466636,0,0.0,0,0,0.09937920465466636,10129,10129
9,180007,0,66900,7392,0,0,4467.219719426406,2189.711770373692,4467.219719426406,1.2349181742314113,2213.5512257846317,0.6461910948712525,7.59756896E7,1,100000,UNIFORM,1,9.542325324395629,7.166038227534592,19,0,4414,0,54,0,0,1.755186846038864,0,0.0,0,false,0,43,2,0,0,250,789,7392,0,0,0,0,52,0,299,1.0,0,158,0,6675,121,0,0,0,1,SAFE,0,0,133529,0,0,1922,1,0,663,0,0,2378,66900,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1525,88710,0,0.09699675324675325,0,-1.0,0,0,0.0,74292,0,2,235,2154,0,true,0,229,50,0,1.0,2152,0,0,2,0,0,0.0,7392,0,0,0,true,0.9030032467532467,242,0,0,43,0,0,true,4416,1.7971898355754858,1623,0,0,0,10529,412.73333333333335,0,71,1922,0,60,0.0,0.0,0,0,2,2,0,0,1.7589285714285714,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.79883658008658,0.0,0,40,304,0,2258,0,1143,0,208,2109,0,39,0,1768,148584,0,1099,7392,0,0,0,0,349,96,0.0,1.0,1545,2PC__ TO__ PB,0,0,0,492.8388888888889,0.09949927313842676,0,0.0,0,0,0.09949927313842676,9965,9965
