SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxRemoteNodesRead,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,avgCompleteNotificationAsync,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgNumNodesCommit,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,avgPrepareCommandSize,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,currentProtocolAsInt,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgCommitCommandSize,avgNumNodesCompleteNotification,switchCoolDownTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,tOPrepareWaitTime,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179995,0,75766,8465,0,3,4102.13601216775,1908.7184125465249,4110.467577436503,1.4517805161811146,2169.1588715888956,0.5856337826011112,6.370391786666667E7,1,2500,UNIFORM,1,9.775963921931762,6.964557696417124,15,0,0,4056,65,0,0,1.5274265501676214,0,0.0,60,0,false,0,2,0,0,256,782,8465,0,0,0,0,283,65,0,0,1.0,169,0,6807,119,0,0,3,1,SAFE,0,0,134753,0,0,1904,1,662,0,0,0,2089,75766,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1522,99757,0,0.19586532782043709,71,-1.0,0,3.561507229859677E-5,567,84231,0,2,80,1870,0,0,true,74,56,0,1.0,1869,0,0,2,2,0,0.0,8465,0,0,0,true,0.8041346721795629,232,0,0,42,0,0,true,4058,1.600823588416968,1550,0,0,0,11497,467.95,0,1904,71,0,60,0.0,0.0,0,0,2,2,0,0,1.5161252215002954,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},307,0,2PC,3,1.5906674542232724,0.0,23198,301,58,0,0,1947,1103,0,1824,197,0,40,0,1705,168462,0,1055,8468,0,0,0,361,0,100,0.0,1.0,1558,2PC__ TO__ PB,0,0,3,554.2388888888889,0.10049744155952084,253,0,0.0,0,0.10052947740817247,500,500
1,180000,0,75756,8483,0,2,4112.4306515383705,1907.554007642959,4116.230784510197,1.360872900369179,2167.5497451373335,0.6514782324257564,8.764309973333333E7,1,2500,UNIFORM,1,9.792219050106244,7.298950629740863,16,0,0,4066,65,0,0,1.5199192143196578,0,0.0,63,0,false,0,2,0,0,244,761,8483,0,0,0,0,282,63,0,0,1.0,161,0,6768,118,0,0,2,1,SAFE,0,0,134534,0,0,1903,1,662,0,0,0,2092,75756,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1496,99763,0,0.20216904397029353,71,-1.0,0,2.374140857777092E-5,892,84239,0,2,65,1872,0,0,true,62,56,0,1.0,1870,0,0,2,2,0,0.0,8483,0,0,0,true,0.7978309560297064,227,0,0,42,0,0,true,4069,1.597589629864301,1553,0,0,0,10759,467.99444444444447,0,1903,71,0,60,0.0,0.0,0,0,2,2,0,0,1.51738771660969,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},382,0,2PC,2,1.592243310149711,0.0,15525,289,65,0,0,1964,1108,0,1829,194,0,38,0,1702,168478,0,1062,8485,0,0,0,357,0,96,0.0,1.0,1537,2PC__ TO__ PB,0,0,2,554.2833333333333,0.1007015752798585,496,0,0.0,0,0.10072292589119312,506,506
2,179996,0,80782,9022,0,5,3840.8138488140103,1791.063148028026,3853.0125779206387,1.3202289748243494,2006.2207048326313,0.6071445132964584,9.443766666666667E7,1,2500,UNIFORM,1,8.664236268080035,6.592545179213665,15,0,0,3796,61,0,0,1.5221336436334827,0,0.0,56,0,false,0,2,0,0,213,714,9022,0,0,0,0,265,60,0,0,1.0,150,0,7177,109,0,0,5,1,SAFE,0,0,143184,0,0,1654,1,662,0,0,0,1962,80782,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1452,105423,0,0.20450011084016848,71,-1.0,0,5.5673707534879576E-5,1212,89804,0,2,59,1757,0,0,true,55,54,0,1.0,1756,0,0,2,2,0,0.0,9022,0,0,0,true,0.7954998891598315,211,0,0,42,0,0,true,3797,1.59404322745166,1455,0,0,0,9734,498.9111111111111,0,1654,71,0,60,0.0,0.0,0,0,2,2,0,0,1.5223897140323652,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},238,0,2PC,5,1.5976501884282863,0.0,21792,273,55,0,0,1849,1045,0,1718,181,0,36,0,1591,179608,0,1002,9027,0,0,0,313,0,92,0.0,1.0,1474,2PC__ TO__ PB,0,0,5,585.75,0.10046323103647944,232,0,0.0,0,0.10051331158347158,509,509
3,179995,0,77340,8581,0,1,4022.468502505535,1873.498952068787,4025.513092180399,1.2316659761178743,2126.367255681156,0.5404143342070351,8.968364853333333E7,1,2500,UNIFORM,1,9.38000403854659,7.151852401014874,17,0,0,3979,65,0,0,1.516783035945177,0,0.0,60,0,false,0,2,0,0,233,757,8581,0,0,0,0,281,64,0,0,1.0,156,0,6875,117,0,0,1,1,SAFE,0,0,137183,0,0,1683,1,662,0,0,0,2051,77340,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1491,101342,0,0.19881132735112458,71,-1.0,0,1.1638462791834454E-5,1471,85921,0,2,90,1839,0,0,true,86,60,0,1.0,1837,0,0,2,2,0,0.0,8581,0,0,0,true,0.8011886726488754,221,0,0,42,0,0,true,3981,1.5966123610033618,1531,0,0,0,9906,477.3388888888889,0,1683,71,0,60,0.0,0.0,0,0,2,2,0,0,1.5142757254399255,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},600,0,2PC,1,1.5966670551217808,0.0,25570,292,59,0,0,1913,1087,0,1796,189,0,37,0,1687,171842,0,1042,8582,0,0,0,337,0,96,0.0,1.0,1510,2PC__ TO__ PB,0,0,1,563.0388888888889,0.09987081155945578,267,0,0.0,0,0.09988128767952328,501,501
4,180000,0,79783,8871,0,3,3894.444663059407,1814.6218378601957,3899.8218276406265,1.3780168514612496,2050.5719361965957,0.6518263598212332,9.104934773333333E7,1,2500,UNIFORM,1,9.907559955784652,7.028500377860745,15,0,0,3849,64,0,0,1.5285837835127785,0,0.0,58,0,false,0,2,0,0,239,746,8871,0,0,0,0,272,62,0,0,1.0,161,0,7118,112,0,0,3,1,SAFE,0,0,141912,0,0,1718,1,662,0,0,0,1987,79783,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1493,104291,0,0.19761019050839815,71,-1.0,0,3.383827560147535E-5,791,88654,0,2,72,1781,0,0,true,67,55,0,1.0,1779,0,0,2,2,0,0.0,8871,0,0,0,true,0.8023898094916019,222,0,0,42,0,0,true,3851,1.6012433726483086,1473,0,0,0,10058,492.52222222222224,0,1718,71,0,60,0.0,0.0,0,0,2,2,0,0,1.5251944538383497,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},334,0,2PC,3,1.5962123774095367,0.0,15491,286,57,0,0,1857,1052,0,1738,189,0,36,0,1617,177308,0,1007,8874,0,0,0,336,0,95,0.0,1.0,1516,2PC__ TO__ PB,0,0,3,579.4388888888889,0.10006316691858236,437,0,0.0,0,0.10009361922916409,503,503
5,179997,0,76971,8560,0,3,4046.473079556075,1879.953775317977,4057.7082693925236,1.3922556059578646,2138.3337461448596,0.6868633756312194,9.377704426666667E7,1,2500,UNIFORM,1,10.010621612458204,7.470318282788131,16,0,0,4003,63,0,0,1.5135570539553858,0,0.0,57,0,false,0,2,0,0,253,768,8560,0,0,0,0,278,61,0,0,1.0,169,0,6889,116,0,0,3,1,SAFE,0,0,135659,0,0,1784,1,662,0,0,0,2059,76971,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1487,101613,0,0.19521028037383178,71,-1.0,0,3.507377183342297E-5,954,85531,0,2,57,1844,0,0,true,51,55,0,1.0,1842,0,0,2,2,0,0.0,8560,0,0,0,true,0.8047897196261682,225,0,0,42,0,0,true,4005,1.5870132907198815,1525,0,0,0,10206,475.1722222222222,0,1784,71,0,60,0.0,0.0,0,0,2,2,0,0,1.505607476635514,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},299,0,2PC,3,1.5776869158878504,0.0,31744,293,55,0,0,1925,1097,0,1798,192,0,39,0,1675,171062,0,1053,8563,0,0,0,362,0,98,0.0,1.0,1514,2PC__ TO__ PB,0,0,3,564.5944444444444,0.1000806725047059,232,0,0.0,0,0.10011223606986695,517,517
6,179997,0,78289,8681,0,1,3999.0611958299737,1848.484403607148,4000.8107472641404,1.4837924020650561,2113.3217046423224,0.7026630234738205,9.45187168E7,1,2500,UNIFORM,1,9.600720596520679,7.210777696013613,17,0,0,3952,61,0,0,1.5024077456603098,0,0.0,58,0,false,0,2,0,0,254,771,8681,0,0,0,0,279,62,0,0,1.0,170,0,6874,115,0,0,1,1,SAFE,0,0,136888,0,0,1783,1,662,0,0,0,2024,78289,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1445,103825,0,0.20815574242598778,71,-1.0,0,1.1498085568752803E-5,1596,86970,0,2,157,1812,0,0,true,152,56,0,1.0,1810,0,0,2,2,0,0.0,8681,0,0,0,true,0.7918442575740122,226,0,0,42,0,0,true,3954,1.5744996104178108,1494,0,0,0,10332,483.1666666666667,0,1783,71,0,60,0.0,0.0,0,0,2,2,0,0,1.495565027070614,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},620,0,2PC,1,1.5691740582882157,0.0,14571,295,57,0,0,1900,1085,0,1768,193,0,39,0,1649,173940,0,1039,8682,0,0,0,361,0,98,0.0,1.0,1479,2PC__ TO__ PB,0,0,1,576.8222222222222,0.09981602851558008,678,0,0.0,0,0.09982637890791184,534,534
7,179994,0,77282,8535,0,4,4026.0184991212654,1876.2451377293548,4034.7225056824836,1.1774302326936297,2104.7353137668424,0.7339415389267683,8.68246496E7,1,2500,UNIFORM,1,9.696177275958098,6.8206408454807095,16,0,0,3981,65,0,0,1.5503998343728165,0,0.0,61,0,false,0,2,0,0,242,780,8535,0,0,0,0,285,66,0,0,1.0,170,0,6973,114,0,0,4,1,SAFE,0,0,139604,0,0,1691,1,662,0,0,0,2053,77282,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1462,100329,0,0.18301113063854715,71,-1.0,0,4.660863891122219E-5,441,85817,0,2,92,1841,0,0,true,88,54,0,1.0,1839,0,0,2,2,0,0.0,8535,0,0,0,true,0.8169888693614529,230,0,0,42,0,0,true,3983,1.6268988897802852,1502,0,0,0,9816,476.7611111111111,0,1691,71,0,60,0.0,0.0,0,0,2,2,0,0,1.5520796719390744,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},240,0,2PC,4,1.6255418863503222,0.0,18274,298,61,0,0,1937,1071,0,1797,197,0,38,0,1653,171634,0,1025,8539,0,0,0,350,0,99,0.0,1.0,1485,2PC__ TO__ PB,0,0,4,557.4277777777778,0.09945581877716536,197,0,0.0,0,0.09949779191573158,466,466
8,179996,0,78237,8712,0,3,3980.6604082874196,1849.3518898986413,3992.3173228879705,1.4074180812402244,2060.739614210285,0.727850471179269,8.324203413333334E7,1,2500,UNIFORM,1,8.797127898150704,6.806318992087588,15,0,0,3937,61,0,0,1.526170481997009,0,0.0,59,0,false,0,2,0,0,233,756,8712,0,0,0,0,276,59,0,0,1.0,162,0,6895,112,0,0,3,1,SAFE,0,0,139128,0,0,1728,1,662,0,0,0,2027,78237,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1490,102655,0,0.20856290174471992,71,-1.0,0,3.450179409329285E-5,525,86949,0,2,66,1815,0,0,true,61,54,0,1.0,1813,0,0,2,2,0,0.0,8712,0,0,0,true,0.7914370982552801,220,0,0,42,0,0,true,3938,1.6004320206551887,1486,0,0,0,9697,483.05,0,1728,71,0,60,0.0,0.0,0,0,2,2,0,0,1.523530762167126,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},277,0,2PC,3,1.5972222222222223,0.0,33551,291,58,0,0,1934,1076,0,1773,188,0,36,0,1629,173898,0,1033,8715,0,0,0,333,0,95,0.0,1.0,1516,2PC__ TO__ PB,0,0,3,570.35,0.10019666701169651,187,0,0.0,0,0.10022771184101573,502,502
9,179995,0,76222,8534,0,3,4045.296694984767,1900.8321126708825,4048.8951485821417,1.6611537535836904,2128.8638607921257,0.7141148252706065,8.382407253333333E7,1,2500,UNIFORM,1,9.475431859743509,7.023075720572447,15,0,0,4000,65,0,0,1.5428354018524835,0,0.0,60,0,false,0,2,1,0,247,761,8534,0,0,0,0,276,62,0,0,1.0,166,0,6909,116,0,0,3,1,SAFE,0,0,137105,0,0,1718,1,662,0,0,1,2078,76222,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},1512,99607,0,0.19041481134286384,71,-1.0,0,3.539447138356989E-5,508,84756,0,2,116,1865,0,0,true,111,51,0,1.0,1863,0,0,1,2,0,0.0,8534,0,0,0,true,0.8095851886571361,225,0,0,42,0,0,true,4002,1.6177219175566109,1536,0,0,0,10504,470.8666666666667,0,1718,71,0,60,0.0,0.0,0,0,2,2,0,0,1.537497070541364,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},257,0,2PC,3,1.6169439887508787,0.0,9924,291,60,0,0,1930,1091,0,1823,193,0,38,0,1680,169512,0,1047,8537,0,0,0,351,0,96,1.1713716762328687E-4,1.0,1533,2PC__ TO__ PB,0,0,3,553.4055555555556,0.10068903676435886,179,0,0.0,0,0.10072086740051205,482,482
