SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxRemoteNodesRead,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,avgCompleteNotificationAsync,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgNumNodesCommit,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,avgPrepareCommandSize,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,currentProtocolAsInt,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgCommitCommandSize,avgNumNodesCompleteNotification,switchCoolDownTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,tOPrepareWaitTime,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179992,0,29180,29209,0,1,4664.959637235099,1475.7254595270733,4667.288557875997,2.7734867785579724,3232.4381276318945,0.6730125535306457,3.3117784693333334E8,1,200000,UNIFORM,1,14.650918376434321,8.365585014557288,22,0,0,4604,26,0,0,0.9710418094585332,0,0.0,26,0,false,0,5,0,0,474,579,29209,0,0,0,0,178,24,0,0,1.0,151,0,14552,551,0,0,1,1,SAFE,0,0,58586,0,0,3025,4,664,0,0,0,3016,29180,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2308,195470,0,0.5017973912150364,71,-1.0,0,1.7126220243192328E-5,2328,58389,0,2,88,1426,0,0,true,85,24,0,1.0,1424,0,0,5,5,0,0.0,29209,0,0,0,true,0.49820260878496353,178,0,0,44,0,0,true,4607,1.006614119259767,2433,0,0,0,14406,324.3833333333333,0,3025,71,0,60,0.0,0.0,0,0,2,5,0,0,0.967852374268205,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},654,0,2PC,1,1.0001369440925743,0.0,67550,226,25,0,0,1445,1291,0,1372,147,0,57,0,2545,116778,0,1224,29210,0,0,0,567,0,103,0.0,1.0,2377,2PC__ TO__ PB,0,0,1,1085.9666666666667,0.5002483344465567,1075,0,0.0,0,0.5002568933036479,99843,99843
1,179994,0,29766,29849,0,0,4588.81284770009,1426.1740983336695,4588.81284770009,1.9417631636333137,3179.924791818821,0.7499262837577185,3.141288352E8,1,200000,UNIFORM,1,13.954261024909838,7.794131225362744,20,0,0,4533,25,0,0,0.9687227037559631,0,0.0,24,0,false,0,5,0,0,465,569,29849,0,0,0,0,186,23,0,0,1.0,145,0,14963,545,0,0,0,1,SAFE,0,0,59651,0,0,2907,4,664,0,0,0,2956,29766,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2308,196424,0,0.4987101745452109,0,-1.0,0,0.0,0,59615,0,2,66,1377,0,0,true,62,40,0,1.0,1374,0,0,0,5,0,0.0,29849,0,0,0,true,0.5012898254547891,166,0,0,44,0,0,true,4536,1.001175838204663,2399,0,0,0,13480,331.19444444444446,0,2907,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9660290126972428,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.0000335019598647,0.0,0,214,24,0,0,1422,1247,0,1323,136,0,54,0,2509,119230,0,1185,29849,0,0,0,555,0,95,0.0,1.0,2367,2PC__ TO__ PB,0,0,0,1091.2722222222221,0.5006961335234421,0,0,0.0,0,0.5006961335234421,100013,100013
2,180001,0,30905,30973,0,0,4428.089906628354,1370.3473404950655,4428.089906628354,1.9899919034228644,3087.1298768282054,0.6103397589676666,2.9703408906666666E8,1,200000,UNIFORM,1,11.864230485794627,7.294652865315621,20,0,0,4374,24,0,0,0.9672544895647953,0,0.0,23,0,false,0,5,0,0,450,569,30973,0,0,0,0,182,22,0,0,1.0,144,0,15339,529,0,0,0,1,SAFE,0,0,61722,0,0,2864,4,664,0,0,0,2851,30905,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2334,198057,0,0.5047622122493785,0,-1.0,0,0.0,0,61878,0,2,77,1327,0,0,true,73,41,0,1.0,1324,0,0,0,5,0,0.0,30973,0,0,0,true,0.4952377877506215,163,0,0,44,0,0,true,4377,1.0009383594887558,2331,0,0,0,13068,343.76666666666665,0,2864,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9594162657798728,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9940270558228134,0.0,0,218,22,0,0,1354,1201,0,1276,133,0,49,0,2439,123756,0,1145,30973,0,0,0,535,0,93,0.0,1.0,2387,2PC__ TO__ PB,0,0,0,1100.338888888889,0.5005494683086072,0,0,0.0,0,0.5005494683086072,100147,100147
3,179993,0,29162,29484,0,3,4641.263232363315,1455.7214358754545,4646.347845272012,2.1897856911456293,3221.2459888074886,0.6159241679697296,3.1221606826666665E8,1,200000,UNIFORM,1,13.601134972463298,8.077656055516718,22,0,0,4582,26,0,0,0.9629655030519169,0,0.0,24,0,false,0,5,0,0,469,586,29484,0,0,0,0,192,25,0,0,1.0,149,0,14864,554,0,0,3,1,SAFE,0,0,58734,0,0,3009,4,664,0,0,0,3004,29162,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2242,195521,0,0.4958621625288292,71,-1.0,0,5.115176729355999E-5,618,58646,0,2,83,1406,0,0,true,78,44,0,1.0,1404,0,0,5,5,0,0.0,29484,0,0,0,true,0.5041378374711708,172,0,0,44,0,0,true,4585,1.0004114944105342,2430,0,0,0,13728,325.81111111111113,0,3009,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9649640482973816,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},227,0,2PC,3,1.002577669244336,0.0,49633,219,24,0,0,1432,1262,0,1353,141,0,56,0,2538,117292,0,1197,29487,0,0,0,563,0,97,0.0,1.0,2315,2PC__ TO__ PB,0,0,3,1086.2555555555555,0.5027452852709478,401,0,0.0,0,0.5027707207284011,99759,99759
4,179998,0,31102,31195,0,0,4407.633831222953,1348.0853052215293,4407.633831222953,1.7409289211358494,3061.492655874339,0.7462647772062667,3.1736335946666664E8,1,200000,UNIFORM,1,13.723781032794518,7.690768014511133,19,0,0,4353,27,0,0,0.9583306539772362,0,0.0,24,0,false,0,5,0,0,457,564,31195,0,0,0,0,181,25,0,0,1.0,145,0,15500,523,0,0,0,1,SAFE,0,0,62002,0,0,2767,4,664,0,0,0,2829,31102,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2333,198951,0,0.5031255008815515,0,-1.0,0,0.0,0,62297,0,2,83,1303,0,0,true,79,40,0,1.0,1301,0,0,0,5,0,0.0,31195,0,0,0,true,0.49687449911844844,161,0,0,44,0,0,true,4356,0.9943090476496689,2309,0,0,0,12638,346.09444444444443,0,2767,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9617246353582305,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9962173425228402,0.0,0,213,22,0,0,1356,1192,0,1254,132,0,52,0,2411,124594,0,1134,31195,0,0,0,541,0,93,0.0,1.0,2376,2PC__ TO__ PB,0,0,0,1105.3055555555557,0.500746424386407,0,0,0.0,0,0.500746424386407,100274,100274
5,179996,0,29900,30032,0,1,4580.619773608151,1400.5651759197326,4581.775668653436,2.2422116196419335,3196.5999683004793,0.7066006255987761,3.1452477173333335E8,1,200000,UNIFORM,1,13.030254751138772,8.074917925016267,20,0,0,4522,25,0,0,0.9645819397993312,0,0.0,23,0,false,0,5,0,0,481,578,30032,0,0,0,0,185,24,0,0,1.0,147,0,14886,545,0,0,1,1,SAFE,0,0,59959,0,0,2857,4,664,0,0,0,2941,29900,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2295,196791,0,0.504328716036228,71,-1.0,0,1.668529858341815E-5,735,59932,0,2,71,1354,0,0,true,68,41,0,1.0,1352,0,0,5,5,0,0.0,30032,0,0,0,true,0.49567128396377197,165,0,0,44,0,0,true,4524,0.9981939799331103,2402,0,0,0,12968,332.9555555555556,0,2857,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9661694192860948,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},379,0,2PC,1,1.0026971230687267,0.0,34386,223,23,0,0,1398,1228,0,1304,135,0,54,0,2512,119864,0,1167,30033,0,0,0,569,0,95,0.0,1.0,2351,2PC__ TO__ PB,0,0,1,1093.3111111111111,0.5011012480811586,294,0,0.0,0,0.5011095723557973,100071,100071
6,179993,0,31562,31782,0,0,4287.336919419797,1368.367641245802,4287.336919419797,2.126611454912857,2971.1438409791704,0.7182936078017552,3.175235813333333E8,1,200000,UNIFORM,1,12.057644512503156,7.544062673654963,18,0,0,4235,23,0,0,0.9709143907230213,0,0.0,24,0,false,0,5,0,0,420,559,31782,0,0,0,0,180,23,0,0,1.0,142,0,15709,513,0,0,0,1,SAFE,0,0,63346,0,0,2752,4,664,0,0,0,2783,31562,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2309,199514,0,0.5057265118620603,0,-1.0,0,0.0,0,63344,0,2,70,1323,0,0,true,66,39,0,1.0,1320,0,0,0,5,0,0.0,31782,0,0,0,true,0.4942734881379397,164,0,0,44,0,0,true,4238,1.006590203409163,2262,0,0,0,12607,351.9111111111111,0,2752,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9600717387200302,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9935183437165691,0.0,0,212,23,0,0,1328,1189,0,1273,134,0,50,0,2361,126688,0,1132,31782,0,0,0,498,0,94,0.0,1.0,2357,2PC__ TO__ PB,0,0,0,1108.4333333333334,0.5017365496337459,0,0,0.0,0,0.5017365496337459,99924,99924
7,179994,0,30499,30724,0,1,4476.840290554615,1372.2750406570708,4477.561601712016,1.9718105808179798,3138.212980015623,0.6699065164981903,2.773512778666667E8,1,200000,UNIFORM,1,13.13008094864759,7.251896445838233,19,0,0,4423,24,0,0,0.9654087019246532,0,0.0,24,0,false,0,5,0,0,451,569,30724,0,0,0,0,183,23,0,0,1.0,144,0,15517,541,0,0,1,1,SAFE,0,0,61316,0,0,2866,4,664,0,0,0,2880,30499,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2277,197277,0,0.49495508397344096,71,-1.0,0,1.633346400104534E-5,1799,61223,0,2,89,1328,0,0,true,83,37,0,1.0,1326,0,0,5,5,0,0.0,30724,0,0,0,true,0.505044916026559,167,0,0,44,0,0,true,4425,0.9978359946227745,2388,0,0,0,11392,340.1277777777778,0,2866,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9709998698086186,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},534,0,2PC,1,1.0051751074078896,0.0,21651,219,23,0,0,1351,1195,0,1278,137,0,52,0,2491,122446,0,1136,30725,0,0,0,535,0,96,0.0,1.0,2338,2PC__ TO__ PB,0,0,1,1096.0055555555555,0.501837544713588,1042,0,0.0,0,0.5018456814321182,99776,99776
8,179995,0,30064,30174,0,1,4525.1571161596075,1424.2946154204365,4525.913121528468,2.14573963711217,3124.0198252800424,0.6633473151300772,3.0442949653333336E8,1,200000,UNIFORM,1,15.117924633543055,8.712744102657748,20,0,0,4466,27,0,0,0.9562932410856839,0,0.0,24,0,false,0,5,0,0,453,588,30174,0,0,0,0,192,26,0,0,1.0,146,0,15201,537,0,0,1,1,SAFE,0,0,60250,0,0,2794,4,664,0,0,0,2922,30064,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2306,197532,0,0.4962219129051501,71,-1.0,0,1.6600541177642393E-5,1283,60238,0,2,73,1374,0,0,true,69,42,0,1.0,1372,0,0,5,5,0,0.0,30174,0,0,0,true,0.5037780870948498,172,0,0,44,0,0,true,4468,0.9946447578499201,2352,0,0,0,13688,334.65555555555557,0,2794,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9680851063829787,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},384,0,2PC,1,1.005733412872009,0.0,21843,226,23,0,0,1413,1244,0,1323,141,0,57,0,2467,120476,0,1182,30175,0,0,0,539,0,99,0.0,1.0,2353,2PC__ TO__ PB,0,0,1,1097.4277777777777,0.5009130449218101,162,0,0.0,0,0.5009213300353591,100282,100282
9,179996,0,30241,30166,0,1,4526.332539183187,1418.2558839324097,4527.016656931645,1.8416048702158656,3157.8115092156736,0.6444027925639856,2.9305727946666664E8,1,200000,UNIFORM,1,12.905321265395312,7.657174198781618,20,0,0,4472,24,0,0,0.9639562183790219,0,0.0,23,0,false,0,5,0,0,476,573,30166,0,0,0,0,182,23,0,0,1.0,145,0,15061,539,0,0,1,1,SAFE,0,0,60395,0,0,2889,4,664,0,0,0,2919,30241,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2314,196412,0,0.5007292978850362,71,-1.0,0,1.655409879486161E-5,1405,60407,0,2,73,1373,0,0,true,70,38,0,1.0,1370,0,0,5,5,0,0.0,30166,0,0,0,true,0.4992707021149639,165,0,0,44,0,0,true,4475,0.9989749016236236,2367,0,0,0,12675,335.59444444444443,0,2889,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9656566995955712,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},534,0,2PC,1,1.0006298481734404,0.0,20068,221,22,0,0,1385,1229,0,1321,135,0,52,0,2478,120814,0,1171,30167,0,0,0,563,0,94,0.0,1.0,2370,2PC__ TO__ PB,0,0,1,1091.2055555555555,0.49937921101859056,920,0,0.0,0,0.4993874983445901,99961,99961
