SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localReadOnlyTxRemoteNodesRead,applicationContentionFactor,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,tOPrepareWaitTime,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180371,0,331,6,0,0,540114.7628333333,535059.2906767372,540114.7628333333,9.63786646884273,13233.493666666665,0.6280440368293174,1.7452138133333334E8,1,100000,UNIFORM,1,89.6166409495549,45.63796439169139,11,0,0,539884,196,0,0,0,13.0,0.0,false,0,0,162,0,0,19,2010,59255,6,0,0,0,0,0,56793,199,5.0,0,946,0,21,11,0,0,0,1,SAFE,0,0,169163,0,0,0,18,0,2863,0,0,534945,331,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7787,402,0,1.5,0,-1.0,0,0,0.0,0,337,1000,0,534868,0,true,0,0,39,0,2.707692307692308,534855,0,0,0,10,0,0.0,30,0,0,0,true,3.5,57680,0,0,43,0,0,true,539893,501.8821752265861,9807,0,0,0,82070,1.8722222222222222,0,71,0,0,60,0.0,0.0,0,1000,0,19,0,0,13.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,506.6666666666667,0.0,0,1391,763,0,527033,0,1031,0,57349,534421,0,183,0,10196,337000,0,997,6,0,0,0,0,2472,91,0.0,5.0,7787,2PC__ TO__ PB,0,0,0,2.2333333333333334,0.017804154302670624,0,0,0.0,0,0.017804154302670624,49863,49863
1,180388,0,328,3,0,0,566739.2866666666,544706.2140731708,566739.2866666666,7.427652567975831,16147.769,0.6401320547400203,1.556034224E8,1,100000,UNIFORM,1,72.26646525679759,48.36134743202417,10,0,0,566599,153,0,0,0,15.0,0.0,false,0,0,131,0,0,19,1856,59412,3,0,0,0,0,0,55146,156,5.0,0,1825,0,7,10,0,0,0,1,SAFE,0,0,166274,0,0,16641,18,0,2864,0,0,544723,328,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5863,396,0,2.6666666666666665,0,-1.0,0,0,0.0,0,331,1000,0,544531,0,true,0,0,220,0,2.4923076923076923,544523,0,0,0,10,0,0.0,15,0,0,0,true,2.3333333333333335,55664,0,0,43,0,0,true,566607,502.265243902439,9208,0,0,0,70909,1.8388888888888888,0,71,16641,0,60,0.0,0.0,0,1000,0,19,0,0,15.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,510.3333333333333,0.0,0,2316,125,0,550673,0,1051,0,55332,544112,0,173,0,10034,331000,0,1020,3,0,0,0,0,5655,87,0.0,5.0,7521,2PC__ TO__ PB,0,0,0,2.2,0.00906344410876133,0,0,0.0,0,0.00906344410876133,49753,49753
2,180265,0,336,5,0,0,535000.2962,528457.0077886905,535000.2962,8.887041055718475,12838.3786,0.6153811695088005,1.5614111253333333E8,1,100000,UNIFORM,1,88.86357184750733,48.21674780058651,10,0,0,534868,157,0,0,0,16.0,0.0,false,0,0,122,0,0,19,1691,65096,5,0,0,0,0,0,61695,160,5.0,0,1458,0,13,11,0,0,0,1,SAFE,0,0,170926,0,0,8476,18,0,2863,0,0,528376,336,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5364,405,0,2.4,0,-1.0,0,0,0.0,0,341,1000,0,528289,0,true,0,0,131,0,2.703125,528279,0,0,0,10,0,0.0,25,0,0,0,true,2.6,56949,0,0,43,0,0,true,534876,501.33035714285717,7990,0,0,0,70828,1.8944444444444444,0,71,8476,0,60,0.0,0.0,0,1000,0,19,0,0,16.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,495.8,0.0,0,1855,118,0,522235,0,1020,0,56642,527904,0,172,0,8702,341000,0,990,5,0,0,0,0,3812,90,0.0,5.0,5661,2PC__ TO__ PB,0,0,0,2.25,0.01466275659824047,0,0,0.0,0,0.01466275659824047,49874,49874
3,180073,0,326,5,0,0,579965.1788,543366.8070398773,579965.1788,6.569429003021148,9195.8396,0.6505387607201841,1.5256339893333334E8,1,100000,UNIFORM,1,115.18612084592145,50.021247734138974,10,0,0,579828,181,0,0,0,14.0,0.0,false,0,0,134,0,0,19,1634,70491,5,0,0,0,0,0,67457,184,5.0,0,1362,0,7,10,0,0,0,1,SAFE,0,0,165671,0,0,8125,18,0,2863,0,0,543719,326,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},6061,395,0,3.6,0,-1.0,0,0,0.0,0,331,1000,0,543173,0,true,0,0,124,0,2.703125,543165,0,0,0,10,0,0.0,25,0,0,0,true,1.4,56671,0,0,43,0,0,true,579837,500.4907975460123,5013,0,0,0,69233,1.8388888888888888,0,71,8125,0,60,0.0,0.0,0,1000,0,19,0,0,14.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,502.2,0.0,0,1573,129,0,570889,0,1053,0,56337,542739,0,221,0,5485,331000,0,1022,5,0,0,0,0,3322,89,0.0,5.0,6198,2PC__ TO__ PB,0,0,0,2.1944444444444446,0.015105740181268883,0,0,0.0,0,0.015105740181268883,49972,49972
4,180280,0,342,4,0,0,508638.87475,521108.4804502924,508638.87475,9.950832369942196,18155.83925,0.6865043901919473,1.566148064E8,1,100000,UNIFORM,1,75.22699132947977,46.323823699421965,10,0,0,508511,149,0,0,0,15.0,0.0,false,0,0,123,0,0,19,1960,56919,4,0,0,0,0,0,53030,152,5.0,0,1571,0,10,10,0,0,0,1,SAFE,0,0,173369,0,0,0,18,0,2863,0,0,520767,342,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},9357,412,0,2.5,0,-1.0,0,0,0.0,0,346,1000,0,520919,0,true,0,0,119,0,2.803030303030303,520911,0,0,0,10,0,0.0,20,0,0,0,true,2.5,55092,0,0,43,0,0,true,508517,501.2456140350877,13066,0,0,0,73962,1.9222222222222223,0,71,0,0,60,0.0,0.0,0,1000,0,19,0,0,15.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,485.75,0.0,0,2234,119,0,490598,0,1007,0,54790,520543,0,184,0,13488,346000,0,977,4,0,0,0,0,4339,87,0.0,5.0,9357,2PC__ TO__ PB,0,0,0,2.2888888888888888,0.011560693641618497,0,0,0.0,0,0.011560693641618497,50038,50038
5,180413,0,336,3,0,0,530929.9643333333,532104.4097619047,530929.9643333333,10.383837758112096,15464.213666666667,0.5897994971431332,1.553659152E8,1,100000,UNIFORM,1,105.90656932153392,51.62448967551622,11,0,0,530795,168,0,0,0,13.0,0.0,false,0,0,136,0,0,19,2390,58931,3,0,0,0,0,0,54500,171,5.0,0,1880,0,5,11,0,0,0,1,SAFE,0,0,168332,0,0,15078,18,0,2863,0,0,531898,336,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8477,407,0,3.3333333333333335,0,-1.0,0,0,0.0,0,339,1000,0,531917,0,true,0,0,92,0,2.6029411764705883,531908,0,0,0,10,0,0.0,15,0,0,0,true,1.6666666666666667,57011,0,0,43,0,0,true,530802,496.63690476190476,8625,0,0,0,71613,1.8833333333333333,0,71,15078,0,60,0.0,0.0,0,1000,0,19,0,0,13.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,487.3333333333333,0.0,0,2455,131,0,515742,0,1036,0,56687,531535,0,207,0,9649,339000,0,1004,3,0,0,0,0,5306,90,0.0,5.0,8865,2PC__ TO__ PB,0,0,0,2.261111111111111,0.008849557522123894,0,0,0.0,0,0.008849557522123894,50253,50253
6,180144,0,343,5,0,0,633614.1122000001,515900.4082857143,633614.1122000001,11.55348275862069,12804.4704,0.7119359555199811,1.5688775733333334E8,1,100000,UNIFORM,1,66.74731896551725,45.18583908045977,10,0,0,633483,157,0,0,0,15.0,0.0,false,0,0,113,0,0,19,1940,85527,5,0,0,0,0,0,82065,159,5.0,0,1561,0,7,11,0,0,0,1,SAFE,0,0,173793,0,0,12087,18,0,2863,0,0,517392,343,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5861,413,0,3.6,0,-1.0,0,0,0.0,0,348,1000,0,515707,0,true,0,0,81,0,2.523076923076923,515700,0,0,0,10,0,0.0,25,0,0,0,true,1.4,55535,0,0,43,0,0,true,633491,499.3002915451895,8032,0,0,0,79857,1.9333333333333333,0,71,12087,0,60,0.0,0.0,0,1000,0,19,0,0,15.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,506.6,0.0,0,1802,109,0,620871,0,1002,0,55234,515320,0,166,0,8517,348000,0,972,5,0,0,0,0,3960,88,0.0,5.0,6594,2PC__ TO__ PB,0,0,0,2.2944444444444443,0.014367816091954023,0,0,0.0,0,0.014367816091954023,50134,50134
7,180152,0,331,3,0,0,511852.9686666667,539534.7170453172,511852.9686666667,8.075344311377245,9697.713333333333,0.6923774103629464,1.502935024E8,1,100000,UNIFORM,1,89.58217065868263,45.60899101796407,10,0,0,511619,146,0,0,0,16.0,0.0,false,0,0,148,0,0,19,1777,59547,3,0,0,0,0,0,55401,149,5.0,0,1744,0,9,10,0,0,0,1,SAFE,0,0,167378,0,0,9915,18,0,2862,0,0,539104,331,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},6068,402,0,2.0,0,-1.0,0,0,0.0,0,334,1000,0,539366,0,true,0,0,81,0,2.5,539353,0,0,0,10,0,0.0,15,0,0,0,true,3.0,58462,0,0,43,0,0,true,511628,501.3021148036254,5749,0,0,0,76045,1.8555555555555556,0,71,9915,0,60,0.0,0.0,0,1000,0,19,0,0,16.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,482.3333333333333,0.0,0,2280,141,0,502229,0,1042,0,58145,538976,0,181,0,6359,334000,0,1010,3,0,0,0,0,2815,93,0.0,5.0,6473,2PC__ TO__ PB,0,0,0,2.2333333333333334,0.008982035928143712,0,0,0.0,0,0.008982035928143712,49885,49885
8,180445,0,337,2,0,0,511956.37,532349.1002344213,511956.37,7.20434808259587,12444.7235,0.6938941409016679,1.5843157973333332E8,1,100000,UNIFORM,1,56.30620943952802,47.965604719764016,10,0,0,511816,150,0,0,0,16.0,0.0,false,0,0,111,0,0,19,1729,58131,2,0,0,0,0,0,53468,153,5.0,0,2133,0,8,10,0,0,0,1,SAFE,0,0,169965,0,0,0,18,0,2863,0,0,532047,337,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5576,405,0,1.0,0,-1.0,0,0,0.0,0,339,1000,0,532184,0,true,0,0,245,0,2.5757575757575757,532167,0,0,0,10,0,0.0,10,0,0,0,true,4.0,56118,0,0,43,0,0,true,511825,501.4747774480712,5767,0,0,0,78111,1.8833333333333333,0,71,0,0,60,0.0,0.0,0,1000,0,19,0,0,16.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,484.0,0.0,0,2442,106,0,499695,0,1028,0,55804,531740,0,151,0,6321,339000,0,997,2,0,0,0,0,5713,88,0.0,5.0,5576,2PC__ TO__ PB,0,0,0,2.25,0.0058997050147492625,0,0,0.0,0,0.0058997050147492625,50027,50027
9,180261,0,324,5,0,0,551159.1457999999,547755.723808642,551159.1457999999,7.326753799392097,17647.5032,0.5887206721298943,1.5423894133333334E8,1,100000,UNIFORM,1,99.88470212765958,48.49906686930091,10,0,0,550972,166,0,0,0,16.0,0.0,false,0,0,133,0,0,19,2629,57841,5,0,0,0,0,0,54265,169,5.0,0,1440,0,17,11,0,0,0,1,SAFE,0,0,164178,0,0,0,18,0,2863,0,0,547610,324,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5643,392,0,1.6,0,-1.0,0,0,0.0,0,329,1000,0,547567,0,true,0,0,123,0,2.507936507936508,547558,0,0,0,10,0,0.0,25,0,0,0,true,3.4,56525,0,0,43,0,0,true,550979,498.97222222222223,11313,0,0,0,72769,1.8277777777777777,0,71,0,0,60,0.0,0.0,0,1000,0,19,0,0,16.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,502.2,0.0,0,2044,128,0,533573,0,1063,0,56190,547133,0,210,0,11979,329000,0,1033,5,0,0,0,0,5325,89,0.0,5.0,5643,2PC__ TO__ PB,0,0,0,2.1777777777777776,0.015197568389057751,0,0,0.0,0,0.015197568389057751,50020,50020
