SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,numRemoteRemoteLockContentions,avgNumNodesCommit,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgClusteredGetCommandReplySize,avgReadOnlyTxDuration,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180003,0,8777,993,0,0,24065.220362537762,17764.028488435684,24065.220362537762,7.048914841351075,6391.6916334340385,0.9904523653602914,1.8691153066666666E8,1,100000,UNIFORM,1,26.109836233367453,22.635317502558852,2,0,0,23988,86,0,0,0,0.0,61,false,0,0,0,10,0,395,16796,0,0,0,0,78,0,15550,579,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,6551,9,0,2863,0,0,18329,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4917,17606,0,5.0,0,-1.0,0,0.0,0,0,9770,5000,101,17692,0,true,98,0,0,5.0,0,17689,0,10,0,0,0.0,4965,0,0,0,0.0,15603,0,0,0,0,0,true,23992,0.0,5202,0,0,0,21761,54.27777777777778,0,71,6551,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,64,622,0,0,17706,0,0,17358,15289,0,77,0,5401,48850000,0,0,0,993,0,0,832,0,0,0.0,5.0,5102,2PC__ TO__ PB,0,0,0,97.81666666666666,0.10163766632548618,0,0.0,0,0,0.10163766632548618,100020,100020
1,180011,0,7471,837,0,0,28267.18513620072,20903.548026502474,28267.18513620072,7.728812229176697,7577.706182795699,0.9937755255855965,1.6244687946666667E8,1,100000,UNIFORM,1,28.935440418873377,26.256840515166108,2,0,0,28177,90,0,0,0,0.0,67,false,0,0,0,10,0,844,19938,0,0,0,0,82,0,18179,881,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7060,9,0,2863,0,0,21557,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4933,16300,0,5.0,0,-1.0,0,0.0,0,0,8308,5000,102,20820,0,true,98,0,0,5.0,0,20815,0,10,0,0,0.0,4185,0,0,0,0.0,18290,0,0,0,0,0,true,28181,0.0,5620,0,0,0,30871,46.15555555555556,0,71,7060,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,68,822,0,0,20734,0,0,20333,17841,0,85,0,5895,41540000,0,0,0,837,0,0,1487,0,0,0.0,5.0,5136,2PC__ TO__ PB,0,0,0,90.56111111111112,0.10074626865671642,0,0.0,0,0,0.10074626865671642,100020,100020
2,179987,0,7819,920,0,1,27098.030314130436,19803.187546361427,27158.09976847826,6.8661542334096115,7525.036989130434,0.9268058068768402,1.6560422986666667E8,1,100000,UNIFORM,1,23.277209382151028,21.250172654462244,2,0,0,27013,78,0,0,0,0.0,55,false,0,0,0,10,0,878,18969,0,0,0,0,69,0,17357,787,5.0,0,0,0,1,0,0,1,0,SAFE,0,0,0,0,0,7599,9,0,2863,0,0,20507,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5132,16648,0,5.0,71,-1.0,0,1.1441647597254005E-4,837,0,8739,5000,0,19737,0,true,0,0,0,5.0,0,19735,0,10,10,0,0.0,4600,0,0,0,0.0,17487,0,0,0,0,0,true,27017,0.0,5704,0,0,0,21109,48.55,0,71,7599,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},348,0,2PC,1,0.0,0.0,54982,67,776,0,0,19597,0,0,19407,17186,0,71,0,5970,43695000,0,0,0,921,0,0,1392,0,0,0.0,5.0,5394,2PC__ TO__ PB,0,0,1,92.49444444444444,0.10527520311248427,169,0.0,0,0,0.10537757437070938,100020,100020
3,180007,0,8211,871,0,0,26267.742619977038,19116.293735598585,26267.742619977038,6.405168024664171,7104.978505166476,0.9938486131852159,1.601788752E8,1,100000,UNIFORM,1,23.362064192909052,21.03275467958599,2,0,0,26193,71,0,0,0,0.0,51,false,0,0,0,10,0,864,18487,0,0,0,0,63,0,16910,777,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7171,9,0,2863,0,0,19732,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5162,17040,0,5.0,0,-1.0,0,0.0,0,0,9082,5000,93,19050,0,true,90,0,0,5.0,0,19047,0,10,0,0,0.0,4355,0,0,0,0.0,16884,0,0,0,0,0,true,26197,0.0,5307,0,0,0,22151,50.455555555555556,0,71,7171,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,56,752,0,0,19192,0,0,18725,16583,0,69,0,5564,45410000,0,0,0,871,0,0,1382,0,0,0.0,5.0,5366,2PC__ TO__ PB,0,0,0,94.67222222222222,0.09590398590618807,0,0.0,0,0,0.09590398590618807,100020,100020
4,179989,0,7902,870,0,0,27141.246667816093,19767.119114021767,27141.246667816093,8.103257181942546,7531.344373563218,0.9935957514479622,1.6401557493333334E8,1,100000,UNIFORM,1,25.290704514363885,22.808584701322392,2,0,0,27054,78,0,0,0,0.0,54,false,0,0,0,10,0,930,19198,0,0,0,0,71,0,17453,838,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7336,9,0,2863,0,0,20424,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5074,16731,0,5.0,0,-1.0,0,0.0,0,0,8772,5000,163,19696,0,true,158,0,0,5.0,0,19694,0,10,0,0,0.0,4350,0,0,0,0.0,17402,0,0,0,0,0,true,27058,0.0,5577,0,0,0,24058,48.733333333333334,0,71,7336,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,56,856,0,0,19631,0,0,19372,17101,0,75,0,5878,43860000,0,0,0,870,0,0,1490,0,0,0.0,5.0,5307,2PC__ TO__ PB,0,0,0,92.95555555555555,0.09917920656634747,0,0.0,0,0,0.09917920656634747,100020,100020
5,180017,0,7690,893,0,0,27299.277275475924,20215.982447724316,27299.277275475924,8.22377385529535,7407.74324300112,0.9939892568302313,1.6252530186666667E8,1,100000,UNIFORM,1,28.587826983572178,26.437732610975186,2,0,0,27207,84,0,0,0,0.0,57,false,0,0,0,10,0,846,19382,0,0,0,0,79,0,17635,871,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7363,9,0,2863,0,0,20872,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5027,16519,0,5.0,0,-1.0,0,0.0,0,0,8583,5000,107,20140,0,true,104,0,0,5.0,0,20136,0,10,0,0,0.0,4465,0,0,0,0.0,17764,0,0,0,0,0,true,27211,0.0,5510,0,0,0,26097,47.68333333333333,0,71,7363,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,64,825,0,0,19921,0,0,19772,17427,0,80,0,5787,42915000,0,0,0,893,0,0,1442,0,0,0.0,5.0,5255,2PC__ TO__ PB,0,0,0,91.77777777777777,0.10404287545147384,0,0.0,0,0,0.10404287545147384,100020,100020
6,179999,0,7866,858,0,0,27361.54241724942,19876.561437579458,27361.54241724942,7.009673200366804,7733.816353146853,0.9938634433553537,1.6313313706666666E8,1,100000,UNIFORM,1,26.519098120128383,24.249860729023386,2,0,0,27252,84,0,0,0,0.0,57,false,0,0,0,10,0,979,19294,0,0,0,0,74,0,17414,920,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7540,9,0,2863,0,0,20539,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5098,16695,0,5.0,0,-1.0,0,0.0,0,0,8724,5000,183,19810,0,true,177,0,0,5.0,0,19807,0,10,0,0,0.0,4290,0,0,0,0.0,17472,0,0,0,0,0,true,27262,0.0,5585,0,0,0,22220,48.46666666666667,0,71,7540,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,56,907,0,0,19651,0,0,19466,17153,0,75,0,5940,43620000,0,0,0,858,0,0,1598,0,0,0.0,5.0,5325,2PC__ TO__ PB,0,0,0,92.75555555555556,0.09834938101788171,0,0.0,0,0,0.09834938101788171,100020,100020
7,180010,0,8239,894,0,0,26049.177325503355,19001.4162437189,26049.177325503355,6.920396255337786,7307.040450782997,0.9937750830215812,1.6388655466666666E8,1,100000,UNIFORM,1,24.40078243731523,22.625397021789116,2,0,0,25956,66,0,0,0,0.0,55,false,0,0,0,10,0,844,18373,0,0,0,0,64,0,16717,842,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7075,9,0,2863,0,0,19619,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5193,17068,0,5.0,0,-1.0,0,0.0,0,0,9133,5000,95,18934,0,true,92,0,0,5.0,0,18931,0,10,0,0,0.0,4470,0,0,0,0.0,16713,0,0,0,0,0,true,25960,0.0,5427,0,0,0,23475,50.73888888888889,0,71,7075,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,66,765,0,0,18771,0,0,18598,16402,0,71,0,5695,45665000,0,0,0,894,0,0,1428,0,0,0.0,5.0,5380,2PC__ TO__ PB,0,0,0,94.82777777777778,0.09788678418920399,0,0.0,0,0,0.09788678418920399,100020,100020
8,180006,0,7837,821,0,0,27957.64072228989,20018.32715911701,27957.64072228989,7.108033610533611,7881.36203045067,0.9939910722532156,1.6188001066666666E8,1,100000,UNIFORM,1,25.35722453222453,23.142527142527143,2,0,0,27878,79,0,0,0,0.0,53,false,0,0,0,10,0,1050,19352,0,0,0,0,67,0,17654,852,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,8073,9,0,2863,0,0,20701,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5192,16666,0,5.0,0,-1.0,0,0.0,0,0,8658,5000,92,19953,0,true,89,0,0,5.0,0,19949,0,10,0,0,0.0,4105,0,0,0,0.0,17757,0,0,0,0,0,true,27881,0.0,5796,0,0,0,24243,48.1,0,71,8073,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,63,795,0,0,20103,0,0,19624,17451,0,70,0,6106,43290000,0,0,0,821,0,0,1607,0,0,0.0,5.0,5461,2PC__ TO__ PB,0,0,0,92.59444444444445,0.09482559482559483,0,0.0,0,0,0.09482559482559483,100020,100020
9,180009,0,7589,872,0,0,27701.112050458716,20513.737747924628,27701.112050458716,7.7631979671433635,7314.415633027523,0.9944164734216432,1.623948048E8,1,100000,UNIFORM,1,26.709743056376315,24.975084150809597,2,0,0,27616,93,0,0,0,0.0,65,false,0,0,0,10,0,794,19571,0,0,0,0,82,0,17785,841,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7594,9,0,2863,0,0,21170,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5065,16418,0,5.0,0,-1.0,0,0.0,0,0,8461,5000,104,20434,0,true,101,0,0,5.0,0,20430,0,10,0,0,0.0,4360,0,0,0,0.0,17923,0,0,0,0,0,true,27620,0.0,5425,0,0,0,28364,47.00555555555555,0,71,7594,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,67,891,0,0,20427,0,0,19962,17491,0,81,0,5729,42305000,0,0,0,872,0,0,1403,0,0,0.0,5.0,5311,2PC__ TO__ PB,0,0,0,91.21666666666667,0.10306110388842926,0,0.0,0,0,0.10306110388842926,100020,100020
