SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxRemoteNodesRead,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,avgCompleteNotificationAsync,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgNumNodesCommit,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,avgPrepareCommandSize,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,currentProtocolAsInt,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgCommitCommandSize,avgNumNodesCompleteNotification,switchCoolDownTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,tOPrepareWaitTime,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179993,0,4320,39023,0,0,4555.785216231453,341.59500833333334,4555.785216231453,4.009825808088965,4367.211305614637,0.768135937466932,5.4087224E8,1,200000,UNIFORM,1,24.63882370855732,8.548362480677389,31,0,0,4464,24,0,0,0.0,0,0.0,21,0,false,0,8,0,0,750,372,39023,0,0,0,0,67,20,0,0,1.0,118,0,0,1090,0,0,0,0,SAFE,0,0,0,0,0,4228,7,664,0,0,0,4043,4320,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3028,332056,0,1.0,0,-1.0,0,0.0,0,43343,0,2,69,238,0,0,true,66,0,0,1.0,236,0,0,0,8,0,0.0,39023,0,0,0,true,0.0,77,0,0,0,0,0,true,4468,0.0,3209,0,0,0,22601,240.79444444444445,0,4228,71,0,60,0.0,0.0,0,0,2,8,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,166,24,0,0,195,0,0,150,47,0,96,0,3349,86686,0,0,39023,0,0,0,856,0,0,0.0,1.0,3173,2PC__ TO__ PB,0,0,0,1844.8222222222223,0.9003299264010336,0,0,0.0,0,0.9003299264010336,200008,200008
1,180008,0,4641,41819,0,2,4253.760296802889,285.484848524025,4257.5973860685335,4.021249128319917,4070.64193519692,0.7765299332821871,5.2826494506666666E8,1,200000,UNIFORM,1,20.08290794627868,7.630734363565924,27,0,0,4173,20,0,0,0.0,0,0.0,20,0,false,0,8,0,0,685,386,41819,0,0,0,0,70,18,0,0,1.0,123,0,0,1024,0,0,2,0,SAFE,0,0,0,0,0,3974,7,664,0,0,0,3781,4641,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3108,331670,0,1.0,71,-1.0,0,4.3045930007317805E-5,611,46460,0,2,61,211,0,0,true,59,0,0,1.0,208,0,0,8,8,0,0.0,41819,0,0,0,true,0.0,74,0,0,0,0,0,true,4176,0.0,3030,0,0,0,20020,258.1111111111111,0,3974,71,0,60,0.0,0.0,0,0,2,8,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},341,0,2PC,2,0.0,0.0,79939,173,20,0,0,190,0,0,134,45,0,82,0,3150,92920,0,0,41821,0,0,0,778,0,0,0.0,1.0,3219,2PC__ TO__ PB,0,0,2,1842.6444444444444,0.900107619457598,328,0,0.0,0,0.900111919418019,200008,200008
2,180008,0,5069,45345,0,0,3928.2898900430037,252.87697869402248,3928.2898900430037,3.5425716467647876,3777.1215611423527,0.7208866958945339,5.2884690026666665E8,1,200000,UNIFORM,1,16.852412504463047,6.940475562343793,21,0,0,3865,18,0,0,0.0,0,0.0,19,0,false,0,8,0,0,648,373,45345,0,0,0,0,65,17,0,0,1.0,121,0,0,948,0,0,0,0,SAFE,0,0,0,0,0,3716,7,664,0,0,0,3495,5069,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3126,331853,0,1.0,0,-1.0,0,0.0,0,50414,0,2,73,181,0,0,true,70,0,0,1.0,179,0,0,0,8,0,0.0,45345,0,0,0,true,0.0,73,0,0,0,0,0,true,3868,0.0,2821,0,0,0,14503,280.0777777777778,0,3716,71,0,60,0.0,0.0,0,0,2,8,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,168,18,0,0,158,0,0,110,44,0,66,0,2925,100828,0,0,45345,0,0,0,735,0,0,0.0,1.0,3207,2PC__ TO__ PB,0,0,0,1843.661111111111,0.8994525330265403,0,0,0.0,0,0.8994525330265403,200008,200008
3,180004,0,4363,39776,0,1,4472.924499748592,317.56621063488427,4473.328850739139,5.180682306298142,4270.229532356195,0.655217461315189,5.2770995573333335E8,1,200000,UNIFORM,1,23.32002831898505,8.361049342999548,29,0,0,4380,22,0,0,0.0,0,0.0,19,0,false,0,8,0,0,720,401,39776,0,0,0,0,74,19,0,0,1.0,125,0,0,1076,0,0,1,0,SAFE,0,0,0,0,0,4153,7,664,0,0,0,3969,4363,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3094,331637,0,1.0,71,-1.0,0,2.2655188038060717E-5,1796,44139,0,2,70,218,0,0,true,66,0,0,1.0,215,0,0,8,8,0,0.0,39776,0,0,0,true,0.0,81,0,0,0,0,0,true,4383,0.0,3163,0,0,0,18709,245.21666666666667,0,4153,71,0,60,0.0,0.0,0,0,2,8,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},375,0,2PC,1,0.0,0.0,14790,181,22,0,0,208,0,0,144,50,0,99,0,3298,88278,0,0,39777,0,0,0,815,0,0,0.0,1.0,3224,2PC__ TO__ PB,0,0,1,1842.4611111111112,0.9011531751965383,1269,0,0.0,0,0.9011554145899411,200008,200008
4,179992,0,4411,39984,0,1,4443.965324054622,352.2588893674904,4445.88093582433,5.0461764122893955,4246.165016456583,0.8179413651397733,5.256689258666667E8,1,200000,UNIFORM,1,21.071230538787276,7.942996013154339,29,0,0,4366,22,0,0,0.0,0,0.0,20,0,false,0,8,0,0,735,405,39984,0,0,0,0,75,19,0,0,1.0,125,0,0,1066,0,0,1,0,SAFE,0,0,0,0,0,4131,7,664,0,0,0,3958,4411,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3032,331539,0,1.0,71,-1.0,0,2.2524551761419946E-5,718,44395,0,2,58,248,0,0,true,56,0,0,1.0,246,0,0,8,8,0,0.0,39984,0,0,0,true,0.0,81,0,0,0,0,0,true,4369,0.0,3128,0,0,0,16130,246.63888888888889,0,4131,71,0,60,0.0,0.0,0,0,2,8,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},319,0,2PC,1,0.0,0.0,76249,183,21,0,0,210,0,0,149,51,0,87,0,3260,88790,0,0,39985,0,0,0,835,0,0,0.0,1.0,3166,2PC__ TO__ PB,0,0,1,1841.9166666666667,0.900641964185156,154,0,0.0,0,0.9006442021803767,200008,200008
5,180010,0,4335,39230,0,1,4535.308722916136,317.11787243367934,4536.038316263064,6.1470183170362205,4324.122632271221,0.6668551488072599,5.140403093333333E8,1,200000,UNIFORM,1,24.086683698296838,8.45093003718496,29,0,0,4440,20,0,0,0.0,0,0.0,19,0,false,0,8,0,0,749,403,39230,0,0,0,0,76,18,0,0,1.0,125,0,0,1082,0,0,1,0,SAFE,0,0,0,0,0,4225,7,664,0,0,0,4019,4335,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3074,331523,0,1.0,71,-1.0,0,2.2953679474819815E-5,1338,43565,0,2,78,213,0,0,true,75,0,0,1.0,211,0,0,8,8,0,0.0,39230,0,0,0,true,0.0,81,0,0,0,0,0,true,4443,0.0,3175,0,0,0,18926,242.02777777777777,0,4225,71,0,60,0.0,0.0,0,0,2,8,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},724,0,2PC,1,0.0,0.0,28114,181,20,0,0,220,0,0,138,51,0,101,0,3309,87130,0,0,39231,0,0,0,848,0,0,0.0,1.0,3212,2PC__ TO__ PB,0,0,1,1841.8277777777778,0.9004935154367038,642,0,0.0,0,0.9004957994766561,200008,200008
6,179996,0,4838,41651,0,0,4274.013052675806,276.31728896238116,4274.013052675806,4.144533911247822,4098.058432426592,0.7590761095759088,5.244396458666667E8,1,200000,UNIFORM,1,19.630611736109618,7.479582890576266,25,0,0,4198,20,0,0,0.0,0,0.0,19,0,false,0,8,0,0,662,384,41651,0,0,0,0,69,18,0,0,1.0,121,0,0,1037,0,0,0,0,SAFE,0,0,0,0,0,4031,7,664,0,0,0,3782,4838,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3086,331921,0,1.0,0,-1.0,0,0.0,0,46489,0,2,80,202,0,0,true,76,0,0,1.0,200,0,0,0,8,0,0.0,41651,0,0,0,true,0.0,77,0,0,0,0,0,true,4201,0.0,3085,0,0,0,18425,258.27222222222224,0,4031,71,0,60,0.0,0.0,0,0,2,8,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,174,20,0,0,182,0,0,128,47,0,78,0,3204,92978,0,0,41651,0,0,0,757,0,0,0.0,1.0,3203,2PC__ TO__ PB,0,0,0,1844.0388888888888,0.8959323710985394,0,0,0.0,0,0.8959323710985394,200008,200008
7,180008,0,4505,39766,0,1,4476.97491575718,292.1711354051054,4479.1244403007595,4.464440594506685,4291.708526907409,0.7324594414016407,5.2529504E8,1,200000,UNIFORM,1,19.81133824990965,7.875328695337911,26,0,0,4399,19,0,0,0.0,0,0.0,18,0,false,0,8,0,0,758,393,39766,0,0,0,0,70,17,0,0,1.0,126,0,0,1071,0,0,1,0,SAFE,0,0,0,0,0,4175,7,664,0,0,0,3974,4505,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3063,331383,0,1.0,71,-1.0,0,2.258764004336827E-5,1831,44271,0,2,71,210,0,0,true,68,0,0,1.0,206,0,0,8,8,0,0.0,39766,0,0,0,true,0.0,78,0,0,0,0,0,true,4402,0.0,3182,0,0,0,17663,245.95,0,4175,71,0,60,0.0,0.0,0,0,2,8,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},365,0,2PC,1,0.0,0.0,85179,177,18,0,0,191,0,0,130,48,0,81,0,3300,88542,0,0,39767,0,0,0,851,0,0,0.0,1.0,3198,2PC__ TO__ PB,0,0,1,1841.05,0.8982403830950283,207,0,0.0,0,0.898242681604626,200008,200008
