SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,avgNumNodesCommit,numRemoteRemoteLockContentions,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,avgNumOfLockRemoteTx,remoteUpdateTxPrepareServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numOwnedWrItemsInRemotePrepare,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,remoteContentionProbability,avgLocalLocalAbortLockHoldTime,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgNumNodesCompleteNotification,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,switchCoolDownTime,lockContentionProbability,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,tOGMUAvgSuccessfulValidationServiceTime,localUpdateTxLocalRollbackServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,avgLocalRemoteAbortLockHoldTime,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,299996,0,46070,2466,0,212,26094.382028386048,4974.826120685912,28425.20542538524,3.67971266513498,20974.447988240063,0.9441325354687747,1.2762473808695652E8,1,2500,UNIFORM,1,19.637411914334944,13.162355009436286,2,0,0,26029,56,0,0,0,0.0,false,0,0,29,0,60,1,2544,5546,0,0,0,0,3452,0,43,797,5.0,0,0,0,2,0,0,212,0,SAFE,0,0,0,0,0,20761,59,0,2856,0,1,6114,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},14623,194096,0,5.0,71,-1.0,0,2708,0.004348896364979076,0,48536,1000,32,4926,0,true,31,0,0,4924,0,5.0,0,60,59,0.0,22956,12330,0,0,0,true,0.0,3342,0,0,0,0,0,true,26031,0.0,17702,0,0,0,11824,161.78666666666666,0,0,71,20582,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,731,2PC,212,0.0,0.0,26967,0,37,1257,5153,0,0,0,4824,3272,0,58,0,17996,48536000,0,0,2678,0,0,0,2828,0,0,7.468259895444362E-5,5.0,14722,2PC__ TO__ PB,0,0,212,688.5,0.05080764793143234,2544,0,0.0,0,0.05493558710100927,2620,2620
1,300002,0,44690,2334,0,212,26742.363168380463,5173.737521570822,29160.989215081405,4.221499640105005,21217.1625865467,0.9704912643290442,1.080031756521739E8,1,2500,UNIFORM,1,20.56961942162757,13.690677534084172,3,0,0,26677,54,0,0,0,0.0,false,0,0,29,0,60,3,2590,6018,0,0,0,0,3732,0,42,869,5.0,0,0,0,2,0,0,212,0,SAFE,0,0,0,0,0,20565,59,0,2856,0,3,6309,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},15794,192718,0,5.0,71,-1.0,0,2932,0.004488102294859853,0,47024,1000,31,5121,0,true,29,0,0,5119,0,5.0,0,60,59,0.0,20205,11670,0,0,0,true,0.0,3514,0,0,0,0,0,true,26680,0.0,17820,0,0,0,12089,156.74666666666667,0,0,71,20604,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,822,2PC,212,0.0,0.0,26503,0,37,1374,5560,0,0,0,5015,3443,0,63,0,18148,47024000,0,0,2546,0,0,0,2912,0,0,2.356637863315004E-4,5.0,15862,2PC__ TO__ PB,0,0,212,683.9066666666666,0.04963422932970398,2717,0,0.0,0,0.05389956812600559,2620,2620
2,300005,0,45925,2435,0,223,26449.233111293637,4986.5770374959175,28915.724825051333,3.968174011485499,21237.19625010267,0.9685487080291904,1.026599196521739E8,1,2500,UNIFORM,1,15.881371858469013,11.290550748204105,3,0,0,26382,51,0,0,0,0.0,false,0,0,28,0,60,3,2572,5860,0,0,0,0,3655,0,39,832,5.0,0,0,0,2,0,0,223,0,SAFE,0,0,0,0,0,21257,59,0,2856,0,3,6143,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},15601,193951,0,5.0,71,-1.0,0,2751,0.004590082950826421,0,48360,1000,29,4942,0,true,26,0,0,4940,0,5.0,0,60,60,0.0,20754,12175,0,0,0,true,0.0,3446,0,0,0,0,0,true,26384,0.0,17886,0,0,0,9949,161.2,0,0,71,21303,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,769,2PC,223,0.0,0.0,26808,0,35,1333,5230,0,0,0,4852,3383,0,52,0,18219,48360000,0,0,2658,0,0,0,2879,0,0,2.257336343115124E-4,5.0,15694,2PC__ TO__ PB,0,0,223,688.0166666666667,0.05035153019023987,2553,0,0.0,0,0.05471049544079205,2620,2620
3,299995,0,47898,2513,0,238,25755.753948269,4759.222577163974,28374.99948269001,2.951274595747201,20790.66595304417,0.9500808038125704,9.325620556521739E7,1,2500,UNIFORM,1,18.438167051669335,12.994641019566034,2,0,0,25701,48,0,0,0,0.0,false,0,0,26,0,60,1,2530,5625,0,0,0,0,3511,0,38,787,5.0,0,0,0,2,0,0,238,0,SAFE,0,0,0,0,0,21586,59,0,2856,0,1,5892,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},15552,195924,0,5.0,71,-1.0,0,2720,0.004699006890560524,0,50411,1000,27,4717,0,true,25,0,0,4716,0,5.0,0,60,60,0.0,23102,12565,0,0,0,true,0.0,3286,0,0,0,0,0,true,25702,0.0,17532,0,0,0,9994,168.03666666666666,0,0,71,21429,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,743,2PC,238,0.0,0.0,27538,0,32,1291,4986,0,0,0,4637,3230,0,52,0,17848,50411000,0,0,2751,0,0,0,2815,0,0,7.270083605961468E-5,5.0,15648,2PC__ TO__ PB,0,0,238,694.5866666666667,0.04985023110035508,2544,0,0.0,0,0.054314991411479004,2620,2620
4,299998,0,47014,2498,0,224,25914.400565252203,4867.196348598291,28286.07973018415,2.91576829660608,20893.467852281825,0.9669131501171926,8.376873217391305E7,1,2500,UNIFORM,1,13.719689902686182,10.022876548174361,2,0,0,25859,54,0,0,0,0.0,false,0,0,27,0,60,5,2662,5691,0,0,0,0,3562,0,40,800,5.0,0,0,0,2,0,0,224,0,SAFE,0,0,0,0,0,21333,59,0,2856,0,5,6005,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},15478,195038,0,5.0,71,-1.0,0,2817,0.0045037799581791865,0,49512,1000,29,4826,0,true,26,0,0,4825,0,5.0,0,60,59,0.0,20425,12490,0,0,0,true,0.0,3346,0,0,0,0,0,true,25864,0.0,17484,0,0,0,9705,165.04,0,0,71,21376,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,745,2PC,224,0.0,0.0,26299,0,33,1290,5057,0,0,0,4745,3288,0,46,0,17787,49512000,0,0,2722,0,0,0,2959,0,0,3.673769287288758E-4,5.0,15576,2PC__ TO__ PB,0,0,224,691.6466666666666,0.050452415576021974,2648,0,0.0,0,0.05472896895608814,2620,2620
5,299998,0,48274,2502,0,226,25877.3152146283,4735.096726747317,28314.979558753,2.965341025842124,20980.177039168662,0.9674567373369372,1.1747659026086956E8,1,2500,UNIFORM,1,14.632047527547938,10.167331594839418,2,0,0,25825,52,0,0,0,0.0,false,0,0,27,0,60,2,2767,5623,0,0,0,0,3441,0,41,827,5.0,0,0,0,2,0,0,226,0,SAFE,0,0,0,0,0,20758,59,0,2856,0,2,5855,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},15416,196300,0,5.0,71,-1.0,0,2954,0.004431198776518568,0,50776,1000,30,4696,0,true,27,0,0,4694,0,5.0,0,60,59,0.0,21065,12510,0,0,0,true,0.0,3223,0,0,0,0,0,true,25826,0.0,17455,0,0,0,9290,169.25333333333333,0,0,71,20731,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,774,2PC,226,0.0,0.0,26869,0,33,1315,4919,0,0,0,4611,3164,0,46,0,17787,50776000,0,0,2728,0,0,0,3067,0,0,1.466275659824047E-4,5.0,15506,2PC__ TO__ PB,0,0,226,695.85,0.04927524814873169,2765,0,0.0,0,0.05348809850594095,2620,2620
6,300005,0,47800,2509,0,222,25589.83891111997,4794.211873347281,28028.04564208848,3.264724723437098,20627.621516141888,0.9660403350256039,1.1521055408695652E8,1,2500,UNIFORM,1,14.065783360709267,10.058553877817578,2,0,0,25530,53,0,0,0,0.0,false,0,0,27,0,60,5,2681,5688,0,0,0,0,3528,0,39,810,5.0,0,0,0,2,0,0,222,0,SAFE,0,0,0,0,0,21026,59,0,2856,0,5,5910,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},13930,195824,0,5.0,71,-1.0,0,2880,0.004393342700520473,0,50309,1000,28,4754,0,true,26,0,0,4753,0,5.0,0,60,59,0.0,25497,12545,0,0,0,true,0.0,3311,0,0,0,0,0,true,25533,0.0,17192,0,0,0,9858,167.69666666666666,0,0,71,20769,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,762,2PC,222,0.0,0.0,27425,0,32,1313,4982,0,0,0,4677,3255,0,46,0,17515,50309000,0,0,2731,0,0,0,2983,0,0,3.661662394727206E-4,5.0,14040,2PC__ TO__ PB,0,0,222,694.2666666666667,0.04987179232344113,2709,0,0.0,0,0.054046031149195546,2620,2620
7,299997,0,49412,2640,0,234,25193.624785984848,4592.164259086861,27475.20914848485,2.640139138583942,20351.62560530303,0.9653630102474271,9.538828730434783E7,1,2500,UNIFORM,1,14.160230597100563,9.447319282408293,2,0,0,25137,49,0,0,0,0.0,false,0,0,25,0,60,4,2575,5589,0,0,0,0,3447,0,37,811,5.0,0,0,0,2,0,0,234,0,SAFE,0,0,0,0,0,20656,59,0,2856,0,4,5711,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},14334,197436,0,5.0,71,-1.0,0,2850,0.0044753853804077575,0,52052,1000,27,4553,0,true,25,0,0,4552,0,5.0,0,60,59,0.0,20865,13200,0,0,0,true,0.0,3196,0,0,0,0,0,true,25139,0.0,17060,0,0,0,9215,173.50666666666666,0,0,71,20639,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,742,2PC,234,0.0,0.0,25614,0,32,1294,4865,0,0,0,4476,3143,0,44,0,17363,52052000,0,0,2874,0,0,0,2857,0,0,2.783576896311761E-4,5.0,14454,2PC__ TO__ PB,0,0,234,699.6366666666667,0.0507185122569738,2673,0,0.0,0,0.05496691274911066,2620,2620
8,299996,0,47653,2584,0,209,25626.77302360681,4770.911315593981,27833.724976780188,2.691889287555009,20538.05039473684,0.9349795038413105,1.2365769843478261E8,1,2500,UNIFORM,1,17.916184018554492,12.837345993735877,2,0,0,25578,49,0,0,0,0.0,false,0,0,26,0,60,0,2570,5741,0,0,0,0,3581,0,38,801,5.0,0,0,0,2,0,0,209,0,SAFE,0,0,0,0,0,20429,59,0,2856,0,0,5917,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},14305,195677,0,5.0,71,-1.0,0,2860,0.004143044047099869,0,50237,1000,27,4734,0,true,26,0,0,4732,0,5.0,0,60,60,0.0,24145,12920,0,0,0,true,0.0,3324,0,0,0,0,0,true,25580,0.0,17239,0,0,0,10117,167.45666666666668,0,0,71,20246,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,745,2PC,209,0.0,0.0,27165,0,34,1322,5106,0,0,0,4655,3269,0,46,0,17567,50237000,0,0,2793,0,0,0,2858,0,0,0.0,5.0,14420,2PC__ TO__ PB,0,0,209,693.76,0.051436192447797444,2646,0,0.0,0,0.05536613408397098,2620,2620
9,300002,0,46613,2470,0,223,26110.795651012144,4906.367736296741,28566.36747692308,3.501063014643248,20949.46829271255,0.9684651139826114,1.00613232E8,1,2500,UNIFORM,1,19.332333752484484,13.101936640571129,2,0,0,26045,55,0,0,0,0.0,false,0,0,30,0,60,3,2593,5837,0,0,0,0,3566,0,42,865,5.0,0,0,0,2,0,0,223,0,SAFE,0,0,0,0,0,21212,59,0,2856,0,3,6045,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},14494,194643,0,5.0,71,-1.0,0,2854,0.004522776132722184,0,49083,1000,27,4858,0,true,25,0,0,4856,0,5.0,0,60,60,0.0,19281,12350,0,0,0,true,0.0,3336,0,0,0,0,0,true,26047,0.0,17549,0,0,0,11050,163.61,0,0,71,21288,60,0.0,0,0.0,0,1000,60,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,802,2PC,223,0.0,0.0,27059,0,36,1364,5189,0,0,0,4764,3270,0,58,0,17887,49083000,0,0,2693,0,0,0,2906,0,0,2.227998514667657E-4,5.0,14607,2PC__ TO__ PB,0,0,223,690.3233333333334,0.050322922396756516,2661,0,0.0,0,0.054618099217133814,2620,2620
