SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,avgNumNodesCommit,numRemoteRemoteLockContentions,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,avgNumOfLockRemoteTx,remoteUpdateTxPrepareServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numOwnedWrItemsInRemotePrepare,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,remoteContentionProbability,avgLocalLocalAbortLockHoldTime,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgNumNodesCompleteNotification,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,switchCoolDownTime,lockContentionProbability,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,tOGMUAvgSuccessfulValidationServiceTime,localUpdateTxLocalRollbackServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,avgLocalRemoteAbortLockHoldTime,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,299996,0,56075,2985,0,145,19440.984335008376,4252.703202139991,20408.572030150754,2.0634455366945357,15024.625720603015,0.9692177370429998,9.84099547826087E7,1,2500,UNIFORM,1,13.261744497930918,9.626116746896377,2,0,0,19385,59,0,0,0,0.0,false,0,0,31,0,40,4,1666,4948,0,0,0,0,3248,0,45,639,5.0,0,0,0,2,0,0,145,0,SAFE,0,0,0,0,0,15451,39,0,2856,0,4,5031,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},10649,173993,0,5.0,71,-1.0,0,1897,0.002449117473186386,0,59060,1000,31,4217,0,true,29,0,0,4215,0,5.0,0,40,39,0.0,17260,14925,0,0,0,true,0.0,3097,0,0,0,0,0,true,19388,0.0,12729,0,0,0,9860,196.86666666666667,0,0,71,15371,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,582,2PC,145,0.0,0.0,19831,0,40,1025,4438,0,0,0,4138,3038,0,41,0,12987,59060000,0,0,3130,0,0,0,1916,0,0,2.5559105431309905E-4,5.0,10765,2PC__ TO__ PB,0,0,145,597.8833333333333,0.05054182187605825,1742,0,0.0,0,0.052867156490161306,2580,2580
1,299994,0,53655,2828,0,147,20220.09384476662,4454.9483017426155,21361.513480198017,2.8044606215786683,15599.92142609618,0.9684596883586569,1.0336344591304348E8,1,2500,UNIFORM,1,13.219618788627935,9.792594243333923,2,0,0,20170,57,0,0,0,0.0,false,0,0,30,0,40,6,1758,5212,0,0,0,0,3459,0,44,641,5.0,0,0,0,2,0,0,147,0,SAFE,0,0,0,0,0,15721,39,0,2856,0,6,5262,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11881,171577,0,5.0,71,-1.0,0,2012,0.002595797280593325,0,56483,1000,38,4418,0,true,37,0,0,4417,0,5.0,0,40,40,0.0,17110,14140,0,0,0,true,0.0,3267,0,0,0,0,0,true,20172,0.0,13153,0,0,0,10514,188.27666666666667,0,0,71,15672,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,625,2PC,147,0.0,0.0,21838,0,39,1075,4655,0,0,0,4346,3214,0,40,0,13461,56483000,0,0,2975,0,0,0,2008,0,0,4.0336134453781514E-4,5.0,11972,2PC__ TO__ PB,0,0,147,589.8366666666667,0.05006816210187136,1854,0,0.0,0,0.05253399258343634,2580,2580
2,299989,0,56654,3033,0,103,19354.84969996703,4208.430796695731,20155.812312232116,2.630577287171768,14926.525266402901,0.9651562203894398,1.0671801113043478E8,1,2500,UNIFORM,1,10.013761866532864,7.0852139822712825,2,0,0,19313,51,0,0,0,0.0,false,0,0,27,0,40,2,1637,4935,0,0,0,0,3357,0,41,566,5.0,0,0,0,2,0,0,103,0,SAFE,0,0,0,0,0,14642,39,0,2856,0,2,4986,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11690,174574,0,5.0,71,-1.0,0,1923,0.0017226961030272622,0,59687,1000,30,4177,0,true,27,0,0,4176,0,5.0,0,40,39,0.0,20329,15165,0,0,0,true,0.0,3132,0,0,0,0,0,true,19315,0.0,12723,0,0,0,8827,198.95666666666668,0,0,71,14504,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,583,2PC,103,0.0,0.0,23489,0,37,981,4453,0,0,0,4115,3085,0,34,0,12972,59687000,0,0,3136,0,0,0,1847,0,0,1.2755102040816328E-4,5.0,11768,2PC__ TO__ PB,0,0,103,599.8133333333334,0.050815085361971615,1775,0,0.0,0,0.05245024251547081,2580,2580
3,299996,0,55968,2962,0,145,19490.253715395003,4263.416737778731,20510.39647501688,2.2101481168006774,14984.669095881161,0.9565719424335604,1.0041879130434783E8,1,2500,UNIFORM,1,13.402083250105797,10.376385035971223,2,0,0,19447,51,0,0,0,0.0,false,0,0,27,0,40,3,1649,4931,0,0,0,0,3364,0,40,560,5.0,0,0,0,2,0,0,145,0,SAFE,0,0,0,0,0,14488,39,0,2856,0,3,5047,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11672,173886,0,5.0,71,-1.0,0,2099,0.0024545069826491747,0,58930,1000,31,4233,0,true,28,0,0,4232,0,5.0,0,40,39,0.0,16699,14810,0,0,0,true,0.0,3164,0,0,0,0,0,true,19449,0.0,12779,0,0,0,9190,196.43333333333334,0,0,71,14421,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,562,2PC,145,0.0,0.0,20724,0,38,978,4526,0,0,0,4172,3119,0,37,0,13030,58930000,0,0,3107,0,0,0,1852,0,0,1.931123270035404E-4,5.0,11747,2PC__ TO__ PB,0,0,145,597.5233333333333,0.050263023926692685,1946,0,0.0,0,0.05259415996614473,2580,2580
4,299997,0,57194,2967,0,142,19464.441744523087,4177.2056069517785,20422.627410515674,1.6352029086446778,15006.858788675429,0.9017493809457033,1.0947853704347827E8,1,2500,UNIFORM,1,10.999889143160374,7.313233354891133,2,0,0,19423,54,0,0,0,0.0,false,0,0,27,0,40,2,1622,4904,0,0,0,0,3335,0,41,566,5.0,0,0,0,2,0,0,142,0,SAFE,0,0,0,0,0,15110,39,0,2856,0,2,4945,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11585,175112,0,5.0,71,-1.0,0,1740,0.0023547750526507804,0,60161,1000,34,4146,0,true,31,0,0,4145,0,5.0,0,40,40,0.0,14782,14835,0,0,0,true,0.0,3100,0,0,0,0,0,true,19424,0.0,12822,0,0,0,8405,200.53666666666666,0,0,71,15119,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,538,2PC,142,0.0,0.0,19916,0,35,971,4478,0,0,0,4086,3055,0,35,0,13062,60161000,0,0,3109,0,0,0,1837,0,0,1.286587327114828E-4,5.0,11671,2PC__ TO__ PB,0,0,142,601.6066666666667,0.049317664267548744,1606,0,0.0,0,0.051556307314727295,2580,2580
5,299996,0,55144,2968,0,148,19972.5169134097,4302.574423182939,20994.49071091644,2.049989478201167,15459.640303571428,0.9680189944062461,9.778601286956522E7,1,2500,UNIFORM,1,10.109286972193615,7.438836508753862,2,0,0,19916,53,0,0,0,0.0,false,0,0,28,0,40,1,1790,4998,0,0,0,0,3380,0,43,602,5.0,0,0,0,2,0,0,148,0,SAFE,0,0,0,0,0,15561,39,0,2856,0,1,5120,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11428,173062,0,5.0,71,-1.0,0,2010,0.0025403364229316856,0,58112,1000,35,4270,0,true,33,0,0,4269,0,5.0,0,40,40,0.0,16489,14840,0,0,0,true,0.0,3160,0,0,0,0,0,true,19920,0.0,13045,0,0,0,8748,193.70666666666668,0,0,71,15530,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,565,2PC,148,0.0,0.0,20387,0,36,982,4533,0,0,0,4207,3113,0,37,0,13315,58112000,0,0,3116,0,0,0,2022,0,0,6.418485237483954E-5,5.0,11532,2PC__ TO__ PB,0,0,148,594.77,0.05107378854625551,1873,0,0.0,0,0.05348438036388603,2580,2580
6,299997,0,54953,2817,0,141,19932.950465033726,4372.522400851637,21032.66541569045,2.860335722056259,15327.705615903442,0.9267178051322335,9.981728452173913E7,1,2500,UNIFORM,1,11.209578024900278,7.752135949992229,2,0,0,19887,52,0,0,0,0.0,false,0,0,27,0,40,2,1783,5094,0,0,0,0,3479,0,42,593,5.0,0,0,0,2,0,0,141,0,SAFE,0,0,0,0,0,15565,39,0,2856,0,2,5150,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11087,172871,0,5.0,71,-1.0,0,2050,0.002434770596259778,0,57770,1000,33,4340,0,true,30,0,0,4339,0,5.0,0,40,40,0.0,16476,14085,0,0,0,true,0.0,3245,0,0,0,0,0,true,19888,0.0,12933,0,0,0,8975,192.56666666666666,0,0,71,15535,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,576,2PC,141,0.0,0.0,21826,0,38,990,4626,0,0,0,4279,3200,0,36,0,13212,57770000,0,0,2958,0,0,0,2008,0,0,1.352265043948614E-4,5.0,11195,2PC__ TO__ PB,0,0,141,594.1366666666667,0.048762333391033405,1911,0,0.0,0,0.05107837889174768,2580,2580
7,299993,0,55855,2926,0,133,19653.13046684894,4286.22941437651,20547.43187388927,1.7408494585327767,15129.603130211894,0.9699917021218897,1.0348664139130434E8,1,2500,UNIFORM,1,10.35197864684116,7.1439854024510305,2,0,0,19610,56,0,0,0,0.0,false,0,0,28,0,40,3,1688,4986,0,0,0,0,3383,0,42,582,5.0,0,0,0,2,0,0,133,0,SAFE,0,0,0,0,0,14982,39,0,2856,0,3,5065,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12617,173775,0,5.0,71,-1.0,0,1909,0.002257527922055878,0,58781,1000,32,4258,0,true,30,0,0,4257,0,5.0,0,40,40,0.0,15024,14630,0,0,0,true,0.0,3171,0,0,0,0,0,true,19611,0.0,12856,0,0,0,7664,195.93666666666667,0,0,71,14981,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,557,2PC,133,0.0,0.0,19573,0,36,990,4537,0,0,0,4198,3126,0,32,0,13120,58781000,0,0,3059,0,0,0,1906,0,0,1.9614253023864008E-4,5.0,12678,2PC__ TO__ PB,0,0,133,597.1533333333333,0.049777989486398666,1772,0,0.0,0,0.051923142207285194,2580,2580
8,299997,0,56856,3050,0,159,19538.35601704918,4162.140728155339,20640.468318688523,2.1340085407475233,15145.588620655737,0.968133028417516,1.0267677808695652E8,1,2500,UNIFORM,1,9.314605444102222,7.02650039124282,2,0,0,19493,52,0,0,0,0.0,false,0,0,27,0,40,7,1664,4961,0,0,0,0,3345,0,41,586,5.0,0,0,0,2,0,0,159,0,SAFE,0,0,0,0,0,15386,39,0,2856,0,7,4968,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12635,174776,0,5.0,71,-1.0,0,1861,0.0026471322733705154,0,59906,1000,32,4131,0,true,30,0,0,4130,0,5.0,0,40,39,0.0,18385,15250,0,0,0,true,0.0,3091,0,0,0,0,0,true,19496,0.0,12884,0,0,0,7846,199.68666666666667,0,0,71,15281,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,567,2PC,159,0.0,0.0,21027,0,36,1000,4423,0,0,0,4071,3046,0,34,0,13150,59906000,0,0,3209,0,0,0,1877,0,0,4.3627298223745714E-4,5.0,12707,2PC__ TO__ PB,0,0,159,600.5033333333333,0.050913097185590755,1710,0,0.0,0,0.05342545575626405,2580,2580
9,300001,0,53907,2829,0,137,20384.8715864263,4427.950679559241,21464.39715553199,3.147570340935066,15749.965760339343,0.9695117791212873,1.2830456973913044E8,1,2500,UNIFORM,1,13.051100926625992,9.731416559703199,2,0,0,20340,59,0,0,0,0.0,false,0,0,30,0,40,1,1763,5219,0,0,0,0,3447,0,46,650,5.0,0,0,0,2,0,0,137,0,SAFE,0,0,0,0,0,15155,39,0,2856,0,1,5236,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12661,171831,0,5.0,71,-1.0,0,1853,0.0024088759165157457,0,56736,1000,35,4388,0,true,34,0,0,4386,0,5.0,0,40,40,0.0,21146,14145,0,0,0,true,0.0,3232,0,0,0,0,0,true,20341,0.0,13308,0,0,0,11574,189.12,0,0,71,14915,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,627,2PC,137,0.0,0.0,22333,0,38,1085,4661,0,0,0,4318,3180,0,42,0,13624,56736000,0,0,2966,0,0,0,2000,0,0,6.743088334457182E-5,5.0,12721,2PC__ TO__ PB,0,0,137,590.6666666666666,0.04986252115059222,1686,0,0.0,0,0.05215128444077154,2580,2580
