SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,numRemoteRemoteLockContentions,avgNumNodesCommit,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgClusteredGetCommandReplySize,avgReadOnlyTxDuration,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179998,0,4363,4419,0,151,23115.472945915364,16924.2600006876,23975.435014482915,7.543917832754953,6128.149150712831,0.9370487213819824,1.06044696E8,1,1000,UNIFORM,1,32.17357897682749,26.649613791559386,2,0,0,23041,66,0,0,0,0.0,35,false,0,0,9,10,0,473,14259,0,0,0,0,56,0,13382,301,5.0,0,0,0,1,0,0,151,0,SAFE,0,0,0,0,0,6020,9,0,2853,0,9,20400,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4755,51067,0,5.0,71,-1.0,0,0.016903615806559948,615,0,8782,5000,35,16859,0,true,33,0,0,5.0,0,16858,0,10,9,8304,0.0,22095,0,0,0,0.0,13276,0,0,0,0,0,true,23042,0.0,5146,0,0,0,12328,48.78888888888889,0,71,5960,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},255,0,2PC,151,0.0,0.0,25063,52,536,0,0,17026,0,0,16748,13187,0,87,0,5319,43910000,0,0,0,4570,0,0,646,0,0,3.938730853391685E-4,5.0,4876,2PC__ TO__ PB,0,0,151,291.15555555555557,0.5031883397859258,526,0.0,0,0,0.5115862532184037,1020,1020
1,180003,0,4682,4710,0,130,21838.732528662422,15753.700799444681,22508.82156029724,7.86081054400336,6184.981909129511,0.9555333795414188,7.160901706666666E7,1,1000,UNIFORM,1,31.926022894349927,26.815507351396764,1,0,0,21770,59,0,0,0,0.0,34,false,0,0,7,10,0,510,13256,0,0,0,0,50,0,12392,311,5.0,0,0,0,1,0,0,130,0,SAFE,0,0,0,0,0,6216,9,0,2853,0,7,19071,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4880,51384,0,5.0,71,-1.0,0,0.013652593992858644,733,0,9392,5000,34,15687,0,true,31,0,0,5.0,0,15685,0,10,9,8851,0.0,23550,0,0,0,0.0,12204,0,0,0,0,0,true,21771,0.0,5158,0,0,0,12129,52.17777777777778,0,71,6156,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},264,0,2PC,130,0.0,0.0,24154,62,514,0,0,15689,0,0,15563,12110,0,83,0,5336,46960000,0,0,0,4840,0,0,697,0,0,2.8925619834710745E-4,5.0,5013,2PC__ TO__ PB,0,0,130,292.90555555555557,0.5014906303236797,631,0.0,0,0,0.5082965763495064,1020,1020
2,180000,0,4729,4642,0,140,21991.03674256786,15699.862126665257,22744.67484489444,6.062537903480181,6153.80405794916,0.9548210249323984,7.652232053333333E7,1,1000,UNIFORM,1,25.535291872568603,21.233431710650823,1,0,0,21918,55,0,0,0,0.0,30,false,0,0,9,10,0,552,13474,0,0,0,0,45,0,12676,305,5.0,0,0,0,1,0,0,140,0,SAFE,0,0,0,0,0,6180,9,0,2853,0,9,19120,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4845,51431,0,5.0,71,-1.0,0,0.014719798128482809,685,0,9371,5000,32,15639,0,true,29,0,0,5.0,0,15638,0,10,10,9508,0.0,23210,0,0,0,0.0,12416,0,0,0,0,0,true,21920,0.0,5115,0,0,0,12194,52.06111111111111,0,71,6109,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},266,0,2PC,140,0.0,0.0,24875,52,457,0,0,15863,0,0,15541,12341,0,77,0,5277,46855000,0,0,0,4782,0,0,724,0,0,3.764115432873275E-4,5.0,4977,2PC__ TO__ PB,0,0,140,293.1777777777778,0.4953580194216199,578,0.0,0,0,0.5027862475028914,1020,1020
3,180005,0,4695,4843,0,144,21603.469943423497,15294.202249840257,22301.80374354739,7.175141086552365,6071.205164980384,0.9569543148648608,8.881545013333334E7,1,1000,UNIFORM,1,25.773631067961162,20.974546064862633,1,0,0,21539,57,0,0,0,0.0,33,false,0,0,22,10,0,537,13098,0,0,0,0,47,0,12314,298,5.0,0,0,0,1,0,0,144,0,SAFE,0,0,0,0,0,6052,9,0,2853,0,22,18789,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4906,51397,0,5.0,71,-1.0,0,0.01487296013220409,738,0,9538,5000,30,15237,0,true,28,0,0,5.0,0,15236,0,10,9,8510,0.0,24215,0,0,0,0.0,12117,0,0,0,0,0,true,21541,0.0,5064,0,0,0,12911,52.98888888888889,0,71,5999,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},273,0,2PC,144,0.0,0.0,23362,54,449,0,0,15556,0,0,15144,12040,0,72,0,5229,47690000,0,0,0,4987,0,0,704,0,0,8.822939643071987E-4,5.0,5025,2PC__ TO__ PB,0,0,144,293.06111111111113,0.5077584399245125,621,0.0,0,0,0.5150795290229292,1020,1020
4,180003,0,4344,4344,0,136,23551.01654811234,17054.890941528545,24339.33756514733,7.107881119673618,6327.046921500922,0.9643093579348334,6.802071253333333E7,1,1000,UNIFORM,1,28.375655711695376,22.602492407071622,1,0,0,23478,59,0,0,0,0.0,32,false,0,0,12,10,0,564,14543,0,0,0,0,48,0,13693,331,5.0,0,0,0,2,0,0,136,0,SAFE,0,0,0,0,0,6372,9,0,2853,0,12,20626,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4811,51046,0,5.0,71,-1.0,0,0.015412511332728921,712,0,8688,5000,34,16991,0,true,31,0,0,5.0,0,16990,0,10,10,7977,0.0,21720,0,0,0,0.0,13524,0,0,0,0,0,true,23480,0.0,5207,0,0,0,13211,48.266666666666666,0,71,6337,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},294,0,2PC,136,0.0,0.0,25056,59,478,0,0,17256,0,0,16889,13444,0,80,0,5402,43440000,0,0,0,4480,0,0,760,0,0,5.357142857142857E-4,5.0,4958,2PC__ TO__ PB,0,0,136,291.05555555555554,0.5,592,0.0,0,0,0.5077062556663645,1020,1020
5,180013,0,4697,4714,0,154,21898.45257191345,15463.47142878433,22735.49702078914,7.450799895452169,6078.724554942723,0.9629613593028531,8.757573173333333E7,1,1000,UNIFORM,1,29.403880188186097,24.0586941975954,1,0,0,21822,61,0,0,0,0.0,32,false,0,0,17,10,0,566,13320,0,0,0,0,49,0,12467,327,5.0,0,0,0,1,0,0,154,0,SAFE,0,0,0,0,0,6073,9,0,2853,0,17,19033,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4784,51401,0,5.0,71,-1.0,0,0.016100365917407215,828,0,9411,5000,34,15399,0,true,31,0,0,5.0,0,15397,0,10,9,11616,0.0,23570,0,0,0,0.0,12155,0,0,0,0,0,true,21824,0.0,4989,0,0,0,11888,52.28333333333333,0,71,5942,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},297,0,2PC,154,0.0,0.0,25503,56,485,0,0,15849,0,0,15299,12074,0,84,0,5170,47055000,0,0,0,4868,0,0,749,0,0,6.984387838948233E-4,5.0,4917,2PC__ TO__ PB,0,0,154,293.05555555555554,0.5009031983848687,724,0.0,0,0,0.50893883951908,1020,1020
6,180003,0,4406,4725,0,171,22342.155010793653,15917.164703132094,23210.7333221164,8.535311330896581,6305.683988571429,0.9561171673750374,7.113052106666666E7,1,1000,UNIFORM,1,29.140584390453668,22.53817888626102,1,0,0,22262,62,0,0,0,0.0,34,false,0,0,19,10,0,617,13531,0,0,0,0,49,0,12671,342,5.0,0,0,0,1,0,0,171,0,SAFE,0,0,0,0,0,6330,9,0,2853,0,19,19616,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4779,51110,0,5.0,71,-1.0,0,0.01838314341001935,721,0,9131,5000,36,15852,0,true,33,0,0,5.0,0,15851,0,10,10,7571,0.0,23625,0,0,0,0.0,12519,0,0,0,0,0,true,22264,0.0,5151,0,0,0,12889,50.727777777777774,0,71,6291,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},286,0,2PC,171,0.0,0.0,23883,54,477,0,0,16054,0,0,15754,12440,0,86,0,5331,45655000,0,0,0,4896,0,0,819,0,0,7.761437908496732E-4,5.0,4935,2PC__ TO__ PB,0,0,171,291.45,0.5174679662687548,552,0.0,0,0,0.5263384218447645,1020,1020
7,180005,0,4595,4720,0,159,22095.05787648305,15589.304364309031,22920.438492161018,6.448252480472873,6141.139305720339,0.9402191821304643,7.272112053333333E7,1,1000,UNIFORM,1,25.974738230947857,22.48300485539371,1,0,0,22026,59,0,0,0,0.0,31,false,0,0,8,10,0,513,13442,0,0,0,0,48,0,12625,312,5.0,0,0,0,1,0,0,159,0,SAFE,0,0,0,0,0,6138,9,0,2853,0,8,19234,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4857,51297,0,5.0,71,-1.0,0,0.016782773907536415,726,0,9315,5000,34,15524,0,true,31,0,0,5.0,0,15523,0,10,10,8196,0.0,23600,0,0,0,0.0,12363,0,0,0,0,0,true,22027,0.0,5101,0,0,0,10623,51.75,0,71,6088,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},282,0,2PC,159,0.0,0.0,24380,51,467,0,0,15980,0,0,15426,12286,0,80,0,5288,46575000,0,0,0,4879,0,0,708,0,0,3.279360524697684E-4,5.0,4989,2PC__ TO__ PB,0,0,159,292.4277777777778,0.5067096081588836,620,0.0,0,0,0.5149883892759131,1020,1020
8,179997,0,4747,4804,0,142,21621.820585761863,15285.678762586896,22324.002683597002,6.227033735685546,6137.419871773523,0.8953628522977073,6.26086416E7,1,1000,UNIFORM,1,25.48859506860621,21.726954503249765,1,0,0,21559,55,0,0,0,0.0,31,false,0,0,10,10,0,578,13115,0,0,0,0,45,0,12301,310,5.0,0,0,0,1,0,0,142,0,SAFE,0,0,0,0,0,6160,9,0,2853,0,10,18762,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4883,51449,0,5.0,71,-1.0,0,0.014649747240276487,609,0,9551,5000,29,15227,0,true,27,0,0,5.0,0,15225,0,10,9,8111,0.0,24020,0,0,0,0.0,12019,0,0,0,0,0,true,21560,0.0,5077,0,0,0,12621,53.06111111111111,0,71,6118,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},268,0,2PC,142,0.0,0.0,23639,51,466,0,0,15510,0,0,15135,11944,0,72,0,5244,47755000,0,0,0,4946,0,0,754,0,0,4.043671653861706E-4,5.0,5012,2PC__ TO__ PB,0,0,142,293.28333333333336,0.5029839807350016,520,0.0,0,0,0.5102651397916022,1020,1020
9,179996,0,4605,4781,0,124,21922.932131144113,15656.052452551574,22521.82831583351,7.112988328075709,6140.309894791884,0.9545016374890692,5.77142608E7,1,1000,UNIFORM,1,30.351605573080967,25.440292639327023,1,0,0,21855,61,0,0,0,0.0,35,false,0,0,6,10,0,478,13334,0,0,0,0,52,0,12480,301,5.0,0,0,0,1,0,0,124,0,SAFE,0,0,0,0,0,6111,9,0,2853,0,6,19083,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4919,51307,0,5.0,71,-1.0,0,0.013038906414300735,646,0,9386,5000,37,15588,0,true,34,0,0,5.0,0,15586,0,10,9,7649,0.0,23905,0,0,0,0.0,12303,0,0,0,0,0,true,21856,0.0,5147,0,0,0,11754,52.144444444444446,0,71,6074,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},253,0,2PC,124,0.0,0.0,22973,55,514,0,0,15819,0,0,15470,12211,0,86,0,5320,46930000,0,0,0,4905,0,0,662,0,0,2.4464831804281347E-4,5.0,5044,2PC__ TO__ PB,0,0,124,292.47222222222223,0.5093756658853612,562,0.0,0,0,0.5157728706624606,1020,1020
