SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,avgClusteredGetCommandReplySize,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,remoteContentionProbability,avgLocalLocalAbortLockHoldTime,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgNumNodesCompleteNotification,avgLocalSuccessfulLockHoldTime,switchCoolDownTime,tOPrepareWaitTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,tOGMUAvgSuccessfulValidationServiceTime,localUpdateTxLocalRollbackServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxPrepareServiceTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180071,0,1073,1067,0,826,75553.02868228678,35048.7032889096,132804.41742924086,12.523885367498314,39687.285363636365,0.9622901659870006,1.832918736E8,1,1000,UNIFORM,1,60.87250269723534,30.68984254888739,4,0,0,75353,80,0,0,0,0.0,0,0,37,false,0,13,80,6764,19222,0,0,0,0,45,0,16361,0,5.0,1099,0,0,5,0,0,826,0,SAFE,0,0,0,0,0,38487,79,0,2853,0,13,83779,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},23889,99440,0,5.0,71,-1.0,0,0.2784895482130816,6916,0,2140,5000,14,34922,5626,true,16,0,0,0,5.0,34915,0,79,80,0.0,37250,5335,0,0,0,0.0,16366,0,0,0,0,0,true,75361,0.0,31385,0,0,0,35532,11.88888888888889,0,71,0,39215,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1031,2PC,826,0.0,0.0,74360,55,0,1691,0,35914,0,0,16214,34624,0,232,0,31952,10700000,0,0,0,1893,0,0,7356,0,0,0.0013734812466983624,5.0,24062,2PC__ TO__ PB,0,0,826,952.8,0.4985981308411215,6595,0.0,0,0,0.6382333108563722,1160,1160
1,180039,0,1028,1004,0,745,81410.17608764941,39715.61623540856,138307.21387350597,16.67061253150882,39742.7818814741,0.9656844787788895,7.112650346666667E7,1,1000,UNIFORM,1,63.090020165646386,30.87895102628736,4,0,0,81197,84,0,0,0,0.0,0,0,36,false,0,8,80,6888,20352,0,0,0,0,45,0,17515,0,5.0,1109,0,0,5,0,0,745,0,SAFE,0,0,0,0,0,40922,79,0,2853,0,8,88235,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},24915,99404,0,5.0,71,-1.0,0,0.2682751170327692,7339,0,2032,5000,14,39536,5733,true,21,0,0,0,5.0,39529,0,80,80,0.0,38123,5020,0,0,0,0.0,17065,0,0,0,0,0,true,81202,0.0,31182,0,0,0,50379,11.28888888888889,0,71,0,42393,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,989,2PC,745,0.0,0.0,76693,52,0,1656,0,41758,0,0,16910,39158,0,222,0,31788,10160000,0,0,0,1749,0,0,7522,0,0,9.148084619782733E-4,5.0,25087,2PC__ TO__ PB,0,0,745,952.4722222222222,0.4940944881889764,6974,0.0,0,0,0.6298163485776017,1160,1160
2,180006,0,1293,1189,0,892,65506.212019343984,33401.89076334106,114948.0877333894,17.34685210432721,32567.80777039529,0.9434870437104433,8.033411733333333E7,1,1000,UNIFORM,1,62.32908713692946,29.326617071724954,4,0,0,65345,59,0,0,0,0.0,0,0,32,false,0,19,80,4096,19418,0,0,0,0,40,0,16760,0,5.0,1006,0,0,4,0,0,892,0,SAFE,0,0,0,0,0,34157,79,0,2853,0,19,72233,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},24941,99635,0,5.0,71,-1.0,0,0.26437462951985774,4618,0,2482,5000,13,33277,2563,true,13,0,0,0,5.0,33272,0,79,80,0.0,36544,5945,0,0,0,0.0,16506,0,0,0,0,0,true,65352,0.0,27160,0,0,0,24791,13.78888888888889,0,71,0,32919,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,933,2PC,892,0.0,0.0,65658,40,0,1585,0,33003,0,0,16362,32973,0,198,0,27640,12410000,0,0,0,2081,0,0,4589,0,0,0.001826045170591062,5.0,25056,2PC__ TO__ PB,0,0,892,953.7,0.4790491539081386,4389,0.0,0,0,0.6167753408417309,1160,1160
3,180001,0,1309,1246,0,897,64300.49282022472,31139.194128342246,111569.6786918138,12.790066338354578,32157.169760834673,0.9324708416237679,8.662180586666666E7,1,1000,UNIFORM,1,55.38416859791425,29.851944669756662,3,0,0,64157,63,0,0,0,0.0,0,0,31,false,0,20,80,4016,18881,0,0,0,0,40,0,16277,0,5.0,991,0,0,4,0,0,897,0,SAFE,0,0,0,0,0,33840,79,0,2853,0,20,70187,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},24773,99654,0,5.0,71,-1.0,0,0.2598493626882966,4751,0,2555,5000,12,31036,3443,true,17,0,0,0,5.0,31031,0,79,80,0.0,33794,6230,0,0,0,0.0,16002,0,0,0,0,0,true,64163,0.0,26944,0,0,0,22358,14.194444444444445,0,71,0,33866,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,914,2PC,897,0.0,0.0,65516,38,0,1546,0,32264,0,0,15860,30732,0,175,0,27334,12775000,0,0,0,2143,0,0,4437,0,0,0.0018665422305179655,5.0,24885,2PC__ TO__ PB,0,0,897,953.8111111111111,0.4876712328767123,4510,0.0,0,0,0.6207995365005794,1160,1160
4,180016,0,1307,1277,0,944,63453.31504855129,30915.65439938791,109167.81221456538,14.649615929705215,32216.916321064997,0.9472776760351954,8.693631253333333E7,1,1000,UNIFORM,1,61.15923922902494,29.051947562358276,3,0,0,63312,56,0,0,0,0.0,0,0,31,false,0,31,80,4092,19259,0,0,0,0,39,0,16614,0,5.0,1003,0,0,4,0,0,944,0,SAFE,0,0,0,0,0,31032,79,0,2853,0,31,69372,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},24821,99632,0,5.0,71,-1.0,0,0.2675736961451247,4512,0,2584,5000,12,30794,0,true,14,0,0,0,5.0,30790,0,79,80,0.0,31523,6385,0,0,0,0.0,16357,0,0,0,0,0,true,63324,0.0,26936,0,0,0,25282,14.355555555555556,0,71,0,30757,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,915,2PC,944,0.0,0.0,61615,37,0,1577,0,31305,0,0,16220,30557,0,192,0,27351,12920000,0,0,0,2221,0,0,4557,0,0,0.0027915353444394417,5.0,24894,2PC__ TO__ PB,0,0,944,953.7166666666667,0.49419504643962847,4245,0.0,0,0,0.6295351473922902,1160,1160
5,180051,0,1301,1280,0,971,62183.04146328125,30642.628009992313,109422.4972,15.091640484234235,32105.0542953125,0.9505178844594735,7.825824693333334E7,1,1000,UNIFORM,1,56.29040005630631,29.800284346846844,3,0,0,62027,60,0,0,0,0.0,0,0,31,false,0,30,80,4202,18984,0,0,0,0,40,0,16353,0,5.0,1016,0,0,4,0,0,971,0,SAFE,0,0,0,0,0,33334,79,0,2853,0,30,69486,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},24561,99623,0,5.0,71,-1.0,0,0.27336711711711714,4428,0,2581,5000,13,30516,1990,true,15,0,0,0,5.0,30513,0,79,80,0.0,33965,6400,0,0,0,0.0,16106,0,0,0,0,0,true,62031,0.0,26762,0,0,0,17039,14.338888888888889,0,71,0,32684,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,915,2PC,971,0.0,0.0,62049,39,0,1547,0,30126,0,0,15968,30266,0,187,0,27160,12905000,0,0,0,2251,0,0,4638,0,0,0.0026654820079964462,5.0,24666,2PC__ TO__ PB,0,0,971,953.7111111111111,0.4959318093762108,4180,0.0,0,0,0.6337274774774775,1160,1160
6,180028,0,1222,1289,0,998,63321.464647013185,29837.773901800327,111289.51590612878,13.655994300370475,32121.7529030256,0.9473982310909158,7.143625066666667E7,1,1000,UNIFORM,1,48.622733827301225,28.52132601880878,3,0,0,63187,55,0,0,0,0.0,0,0,30,false,0,19,80,4037,19164,0,0,0,0,39,0,16518,0,5.0,988,0,0,4,0,0,998,0,SAFE,0,0,0,0,0,31802,79,0,2853,0,19,71412,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},22037,99550,0,5.0,71,-1.0,0,0.28441151325163866,4524,0,2511,5000,12,29696,164,true,11,0,0,0,5.0,29692,0,79,80,0.0,33369,6445,0,0,0,0.0,16095,0,0,0,0,0,true,63191,0.0,26939,0,0,0,29361,13.95,0,71,0,30960,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,895,2PC,998,0.0,0.0,61707,38,0,1594,0,31273,0,0,15962,29464,0,179,0,27341,12555000,0,0,0,2287,0,0,4477,0,0,0.0016615653694796676,5.0,22169,2PC__ TO__ PB,0,0,998,953.2,0.5133412982875348,4293,0.0,0,0,0.6517526360786549,1160,1160
7,180014,0,1258,1273,0,973,63217.11595443833,32020.481005564387,109683.3708036135,13.281213755707762,31994.60813197172,0.9222810338331957,7.441533226666667E7,1,1000,UNIFORM,1,48.39673744292237,28.32135787671233,3,0,0,63074,57,0,0,0,0.0,0,0,30,false,0,21,80,4047,18675,0,0,0,0,38,0,16134,0,5.0,957,0,0,4,0,0,973,0,SAFE,0,0,0,0,0,30490,79,0,2853,0,21,70856,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},23422,99593,0,5.0,71,-1.0,0,0.2776826484018265,4153,0,2531,5000,12,31907,0,true,12,0,0,0,5.0,31896,0,79,80,0.0,31271,6365,0,0,0,0.0,16088,0,0,0,0,0,true,63079,0.0,26791,0,0,0,23831,14.061111111111112,0,71,0,30071,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,836,2PC,973,0.0,0.0,60552,36,0,1519,0,31284,0,0,15951,31639,0,175,0,27208,12655000,0,0,0,2246,0,0,4486,0,0,0.0018699910952804987,5.0,23522,2PC__ TO__ PB,0,0,973,953.4666666666667,0.5029632556301857,3935,0.0,0,0,0.6409817351598174,1160,1160
8,180025,0,1315,1265,0,891,63764.49924980237,32328.724472243346,108567.95027351778,15.961587726879861,31931.212681422927,0.9277434123816365,7.178963733333333E7,1,1000,UNIFORM,1,56.93962892538174,29.830707000864304,3,0,0,63605,59,0,0,0,0.0,0,0,31,false,0,22,80,4137,19550,0,0,0,0,39,0,16926,0,5.0,985,0,0,4,0,0,891,0,SAFE,0,0,0,0,0,31984,79,0,2853,0,22,69496,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},23523,99640,0,5.0,71,-1.0,0,0.2566983578219533,4530,0,2580,5000,12,32201,0,true,13,0,0,0,5.0,32187,0,79,80,0.0,33628,6325,0,0,0,0.0,16820,0,0,0,0,0,true,63613,0.0,26568,0,0,0,31696,14.333333333333334,0,71,0,31209,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,894,2PC,891,0.0,0.0,63427,37,0,1573,0,31902,0,0,16681,31919,0,180,0,27010,12900000,0,0,0,2156,0,0,4601,0,0,0.0020408163265306124,5.0,23627,2PC__ TO__ PB,0,0,891,953.7277777777778,0.4903100775193798,4279,0.0,0,0,0.6211466436185538,1160,1160
9,180020,0,1110,1107,0,830,72715.07188979223,33812.86892432433,128573.53610569106,21.366390876271744,37450.31342457091,0.9138553045413792,7.601117333333333E7,1,1000,UNIFORM,1,68.28126944535609,30.763537249753856,4,0,0,72500,67,0,0,0,0.0,0,0,34,false,0,10,80,6050,20415,0,0,0,0,42,0,17556,0,5.0,1129,0,0,4,0,0,830,0,SAFE,0,0,0,0,0,38630,79,0,2853,0,10,80859,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},23568,99456,0,5.0,71,-1.0,0,0.272399081063341,6774,0,2217,5000,13,33686,40,true,15,0,0,0,5.0,33682,0,79,80,0.0,39823,5535,0,0,0,0.0,17110,0,0,0,0,0,true,72512,0.0,29891,0,0,0,45062,12.316666666666666,0,71,0,37975,60,0,0.0,0.0,5000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1056,2PC,830,0.0,0.0,74239,47,0,1658,0,35355,0,0,16957,33401,0,204,0,30379,11085000,0,0,0,1937,0,0,6644,0,0,0.0010325245224574084,5.0,23761,2PC__ TO__ PB,0,0,830,952.6777777777778,0.4993234100135318,6510,0.0,0,0,0.6357072530357729,1160,1160
