SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localReadOnlyTxRemoteNodesRead,applicationContentionFactor,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,tOPrepareWaitTime,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180177,0,158,0,0,0,NaN,1140233.768708861,NaN,7.432234177215189,NaN,0.6356306048795897,9.94634592E7,1,100000,UNIFORM,1,121.45441139240506,55.00978481012658,16,0,0,0,257,0,0,0,58.0,0.0,false,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,263,0.0,0,0,0,0,20,0,0,0,1,SAFE,0,0,152888,0,0,0,0,0,0,0,0,1139977,158,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5521,177,0,0.0,0,0.0,0,0,0.0,0,158,0,0,1139988,0,true,0,0,0,0,1.105263157894737,1139977,0,0,0,2,0,0.0,0,0,0,0,true,0.0,108903,0,0,43,0,0,true,0,967.6455696202531,0,0,0,0,86512,0.8777777777777778,0,0,0,0,60,0.0,0.0,0,1000,0,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,817,0,0,0,1156,0,108534,1139399,0,262,0,0,158000,0,1113,0,0,0,0,0,0,99,0.0,0.0,5521,2PC__ TO__ PB,0,0,0,0.9833333333333333,0.0,0,0,0.0,0,0.0,3254,3254
1,180511,0,158,1,0,0,1167805.827,1134862.5278481015,1167805.827,7.978962264150943,22126.02,0.7737726610773594,8.03975568E7,1,100000,UNIFORM,1,128.74969182389935,62.403836477987426,15,0,0,1167010,191,0,0,0,58.0,0.0,false,0,0,144,0,0,10,1844,120533,1,0,0,0,0,0,115721,194,5.0,0,2264,0,5,20,0,0,0,1,SAFE,0,0,153752,0,0,0,10,0,2864,0,0,1134852,158,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4088,174,0,0.0,0,-1.0,0,0,0.0,0,159,1000,0,1134659,0,true,0,0,104,0,1.2,1134648,0,0,0,2,0,0.0,5,0,0,0,true,5.0,108101,0,0,43,0,0,true,1167020,966.993670886076,14976,0,0,0,88715,0.8833333333333333,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,967.0,0.0,0,2450,139,0,1145774,0,1151,0,107762,1134184,0,230,0,16153,159000,0,1110,1,0,0,0,0,4985,98,0.0,5.0,4088,2PC__ TO__ PB,0,0,0,0.9666666666666667,0.006289308176100629,0,0,0.0,0,0.006289308176100629,3262,3262
2,180937,0,161,2,0,0,1111616.28,1109780.8743540372,1111616.28,10.472202453987729,10370.353,0.6846092565167387,8.188041173333333E7,1,100000,UNIFORM,1,107.38012883435583,58.88612883435582,16,0,0,1111355,220,0,0,0,58.0,0.0,false,0,0,155,0,0,10,1173,108169,2,0,0,0,0,0,104508,224,5.0,0,1536,0,10,19,0,0,0,1,SAFE,0,0,157407,0,0,0,10,0,2862,0,0,1109598,161,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4548,187,0,0.0,0,-1.0,0,0,0.0,0,163,1000,0,1109585,0,true,0,0,117,0,1.1666666666666667,1109576,0,0,0,2,0,0.0,10,0,0,0,true,5.0,106558,0,0,43,0,0,true,1111363,965.6521739130435,6379,0,0,0,72889,0.9005524861878453,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,968.5,0.0,0,2016,151,0,1102271,0,1127,0,106230,1109152,0,200,0,6787,163000,0,1089,2,0,0,0,0,2189,97,0.0,5.0,4548,2PC__ TO__ PB,0,0,0,1.0331491712707181,0.012269938650306749,0,0,0.0,0,0.012269938650306749,3369,3369
3,180615,0,160,1,0,0,1154305.311,1121497.7859437498,1154305.311,14.284,23464.505,0.6628005689688197,7.965474933333333E7,1,100000,UNIFORM,1,111.29929813664596,57.314931677018635,16,0,0,1154139,191,0,0,0,58.0,0.0,false,0,0,164,0,0,10,1361,113026,1,0,0,0,0,0,108318,194,5.0,0,2081,0,5,19,0,0,0,1,SAFE,0,0,155649,0,0,0,10,0,2864,0,0,1121449,160,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},6324,183,0,0.0,0,-1.0,0,0,0.0,0,161,1000,0,1121258,0,true,0,0,204,0,1.0454545454545454,1121245,0,0,0,2,0,0.0,5,0,0,0,true,5.0,106344,0,0,43,0,0,true,1154149,966.8125,19384,0,0,0,107927,0.8944444444444445,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,959.0,0.0,0,2508,159,0,1130915,0,1139,0,106004,1120822,0,222,0,20145,161000,0,1099,1,0,0,0,0,2960,97,0.0,5.0,6324,2PC__ TO__ PB,0,0,0,1.0166666666666666,0.006211180124223602,0,0,0.0,0,0.006211180124223602,3309,3309
4,180600,0,165,0,0,0,NaN,1094444.2338121212,NaN,6.063327272727272,NaN,0.6510120131733428,8.388482986666666E7,1,100000,UNIFORM,1,85.39589090909091,55.79061212121212,15,0,0,0,188,0,0,0,58.0,0.0,false,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,191,0.0,0,0,0,0,17,0,0,0,1,SAFE,0,0,159664,0,0,0,0,0,0,0,0,1094225,165,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5250,181,0,0.0,0,0.0,0,0,0.0,0,165,0,0,1094235,0,true,0,0,0,0,1.0625,1094225,0,0,0,2,0,0.0,0,0,0,0,true,0.0,102114,0,0,43,0,0,true,0,967.660606060606,0,0,0,0,82166,0.9166666666666666,0,0,0,0,60,0.0,0.0,0,1000,0,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,164,0,0,0,1111,0,101778,1093782,0,191,0,0,165000,0,1073,0,0,0,0,0,0,93,0.0,0.0,5250,2PC__ TO__ PB,0,0,0,1.0055555555555555,0.0,0,0,0.0,0,0.0,3258,3258
5,180015,0,156,0,0,0,NaN,1153824.0897948719,NaN,6.312352564102564,NaN,0.6252802058181405,7.264739626666667E7,1,100000,UNIFORM,1,96.01510256410256,63.75419871794872,17,0,0,0,197,0,0,0,58.0,0.0,false,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,199,0.0,0,0,0,0,20,0,0,0,1,SAFE,0,0,150673,0,0,0,0,0,0,0,0,1153601,156,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7310,181,0,0.0,0,0.0,0,0,0.0,0,156,0,0,1153615,0,true,0,0,0,0,1.04,1153601,0,0,0,2,0,0.0,0,0,0,0,true,0.0,111246,0,0,43,0,0,true,0,965.8525641025641,0,0,0,0,96842,0.8666666666666667,0,0,0,0,60,0.0,0.0,0,1000,0,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,158,0,0,0,1172,0,110881,1153107,0,189,0,0,156000,0,1129,0,0,0,0,0,0,101,0.0,0.0,7310,2PC__ TO__ PB,0,0,0,1.0055555555555555,0.0,0,0,0.0,0,0.0,3393,3393
6,180825,0,155,1,0,0,1134606.71,1159144.641348387,1134606.71,8.784839743589744,15740.462,0.5649099530685606,7.902144426666667E7,1,100000,UNIFORM,1,75.05091025641025,59.30728846153846,18,0,0,1134317,203,0,0,0,58.0,0.0,false,0,0,175,0,0,8,2448,138530,1,0,0,0,0,0,132818,205,5.0,0,2461,0,5,21,0,0,0,1,SAFE,0,0,150750,0,0,0,8,0,2864,0,0,1158779,155,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4036,175,0,0.0,0,-1.0,0,0,0.0,0,156,1000,0,1158948,0,true,0,0,139,0,1.0526315789473684,1158937,0,0,0,2,0,0.0,5,0,0,0,true,5.0,117254,0,0,43,0,0,true,1134332,966.3032258064516,8605,0,0,0,77529,0.8666666666666667,0,71,0,0,60,0.0,0.0,0,1000,0,8,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,973.0,0.0,0,3062,170,0,1119202,0,1175,0,116895,1158449,0,189,0,10318,156000,0,1131,1,0,0,0,0,4613,107,0.0,5.0,4036,2PC__ TO__ PB,0,0,0,0.9722222222222222,0.00641025641025641,0,0,0.0,0,0.00641025641025641,3322,3322
7,180583,0,154,1,0,0,1143646.18,1165082.3172727271,1143646.18,8.736483870967742,22218.972,0.758172670710757,8.70493408E7,1,100000,UNIFORM,1,87.07172903225806,62.70263870967742,17,0,0,1143108,198,0,0,0,58.0,0.0,false,0,0,158,0,0,10,1245,129135,1,0,0,0,0,0,124366,201,5.0,0,2212,0,4,22,0,0,0,1,SAFE,0,0,149962,0,0,0,9,0,2863,0,0,1164693,154,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},6557,178,0,1.0,0,-1.0,0,0,0.0,0,155,1000,0,1164847,0,true,0,0,191,0,1.0869565217391304,1164834,0,0,0,2,0,0.0,5,0,0,0,true,4.0,117360,0,0,43,0,0,true,1143117,967.4675324675325,17069,0,0,0,106679,0.8611111111111112,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,972.0,0.0,0,2447,153,0,1121108,0,1180,0,116994,1164332,0,215,0,17745,155000,0,1135,1,0,0,0,0,4143,107,0.0,5.0,6557,2PC__ TO__ PB,0,0,0,0.9888888888888889,0.0064516129032258064,0,0,0.0,0,0.0064516129032258064,3311,3311
8,180232,0,159,2,0,0,1220353.4155,1118058.6551320755,1220353.4155,9.593012422360248,10187.7135,0.66701900105215,7.711869013333334E7,1,100000,UNIFORM,1,117.1489440993789,58.61403105590062,18,0,0,1220194,201,0,0,0,58.0,0.0,false,0,0,157,0,0,10,1510,114064,2,0,0,0,0,0,109553,205,5.0,0,2019,0,9,20,0,0,0,1,SAFE,0,0,155531,0,0,0,9,0,2864,0,0,1119126,159,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3675,181,0,0.5,0,-1.0,0,0,0.0,0,161,1000,0,1117866,0,true,0,0,73,0,1.15,1117854,0,0,0,2,0,0.0,10,0,0,0,true,4.5,107133,0,0,43,0,0,true,1220205,965.9748427672956,5365,0,0,0,80326,0.8944444444444445,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,970.5,0.0,0,2331,250,0,1210249,0,1135,0,106796,1117416,0,214,0,6473,161000,0,1095,2,0,0,0,0,3088,97,0.0,5.0,3675,2PC__ TO__ PB,0,0,0,1.0055555555555555,0.012422360248447204,0,0,0.0,0,0.012422360248447204,3416,3416
9,180732,0,156,1,0,0,1216963.166,1150585.019480769,1216963.166,7.072707006369426,16409.539,0.6698585784921542,6.82235216E7,1,100000,UNIFORM,1,141.5247898089172,60.01033757961784,16,0,0,1216843,216,0,0,0,58.0,0.0,false,0,0,171,0,0,10,1218,118059,1,0,0,0,0,0,113675,218,5.0,0,1728,0,5,21,0,0,0,1,SAFE,0,0,151872,0,0,0,10,0,2864,0,0,1150771,156,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4467,178,0,0.0,0,-1.0,0,0,0.0,0,157,1000,0,1150360,0,true,0,0,217,0,1.0476190476190477,1150347,0,0,0,2,0,0.0,5,0,0,0,true,5.0,112158,0,0,43,0,0,true,1216849,967.3141025641025,11433,0,0,0,99284,0.8722222222222222,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,971.0,0.0,0,2546,166,0,1200671,0,1166,0,111789,1149801,0,237,0,12158,157000,0,1124,1,0,0,0,0,3905,102,0.0,5.0,4467,2PC__ TO__ PB,0,0,0,0.9888888888888889,0.006369426751592357,0,0,0.0,0,0.006369426751592357,3290,3290
