SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localReadOnlyTxRemoteNodesRead,applicationContentionFactor,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,tOPrepareWaitTime,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180468,0,188,0,0,0,NaN,959856.0001648936,NaN,9.315478723404256,NaN,0.6579741981703037,1.3280299573333333E8,1,100000,UNIFORM,1,90.58357978723404,50.19570212765958,13,0,0,0,246,0,0,0,19.0,0.0,false,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,254,0.0,0,0,0,0,16,0,0,0,1,SAFE,0,0,169185,0,0,0,0,0,0,0,0,959648,188,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3473,203,0,0.0,0,0.0,0,0,0.0,0,188,0,0,959658,0,true,0,0,0,0,1.2,959648,0,0,0,2,0,0.0,0,0,0,0,true,0.0,93419,0,0,43,0,0,true,0,899.9202127659574,0,0,0,0,75111,1.0444444444444445,0,0,0,0,60,0.0,0.0,0,1000,0,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,636,0,0,0,1045,0,93077,959220,0,188,0,0,188000,0,1011,0,0,0,0,0,0,90,0.0,0.0,3473,2PC__ TO__ PB,0,0,0,1.1277777777777778,0.0,0,0,0.0,0,0.0,9996,9996
1,180726,0,181,3,0,0,1221812.16,978121.0466685083,1221812.16,6.021407608695652,10903.045333333333,0.5907110478441255,8.127283626666667E7,1,100000,UNIFORM,1,96.11819021739132,53.82405978260869,13,0,0,1221655,212,0,0,0,18.0,0.0,false,0,0,192,0,0,7,1426,157812,3,0,0,0,0,0,154494,217,5.0,0,1452,0,14,16,0,0,0,1,SAFE,0,0,165703,0,0,0,7,0,2863,0,0,981888,181,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5691,196,0,0.3333333333333333,0,-1.0,0,0,0.0,0,184,1000,0,977922,0,true,0,0,90,0,1.0833333333333333,977914,0,0,0,2,0,0.0,15,0,0,0,true,4.666666666666667,90294,0,0,43,0,0,true,1221664,900.5027624309392,4813,0,0,0,69471,1.0222222222222221,0,71,0,0,60,0.0,0.0,0,1000,0,7,0,0,18.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,904.0,0.0,0,1774,186,0,1210976,0,1069,0,89919,977428,0,215,0,5371,184000,0,1036,3,0,0,0,0,5215,88,0.0,5.0,5691,2PC__ TO__ PB,0,0,0,1.0888888888888888,0.016304347826086956,0,0,0.0,0,0.016304347826086956,9885,9885
2,180103,0,184,7,0,0,963486.5067142857,942063.6701413044,963486.5067142857,5.495759162303665,8937.95357142857,0.5796094230608491,8.435742346666667E7,1,100000,UNIFORM,1,89.54230366492146,54.52424083769633,13,0,0,963301,184,0,0,0,19.0,0.0,false,0,0,168,0,0,8,666,95644,7,0,0,0,0,0,93143,187,5.0,0,970,0,32,16,0,0,0,1,SAFE,0,0,171767,0,0,4683,7,0,2863,0,0,942664,184,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3189,205,0,0.42857142857142855,0,-1.0,0,0,0.0,0,191,1000,0,941886,0,true,0,0,86,0,1.2857142857142858,941879,0,0,0,2,0,0.0,35,0,0,0,true,4.571428571428571,90855,0,0,43,0,0,true,963308,899.195652173913,3351,0,0,0,74549,1.0611111111111111,0,71,4683,0,60,0.0,0.0,0,1000,0,8,0,0,19.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,902.1428571428571,0.0,0,1442,161,0,954650,0,1027,0,90543,941499,0,172,0,6532,191000,0,994,7,0,0,0,0,2000,88,0.0,5.0,3419,2PC__ TO__ PB,0,0,0,1.1388888888888888,0.03664921465968586,0,0,0.0,0,0.03664921465968586,10101,10101
3,180357,0,181,2,0,0,993020.6485,985372.1436685083,993020.6485,7.227551912568305,16708.2025,0.5768927745547454,8.13722208E7,1,100000,UNIFORM,1,80.94530054644808,57.26753005464481,16,0,0,992873,194,0,0,0,19.0,0.0,false,0,0,167,0,0,8,1726,101874,2,0,0,0,0,0,97735,197,5.0,0,1811,0,9,16,0,0,0,1,SAFE,0,0,165026,0,0,24311,8,0,2863,0,0,985253,181,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3302,196,0,0.5,0,-1.0,0,0,0.0,0,183,1000,0,985181,0,true,0,0,94,0,1.0,985169,0,0,0,2,0,0.0,10,0,0,0,true,4.5,96399,0,0,43,0,0,true,992882,901.707182320442,12394,0,0,0,78275,1.0166666666666666,0,71,24311,0,60,0.0,0.0,0,1000,0,8,0,0,19.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,908.5,0.0,0,2226,162,0,976389,0,1071,0,96056,984724,0,174,0,13153,183000,0,1034,2,0,0,0,0,3228,93,0.0,5.0,5636,2PC__ TO__ PB,0,0,0,1.0888888888888888,0.01092896174863388,0,0,0.0,0,0.01092896174863388,9897,9897
4,180044,0,191,1,0,0,945434.643,937579.0804659686,945434.643,9.700802083333334,8458.796,0.6534061053906446,8.563974346666667E7,1,100000,UNIFORM,1,100.51419791666667,55.220307291666664,13,0,0,944971,177,0,0,0,19.0,0.0,false,0,0,155,0,0,10,1844,101309,1,0,0,0,0,0,97294,180,5.0,0,1516,0,4,15,0,0,0,1,SAFE,0,0,172728,0,0,7674,9,0,2863,0,0,937424,191,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3542,208,0,1.0,0,-1.0,0,0,0.0,1,192,1000,0,937394,0,true,0,0,132,0,1.125,937384,0,0,0,2,0,0.0,5,0,0,0,true,4.0,87830,0,0,43,0,0,true,944980,899.5968586387435,4049,0,0,0,70341,1.0666666666666667,0,71,7674,0,60,0.0,0.0,0,1000,0,10,0,0,19.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,905.0,0.0,0,2343,151,0,937023,0,1023,0,87495,936941,1,202,0,4782,192000,0,989,1,0,0,0,0,2742,85,0.0,5.0,3918,2PC__ TO__ PB,0,0,0,1.1555555555555554,0.005208333333333333,0,0,0.0,0,0.005208333333333333,9941,9941
5,180755,0,183,3,0,0,997000.9666666667,971254.5907213114,997000.9666666667,11.006634408602151,7152.595,0.5419119016751454,7.27644192E7,1,100000,UNIFORM,1,123.29663978494624,56.693225806451615,13,0,0,996694,215,0,0,0,18.0,0.0,false,0,0,178,0,0,8,1059,97699,3,0,0,0,0,0,94309,217,5.0,0,1398,0,10,16,0,0,0,1,SAFE,0,0,167539,0,0,7949,7,0,2863,0,0,971465,183,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4084,200,0,1.6666666666666667,0,-1.0,0,0,0.0,0,186,1000,0,971059,0,true,0,0,90,0,1.2142857142857142,971051,0,0,0,2,0,0.0,15,0,0,0,true,3.3333333333333335,93463,0,0,43,0,0,true,996702,900.7431693989071,3895,0,0,0,79408,1.0333333333333334,0,71,7949,0,60,0.0,0.0,0,1000,0,8,0,0,18.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,901.0,0.0,0,1882,173,0,989914,0,1057,0,93126,970664,0,214,0,4431,186000,0,1023,3,0,0,0,0,2094,90,0.0,5.0,4513,2PC__ TO__ PB,0,0,0,1.1111111111111112,0.016129032258064516,0,0,0.0,0,0.016129032258064516,9984,9984
6,180297,0,186,3,0,0,954296.4126666667,953843.5538064516,954296.4126666667,6.268227513227513,8296.942333333332,0.566950212261455,1.0093367946666667E8,1,100000,UNIFORM,1,94.48150793650794,52.74194708994709,13,0,0,954164,185,0,0,0,19.0,0.0,false,0,0,150,0,0,8,1366,99281,3,0,0,0,0,0,95744,187,5.0,0,1424,0,15,16,0,0,0,1,SAFE,0,0,170401,0,0,0,8,0,2864,0,0,953580,186,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2950,208,0,0.0,0,-1.0,0,0,0.0,0,189,1000,0,953577,0,true,0,0,116,0,1.263157894736842,953570,0,0,0,2,0,0.0,15,0,0,0,true,5.0,91538,0,0,43,0,0,true,954172,901.7311827956989,3937,0,0,0,68765,1.05,0,71,0,0,60,0.0,0.0,0,1000,0,8,0,0,19.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,893.0,0.0,0,2021,145,0,946141,0,1037,0,91223,953200,0,269,0,4388,189000,0,1004,3,0,0,0,0,3543,88,0.0,5.0,2950,2PC__ TO__ PB,0,0,0,1.1555555555555554,0.015873015873015872,0,0,0.0,0,0.015873015873015872,9961,9961
7,180039,0,188,1,0,0,958185.303,952478.0160904255,958185.303,5.740042328042328,7701.73,0.6580355213433567,8.204593973333333E7,1,100000,UNIFORM,1,65.32105291005291,50.133994708994706,13,0,0,958040,174,0,0,0,19.0,0.0,false,0,0,146,0,0,8,1270,99496,1,0,0,0,0,0,95631,176,5.0,0,1557,0,5,16,0,0,0,1,SAFE,0,0,170325,0,0,0,8,0,2864,0,0,952315,188,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3635,206,0,0.0,0,-1.0,0,0,0.0,0,189,1000,0,952292,0,true,0,0,199,0,1.1176470588235294,952285,0,0,0,2,0,0.0,5,0,0,0,true,5.0,93620,0,0,43,0,0,true,958049,901.1914893617021,4583,0,0,0,60968,1.05,0,71,0,0,60,0.0,0.0,0,1000,0,8,0,0,19.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,901.0,0.0,0,2222,140,0,950540,0,1036,0,93292,951875,0,178,0,5320,189000,0,1004,1,0,0,0,0,2094,91,0.0,5.0,3635,2PC__ TO__ PB,0,0,0,1.1444444444444444,0.005291005291005291,0,0,0.0,0,0.005291005291005291,9831,9831
8,180027,0,192,0,0,0,NaN,937529.2931041666,NaN,6.911963541666667,NaN,0.5282756811479405,7.865440373333333E7,1,100000,UNIFORM,1,145.234359375,53.775416666666665,14,0,0,0,162,0,0,0,19.0,0.0,false,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,165,0.0,0,0,0,0,15,0,0,0,1,SAFE,0,0,172482,0,0,0,0,0,0,0,0,937285,192,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5000,213,0,0.0,0,0.0,0,0,0.0,0,192,0,0,937295,0,true,0,0,0,0,1.1904761904761905,937285,0,0,0,2,0,0.0,0,0,0,0,true,0.0,89006,0,0,43,0,0,true,0,898.34375,0,0,0,0,66389,1.0666666666666667,0,0,0,0,60,0.0,0.0,0,1000,0,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,151,0,0,0,1024,0,88654,936843,0,252,0,0,192000,0,990,0,0,0,0,0,0,86,0.0,0.0,5000,2PC__ TO__ PB,0,0,0,1.1833333333333333,0.0,0,0,0.0,0,0.0,10129,10129
9,180211,0,183,0,0,0,NaN,984652.0746994535,NaN,6.158737704918033,NaN,0.6077631955540893,7.463393013333334E7,1,100000,UNIFORM,1,91.2618087431694,54.76805464480874,14,0,0,0,168,0,0,0,19.0,0.0,false,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,171,0.0,0,0,0,0,16,0,0,0,1,SAFE,0,0,165018,0,0,0,0,0,0,0,0,984458,183,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5651,202,0,0.0,0,0.0,0,0,0.0,0,183,0,0,984465,0,true,0,0,0,0,1.105263157894737,984458,0,0,0,2,0,0.0,0,0,0,0,true,0.0,93406,0,0,43,0,0,true,0,901.7377049180328,0,0,0,0,71532,1.0166666666666666,0,0,0,0,60,0.0,0.0,0,1000,0,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,144,0,0,0,1071,0,93058,984022,0,184,0,0,183000,0,1036,0,0,0,0,0,0,90,0.0,0.0,5651,2PC__ TO__ PB,0,0,0,1.1222222222222222,0.0,0,0,0.0,0,0.0,9965,9965
