SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localReadOnlyTxRemoteNodesRead,applicationContentionFactor,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,tOPrepareWaitTime,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180324,0,216,0,0,0,NaN,834755.7076990741,NaN,9.620833333333334,NaN,0.5828242168618648,1.363393104E8,1,100000,UNIFORM,1,71.65112037037036,46.46537037037037,12,0,0,0,245,0,0,0,9.0,0.0,false,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,252,0.0,0,0,0,0,15,0,0,0,1,SAFE,0,0,173161,0,0,0,0,0,0,0,0,834543,216,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4359,234,0,0.0,0,0.0,0,0,0.0,0,216,0,0,834550,0,true,0,0,0,0,1.2222222222222223,834543,0,0,0,2,0,0.0,0,0,0,0,true,0.0,83762,0,0,43,0,0,true,0,801.6712962962963,0,0,0,0,76410,1.2,0,0,0,0,60,0.0,0.0,0,1000,0,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,517,0,0,0,1018,0,83432,834118,0,180,0,0,216000,0,982,0,0,0,0,0,0,89,0.0,0.0,4359,2PC__ TO__ PB,0,0,0,1.3,0.0,0,0,0.0,0,0.0,19909,19909
1,180399,0,214,5,0,0,813695.8042,823886.4224906543,813695.8042,7.674187214611872,5999.3052,0.647230795756985,1.144474432E8,1,100000,UNIFORM,1,83.54417808219178,53.32384474885845,13,0,0,813550,216,0,0,0,9.0,0.0,false,0,0,194,0,0,6,994,82220,5,0,0,0,0,0,79153,219,5.0,0,1394,0,19,15,0,0,0,1,SAFE,0,0,175777,0,0,5684,6,0,2863,0,0,823442,214,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},6094,227,0,1.2,0,-1.0,0,0,0.0,0,219,1000,0,823682,0,true,0,0,162,0,1.5,823673,0,0,0,2,0,0.0,25,0,0,0,true,3.8,81628,0,0,43,0,0,true,813559,802.6635514018692,2813,0,0,0,83520,1.2166666666666666,0,71,5684,0,60,0.0,0.0,0,1000,0,6,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,801.4,0.0,0,1553,189,0,807774,0,1003,0,81293,823270,0,183,0,3379,219000,0,968,5,0,0,0,0,2242,86,0.0,5.0,5918,2PC__ TO__ PB,0,0,0,1.261111111111111,0.0228310502283105,0,0,0.0,0,0.0228310502283105,19796,19796
2,180038,0,219,2,0,0,841177.2775,814319.6982557077,841177.2775,9.081597285067874,7518.7395,0.5449228632884323,9.40195792E7,1,100000,UNIFORM,1,91.36109954751132,54.154257918552034,13,0,0,841017,194,0,0,0,9.0,0.0,false,0,0,151,0,0,7,951,85340,2,0,0,0,0,0,81577,197,5.0,0,1545,0,6,15,0,0,0,1,SAFE,0,0,176545,0,0,7165,6,0,2864,0,0,814348,219,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3287,238,0,2.0,0,-1.0,0,0,0.0,1,221,1000,0,814116,0,true,0,0,312,0,1.588235294117647,814104,0,0,0,2,0,0.0,10,0,0,0,true,3.0,80573,0,0,43,0,0,true,841026,798.8812785388128,4136,0,0,0,85140,1.2277777777777779,0,71,7165,0,60,0.0,0.0,0,1000,0,7,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,795.0,0.0,0,2097,146,0,833731,0,996,0,80253,813731,1,201,0,5128,221000,0,962,2,0,0,0,0,2038,86,0.0,5.0,4062,2PC__ TO__ PB,0,0,0,1.3222222222222222,0.00904977375565611,0,0,0.0,0,0.00904977375565611,20043,20043
3,180340,0,214,3,0,0,1037780.9393333334,828079.9168084112,1037780.9393333334,9.784299539170506,14202.726333333334,0.5995359577309398,1.2105963786666666E8,1,100000,UNIFORM,1,70.34794470046083,51.54850230414746,12,0,0,1037610,206,0,0,0,8.0,0.0,false,0,0,150,0,0,7,974,132743,3,0,0,0,0,0,129531,209,5.0,0,1287,0,11,15,0,0,0,1,SAFE,0,0,173780,0,0,9014,6,0,2863,0,0,830785,214,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2857,232,0,1.3333333333333333,0,-1.0,0,0,0.0,1,217,1000,0,827896,0,true,0,0,151,0,1.2,827885,0,0,0,2,0,0.0,15,0,0,0,true,3.6666666666666665,81971,0,0,43,0,0,true,1037619,800.8598130841121,8635,0,0,0,83891,1.2055555555555555,0,71,9014,0,60,0.0,0.0,0,1000,0,7,0,0,8.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,798.6666666666666,0.0,0,1799,145,0,1023631,0,1014,0,81631,827429,1,162,0,9214,217000,0,980,3,0,0,0,0,4637,88,0.0,5.0,4089,2PC__ TO__ PB,0,0,0,1.288888888888889,0.013824884792626729,0,0,0.0,0,0.013824884792626729,19920,19920
4,180060,0,217,2,0,0,834778.954,821983.6950092165,834778.954,10.54271689497717,7785.9985,0.7393023547811698,1.18570192E8,1,100000,UNIFORM,1,91.81181278538813,55.833260273972606,13,0,0,834630,172,0,0,0,9.0,0.0,false,0,0,156,0,0,7,1256,90761,2,0,0,0,0,0,86925,175,5.0,0,1536,0,8,15,0,0,0,1,SAFE,0,0,174952,0,0,0,7,0,2864,0,0,821879,217,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2853,234,0,1.0,0,-1.0,0,0,0.0,0,219,1000,0,821772,0,true,0,0,170,0,1.6,821762,0,0,0,2,0,0.0,10,0,0,0,true,4.0,83077,0,0,43,0,0,true,834639,798.8110599078341,4023,0,0,0,82338,1.2166666666666666,0,71,0,0,60,0.0,0.0,0,1000,0,7,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,805.0,0.0,0,2194,151,0,827063,0,1005,0,82734,821285,0,208,0,4751,219000,0,970,2,0,0,0,0,2544,89,0.0,5.0,2853,2PC__ TO__ PB,0,0,0,1.3,0.0091324200913242,0,0,0.0,0,0.0091324200913242,20028,20028
5,180451,0,223,0,0,0,NaN,809085.1558430493,NaN,7.7149730941704036,NaN,0.5938175994313173,1.00960232E8,1,100000,UNIFORM,1,103.40491928251122,56.39204484304933,12,0,0,0,175,0,0,0,9.0,0.0,false,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,175,0.0,0,0,0,0,15,0,0,0,1,SAFE,0,0,178375,0,0,0,0,0,0,0,0,808870,223,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3777,240,0,0.0,0,0.0,0,0,0.0,0,223,0,0,808882,0,true,0,0,0,0,1.588235294117647,808870,0,0,0,2,0,0.0,0,0,0,0,true,0.0,79709,0,0,43,0,0,true,0,799.8878923766816,0,0,0,0,92656,1.238888888888889,0,0,0,0,60,0.0,0.0,0,1000,0,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,144,0,0,0,987,0,79353,808408,0,209,0,0,223000,0,955,0,0,0,0,0,0,84,0.0,0.0,3777,2PC__ TO__ PB,0,0,0,1.3333333333333333,0.0,0,0,0.0,0,0.0,19956,19956
6,180458,0,225,2,0,0,791136.323,794925.2920977777,791136.323,7.144422907488988,11051.157,0.6707633969291544,1.0422501386666666E8,1,100000,UNIFORM,1,68.42535682819384,48.629083700440525,12,0,0,791011,175,0,0,0,9.0,0.0,false,0,0,143,0,0,7,899,83961,2,0,0,0,0,0,80386,178,5.0,0,1330,0,7,15,0,0,0,1,SAFE,0,0,182136,0,0,12763,6,0,2864,0,0,794712,225,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2566,241,0,1.5,0,-1.0,0,0,0.0,0,227,1000,0,794758,0,true,0,0,196,0,1.5,794745,0,0,0,2,0,0.0,10,0,0,0,true,3.5,82114,0,0,43,0,0,true,791019,802.3733333333333,4908,0,0,0,81456,1.261111111111111,0,71,12763,0,60,0.0,0.0,0,1000,0,7,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,801.0,0.0,0,2131,139,0,780150,0,967,0,81790,794336,0,151,0,5495,227000,0,933,2,0,0,0,0,5156,87,0.0,5.0,3840,2PC__ TO__ PB,0,0,0,1.3388888888888888,0.00881057268722467,0,0,0.0,0,0.00881057268722467,19945,19945
7,180252,0,224,3,0,0,809400.5276666667,793759.7746205358,809400.5276666667,9.06084140969163,6428.341666666667,0.7344991970101742,1.0562896586666666E8,1,100000,UNIFORM,1,83.35197356828195,52.91696916299559,12,0,0,809189,188,0,0,0,9.0,0.0,false,0,0,155,0,0,7,1240,87605,3,0,0,0,0,0,84185,190,5.0,0,1380,0,11,14,0,0,0,1,SAFE,0,0,181545,0,0,6172,6,0,2863,0,0,793786,224,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4958,241,0,1.3333333333333333,0,-1.0,0,0,0.0,1,227,1000,0,793589,0,true,0,0,173,0,1.4285714285714286,793580,0,0,0,2,0,0.0,15,0,0,0,true,3.6666666666666665,78545,0,0,43,0,0,true,809198,799.7098214285714,3037,0,0,0,70929,1.261111111111111,0,71,6172,0,60,0.0,0.0,0,1000,0,7,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,803.3333333333334,0.0,0,1928,150,0,803265,0,970,0,78231,793201,1,172,0,3622,227000,0,937,3,0,0,0,0,2189,84,0.0,5.0,5281,2PC__ TO__ PB,0,0,0,1.3388888888888888,0.013215859030837005,0,0,0.0,0,0.013215859030837005,19988,19988
8,180543,0,218,6,0,0,789880.0235,806346.4989220183,789880.0235,8.927138392857144,5588.545833333333,0.5729020227992245,1.2165266026666667E8,1,100000,UNIFORM,1,83.52100892857143,54.64175446428572,12,0,0,789697,185,0,0,0,9.0,0.0,false,0,0,176,0,0,6,865,81120,6,0,0,0,0,0,78400,187,5.0,0,1180,0,26,14,0,0,0,1,SAFE,0,0,178199,0,0,4069,6,0,2863,0,0,805731,218,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3601,237,0,0.6666666666666666,0,-1.0,0,0,0.0,0,224,1000,0,806180,0,true,0,0,118,0,1.0,806172,0,0,0,2,0,0.0,30,0,0,0,true,4.333333333333333,78147,0,0,43,0,0,true,789706,795.4082568807339,2792,0,0,0,67663,1.2444444444444445,0,71,4069,0,60,0.0,0.0,0,1000,0,6,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,800.0,0.0,0,1427,172,0,784361,0,990,0,77805,805737,0,166,0,3451,224000,0,958,6,0,0,0,0,1734,84,0.0,5.0,3757,2PC__ TO__ PB,0,0,0,1.3166666666666667,0.026785714285714284,0,0,0.0,0,0.026785714285714284,20353,20353
9,180284,0,220,1,0,0,798061.901,815727.8584045455,798061.901,8.936538461538461,9367.178,0.5903845724073072,1.0760784266666667E8,1,100000,UNIFORM,1,104.80441628959275,53.878864253393665,13,0,0,797920,149,0,0,0,9.0,0.0,false,0,0,148,0,0,6,1843,85481,1,0,0,0,0,0,80947,152,5.0,0,1926,0,4,15,0,0,0,1,SAFE,0,0,176794,0,0,8730,5,0,2864,0,0,815452,220,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3438,240,0,1.0,0,-1.0,0,0,0.0,1,221,1000,0,815541,0,true,0,0,171,0,1.4736842105263157,815531,0,0,0,2,0,0.0,5,0,0,0,true,4.0,79507,0,0,43,0,0,true,797930,800.040909090909,4026,0,0,0,69236,1.2277777777777779,0,71,8730,0,60,0.0,0.0,0,1000,0,6,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,785.0,0.0,0,2473,144,0,788763,0,996,0,79183,815120,1,211,0,5233,221000,0,962,1,0,0,0,0,3788,85,0.0,5.0,3732,2PC__ TO__ PB,0,0,0,1.3333333333333333,0.004524886877828055,0,0,0.0,0,0.004524886877828055,20082,20082
