SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,avgClusteredGetCommandReplySize,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,remoteContentionProbability,avgLocalLocalAbortLockHoldTime,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgNumNodesCompleteNotification,avgLocalSuccessfulLockHoldTime,switchCoolDownTime,tOPrepareWaitTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,tOGMUAvgSuccessfulValidationServiceTime,localUpdateTxLocalRollbackServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxPrepareServiceTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180006,0,20477,1032,0,486,39832.365958333336,5797.573825658055,58763.55369573643,6.7730050466015,33879.47955329458,0.9516022007048034,1.481800384E8,1,1000,UNIFORM,1,40.457171629915884,23.50396294612412,3,0,0,39718,61,0,0,0,0.0,0,0,35,false,0,10,80,5743,6131,0,0,0,0,44,0,3381,0,5.0,1047,0,0,3,0,0,486,0,SAFE,0,0,0,0,0,34390,79,0,2853,0,10,8249,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},19965,111030,0,5.0,71,-1.0,0,0.02209593089338486,6111,0,21509,1000,17,5716,0,true,17,0,0,0,5.0,5714,0,79,80,0.0,40139,5160,0,0,0,0.0,3175,0,0,0,0,0,true,39721,0.0,27129,0,0,0,17410,119.49444444444444,0,71,0,32498,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,963,2PC,486,0.0,0.0,39987,42,0,1651,0,5970,0,0,3086,5556,0,103,0,27575,21509000,0,0,0,1518,0,0,6097,0,0,0.0013175230566534915,5.0,20128,2PC__ TO__ PB,0,0,486,834.85,0.047979915384257756,5902,0.0,0,0,0.0690156853830416,1160,1160
1,179996,0,18049,985,0,467,41877.71555634518,6520.101278907418,62615.93389746193,11.634670478437004,34949.14524060914,0.9721377694593067,6.258639253333333E7,1,1000,UNIFORM,1,44.069685041792724,27.29011671196349,3,0,0,41779,72,0,0,0,0.0,0,0,35,false,0,5,80,6237,6692,0,0,0,0,44,0,3739,0,5.0,1132,0,0,3,0,0,467,0,SAFE,0,0,0,0,0,33333,79,0,2853,0,5,9323,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},21229,108630,0,5.0,71,-1.0,0,0.02394748987231424,6635,0,19034,1000,18,6429,0,true,19,0,0,0,5.0,6426,0,79,80,0.0,35028,4925,0,0,0,0.0,3494,0,0,0,0,0,true,41786,0.0,27434,0,0,0,21541,105.74444444444444,0,71,0,32667,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1089,2PC,467,0.0,0.0,43527,45,0,1762,0,6986,0,0,3409,6264,0,115,0,27989,19034000,0,0,0,1452,0,0,6684,0,0,6.887052341597796E-4,5.0,21384,2PC__ TO__ PB,0,0,467,821.5,0.051749500893138595,6370,0.0,0,0,0.07445772011691708,1160,1160
2,180012,0,21899,1136,0,507,33633.507139964786,5643.713054249053,49036.744648767606,9.113782643785575,27722.558944542256,0.960893308397641,6.217093386666667E7,1,1000,UNIFORM,1,36.20544295302014,22.233867598334893,3,0,0,33544,54,0,0,0,0.0,0,0,30,false,0,9,80,3582,6118,0,0,0,0,39,0,3597,0,5.0,942,0,0,3,0,0,507,0,SAFE,0,0,0,0,0,27180,79,0,2853,0,9,7704,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},21150,112448,0,5.0,71,-1.0,0,0.021535978251635376,3904,0,23035,1000,16,5566,0,true,15,0,0,0,5.0,5564,0,80,80,0.0,29125,5680,0,0,0,0.0,3415,0,0,0,0,0,true,33546,0.0,23285,0,0,0,12374,127.97222222222223,0,71,0,26336,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,877,2PC,507,0.0,0.0,34577,36,0,1527,0,5931,0,0,3340,5449,0,100,0,23637,23035000,0,0,0,1643,0,0,3902,0,0,0.0010955569080949483,5.0,21222,2PC__ TO__ PB,0,0,507,842.6777777777778,0.049316257868461034,3677,0.0,0,0,0.0697901622631892,1160,1160
3,180001,0,21497,1104,0,472,34795.3522807971,5752.59801111783,50424.43281793478,8.861611493953973,28820.13606612319,0.9375260303305173,6.0154004266666666E7,1,1000,UNIFORM,1,39.42274628353487,23.757295756945346,3,0,0,34696,56,0,0,0,0.0,0,0,30,false,0,5,80,3883,6298,0,0,0,0,41,0,3665,0,5.0,996,0,0,3,0,0,472,0,SAFE,0,0,0,0,0,29668,79,0,2853,0,5,7844,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},21130,112052,0,5.0,71,-1.0,0,0.020456810991201838,4482,0,22601,1000,16,5669,0,true,15,0,0,0,5.0,5666,0,79,80,0.0,28963,5520,0,0,0,0.0,3435,0,0,0,0,0,true,34699,0.0,23998,0,0,0,13009,125.56111111111112,0,71,0,29896,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,960,2PC,472,0.0,0.0,36366,38,0,1584,0,6007,0,0,3360,5545,0,109,0,24383,22601000,0,0,0,1576,0,0,4213,0,0,6.345177664974619E-4,5.0,21212,2PC__ TO__ PB,0,0,472,840.4777777777778,0.04884739613291447,4219,0.0,0,0,0.06830494517401292,1160,1160
4,179998,0,23141,1225,0,580,32653.524164081635,5180.545074456592,48656.67783265306,8.107951936182154,27306.79382285714,0.9240475868456853,6.2152904E7,1,1000,UNIFORM,1,28.90483736871643,18.920732101338892,3,0,0,32566,55,0,0,0,0.0,0,0,28,false,0,18,80,3539,5848,0,0,0,0,39,0,3377,0,5.0,917,0,0,3,0,0,580,0,SAFE,0,0,0,0,0,28518,79,0,2853,0,18,7294,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},21027,113686,0,5.0,71,-1.0,0,0.023250220476228652,3999,0,24366,1000,15,5115,0,true,14,0,0,0,5.0,5113,0,79,80,0.0,28568,6125,0,0,0,0.0,3147,0,0,0,0,0,true,32568,0.0,22892,0,0,0,14686,135.36666666666667,0,71,0,28497,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,886,2PC,580,0.0,0.0,33641,34,0,1506,0,5365,0,0,3081,5000,0,81,0,23282,24366000,0,0,0,1805,0,0,3851,0,0,0.001994459833795014,5.0,21126,2PC__ TO__ PB,0,0,580,849.6055555555556,0.050274973323483546,3817,0.0,0,0,0.07235628958550469,1160,1160
5,180003,0,22754,1173,0,511,33731.52172634271,5386.927164322757,48513.24832907076,7.4843556755872,27829.82643307758,0.9325118939602938,7.218441333333333E7,1,1000,UNIFORM,1,29.433465913740896,18.95064060070382,3,0,0,33648,57,0,0,0,0.0,0,0,30,false,0,10,80,3605,6044,0,0,0,0,40,0,3490,0,5.0,948,0,0,3,0,0,511,0,SAFE,0,0,0,0,0,28432,79,0,2853,0,10,7424,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},21040,113301,0,5.0,71,-1.0,0,0.020910058106228004,3851,0,23927,1000,16,5315,1239,true,15,0,0,0,5.0,5313,0,79,80,0.0,28723,5865,0,0,0,0.0,3172,0,0,0,0,0,true,33649,0.0,23276,0,0,0,16152,132.92777777777778,0,71,0,28315,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,892,2PC,511,0.0,0.0,33771,37,0,1554,0,5927,0,0,3097,5189,0,86,0,23699,23927000,0,0,0,1684,0,0,3952,0,0,0.0011876484560570072,5.0,21134,2PC__ TO__ PB,0,0,511,847.4333333333333,0.049024115016508545,3666,0.0,0,0,0.06890907602913496,1160,1160
6,179993,0,22959,1209,0,494,33218.46618775848,5339.769385818197,46996.89646071133,7.806099667504663,27823.92611166253,0.9315852745645229,6.1339584E7,1,1000,UNIFORM,1,31.40027329494769,19.925017760116777,3,0,0,33131,55,0,0,0,0.0,0,0,28,false,0,9,80,3592,5961,0,0,0,0,38,0,3424,0,5.0,942,0,0,3,0,0,494,0,SAFE,0,0,0,0,0,27718,79,0,2853,0,9,7348,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},18494,113502,0,5.0,71,-1.0,0,0.020030816640986132,3994,0,24168,1000,15,5270,0,true,15,0,0,0,5.0,5268,0,79,80,0.0,25963,6045,0,0,0,0.0,3260,0,0,0,0,0,true,33133,0.0,23417,0,0,0,11888,134.26666666666668,0,71,0,28345,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,897,2PC,494,0.0,0.0,33568,37,0,1547,0,5415,0,0,3191,5154,0,92,0,23758,24168000,0,0,0,1703,0,0,3891,0,0,0.0010569583088667059,5.0,18623,2PC__ TO__ PB,0,0,494,848.5333333333333,0.05002482621648461,3817,0.0,0,0,0.06905360473603114,1160,1160
7,179994,0,22907,1215,0,552,32723.694460082304,5289.600697472388,47942.10362469136,9.061368687687443,27277.082652674897,0.9300325033824045,6.04499968E7,1,1000,UNIFORM,1,32.59657903055848,20.73928406419713,3,0,0,32625,53,0,0,0,0.0,0,0,29,false,0,9,80,3560,5913,0,0,0,0,38,0,3372,0,5.0,940,0,0,3,0,0,552,0,SAFE,0,0,0,0,0,27805,79,0,2853,0,9,7361,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},19785,113452,0,5.0,71,-1.0,0,0.02237172732430899,3881,0,24122,1000,15,5221,737,true,15,0,0,0,5.0,5218,0,79,80,0.0,29169,6075,0,0,0,0.0,3156,0,0,0,0,0,true,32627,0.0,22882,0,0,0,11654,134.01111111111112,0,71,0,27453,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,887,2PC,552,0.0,0.0,33298,38,0,1550,0,5477,0,0,3089,5101,0,92,0,23220,24122000,0,0,0,1767,0,0,3859,0,0,0.0010186757215619694,5.0,19882,2PC__ TO__ PB,0,0,552,848.2666666666667,0.050368957797860874,3687,0.0,0,0,0.07161384453270649,1160,1160
8,179994,0,22775,1230,0,512,32881.94554634146,5328.340746256861,47228.66921626017,8.431712362850266,27366.69490325203,0.9420276304112537,6.35259792E7,1,1000,UNIFORM,1,29.596110372394666,19.009810009381248,3,0,0,32768,53,0,0,0,0.0,0,0,29,false,0,9,80,3568,6032,0,0,0,0,39,0,3488,0,5.0,942,0,0,3,0,0,512,0,SAFE,0,0,0,0,0,28260,79,0,2853,0,9,7397,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},19823,113318,0,5.0,71,-1.0,0,0.020883468613615043,3990,0,24005,1000,15,5258,0,true,14,0,0,0,5.0,5256,0,79,80,0.0,28920,6150,0,0,0,0.0,3253,0,0,0,0,0,true,32770,0.0,22901,0,0,0,14254,133.36111111111111,0,71,0,28044,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,895,2PC,512,0.0,0.0,34294,35,0,1551,0,5541,0,0,3184,5145,0,89,0,23255,24005000,0,0,0,1742,0,0,3903,0,0,0.0010332950631458094,5.0,19931,2PC__ TO__ PB,0,0,512,847.5222222222222,0.05123932514059571,3808,0.0,0,0,0.0710527389158543,1160,1160
9,179997,0,19555,996,0,467,39868.79304618474,6138.220194988494,59587.19888353413,11.788672756684745,33630.94955923695,0.9569907271540432,7.63550656E7,1,1000,UNIFORM,1,38.955523123037395,24.90369963840518,3,0,0,39737,59,0,0,0,0.0,0,0,32,false,0,3,80,5665,6603,0,0,0,0,41,0,3696,0,5.0,1105,0,0,3,0,0,467,0,SAFE,0,0,0,0,0,32609,79,0,2853,0,3,8626,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},19987,110108,0,5.0,71,-1.0,0,0.02221905033780569,6432,0,20551,1000,16,6044,0,true,19,0,0,0,5.0,6042,0,79,80,0.0,43507,4980,0,0,0,0.0,3500,0,0,0,0,0,true,39738,0.0,26850,0,0,0,18604,114.17222222222222,0,71,0,31083,60,0,0.0,0.0,1000,0,80,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1054,2PC,467,0.0,0.0,41844,43,0,1729,0,6254,0,0,3409,5890,0,115,0,27268,20551000,0,0,0,1463,0,0,6068,0,0,4.101161995898838E-4,5.0,20135,2PC__ TO__ PB,0,0,467,829.6777777777778,0.04846479490049146,6126,0.0,0,0,0.0696070035207917,1160,1160
