SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxRemoteNodesRead,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,avgCompleteNotificationAsync,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgNumNodesCommit,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,avgPrepareCommandSize,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,currentProtocolAsInt,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgCommitCommandSize,avgNumNodesCompleteNotification,switchCoolDownTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,tOPrepareWaitTime,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179992,0,121308,6291,0,0,4214.791546018121,1258.9404271523724,4214.791546018121,1.0214506148167306,2967.0698211731046,0.5802270071166898,1.8373925493333334E8,1,100000,UNIFORM,1,8.822714323779966,6.4321355809998515,14,0,0,4162,36,0,0,0.9660368648399116,0,0.0,36,0,false,0,5,0,0,410,738,6291,0,0,0,0,185,34,0,0,1.0,188,0,3146,87,0,0,0,1,SAFE,0,0,127505,0,0,2898,4,663,0,0,0,1369,121308,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2133,157065,0,0.49992052137974885,0,-1.0,0,0.0,0,127599,0,2,196,1226,0,0,true,190,27,0,1.0,1225,0,0,0,5,0,0.0,6291,0,0,0,true,0.5000794786202511,165,0,0,43,0,0,true,4165,0.9993075477297457,2225,0,0,0,9117,708.8833333333333,0,2898,71,0,60,0.0,0.0,0,0,2,5,0,0,0.964552535367986,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.998410427594977,0.0,0,338,37,0,0,1251,1129,0,1187,136,0,35,0,2367,255198,0,1084,6291,0,0,0,502,0,98,0.0,1.0,2207,2PC__ TO__ PB,0,0,0,872.5888888888888,0.04930289422330896,0,0,0.0,0,0.04930289422330896,49877,49877
1,179995,0,121955,6465,0,0,4333.902199071926,1240.0860113730475,4333.902199071926,1.1931483881015417,3032.3642883217326,0.7502715110430208,1.6871478293333334E8,1,100000,UNIFORM,1,8.37703134247002,6.1471464335773245,15,0,0,4279,36,0,0,0.9696527407650363,0,0.0,32,0,false,0,5,0,0,461,800,6465,0,0,0,0,221,33,0,0,1.0,206,0,3224,88,0,0,0,1,SAFE,0,0,128777,0,0,2595,4,663,0,0,0,1361,121955,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2114,157939,0,0.5013147718484146,0,-1.0,0,0.0,0,128420,0,2,0,1208,0,0,true,0,59,0,1.0,1207,0,0,0,5,0,0.0,6465,0,0,0,true,0.49868522815158545,161,0,0,43,0,0,true,4282,1.0024763232339797,2203,0,0,0,10360,713.4444444444445,0,2595,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9732405259087393,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.008507347254447,0.0,0,345,30,0,0,1306,1108,0,1170,132,0,33,0,2358,256840,0,1066,6465,0,0,0,572,0,93,0.0,1.0,2164,2PC__ TO__ PB,0,0,0,877.4388888888889,0.05034262575922754,0,0,0.0,0,0.05034262575922754,49967,49967
2,180004,0,126230,6688,0,0,4196.57224117823,1197.587262417809,4196.57224117823,1.3354649483139982,2945.0342752691386,0.7450388034056686,1.64310672E8,1,100000,UNIFORM,1,8.610046991378143,6.1102890353451,15,0,0,4138,38,0,0,0.963978452032005,0,0.0,32,0,false,0,5,0,0,463,813,6688,0,0,0,0,224,34,0,0,1.0,211,0,3344,85,0,0,0,1,SAFE,0,0,132781,0,0,2848,4,663,0,0,0,1314,126230,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2161,162261,0,0.5,0,-1.0,0,0.0,0,132918,0,2,0,1166,0,0,true,0,48,0,1.0,1164,0,0,0,5,0,0.0,6688,0,0,0,true,0.5,158,0,0,43,0,0,true,4140,0.9989542897884813,2131,0,0,0,9014,738.4333333333333,0,2848,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9651614832535885,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9992523923444976,0.0,0,349,32,0,0,1248,1074,0,1129,130,0,34,0,2287,265836,0,1032,6688,0,0,0,559,0,93,0.0,1.0,2230,2PC__ TO__ PB,0,0,0,901.45,0.05031673663461683,0,0,0.0,0,0.05031673663461683,49853,49853
3,179995,0,123495,6540,0,0,4171.737490366972,1231.2944769018989,4171.737490366972,0.9132762717729842,2899.7338437308867,0.6970193800730552,1.66303536E8,1,100000,UNIFORM,1,7.439793786288307,5.714411366170646,13,0,0,4125,35,0,0,0.9643467346856148,0,0.0,32,0,false,0,5,0,0,419,781,6540,0,0,0,0,217,34,0,0,1.0,196,0,3263,85,0,0,0,1,SAFE,0,0,130199,0,0,2664,4,663,0,0,0,1346,123495,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2122,159405,0,0.5010703363914373,0,-1.0,0,0.0,0,130035,0,2,140,1201,0,0,true,135,57,0,1.0,1199,0,0,0,5,0,0.0,6540,0,0,0,true,0.49892966360856267,156,0,0,43,0,0,true,4127,1.0014008664318395,2144,0,0,0,9064,722.4166666666666,0,2664,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9599388379204893,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9986238532110092,0.0,0,341,30,0,0,1279,1107,0,1163,128,0,32,0,2289,260070,0,1065,6540,0,0,0,516,0,92,0.0,1.0,2176,2PC__ TO__ PB,0,0,0,885.5888888888888,0.050294151574576076,0,0,0.0,0,0.050294151574576076,49920,49920
4,179998,0,124309,6679,0,0,4321.163227429256,1209.7187267213153,4321.163227429256,1.289001801691758,3044.080386135649,0.6652749904741492,1.683499728E8,1,100000,UNIFORM,1,8.40953283506886,5.984441849635081,14,0,0,4269,37,0,0,0.9628345493890225,0,0.0,32,0,false,0,5,0,0,466,807,6679,0,0,0,0,217,35,0,0,1.0,210,0,3257,88,0,0,0,1,SAFE,0,0,130716,0,0,2546,4,663,0,0,0,1333,124309,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2101,160300,0,0.5123521485252284,0,-1.0,0,0.0,0,130988,0,2,160,1177,0,0,true,155,49,0,1.0,1176,0,0,0,5,0,0.0,6679,0,0,0,true,0.4876478514747717,158,0,0,43,0,0,true,4271,0.9981578164091096,2219,0,0,0,9155,727.7111111111111,0,2546,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9559814343464591,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9935619104656386,0.0,0,353,30,0,0,1282,1086,0,1139,129,0,35,0,2374,261976,0,1045,6679,0,0,0,571,0,93,0.0,1.0,2148,2PC__ TO__ PB,0,0,0,890.5611111111111,0.050989403609490946,0,0,0.0,0,0.050989403609490946,50152,50152
5,179995,0,125032,6778,0,0,4288.568708468575,1201.5036795700303,4288.568708468575,0.8995730521204764,3024.154595455887,0.6972534049347212,1.6144942613333333E8,1,100000,UNIFORM,1,7.985777968287687,5.864490774599803,13,0,0,4241,33,0,0,0.9621696845607525,0,0.0,31,0,false,0,5,0,0,485,812,6778,0,0,0,0,214,31,0,0,1.0,215,0,3375,87,0,0,0,1,SAFE,0,0,131461,0,0,2750,4,663,0,0,0,1327,125032,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2120,160951,0,0.502065506048982,0,-1.0,0,0.0,0,131810,0,2,169,1170,0,0,true,164,51,0,1.0,1169,0,0,0,5,0,0.0,6778,0,0,0,true,0.497934493951018,156,0,0,43,0,0,true,4243,0.9977685712457611,2184,0,0,0,9240,732.2777777777778,0,2750,71,0,60,0.0,0.0,0,0,2,5,0,0,0.952493360873414,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.98967246975509,0.0,0,355,30,0,0,1275,1083,0,1133,128,0,33,0,2338,263620,0,1043,6778,0,0,0,586,0,92,0.0,1.0,2189,2PC__ TO__ PB,0,0,0,894.1777777777778,0.05142250208633639,0,0,0.0,0,0.05142250208633639,50069,50069
6,179996,0,122816,6388,0,0,4299.208793362555,1236.0960943606697,4299.208793362555,1.1489929568744002,3015.9285821853478,0.7280360825348612,1.6478361546666667E8,1,100000,UNIFORM,1,8.28973863038296,6.1111227051794055,15,0,0,4248,34,0,0,0.9647765763418447,0,0.0,33,0,false,0,5,0,0,499,837,6388,0,0,0,0,222,34,0,0,1.0,222,0,3153,87,0,0,0,1,SAFE,0,0,129020,0,0,2828,4,663,0,0,0,1353,122816,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2161,158653,0,0.5064182842830307,0,-1.0,0,0.0,0,129204,0,2,0,1204,0,0,true,0,58,0,1.0,1203,0,0,0,5,0,0.0,6388,0,0,0,true,0.4935817157169693,166,0,0,43,0,0,true,4250,0.999047355393434,2155,0,0,0,9449,717.8,0,2828,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9555416405760802,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9895115842204133,0.0,0,364,31,0,0,1292,1106,0,1164,137,0,34,0,2307,258408,0,1063,6388,0,0,0,606,0,98,0.0,1.0,2227,2PC__ TO__ PB,0,0,0,881.4055555555556,0.04944119377109068,0,0,0.0,0,0.04944119377109068,50037,50037
7,179992,0,122218,6565,0,0,4338.690871287129,1234.0617235595412,4338.690871287129,0.9166957750634789,3008.827833663366,0.7259755394400659,1.6505050346666667E8,1,100000,UNIFORM,1,7.927445703237228,5.78866813166334,13,0,0,4283,37,0,0,0.9703889770737535,0,0.0,34,0,false,0,5,0,0,486,835,6565,0,0,0,0,231,35,0,0,1.0,221,0,3272,88,0,0,0,1,SAFE,0,0,129462,0,0,2763,4,663,0,0,0,1360,122218,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2125,157903,0,0.5015993907083016,0,-1.0,0,0.0,0,128783,0,2,164,1204,0,0,true,158,56,0,1.0,1203,0,0,0,5,0,0.0,6565,0,0,0,true,0.4984006092916984,163,0,0,43,0,0,true,4285,1.005007445711761,2172,0,0,0,8898,715.4611111111111,0,2763,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9756283320639756,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.0102056359482101,0.0,0,355,33,0,0,1329,1104,0,1165,135,0,32,0,2321,257566,0,1062,6565,0,0,0,592,0,97,0.0,1.0,2190,2PC__ TO__ PB,0,0,0,877.2444444444444,0.05097722525488613,0,0,0.0,0,0.05097722525488613,49882,49882
8,179995,0,125954,6530,0,0,4177.4249237366,1206.6513386792003,4177.4249237366,1.0661270191117418,2905.8880341500767,0.6816517172690472,1.6361892693333334E8,1,100000,UNIFORM,1,8.528767058663687,6.0765409483409325,14,0,0,4121,36,0,0,0.9569049017895422,0,0.0,33,0,false,0,5,0,0,430,801,6530,0,0,0,0,222,35,0,0,1.0,202,0,3229,84,0,0,0,1,SAFE,0,0,131822,0,0,2722,4,663,0,0,0,1318,125954,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2125,162042,0,0.5055130168453292,0,-1.0,0,0.0,0,132484,0,2,0,1175,0,0,true,0,50,0,1.0,1173,0,0,0,5,0,0.0,6530,0,0,0,true,0.49448698315467077,159,0,0,43,0,0,true,4123,0.9948076281817171,2120,0,0,0,9608,736.0222222222222,0,2722,71,0,60,0.0,0.0,0,0,2,5,0,0,0.963093415007657,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9987748851454824,0.0,0,349,32,0,0,1274,1086,0,1137,131,0,33,0,2269,264968,0,1042,6530,0,0,0,536,0,94,0.0,1.0,2181,2PC__ TO__ PB,0,0,0,900.2333333333333,0.049288970743636966,0,0,0.0,0,0.049288970743636966,50145,50145
9,179996,0,121917,6430,0,1,4362.82032970451,1240.0205677715167,4369.922493157077,1.2959229906192538,3078.1295830482113,0.7031929223682585,1.6632063626666668E8,1,100000,UNIFORM,1,8.199232017639542,6.217617882631595,14,0,0,4315,35,0,0,0.960719177801291,0,0.0,35,0,false,0,5,0,0,482,815,6430,0,0,0,0,219,33,0,0,1.0,212,0,3195,89,0,0,1,1,SAFE,0,0,127686,0,0,2871,4,663,0,0,0,1362,121917,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2119,157947,0,0.5031104199066874,71,-1.0,0,7.791317355938543E-6,913,128347,0,2,0,1208,0,0,true,0,55,0,1.0,1206,0,0,5,5,0,0.0,6430,0,0,0,true,0.4968895800933126,160,0,0,43,0,0,true,4317,0.994914573029192,2231,0,0,0,9637,713.0388888888889,0,2871,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9559875583203733,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},471,0,2PC,1,0.9936236391912908,0.0,45317,356,35,0,0,1297,1116,0,1169,131,0,34,0,2386,256694,0,1072,6431,0,0,0,590,0,94,0.0,1.0,2191,2PC__ TO__ PB,0,0,1,877.4888888888889,0.05009856093247213,378,0,0.0,0,0.05010596191604076,50148,50148
