SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxRemoteNodesRead,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,avgCompleteNotificationAsync,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgNumNodesCommit,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,avgPrepareCommandSize,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,currentProtocolAsInt,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgCommitCommandSize,avgNumNodesCompleteNotification,switchCoolDownTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,tOPrepareWaitTime,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180000,0,101333,11448,0,0,4223.913264150943,1292.232327287261,4223.913264150943,1.2410620760589106,2981.2254438329837,0.592451218609212,1.9707490026666668E8,1,100000,UNIFORM,1,9.342802493327778,6.763145148562257,16,0,0,4180,29,0,0,0.9695558209073056,0,0.0,30,0,false,0,5,0,0,408,690,11448,0,0,0,0,176,28,0,0,1.0,174,0,5728,147,0,0,0,1,SAFE,0,0,112890,0,0,2868,4,663,0,0,0,1553,101333,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2187,164247,0,0.4996505939902166,0,-1.0,0,0.0,0,112781,0,2,0,1258,0,0,true,0,21,0,1.0,1257,0,0,0,5,0,0.0,11448,0,0,0,true,0.5003494060097834,168,0,0,43,0,0,true,4182,1.0017960585396664,2236,0,0,0,10115,626.5611111111111,0,2868,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9615653389238294,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9936233403214535,0.0,0,313,30,0,0,1257,1151,0,1216,138,0,35,0,2382,225562,0,1104,11448,0,0,0,497,0,99,0.0,1.0,2254,2PC__ TO__ PB,0,0,0,912.4833333333333,0.10150645942135643,0,0,0.0,0,0.10150645942135643,49877,49877
1,179999,0,100862,11192,0,0,4371.549083452466,1292.4932933314826,4371.549083452466,1.2576466346582897,3071.752312902073,0.7514513355632387,1.7789094133333334E8,1,100000,UNIFORM,1,9.259609456155069,6.291864110161172,16,0,0,4323,32,0,0,0.9680256191628165,0,0.0,30,0,false,0,5,0,0,445,760,11192,0,0,0,0,216,31,0,0,1.0,185,0,5555,148,0,0,0,1,SAFE,0,0,112130,0,0,2775,4,663,0,0,0,1563,100862,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2246,163688,0,0.5036633309506791,0,-1.0,0,0.0,0,112054,0,2,168,1258,0,0,true,163,49,0,1.0,1257,0,0,0,5,0,0.0,11192,0,0,0,true,0.49633666904932094,164,0,0,43,0,0,true,4325,1.0004560686879103,2273,0,0,0,10786,622.5222222222222,0,2775,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9697105075053609,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.0026804860614724,0.0,0,332,30,0,0,1312,1152,0,1217,135,0,36,0,2423,224108,0,1104,11192,0,0,0,543,0,97,0.0,1.0,2299,2PC__ TO__ PB,0,0,0,909.3833333333333,0.09988041480000714,0,0,0.0,0,0.09988041480000714,49967,49967
2,179997,0,104247,11549,0,0,4291.653237596328,1244.8807290089883,4291.653237596328,1.1739328733289578,3019.31430132479,0.5922127197526308,1.8343829866666666E8,1,100000,UNIFORM,1,8.611954773912743,5.9964925645100005,15,0,0,4242,27,0,0,0.9678360048730419,0,0.0,28,0,false,0,5,0,0,444,753,11549,0,0,0,0,213,27,0,0,1.0,189,0,5844,144,0,0,0,1,SAFE,0,0,116231,0,0,2948,4,663,0,0,0,1513,104247,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2175,166969,0,0.49398216295783187,0,-1.0,0,0.0,0,115796,0,2,0,1212,0,0,true,0,47,0,1.0,1210,0,0,0,5,0,0.0,11549,0,0,0,true,0.5060178370421682,160,0,0,43,0,0,true,4244,1.003942559498115,2247,0,0,0,10344,643.3111111111111,0,2948,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9653649666637805,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.0020781020001732,0.0,0,325,26,0,0,1280,1110,0,1173,133,0,35,0,2386,231592,0,1065,11549,0,0,0,537,0,96,0.0,1.0,2252,2PC__ TO__ PB,0,0,0,927.6055555555556,0.09973574216725967,0,0,0.0,0,0.09973574216725967,49853,49853
3,180000,0,102909,11366,0,0,4337.322015396797,1263.7078889504319,4337.322015396797,1.2059901465762417,3047.755430494457,0.6422671789521652,1.8052453493333334E8,1,100000,UNIFORM,1,8.46540516298403,6.026720525049224,15,0,0,4289,28,0,0,0.9663974968175767,0,0.0,28,0,false,0,5,0,0,441,742,11366,0,0,0,0,212,26,0,0,1.0,182,0,5737,145,0,0,0,1,SAFE,0,0,114622,0,0,2630,4,663,0,0,0,1534,102909,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2180,165485,0,0.4952489882104522,0,-1.0,0,0.0,0,114275,0,2,101,1231,0,0,true,97,50,0,1.0,1229,0,0,0,5,0,0.0,11366,0,0,0,true,0.5047510117895477,159,0,0,43,0,0,true,4292,1.0034496496905032,2272,0,0,0,9957,634.8611111111111,0,2630,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9627837409818758,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9992961464015485,0.0,0,322,28,0,0,1300,1129,0,1192,132,0,35,0,2418,228550,0,1084,11366,0,0,0,528,0,94,0.0,1.0,2223,2PC__ TO__ PB,0,0,0,919.3666666666667,0.0994618245460512,0,0,0.0,0,0.0994618245460512,49920,49920
4,179996,0,105638,11854,0,1,4222.1472562847985,1223.530664278006,4225.447239412856,1.4902045483560724,2962.4716818795346,0.5753417814398663,1.8324525866666666E8,1,100000,UNIFORM,1,8.462894666065212,6.193931536346846,14,0,0,4173,28,0,0,0.9595600068157292,0,0.0,28,0,false,0,5,0,0,443,735,11854,0,0,0,0,208,27,0,0,1.0,182,0,5925,143,0,0,1,1,SAFE,0,0,117206,0,0,2749,4,663,0,0,0,1491,105638,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2164,168794,0,0.5001687194196052,71,-1.0,0,8.511145344829053E-6,1459,117492,0,2,0,1191,0,0,true,0,43,0,1.0,1190,0,0,5,5,0,0.0,11854,0,0,0,true,0.4998312805803948,159,0,0,43,0,0,true,4176,0.9967435960544501,2190,0,0,0,8880,652.7333333333333,0,2749,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9703053821494854,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},666,0,2PC,1,1.0048928631685508,0.0,38805,318,28,0,0,1270,1098,0,1154,132,0,36,0,2331,234984,0,1054,11855,0,0,0,532,0,94,0.0,1.0,2226,2PC__ TO__ PB,0,0,1,937.75,0.10089197562387227,756,0,0.0,0,0.10089962806294843,50152,50152
5,180000,0,102502,11345,0,0,4409.12222864698,1261.3630506429145,4409.12222864698,1.1292418772563175,3116.368915645659,0.7221352267380263,1.839870352E8,1,100000,UNIFORM,1,8.72866120319376,6.164551327659051,15,0,0,4364,26,0,0,0.9632885211995863,0,0.0,29,0,false,0,5,0,0,486,765,11345,0,0,0,0,211,26,0,0,1.0,196,0,5698,146,0,0,0,1,SAFE,0,0,113606,0,0,2791,4,663,0,0,0,1539,102502,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2181,165445,0,0.4977523137946232,0,-1.0,0,0.0,0,113847,0,2,0,1228,0,0,true,0,47,0,1.0,1226,0,0,0,5,0,0.0,11345,0,0,0,true,0.5022476862053769,160,0,0,43,0,0,true,4366,0.9982439367036741,2284,0,0,0,9680,632.4833333333333,0,2791,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9576906126046717,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9946231820185104,0.0,0,333,28,0,0,1309,1133,0,1189,131,0,36,0,2429,227694,0,1088,11345,0,0,0,584,0,94,0.0,1.0,2239,2PC__ TO__ PB,0,0,0,919.1388888888889,0.09965128637557423,0,0,0.0,0,0.09965128637557423,50069,50069
6,179994,0,104316,11464,0,0,4247.525320830426,1251.8616898270639,4247.525320830426,1.2495487908101572,2977.141201151431,0.7242713466373965,1.7983722453333333E8,1,100000,UNIFORM,1,9.018651615132146,6.364476705821386,14,0,0,4201,32,0,0,0.9618371103186472,0,0.0,30,0,false,0,5,0,0,452,759,11464,0,0,0,0,213,30,0,0,1.0,193,0,5722,142,0,0,0,1,SAFE,0,0,115447,0,0,2800,4,663,0,0,0,1512,104316,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2185,167604,0,0.5008722958827634,0,-1.0,0,0.0,0,115780,0,2,312,1218,0,0,true,304,48,0,1.0,1216,0,0,0,5,0,0.0,11464,0,0,0,true,0.49912770411723656,161,0,0,43,0,0,true,4203,0.9970090877717704,2183,0,0,0,10439,643.2222222222222,0,2800,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9627529658060014,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9981681786461968,0.0,0,327,29,0,0,1283,1121,0,1178,133,0,36,0,2328,231560,0,1074,11464,0,0,0,547,0,96,0.0,1.0,2243,2PC__ TO__ PB,0,0,0,931.1388888888889,0.09901537398514423,0,0,0.0,0,0.09901537398514423,50037,50037
7,179998,0,102567,11208,0,0,4405.1528451998565,1267.0778465783342,4405.1528451998565,1.1168000439463854,3068.281206548894,0.6198431829167019,1.8401455306666666E8,1,100000,UNIFORM,1,8.544564104592396,6.035303441001977,15,0,0,4353,29,0,0,0.9680014039603381,0,0.0,29,0,false,0,5,0,0,481,777,11208,0,0,0,0,221,28,0,0,1.0,196,0,5568,144,0,0,0,1,SAFE,0,0,114173,0,0,2840,4,663,0,0,0,1539,102567,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2189,165439,0,0.5032119914346895,0,-1.0,0,0.0,0,113775,0,2,0,1233,0,0,true,0,51,0,1.0,1232,0,0,0,5,0,0.0,11208,0,0,0,true,0.49678800856531047,165,0,0,43,0,0,true,4355,1.0027494223288191,2236,0,0,0,10251,632.0833333333334,0,2840,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9774268379728765,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,1.010349750178444,0.0,0,335,28,0,0,1348,1132,0,1193,137,0,36,0,2387,227550,0,1085,11208,0,0,0,576,0,98,0.0,1.0,2257,2PC__ TO__ PB,0,0,0,919.1055555555556,0.09851021753460777,0,0,0.0,0,0.09851021753460777,49882,49882
8,179999,0,106340,11588,0,0,4166.3302656196065,1232.1447847000188,4166.3302656196065,1.122050810664134,2946.8313157576804,0.5177398299220174,1.8025351306666666E8,1,100000,UNIFORM,1,8.64954902991656,6.076023531307238,15,0,0,4122,28,0,0,0.963456836561971,0,0.0,29,0,false,0,5,0,0,429,738,11588,0,0,0,0,209,28,0,0,1.0,184,0,5808,141,0,0,0,1,SAFE,0,0,117992,0,0,2699,4,663,0,0,0,1483,106340,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2182,169661,0,0.4987918536416983,0,-1.0,0,0.0,0,117928,0,2,0,1197,0,0,true,0,45,0,1.0,1195,0,0,0,5,0,0.0,11588,0,0,0,true,0.5012081463583017,162,0,0,43,0,0,true,4124,1.0011378596953169,2175,0,0,0,9926,655.1555555555556,0,2699,71,0,60,0.0,0.0,0,0,2,5,0,0,0.9559889540904384,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9950811183983431,0.0,0,319,29,0,0,1235,1094,0,1157,132,0,36,0,2321,235856,0,1048,11588,0,0,0,522,0,95,0.0,1.0,2233,2PC__ TO__ PB,0,0,0,942.5611111111111,0.09826334712706059,0,0,0.0,0,0.09826334712706059,50145,50145
9,179998,0,102988,11497,0,0,4389.8532347568935,1251.0175375577737,4389.8532347568935,1.2692108311132464,3091.6178383056454,0.6892199918957019,1.8378610933333334E8,1,100000,UNIFORM,1,9.140027994933835,6.401373551120234,15,0,0,4345,30,0,0,0.9631413368547792,0,0.0,29,0,false,0,5,0,0,476,765,11497,0,0,0,0,217,27,0,0,1.0,192,0,5651,149,0,0,0,1,SAFE,0,0,114097,0,0,2707,4,663,0,0,0,1529,102988,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},2131,166167,0,0.5084804731669131,0,-1.0,0,0.0,0,114485,0,2,190,1217,0,0,true,185,48,0,1.0,1215,0,0,0,5,0,0.0,11497,0,0,0,true,0.4915195268330869,165,0,0,43,0,0,true,4347,0.9962617003922787,2271,0,0,0,9511,636.0277777777778,0,2707,71,0,60,0.0,0.0,0,0,2,5,0,0,0.966947899452031,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.9997390623640949,0.0,0,329,28,0,0,1315,1119,0,1176,136,0,37,0,2416,228970,0,1071,11497,0,0,0,570,0,97,0.0,1.0,2189,2PC__ TO__ PB,0,0,0,923.1555555555556,0.10042363628422937,0,0,0.0,0,0.10042363628422937,50148,50148
