SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,avgWriteTxDuration,gMUClusteredGetCommandWaitingTime,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxRemoteNodesRead,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,avgCompleteNotificationAsync,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,avgNumNodesCommit,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,tOPrepareWaitTime,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179991,0,60199,6749,0,29,12619.750473255297,1555.4464831807836,12711.001691065343,2.167422159845917,11037.19840050378,0.7849925815788947,9.777445813333334E7,1,2500,UNIFORM,1,12.161767890469863,6.9164267584394645,20,0,12544,0,27,0,0,0.9943852887921726,0,0.0,0,false,0,26,20,1,0,1894,1319,6749,0,0,0,0,26,0,217,1.0,0,414,0,3389,467,0,0,29,1,SAFE,0,0,67205,0,0,10930,19,0,662,0,1,2632,60199,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8096,203173,0,0.49785153356052747,71,-1.0,0,2119,4.3298445735103093E-4,66948,0,2,41,1513,0,true,0,38,64,0,1.0,1511,0,0,20,19,0,0.0,6749,0,0,0,true,0.5021484664394725,164,0,0,42,0,0,true,12546,1.00524925663217,8695,0,0,0,10703,371.93333333333334,0,71,10930,0,60,0.0,0.0,0,0,2,20,0,0,0.9805897169951104,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},490,0,2PC,29,0.991257964142836,0.0,21070,26,659,0,1586,0,1379,0,136,1463,0,50,0,8881,133896,0,1317,6778,0,0,0,0,2021,97,1.4753614635585718E-4,1.0,8162,2PC__ TO__ PB,0,0,29,1132.0666666666666,0.10080958355738782,1953,0.0,0,0,0.10119891903190648,1263,1263
1,179991,0,62138,6837,0,32,12215.66629735264,1532.5364548585405,12314.073073277752,1.6958518411175678,10568.923988445224,0.7489763242408839,7.724972533333333E7,1,2500,UNIFORM,1,11.536037619371948,6.8831681423623685,17,0,12135,0,25,0,0,1.0153207377128328,0,0.0,0,false,0,25,20,0,0,1778,1300,6837,0,0,0,0,24,0,228,1.0,0,405,0,3489,442,0,0,32,1,SAFE,0,0,70831,0,0,10838,19,0,662,0,0,2556,62138,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7139,201743,0,0.4896884598508118,71,-1.0,0,1983,4.6372107177532716E-4,68975,0,2,42,1493,0,true,0,38,76,0,1.0,1491,0,0,20,20,0,0.0,6837,0,0,0,true,0.5103115401491882,162,0,0,42,0,0,true,12137,1.0263767742766101,8372,0,0,0,10310,383.19444444444446,0,71,10838,0,60,0.0,0.0,0,0,2,20,0,0,1.0200380283750183,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},453,0,2PC,32,1.0317390668421822,0.0,20876,25,639,0,1639,0,1345,0,135,1449,0,47,0,8545,137950,0,1286,6869,0,0,0,0,1904,95,0.0,1.0,7237,2PC__ TO__ PB,0,0,32,1124.1,0.09912287060529178,1762,0.0,0,0,0.09954062631327257,1230,1230
2,179999,0,64859,7003,0,24,11939.169848350708,1472.4036318475462,11991.239177066971,1.847497955095568,10378.556503641295,0.8022813672114474,8.676219786666666E7,1,2500,UNIFORM,1,10.759237403666917,6.560867804579473,16,0,11851,0,25,0,0,1.016744013937927,0,0.0,0,false,0,25,20,2,0,1657,1297,7003,0,0,0,0,25,0,229,1.0,0,400,0,3505,429,0,0,24,1,SAFE,0,0,73701,0,0,10699,19,0,662,0,2,2453,64859,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7405,204669,0,0.4995002141939169,71,-1.0,0,1664,3.338619480844671E-4,71862,0,2,38,1435,0,true,0,35,73,0,1.0,1433,0,0,20,18,0,0.0,7003,0,0,0,true,0.5004997858060831,155,0,0,42,0,0,true,11853,1.0262723754606147,8293,0,0,0,10031,399.23333333333335,0,71,10699,0,60,0.0,0.0,0,0,2,20,0,0,1.0079965728973297,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},390,0,2PC,24,1.0192774525203485,0.0,14974,24,640,0,1551,0,1294,0,129,1394,0,45,0,8466,143724,0,1240,7027,0,0,0,0,1783,91,2.8461647929415115E-4,1.0,7488,2PC__ TO__ PB,0,0,24,1140.2166666666667,0.09745066933845425,1504,0.0,0,0,0.09775199621623125,1238,1238
3,180003,0,61307,6766,0,32,12472.22249261011,1540.5568619733472,12560.893061927283,2.0974978195433525,10889.603085574934,0.7614220244651426,8.305709493333334E7,1,2500,UNIFORM,1,11.947031099038249,7.0252287350414795,19,0,12403,0,27,0,0,0.990637284486274,0,0.0,0,false,0,26,20,1,0,1798,1291,6766,0,0,0,0,26,0,218,1.0,0,403,0,3466,457,0,0,32,1,SAFE,0,0,68239,0,0,10148,19,0,662,0,1,2587,61307,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8266,204379,0,0.48773278155483296,71,-1.0,0,1889,4.6986271198884075E-4,68073,0,2,39,1496,0,true,0,37,58,0,1.0,1494,0,0,20,19,0,0.0,6766,0,0,0,true,0.512267218445167,166,0,0,42,0,0,true,12407,1.0019084280750974,8631,0,0,0,11870,378.18333333333334,0,71,10148,0,60,0.0,0.0,0,0,2,20,0,0,0.9954182678096364,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},407,0,2PC,32,1.0072420928170263,0.0,18576,24,641,0,1595,0,1371,0,137,1447,0,49,0,8821,136146,0,1313,6798,0,0,0,0,1933,97,1.4710208884966165E-4,1.0,8313,2PC__ TO__ PB,0,0,32,1138.8055555555557,0.09939329837086656,1676,0.0,0,0,0.09981645987812936,1265,1265
4,180000,0,65517,7197,0,29,12039.423737112686,1408.6459940015568,12108.061947200222,1.4438250415847573,10568.720960817007,0.6708411256490057,7.539699733333333E7,1,2500,UNIFORM,1,11.200383968216872,6.437581169322134,17,0,11963,0,25,0,0,0.9604682754094357,0,0.0,0,false,0,25,20,1,0,1733,1301,7197,0,0,0,0,24,0,220,1.0,0,409,0,3491,441,0,0,29,1,SAFE,0,0,70759,0,0,9701,19,0,662,0,1,2423,65517,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7710,212674,0,0.5149367792135612,71,-1.0,0,1861,3.9866378895563834E-4,72714,0,2,39,1370,0,true,0,34,70,0,1.0,1368,0,0,20,19,0,0.0,7197,0,0,0,true,0.4850632207864388,150,0,0,42,0,0,true,11966,0.9714730527954577,8429,0,0,0,10725,403.96666666666664,0,71,9701,0,60,0.0,0.0,0,0,2,20,0,0,0.9780464082256496,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},417,0,2PC,29,0.9880505766291511,0.0,16894,24,645,0,1466,0,1291,0,125,1326,0,45,0,8594,145428,0,1236,7226,0,0,0,0,1855,92,1.383891502906172E-4,1.0,7764,2PC__ TO__ PB,0,0,29,1185.2833333333333,0.09897681326842149,1626,0.0,0,0,0.09933601858598078,1303,1303
5,179996,0,62257,6944,0,34,12419.64658842166,1487.9483305813003,12503.870455213133,1.5619943670109049,10887.991728830644,0.6754707790104141,8.368774826666667E7,1,2500,UNIFORM,1,11.16672869213548,6.521539885895861,17,0,12357,0,26,0,0,0.9881298488523379,0,0.0,0,false,0,25,20,0,0,1838,1299,6944,0,0,0,0,24,0,218,1.0,0,412,0,3403,460,0,0,34,1,SAFE,0,0,69168,0,0,10279,19,0,662,0,0,2549,62257,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8349,205813,0,0.5099366359447005,71,-1.0,0,1828,4.910811005994078E-4,69201,0,2,40,1448,0,true,0,37,62,0,1.0,1446,0,0,20,20,0,0.0,6944,0,0,0,true,0.49006336405529954,159,0,0,42,0,0,true,12359,0.9982652553126556,8612,0,0,0,11336,384.45,0,71,10279,0,60,0.0,0.0,0,0,2,20,0,0,0.9994239631336406,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},424,0,2PC,34,1.0108006912442395,0.0,16994,24,641,0,1535,0,1327,0,130,1399,0,45,0,8804,138402,0,1270,6978,0,0,0,0,1962,93,0.0,1.0,8401,2PC__ TO__ PB,0,0,34,1147.0722222222223,0.10034537073163682,1653,0.0,0,0,0.10078717411713728,1266,1266
6,179996,0,65762,7264,0,41,11817.06301693282,1413.333231805602,11911.135098705947,1.4762797979936222,10344.180597604625,0.7731299443156662,8.3926056E7,1,2500,UNIFORM,1,10.885913572474577,6.436353990173402,16,0,11742,0,25,0,0,0.955354155895502,0,0.0,0,false,0,24,20,1,0,1688,1254,7264,0,0,0,0,24,0,208,1.0,0,395,0,3507,435,0,0,41,1,SAFE,0,0,70625,0,0,10854,19,0,662,0,1,2413,65762,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},8321,214142,0,0.5172081497797357,71,-1.0,0,1663,5.611288269670303E-4,73026,0,2,38,1374,0,true,0,35,68,0,1.0,1372,0,0,20,19,0,0.0,7264,0,0,0,true,0.48279185022026433,151,0,0,42,0,0,true,11745,0.9674432042821082,8247,0,0,0,10766,405.7,0,71,10854,0,60,0.0,0.0,0,0,2,20,0,0,0.951954845814978,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},381,0,2PC,41,0.9642070484581498,0.0,16521,23,624,0,1472,0,1303,0,124,1330,0,45,0,8419,146052,0,1250,7305,0,0,0,0,1802,90,1.3689253935660506E-4,1.0,8388,2PC__ TO__ PB,0,0,41,1193.4277777777777,0.09947142113767699,1506,0.0,0,0,0.0999767336827843,1315,1315
7,180011,0,61337,6766,0,39,12645.23975066509,1519.8414638309666,12749.899320130062,1.708616007748525,11106.356586461721,0.7315034505697289,8.606663733333333E7,1,2500,UNIFORM,1,11.133343826127792,6.5393130374805555,17,0,12577,0,27,0,0,0.993772111449859,0,0.0,0,false,0,26,20,1,0,1946,1334,6766,0,0,0,0,26,0,220,1.0,0,429,0,3421,459,0,0,39,1,SAFE,0,0,68601,0,0,11010,19,0,662,0,1,2587,61337,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7913,203358,0,0.4943836831214898,71,-1.0,0,2124,5.723342431980277E-4,68103,0,2,40,1476,0,true,0,36,71,0,1.0,1474,0,0,20,19,0,0.0,6766,0,0,0,true,0.5056163168785102,159,0,0,42,0,0,true,12579,1.0068963268500253,8719,0,0,0,11360,378.35,0,71,11010,0,60,0.0,0.0,0,0,2,20,0,0,0.9973396393733373,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},474,0,2PC,39,1.011084835944428,0.0,17995,26,659,0,1546,0,1343,0,132,1429,0,49,0,8901,136206,0,1286,6805,0,0,0,0,2079,93,1.4695077149155033E-4,1.0,7984,2PC__ TO__ PB,0,0,39,1133.3333333333333,0.09934951470566641,1912,0.0,0,0,0.09986498781955329,1254,1254
8,179995,0,63173,7017,0,35,11961.139012540973,1500.7083117629365,12056.908357560213,1.694863040227839,10471.231921761437,0.7147003099890735,9.38558992E7,1,2500,UNIFORM,1,12.065072936988251,6.830602363830545,19,0,11907,0,28,0,0,0.9914995330283507,0,0.0,0,false,0,25,20,3,0,1756,1284,7017,0,0,0,0,26,0,212,1.0,0,406,0,3542,441,0,0,35,1,SAFE,0,0,70360,0,0,10205,19,0,662,0,3,2510,63173,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7375,206798,0,0.49522588000570045,71,-1.0,0,1967,4.983980064079744E-4,70190,0,2,37,1457,0,true,0,33,65,0,1.0,1456,0,0,20,18,0,0.0,7017,0,0,0,true,0.5047741199942996,160,0,0,42,0,0,true,11908,1.0046222278505057,8301,0,0,0,10904,389.94444444444446,0,71,10205,0,60,0.0,0.0,0,0,2,20,0,0,0.9687900812312954,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},456,0,2PC,35,0.9826136525580732,0.0,19087,25,637,0,1505,0,1332,0,132,1413,0,47,0,8471,140380,0,1275,7052,0,0,0,0,1879,93,4.254112308564946E-4,1.0,7447,2PC__ TO__ PB,0,0,35,1152.3555555555556,0.09997150591252316,1849,0.0,0,0,0.10042007831968672,1269,1269
9,179994,0,63493,6994,0,37,12284.772098227051,1460.3206850518955,12401.900620674864,1.5368283137655268,10732.880907063198,0.7615599573341333,7.929307893333334E7,1,2500,UNIFORM,1,10.775908910441837,6.594917035335488,17,0,12212,0,25,0,0,0.999559006504654,0,0.0,0,false,0,25,20,0,0,1775,1313,6994,0,0,0,0,24,0,217,1.0,0,420,0,3518,449,0,0,37,1,SAFE,0,0,71574,0,0,10531,19,0,662,0,0,2502,63493,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7233,205406,0,0.49699742636545613,71,-1.0,0,2138,5.246440927911066E-4,70487,0,2,41,1422,0,true,0,37,67,0,1.0,1420,0,0,20,20,0,0.0,6994,0,0,0,true,0.5030025736345439,157,0,0,42,0,0,true,12214,1.015245775124817,8554,0,0,0,10958,391.59444444444443,0,71,10531,0,60,0.0,0.0,0,0,2,20,0,0,1.0007148984844152,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},444,0,2PC,37,1.017014583929082,0.0,21979,24,649,0,1550,0,1292,0,130,1377,0,44,0,8721,140974,0,1239,7031,0,0,0,0,1895,91,0.0,1.0,7326,2PC__ TO__ PB,0,0,37,1144.4611111111112,0.09922397037751642,2013,0.0,0,0,0.09969655720038569,1254,1254
