SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime,Before,After
0,180005,0,306,2777,603,2828,65478.57276485416,26921.367330065357,29.793634940128953,39748.17687288441,0.681694761278544,2.3329574346666667E8,2,1000,UNIFORM,1,0,1131,1389,27333,10,0,186,2699.0,0,5.0,8,2506,555,41686,31425,75,299,24986,950,0,285,26596,130.0,35854,194,8,2.2174112311848706,65124.0,10,611,1584,14820,0.90074602659747,0.0,26689.0,10892,603,0,0,2.3622614332012963,56774,603.0,2452.0,0,2777,23968,5605.0,0.0,95.0,24,24,1.0777817788980915,2,51,24267,7.934640522875817,0,0,0.0,2797,609,162,0,0.9530242554498004,8405,6,194,7.8642419877565715,199,-1.0,1.0796748359706676,170,15406,376.0,70,2,809,5658.0,3141,25710,10821.0,799,2651,0.0,24009,113,3431,5.0,2273,1607,3.9222182211019083,2149,488,11879,3034,8,30830,70,0.00727661136887079,26671,15531,0,2619,207,207
1,180068,0,307,2903,635,2852,64057.59685359972,27890.209234527687,18.17201523070031,39341.66768825353,0.7049452285715085,2.268311696E8,2,1000,UNIFORM,1,0,1361,1057,26515,10,0,186,2549.0,0,5.0,8,2354,537,42068,32658,70,308,25207,764,0,241,27546,118.0,36668,181,8,2.2357008768386284,63735.0,10,555,1289,15663,0.9043613707165109,0.0,27585.0,11476,635,0,0,2.330347915949018,30062,635.0,2508.0,0,2644,22593,5755.0,0.0,86.0,17,17,1.0468480881846365,2,47,25330,7.960912052117264,0,0,0.0,2536,437,162,0,0.9541585784679707,10000,6,181,7.883568722011712,175,-1.0,1.0870660361666231,140,16123,344.0,57,2,809,5302.0,2981,24644,10914.0,601,3869,0.0,24914,104,3487,5.0,2315,1641,3.9531519118153633,2116,413,12406,3034,8,32100,70,0.006415864683581219,27580,15486,0,1512,209,209
2,180060,0,279,2725,594,2854,65629.52010458715,29182.49178136201,18.859767513949162,39523.695343486244,0.7562781310855473,2.2889500906666666E8,2,1000,UNIFORM,1,0,1393,1179,26896,10,0,186,2656.0,0,5.0,8,2458,547,41184,32491,70,358,26301,845,0,277,26408,126.0,35952,184,8,2.088686962698082,65257.0,10,600,1356,16357,0.9071238348868176,0.0,28963.0,10986,594,0,0,2.11045871559633,39759,594.0,2526.0,0,2670,22992,5579.0,0.0,92.0,12,12,0.968440366972477,2,53,24287,8.057347670250897,0,0,0.0,2913,559,162,0,0.9567575945443273,10453,7,184,8.087706422018348,193,-1.0,1.0235861764921992,151,15935,328.0,72,2,810,5863.0,3086,26019,11128.0,612,3871,0.0,23816,114,3448,5.0,2307,1469,4.0315596330275225,2249,461,12155,3033,8,30040,70,0.006575857209957727,28950,14765,0,2137,191,191
3,180055,0,317,2810,602,2822,65774.31998362989,27302.97296845426,30.753121813463594,40084.03369323844,0.6846005392494996,2.487413936E8,2,1000,UNIFORM,1,0,1438,1120,26888,10,0,186,2630.0,0,5.0,8,2432,565,41115,31916,72,301,24178,798,0,266,27079,123.0,35938,196,8,2.183904727535186,65444.0,10,585,1397,16329,0.8986248800767509,0.0,27062.0,11226,602,0,0,2.2711743772241992,29962,602.0,2446.0,0,2679,22711,5632.0,0.0,89.0,20,20,1.004982206405694,2,51,24882,7.905362776025236,0,0,0.0,2768,448,162,0,0.9516104411540223,11275,6,196,7.962989323843416,191,-1.0,1.0652953205822207,127,16140,376.0,68,2,809,5657.0,3069,25643,11828.0,697,4418,0.0,24653,105,3424,5.0,2257,1527,3.995017793594306,2206,444,12736,3033,8,31270,70,0.007168458781362007,27058,15244,0,1612,203,203
4,180057,0,331,2728,586,2764,66854.9481085044,28743.71476435045,21.837958027773443,40548.25125036657,0.7732254883937759,2.4285892906666666E8,2,1000,UNIFORM,1,0,1329,1298,27369,10,0,185,2746.0,0,5.0,8,2548,558,42033,32117,78,330,25810,878,0,279,26859,133.0,36582,182,8,2.3033150858727063,66500.0,10,610,1446,15391,0.8917947041516836,0.0,28360.0,10643,586,0,0,2.4754398826979473,36351,586.0,2445.0,0,2829,23382,5492.0,0.0,92.0,13,13,1.0986070381231672,2,51,23832,7.764350453172206,0,0,0.0,2872,587,162,0,0.9483538773599626,10401,7,182,7.793988269794721,189,-1.0,1.125930972910744,155,15610,319.0,77,2,810,5818.0,3213,26249,10510.0,661,3884,0.0,24249,112,3350,5.0,2206,1578,3.901392961876833,2234,457,12690,3034,8,30590,70,0.006645084341455103,28356,15571,0,2310,217,217
5,180071,0,323,2983,608,2851,63465.32602246061,27285.45522910217,26.89489963045085,38530.74494937982,0.6815049915536294,2.5945271253333333E8,2,1000,UNIFORM,1,0,1332,1032,26203,10,0,186,2590.0,0,5.0,8,2401,504,39954,30142,61,281,24632,822,0,259,26531,125.0,34771,214,8,2.202743609456083,63170.0,10,579,1382,15636,0.9022988505747126,0.0,27078.0,11737,608,0,0,2.305062018102581,25412,608.0,2478.0,0,2634,22511,5834.0,0.0,86.0,10,10,1.065370432450553,2,46,26182,7.95046439628483,0,0,0.0,2709,490,162,0,0.9522542498152254,9253,6,214,7.916191753268522,177,-1.0,1.0764462809917354,131,15644,373.0,58,2,809,5514.0,2967,24901,11183.0,728,3557,0.0,24157,103,3459,5.0,2347,1686,3.9346295675494467,2130,422,11894,3034,8,33060,70,0.007189164901469928,27071,15347,0,2015,207,207
6,180000,0,319,2819,624,2842,65323.43579602696,28187.45514106583,23.155039975772258,40261.87179780064,0.6989659283136634,2.5143784426666668E8,2,1000,UNIFORM,1,0,1521,1144,27039,10,0,186,2686.0,0,5.0,8,2495,519,42362,31263,79,323,24970,817,0,258,27137,122.0,36401,203,7,2.366882888790015,64952.0,10,571,1350,15723,0.8983428935627789,0.0,27955.0,10894,624,0,0,2.5477119545938276,36342,624.0,2467.0,0,2711,22188,5661.0,0.0,87.0,20,20,1.135509045760908,2,47,24194,7.714733542319749,0,0,0.0,2612,523,162,0,0.9516959418534222,11844,7,203,7.709471443774388,188,-1.0,1.1637083177219933,158,14319,375.0,55,2,810,5595.0,3068,24958,10114.0,738,4995,0.0,24535,102,3466,5.0,2323,1641,3.8644909542390917,2317,430,12724,3035,8,31380,70,0.007353183631747288,27944,15711,0,1753,226,226
7,180052,0,334,2957,615,2859,63105.84272201556,26438.611299401196,22.34378832224686,37895.23875008454,0.6542868414617641,2.2312353973333332E8,2,1000,UNIFORM,1,0,1201,1179,26407,10,0,185,2816.0,0,5.0,8,2613,521,40204,31409,66,331,24614,852,0,268,26749,117.0,34939,192,8,2.050654911838791,62746.0,10,607,1393,15600,0.8985110908538438,0.0,26162.0,12093,615,0,0,2.034494420020291,40688,615.0,2506.0,0,2552,23383,5816.0,0.0,88.0,10,10,0.9103821440649307,2,50,26891,8.197604790419161,0,0,0.0,2835,516,162,0,0.9506282335550629,8536,7,192,8.16807575245181,209,-1.0,1.0107052896725441,150,15543,353.0,60,2,810,5632.0,2924,25171,11485.0,707,2786,0.0,24400,114,3474,5.0,2338,1562,4.089617855935069,2085,469,10972,3032,8,32910,70,0.006501866872666409,26155,14723,0,1825,183,183
8,180066,0,345,2924,609,2892,62360.789350889194,26910.22704927536,20.804083013293944,37765.52152120383,0.5336969404595695,2.3274799306666666E8,2,1000,UNIFORM,1,0,1199,1154,25689,10,0,186,2564.0,0,5.0,8,2377,543,40378,31100,66,311,25139,863,0,257,26950,111.0,35408,144,8,2.0911739502999143,62065.0,10,581,1365,14862,0.8944631385744876,0.0,26683.0,11854,609,0,0,2.1173050615595077,30097,609.0,2639.0,0,2565,22622,5816.0,0.0,81.0,9,9,0.9459644322845417,2,47,26496,8.057971014492754,0,0,0.0,2698,516,162,0,0.94903988183161,8102,7,144,8.11080711354309,173,-1.0,1.0289631533847472,140,16136,253.0,58,2,809,5438.0,2906,24576,10962.0,519,2676,0.0,24503,105,3501,5.0,2349,1621,4.0540355677154585,2063,447,11600,3033,8,32690,70,0.00492975898956051,26670,14654,0,1843,186,186
9,180037,0,374,3000,561,2933,61484.072586999995,26737.99791176471,28.132652446126965,37124.800678,0.7364784720961809,2.337331328E8,2,1000,UNIFORM,1,0,1039,1212,25850,10,0,186,2649.0,0,5.0,8,2465,530,38791,30062,60,287,25287,883,0,261,26470,120.0,33894,186,8,2.104312296938072,61170.0,10,576,1378,14893,0.8891523414344991,0.0,26482.0,12138,561,0,0,2.1726666666666667,32184,561.0,2603.0,0,2551,23194,5933.0,0.0,86.0,17,17,0.954,2,46,27218,8.165775401069519,0,0,0.0,2717,561,162,0,0.9455445544554455,7665,7,186,8.054666666666666,192,-1.0,1.0288196495373105,149,15249,330.0,63,2,809,5293.0,2892,24322,11157.0,602,2135,0.0,24264,106,3494,5.0,2403,1671,4.046,1902,452,10812,3033,8,33740,70,0.006436067340921341,26472,14612,0,2381,191,191
