SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime,Before,After
0,180009,0,3262,3348,3,19,74405.3281490442,33370.119280196195,29.722451296743063,42515.206892473114,0.793649993531009,3.772392026666667E8,2,100000,UNIFORM,1,0,1860,1094,30261,10,0,188,2804.0,0,5.0,8,2616,4,46054,34187,169,252,30909,870,0,280,45386,992.0,45975,0,8,2.2341670103865914,74078.0,10,567,1562,15841,0.5065052950075642,0.0,33143.0,13288,3,0,0,3.953405017921147,44013,3.0,16.0,0,3434,25602,3367.0,0.0,522.0,0,0,1.031063321385902,2,97,52864,8.025751072961373,0,0,0.0,2777,254,162,0,0.5081423401688782,9001,6,0,7.970131421744325,204,-1.0,1.1080280475458397,203,15329,3.0,57,2,810,6075.0,3790,31804,13912.0,6,4321,0.0,30477,105,22,5.0,15,1918,3.968936678614098,2622,542,11792,3056,8,66100,70,0.0,33139,16940,0,966,19909,19909
1,180074,0,3308,3282,2,18,75166.14145063986,33616.58513331318,17.356833736762482,42062.7378028641,0.7615414338947781,3.528234096E8,2,100000,UNIFORM,1,0,1731,1245,30025,10,0,188,2858.0,0,5.0,8,2681,6,44657,27914,128,311,31604,1146,0,287,43938,862.0,44573,1,8,2.2147743840891247,74859.0,10,574,1655,15179,0.49802731411229134,0.0,33400.0,13148,2,0,0,3.9731870810481413,46559,2.0,16.0,0,3477,25846,3300.0,0.0,474.0,0,0,0.9939061547836685,2,88,52859,8.021765417170496,0,0,0.0,3131,804,162,0,0.4995461422087746,8353,7,1,8.02041438147471,360,-1.0,1.1071815768813786,182,16063,2.0,84,2,810,6404.0,3854,33081,13373.0,4,3839,0.0,26749,101,20,5.0,12,1746,4.0060938452163315,2590,460,11560,3055,8,65900,70,6.058770069675856E-5,33392,17098,0,1626,19796,19796
2,180083,0,3129,3185,4,19,77605.91363359497,35323.47030137424,16.03997901215086,43683.417659968596,0.7852868035495216,3.6300009973333335E8,2,100000,UNIFORM,1,0,1906,1334,30847,10,0,188,3140.0,0,5.0,8,2954,4,44989,35394,114,315,32803,828,0,315,44119,949.0,44930,4,8,2.235412175722887,77221.0,10,621,1564,16067,0.5044345898004434,0.0,35085.0,12739,4,0,0,3.9843014128728416,58869,4.0,15.0,0,3567,25805,3204.0,0.0,510.0,0,0,1.000313971742543,2,85,50450,7.988814317673378,0,0,0.0,3400,399,162,0,0.5062332333911945,9780,6,4,7.991522762951335,304,-1.0,1.1113877945439679,184,15960,4.0,101,2,810,6914.0,3987,33842,12860.0,4,4734,0.0,24667,103,23,5.0,15,1725,3.999686028257457,2781,579,12313,3055,8,63140,70,2.49500998003992E-4,35078,17033,0,1557,20043,20043
3,180015,0,3144,3144,5,22,77544.86251653943,36164.98289503816,20.06545399841647,42222.17010782443,0.7454376116444419,3.460622266666667E8,2,100000,UNIFORM,1,0,1828,1300,29906,10,0,188,3150.0,0,5.0,8,2964,5,44054,29713,97,367,33527,831,0,320,43269,825.0,43916,2,8,2.230316573556797,77159.0,10,627,1281,15622,0.5,0.0,35900.0,12687,5,0,0,3.926208651399491,44334,5.0,19.0,0,3636,25289,3166.0,0.0,458.0,0,0,0.9646946564885496,2,86,50536,8.055343511450381,0,0,0.0,3469,1149,162,0,0.5021377672209026,9097,7,2,8.018447837150127,354,-1.0,1.1119180633147114,178,15766,3.0,105,2,810,6895.0,4070,35228,14834.0,6,4461,0.0,25893,103,27,5.0,17,1651,4.0353053435114505,2691,537,11825,3055,8,62880,70,1.2624668602449185E-4,35891,17187,0,3867,19920,19920
4,179977,0,2972,3016,5,20,81184.61767539788,37785.99193707941,19.885893563944784,44242.82294529178,0.7214482210303238,3.609783376E8,2,100000,UNIFORM,1,0,1855,1411,30952,10,0,188,3238.0,0,5.0,8,3040,7,47454,31348,128,389,34952,566,0,326,46650,1016.0,47354,1,8,2.2292372257399498,80839.0,10,631,1381,16042,0.5036740146960588,0.0,37480.0,12039,5,0,0,4.002320954907161,54013,5.0,18.0,0,3805,25622,3036.0,0.0,527.0,0,0,1.0082891246684351,2,94,47809,7.973418573351279,0,0,0.0,3508,274,162,0,0.5057375686013638,10270,6,1,7.994694960212201,172,-1.0,1.1106979826240613,223,16529,2.0,108,2,810,7081.0,4289,36895,14267.0,5,4851,0.0,30275,113,25,5.0,13,1633,3.991710875331565,2830,550,12796,3055,8,59880,70,6.580246101204185E-5,37473,17126,0,0,20028,20028
5,180081,0,3413,3274,4,16,75247.31763683568,32659.13559859361,16.55935723870583,42971.6308048259,0.7469488953249483,3.721670426666667E8,2,100000,UNIFORM,1,0,1777,1335,30400,10,0,188,2796.0,0,5.0,8,2622,4,45579,38334,88,349,30750,473,0,285,44850,795.0,45529,2,8,2.2312383090160868,74934.0,10,592,827,15556,0.4896066995663227,0.0,32435.0,13169,4,0,0,4.042761148442272,46793,4.0,14.0,0,3387,26110,3290.0,0.0,453.0,0,0,0.9777031154551008,2,84,53634,8.016993847055376,0,0,0.0,3126,305,162,0,0.49112867153719997,8294,6,2,8.024434941967012,281,-1.0,1.1107369996258885,184,16750,2.0,86,2,810,6477.0,3745,32238,13059.0,3,3876,0.0,28697,102,20,5.0,12,1758,4.022296884544899,2652,474,12103,3055,8,66870,70,1.2150668286755772E-4,32429,17080,0,784,19956,19956
6,180070,0,3418,3384,0,17,72529.7137033097,32946.335147747224,16.28560962017891,40717.121808215124,0.7591085035946601,3.75241112E8,2,100000,UNIFORM,1,0,1711,1232,28876,10,0,188,2757.0,0,5.0,8,2579,6,42980,25907,82,305,31070,1099,0,275,42311,723.0,42915,1,8,2.229102860984537,72178.0,10,598,1653,15139,0.49750073507791825,0.0,32694.0,13529,0,0,0,3.981678486997636,49971,0.0,16.0,0,3417,24931,3401.0,0.0,411.0,0,0,1.0020685579196218,2,81,54545,8.037156231714453,0,0,0.0,3001,487,162,0,0.49875348291538346,8056,8,1,8.000591016548464,352,-1.0,1.1057369089415103,168,15865,1.0,81,2,810,6339.0,3753,31748,13832.0,10,3641,0.0,25358,102,17,5.0,11,1831,3.9979314420803784,2631,477,11347,3055,8,68020,70,5.880623346074684E-5,32688,16878,0,0,19945,19945
7,179992,0,3369,3308,4,23,73831.17808857316,33502.73747254378,21.39882279236277,41203.722,0.7218988265197062,3.980887706666667E8,2,100000,UNIFORM,1,0,1684,1184,29403,10,0,188,2845.0,0,5.0,8,2666,4,42803,45332,105,302,31720,989,0,287,42269,731.0,42819,0,8,2.2410198725159356,73531.0,10,600,2399,15351,0.49543208027557284,0.0,33275.0,13266,4,0,0,4.041414752116082,55194,4.0,23.0,0,3494,25161,3331.0,0.0,418.0,0,0,0.9897218863361548,2,90,53401,7.974769961412882,0,0,0.0,3127,289,162,0,0.497464200477327,7990,7,0,8.021160822249094,291,-1.0,1.107686539182602,184,15616,0.0,90,2,810,6510.0,3851,32592,13424.0,6,3637,0.0,29729,106,27,5.0,19,1789,4.010278113663845,2673,498,11324,3055,8,66770,70,0.0,33268,16960,0,0,19988,19988
8,180017,0,3329,3405,1,12,72122.10453127754,33838.74086302192,16.269788350377944,40795.46184375918,0.7592542154616905,3.9551600053333336E8,2,100000,UNIFORM,1,0,1771,1170,28699,10,0,188,2796.0,0,5.0,8,2615,8,42172,33747,89,293,31877,1809,0,277,41633,719.0,42132,0,8,2.2649199417758368,71835.0,10,580,2262,15106,0.5056430056430057,0.0,33613.0,13520,1,0,0,4.024669603524229,40171,1.0,11.0,0,3447,24525,3417.0,0.0,414.0,0,0,1.0293685756240822,2,88,53635,7.984980474617002,0,0,0.0,3007,1279,162,0,0.5065955239365644,8687,8,0,7.9450807635829666,480,-1.0,1.12891426865226,169,15962,1.0,94,2,810,6373.0,3795,31322,13312.0,4,3901,0.0,29394,99,13,5.0,4,1852,3.970631424375918,2677,512,11575,3056,8,67340,70,0.0,33607,17115,0,4772,20353,20353
9,180014,0,3360,3356,3,18,73525.20712216926,33085.551761011906,17.372432982039484,41273.715353694875,0.7037032747352101,3.525834698666667E8,2,100000,UNIFORM,1,0,1763,1219,29021,10,0,188,2870.0,0,5.0,8,2688,7,44035,33512,104,308,31190,683,0,287,43279,719.0,43967,0,8,2.2264618620197543,73230.0,10,607,1113,15199,0.4997022036926742,0.0,32868.0,13373,3,0,0,4.014004767580453,43638,3.0,17.0,0,3424,24704,3374.0,0.0,416.0,1,1,1.015196662693683,2,86,53689,7.998809523809523,0,0,0.0,3089,506,162,0,0.5012616891791598,7860,7,0,7.989570917759237,389,-1.0,1.108724227288091,172,15955,1.0,88,2,810,6478.0,3791,32206,12764.0,7,3843,0.0,26150,104,21,5.0,11,1858,3.984803337306317,2674,497,11813,3055,8,67160,70,5.923117929277972E-5,32859,17064,0,0,20082,20082
