SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime,Before,After
0,180006,0,9849,1056,117,593,59060.910433712124,26521.54103127221,19.573250796383984,31850.002264204548,0.579201257142409,1.8227086133333334E8,2,1000,UNIFORM,1,0,665,1933,24900,10,0,266,2983.0,0,5.0,13,2801,131,35149,27596,121,307,25854,1534,0,280,25672,112.0,32327,34,12,1.4752246334927224,58690.0,10,781,2327,15794,0.0968363136176066,0.0,26261.0,4815,117,0,0,9.50189393939394,52649,117.0,535.0,0,2400,22855,1649.0,0.0,73.0,0,0,0.4403409090909091,2,86,98981,9.075743730327952,0,0,0.0,3509,510,242,0,0.15204476969436073,8855,10,34,9.085227272727273,223,-1.0,0.7310703588881299,257,19321,58.0,187,2,1049,6322.0,2777,27163,20715.0,152,996,0.0,24585,164,710,5.0,462,206,4.559659090909091,1930,693,6446,3107,13,109050,70,0.003945230912044558,26252,5322,0,2130,93,93
1,179994,0,10159,1130,113,612,55445.8708318584,25601.791938773502,16.437525553520892,29468.21988053097,0.6127738914185499,1.816624992E8,2,1000,UNIFORM,1,0,538,1814,23230,10,0,266,2553.0,0,5.0,12,2396,137,33043,27562,96,328,25043,1356,0,236,25651,110.0,31009,14,12,1.4661780988031845,55140.0,10,671,1946,15626,0.10009743998582692,0.0,25354.0,5131,113,0,0,8.997345132743362,38818,113.0,581.0,0,2336,21510,1742.0,0.0,67.0,0,0,0.4592920353982301,2,73,102691,9.093119401515898,0,0,0.0,3003,473,242,0,0.15440319627101715,8835,10,14,9.127433628318585,192,-1.0,0.7274213106975272,236,16340,31.0,133,2,1049,5492.0,2680,25928,21615.0,129,768,0.0,24698,150,725,5.0,475,236,4.54070796460177,1725,587,5791,3107,12,112890,70,0.0015382924953301835,25346,5295,0,2982,92,92
2,180012,0,9836,1109,121,596,56283.03256537421,26548.75279432696,16.204556079574687,29715.4940748422,0.6688040228103203,1.973134288E8,2,1000,UNIFORM,1,0,603,1883,23183,10,0,266,2913.0,0,5.0,13,2734,123,32682,27939,102,282,25919,1468,0,272,25465,117.0,30893,22,12,1.4571306392986958,55947.0,10,775,2198,15514,0.10132480584741892,0.0,26301.0,5056,121,0,0,8.768259693417493,43134,121.0,562.0,0,2386,21321,1705.0,0.0,71.0,0,0,0.4409377817853922,2,87,99679,9.106750711671411,0,0,0.0,3454,486,242,0,0.15657691648087807,8325,10,22,9.111812443642922,227,-1.0,0.7253581355569809,258,17339,34.0,153,2,1049,6234.0,2764,26513,20748.0,155,869,0.0,24540,168,717,5.0,473,221,4.559062218214608,1904,692,5988,3107,13,109450,70,0.0024616761776882624,26292,5296,0,1974,94,94
3,179999,0,9788,1139,137,641,57338.77153906936,26018.83911861463,19.49344989320803,30689.11609482002,0.7150979903847787,1.8524409333333334E8,2,1000,UNIFORM,1,0,573,1963,23971,10,0,266,2891.0,0,5.0,13,2722,139,33428,28339,101,324,25420,1369,0,271,25655,122.0,31637,19,12,1.4403669724770642,56887.0,10,767,2085,15961,0.10423721057929898,0.0,25771.0,5175,137,0,0,8.417032484635646,40305,137.0,609.0,0,2346,22203,1780.0,0.0,71.0,0,0,0.456540825285338,2,80,99644,9.121679607682877,0,0,0.0,3406,459,242,0,0.16377616403246475,8933,10,19,9.09657594381036,195,-1.0,0.7097290377640282,254,18094,32.0,154,2,1049,6106.0,2711,26476,21125.0,138,821,0.0,24554,159,778,5.0,502,228,4.543459174714662,1836,671,6251,3107,13,109270,70,0.002035568887936576,25763,5215,0,3155,90,90
4,180013,0,9023,1022,115,553,60867.759850293536,28788.877141748864,20.884817511434708,32156.887924657534,0.6807339625018506,1.8550659093333334E8,2,1000,UNIFORM,1,0,656,2334,24755,10,0,266,3103.0,0,5.0,13,2916,147,37956,29504,129,424,28030,1730,0,291,25509,129.0,34986,17,12,1.5188814649839149,60405.0,10,812,2563,15338,0.10174216027874565,0.0,28516.0,4571,115,0,0,9.759295499021526,42113,115.0,524.0,0,2588,22469,1575.0,0.0,77.0,0,0,0.5273972602739726,2,85,90434,9.004765599024715,0,0,0.0,3563,514,242,0,0.15775226360496594,11425,10,17,8.986301369863014,218,-1.0,0.7506557782727048,281,16657,29.0,180,2,1049,6472.0,3009,28589,21015.0,143,1131,0.0,23902,171,668,5.0,406,223,4.472602739726027,1991,703,6861,3108,13,100450,70,0.002055125725338491,28508,5756,0,2551,101,101
5,180022,0,9802,1051,109,594,59201.950336822076,26363.600144970413,18.549776566285914,32540.432136060892,0.731248002892526,2.1110121546666667E8,2,1000,UNIFORM,1,0,653,2092,24427,10,0,266,2707.0,0,5.0,12,2531,130,36093,30207,112,306,25632,1458,0,255,25419,120.0,33701,17,12,1.5681903864278983,58790.0,10,781,2084,15578,0.09683958352529255,0.0,26086.0,4717,109,0,0,11.146527117031399,65610,109.0,558.0,0,2401,22134,1645.0,0.0,69.0,1,1,0.5118934348239772,2,78,96773,8.914099163436033,0,0,0.0,3235,1002,242,0,0.15178262374524057,12305,10,17,8.941008563273073,251,-1.0,0.7742224316682376,275,21012,36.0,163,2,1049,6063.0,2791,26550,20027.0,171,1064,0.0,24086,160,703,5.0,464,233,4.488106565176023,1944,672,7526,3108,12,108530,70,0.002088894046651967,26072,6257,0,9606,111,111
6,179991,0,10026,1109,108,632,57333.284298467086,25748.582074705766,19.028270315789474,31418.12227953111,0.7410766671187519,1.6884186453333333E8,2,1000,UNIFORM,1,0,617,1891,24106,10,0,266,2733.0,0,5.0,13,2565,134,33623,29411,91,303,25099,1384,0,257,25354,117.0,31778,19,12,1.5234468339307048,56916.0,10,753,1999,15014,0.0995958688819039,0.0,25481.0,4980,108,0,0,9.869251577998197,47125,108.0,593.0,0,2315,22184,1741.0,0.0,68.0,2,2,0.5094679891794409,2,76,100362,9.011869140235389,0,0,0.0,3167,644,242,0,0.15570526315789474,9834,10,19,9.025247971145175,244,-1.0,0.7483572281959379,233,18176,39.0,146,2,1049,5903.0,2705,25854,20487.0,152,933,0.0,24274,151,740,5.0,498,248,4.490532010820559,1888,652,6771,3108,13,111350,70,0.00231839258114374,25473,5910,0,4163,103,103
7,180022,0,10605,1196,142,625,53739.054188963215,24416.527560396036,20.17242807129217,28911.27722826087,0.6919651433660017,1.82074064E8,2,1000,UNIFORM,1,0,521,1794,23105,10,0,266,2696.0,0,5.0,12,2529,136,31031,27703,85,281,23866,1277,0,251,25250,101.0,29557,14,12,1.4164221218961626,53394.0,10,712,1945,15306,0.10134734344547072,0.0,24185.0,5510,142,0,0,8.235785953177258,37635,142.0,593.0,0,2215,21507,1821.0,0.0,66.0,0,0,0.39297658862876256,2,75,108121,9.157472890146158,0,0,0.0,3203,407,242,0,0.1561903246339911,7250,10,14,9.202341137123746,193,-1.0,0.7026523702031603,236,17528,32.0,132,2,1049,5748.0,2536,24767,20837.0,143,695,0.0,24492,151,767,5.0,489,203,4.607023411371237,1742,615,5355,3107,12,118010,70,0.0014572707400853544,24178,4747,0,2564,83,83
8,180001,0,10023,1104,137,539,57762.695140398544,26088.27216990921,17.86977014318394,31207.090603260873,0.7012440776465001,1.9034459306666666E8,2,1000,UNIFORM,1,0,589,2078,24560,10,0,266,2857.0,0,5.0,13,2686,124,34467,28477,91,348,25478,1363,0,267,26075,124.0,32432,21,12,1.4870033324788516,57399.0,10,783,2149,15450,0.09921811809112968,0.0,25851.0,4988,137,0,0,9.553442028985508,41302,137.0,506.0,0,2374,22586,1643.0,0.0,71.0,1,1,0.48188405797101447,2,77,100687,9.05208021550434,0,0,0.0,3310,422,242,0,0.1508091163263577,9065,10,21,9.019927536231885,195,-1.0,0.7376057421174058,264,15659,33.0,148,2,1049,6097.0,2733,26478,19493.0,112,913,0.0,24947,159,676,5.0,415,237,4.518115942028985,1904,687,6110,3108,13,111270,70,0.0025415896487985213,25843,5507,0,2083,97,97
9,180078,0,10585,1215,104,606,55340.926032921816,24274.316519414264,16.4945240607514,30834.246770370373,0.7424507128700376,1.822791584E8,2,1000,UNIFORM,1,0,537,1728,24367,10,0,266,2655.0,0,5.0,13,2500,143,33741,27446,137,312,23740,1491,0,248,25352,98.0,31391,16,12,1.4537485210282888,55029.0,10,727,2080,15183,0.10296610169491525,0.0,24054.0,5533,104,0,0,8.54567901234568,37537,104.0,580.0,0,2202,22425,1821.0,0.0,65.0,0,0,0.44609053497942386,2,68,107577,9.11610769957487,0,0,0.0,3036,431,242,0,0.15387689848121502,8056,10,16,9.121810699588478,197,-1.0,0.7266860277508874,226,17349,26.0,119,2,1049,5630.0,2526,24491,19427.0,109,752,0.0,24193,142,710,5.0,463,252,4.553909465020576,1777,648,5890,3107,13,118000,70,0.0016925843647519305,24046,5124,0,2157,88,88
