SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime,Before,After
0,180001,0,6596,768,188,803,72027.66058854166,36242.58977895694,16.74759162178336,35308.95302864584,0.7015992077471521,1.8076260106666666E8,2,1000,UNIFORM,1,0,542,2426,28309,10,0,346,3722.0,0,5.0,14,3520,185,39346,32416,117,334,35454,1921,0,341,27209,137.0,35387,18,14,1.3112431852712485,71590.0,10,850,2979,20957,0.10429114611624117,0.0,35935.0,3611,188,0,0,6.295572916666667,61330,188.0,774.0,0,3186,26443,1571.0,0.0,88.0,0,0,0.2981770833333333,2,89,68782,9.332019405700425,0,0,0.0,4159,467,322,0,0.21053261520047875,10279,11,18,9.411458333333334,208,-1.0,0.6404951291446956,312,18545,29.0,180,2,1289,7094.0,3740,36680,21015.0,188,926,0.0,26653,182,991,5.0,618,128,4.701822916666667,1969,803,6295,3186,14,73640,70,0.0021136683889149835,35927,5093,0,2837,66,66
1,179999,0,7841,836,162,869,63749.67126076555,31532.995153806914,18.14727709105892,32622.202041866032,0.7238690082261784,1.687655824E8,2,1000,UNIFORM,1,0,551,1942,25532,10,0,346,3030.0,0,5.0,14,2844,151,37936,33700,109,333,30892,1351,0,274,27813,113.0,35307,18,14,1.2830976558792826,63470.0,10,750,1938,20891,0.09634666359340786,0.0,31288.0,3911,162,0,0,6.106459330143541,35120,162.0,833.0,0,2790,23899,1705.0,0.0,76.0,0,0,0.32177033492822965,2,80,81641,9.414870552225482,0,0,0.0,3492,411,322,0,0.192315615986815,8223,12,18,9.352870813397129,203,-1.0,0.6365059783640159,262,22792,36.0,150,2,1289,6241.0,3211,31138,21374.0,145,832,0.0,27194,164,1031,5.0,718,145,4.67822966507177,1894,662,6605,3186,14,86770,70,0.001983908299349719,31280,4720,0,2763,61,61
2,180002,0,6721,702,158,754,74550.65878205128,36676.54488364827,19.91657048590282,36938.889170940165,0.6759524811169592,1.7500441066666666E8,2,1000,UNIFORM,1,0,556,2824,27621,10,0,346,3718.0,0,5.0,14,3518,156,41033,29473,140,474,35885,2145,0,344,27535,151.0,35499,22,14,1.3215756725966172,74124.0,10,896,3073,20565,0.09457092819614711,0.0,36369.0,3261,158,0,0,6.894586894586895,45688,158.0,717.0,0,3181,25107,1456.0,0.0,92.0,0,0,0.3547008547008547,2,89,69371,9.34905520011903,0,0,0.0,4298,703,322,0,0.19364127174565088,10698,12,22,9.31054131054131,228,-1.0,0.6506879326965209,319,27164,37.0,184,2,1289,7426.0,3771,37545,23184.0,198,1003,0.0,27017,183,912,5.0,598,128,4.645299145299146,2118,810,8710,3186,14,74230,70,0.0028154594317890964,36362,5196,0,3068,69,69
3,180024,0,7224,786,145,770,70388.2957951654,34273.77948408084,26.57921770308123,34812.40322010178,0.7596719781324867,1.6584807893333334E8,2,1000,UNIFORM,1,0,499,2448,26837,10,0,346,3478.0,0,5.0,14,3283,146,37476,32428,113,402,33582,1694,0,319,27374,129.0,35133,17,14,1.285571523746074,70032.0,10,870,2448,21079,0.09812734082397004,0.0,33998.0,3678,145,0,0,6.2150127226463106,45881,145.0,744.0,0,2997,25119,1556.0,0.0,84.0,0,0,0.32061068702290074,2,89,75198,9.393410852713178,0,0,0.0,4097,453,322,0,0.19058823529411764,9397,12,17,9.338422391857506,225,-1.0,0.634148662796231,290,26438,26.0,171,2,1289,7077.0,3507,35584,23394.0,162,764,0.0,26755,180,915,5.0,624,125,4.679389312977099,1996,768,7378,3186,14,80100,70,0.002054380664652568,33989,4689,0,3202,61,61
4,179992,0,6677,775,176,881,70268.0188567742,35569.64879856223,20.06787930426607,35227.58761548387,0.7130400554951932,1.627476128E8,2,1000,UNIFORM,1,0,544,2555,27291,10,0,346,3480.0,0,5.0,14,3282,168,39600,32885,122,544,34839,1803,0,321,27188,139.0,35553,23,14,1.3223773469298437,69855.0,10,835,2607,20847,0.10399892646269458,0.0,35312.0,3623,176,0,0,6.390967741935484,42410,176.0,844.0,0,3097,25302,1656.0,0.0,85.0,0,0,0.3251612903225806,2,83,69546,9.33413209525236,0,0,0.0,4025,452,322,0,0.2153014455282642,11262,12,23,9.318709677419355,206,-1.0,0.6528950938771938,292,20977,37.0,164,2,1289,6990.0,3641,35039,22876.0,184,934,0.0,26537,173,1057,5.0,713,144,4.674838709677419,2018,761,7287,3186,14,74520,70,0.0025982828739267963,35304,5316,0,2454,68,68
5,180016,0,6419,736,170,796,71667.44346739129,37476.019664589505,19.62570545499323,34889.41602853261,0.7004659728795094,2.0518874666666666E8,2,1000,UNIFORM,1,0,558,2815,27389,10,0,346,3809.0,0,5.0,14,3609,176,38127,32896,141,500,36667,2121,0,358,26807,162.0,34799,24,14,1.3122713074520302,71210.0,10,902,3090,20978,0.10286512928022362,0.0,37164.0,3451,170,0,0,6.451086956521739,50417,170.0,758.0,0,3245,25314,1532.0,0.0,95.0,0,0,0.3111413043478261,2,89,66783,9.332138962455211,0,0,0.0,4449,490,322,0,0.2095801009727866,10876,11,24,9.347826086956522,214,-1.0,0.6456938866577421,328,19633,38.0,190,2,1289,7558.0,3846,36691,23935.0,229,983,0.0,26217,187,966,5.0,620,119,4.688858695652174,2093,834,6846,3186,14,71550,70,0.002914743745445713,37155,5080,0,2735,68,68
6,180006,0,7707,832,156,806,67016.03800721154,31988.843734267546,18.54233880644143,34800.94587259615,0.686527058469665,1.8099468213333333E8,2,1000,UNIFORM,1,0,614,2390,26574,10,0,346,3237.0,0,5.0,14,3050,142,38597,31665,117,456,31253,1562,0,297,27574,123.0,34760,21,14,1.3452916684190603,66572.0,10,870,2303,21307,0.09743529687317017,0.0,31717.0,3873,156,0,0,7.259615384615385,50363,156.0,773.0,0,2757,24464,1638.0,0.0,79.0,0,0,0.3449519230769231,2,79,79327,9.289736603088102,0,0,0.0,3808,437,322,0,0.18882222923902747,12522,12,21,9.292067307692308,203,-1.0,0.6596290532867898,271,22376,33.0,145,2,1289,6919.0,3283,32199,22519.0,207,1033,0.0,26988,167,962,5.0,664,162,4.655048076923077,2130,755,7576,3186,14,85390,70,0.0024107450350132017,31710,5507,0,2606,75,75
7,180009,0,8562,949,157,899,59731.24048998946,28686.596896285915,16.139226270464654,31979.003581664907,0.5998105730657683,1.78849304E8,2,1000,UNIFORM,1,0,472,2067,25411,10,0,346,2910.0,0,5.0,14,2741,143,35901,28973,85,347,28146,1482,0,267,27959,100.0,32494,28,14,1.2637727867861819,59402.0,10,782,2037,20621,0.09977920302807276,0.0,28457.0,4491,157,0,0,5.484720758693362,34722,157.0,859.0,0,2525,23821,1848.0,0.0,71.0,0,0,0.26765015806111697,2,71,89878,9.44989488437281,0,0,0.0,3336,436,322,0,0.18974164852843758,7527,12,28,9.449947312961012,204,-1.0,0.6262967066169806,236,24074,40.0,122,2,1289,6075.0,2920,27661,22756.0,176,635,0.0,27608,153,1056,5.0,756,141,4.732349841938883,1863,713,6155,3185,14,95110,70,0.0028653295128939827,28450,4376,0,2258,57,57
8,179993,0,8352,927,152,805,63725.593267529664,29622.17005100575,17.677293864790933,33826.3114390507,0.6768812957377728,1.788269472E8,2,1000,UNIFORM,1,0,524,2031,26598,10,0,346,3022.0,0,5.0,14,2845,147,37700,28454,92,411,29016,1568,0,276,27414,107.0,33039,17,14,1.28085085478483,63395.0,10,836,2291,21092,0.09990300678952474,0.0,29368.0,4323,152,0,0,5.9870550161812295,40225,152.0,772.0,0,2591,24921,1732.0,0.0,75.0,2,2,0.3365695792880259,2,75,87225,9.403855363984674,0,0,0.0,3511,432,322,0,0.18405627198124266,8743,12,17,9.367853290183387,215,-1.0,0.640842994694439,248,23261,33.0,128,2,1289,6428.0,3030,29867,23489.0,179,730,0.0,26915,165,957,5.0,658,166,4.663430420711974,1980,757,6755,3186,14,92790,70,0.0020721998036863343,29361,4681,0,2678,60,60
9,180005,0,8126,909,161,875,62087.948645764576,30191.372048240217,17.059205540661303,30970.14285918592,0.7642672143134231,1.7900663093333334E8,2,1000,UNIFORM,1,0,512,1976,25154,10,0,346,3345.0,0,5.0,15,3153,162,35723,29872,96,370,29596,1602,0,305,26817,118.0,32667,14,14,1.2450409025290061,61775.0,10,841,2238,20294,0.1006087437742114,0.0,29953.0,4315,161,0,0,5.166116611661166,45189,161.0,856.0,0,2621,23158,1784.0,0.0,80.0,0,0,0.253025302530253,2,83,85629,9.476002953482649,0,0,0.0,3953,382,322,0,0.19312878562208322,6566,12,14,9.49064906490649,207,-1.0,0.6161043682831632,250,20229,19.0,159,2,1289,6963.0,3058,31103,22902.0,132,698,0.0,26335,172,1036,5.0,713,128,4.746974697469747,2058,782,5331,3185,15,90350,70,0.00148022837809262,29944,4064,0,1935,53,53
