SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime,Before,After
0,180011,0,6865,754,0,2,82140.00856498674,43249.80295994173,18.184643616323317,38829.58856233422,0.7429033629937126,3.4220134826666665E8,2,100000,UNIFORM,1,0,855,2524,30800,10,0,348,4093.0,0,5.0,14,3873,1,44086,175752,137,433,42422,1414,0,378,43771,556.0,44666,0,14,1.3354129042850107,81647.0,10,878,17257,20893,0.09896311851949074,0.0,42975.0,3497,0,0,0,6.774535809018568,62868,0.0,2.0,0,3829,28733,756.0,0.0,295.0,0,0,0.3620689655172414,2,113,71081,9.330371449380918,0,0,0.0,4263,0,322,0,0.09919958010759743,9917,16,0,9.320954907161804,0,-1.0,0.6691019537021835,350,20655,0.0,119,2,1290,7430.0,4450,43189,25543.0,3,1542,0.0,37224,179,2,5.0,1,141,4.637931034482759,2169,1079,7219,3207,14,76190,70,0.0,42963,4742,0,0,6617,6617
1,180018,0,7421,852,2,4,77806.4310387324,39415.80799568791,17.40274719168982,36639.559194835674,0.7671540177953418,2.731327381333333E8,2,100000,UNIFORM,1,0,793,2212,29258,10,0,348,3726.0,0,5.0,14,3519,0,41129,19037,106,476,38681,1513,0,341,41052,523.0,41045,0,14,1.3351068251724998,77451.0,10,778,2672,20086,0.10298561585881784,0.0,39134.0,3981,2,0,0,6.230046948356808,48089,2.0,4.0,0,3491,27118,856.0,0.0,278.0,0,0,0.3274647887323944,2,108,77422,9.36113731303059,0,0,0.0,4293,343,322,0,0.10363570479526513,9978,9,0,9.334507042253522,328,-1.0,0.6682184720259373,281,26564,0.0,165,2,1290,7340.0,4051,41177,24626.0,1,1358,0.0,41102,153,6,5.0,4,126,4.672535211267606,2150,890,6787,3207,14,82730,70,0.0,39126,4551,0,0,6559,6559
2,179992,0,6837,731,0,1,82815.16103009575,43624.053685973384,23.426489628748843,38940.432894664846,0.6927777901923047,3.159468741333333E8,2,100000,UNIFORM,1,0,834,2668,30968,10,0,348,4292.0,0,5.0,14,4066,0,43366,0,110,408,42729,4882,0,396,44547,588.0,43366,0,14,1.3387215885779928,82380.0,10,889,6533,20676,0.09659090909090909,0.0,43291.0,3407,0,0,0,6.911080711354309,68136,0.0,1.0,0,3807,28369,732.0,0.0,307.0,0,0,0.3392612859097127,2,112,70628,9.333040807371654,0,0,0.0,4880,0,322,0,0.09671026555687673,9564,13,0,9.326949384404925,0,-1.0,0.6712070238779027,320,22206,0.0,192,2,1290,8269.0,4473,43835,23720.0,1,1514,0.0,51688,172,1,5.0,1,124,4.660738714090288,2375,1400,7334,3207,14,75680,70,0.0,43281,4663,0,0,6692,6692
3,179996,0,5854,703,1,1,94428.76343669985,49904.30390040998,25.566456319560906,43573.93211948791,0.8583947034488456,2.550294192E8,2,100000,UNIFORM,1,0,910,4357,33594,10,0,348,4879.0,0,5.0,15,4628,0,47234,0,151,437,48683,4712,0,452,47101,732.0,47234,0,14,1.3281962051536995,93777.0,10,1035,7498,22087,0.10721366478572518,0.0,49516.0,3269,1,0,0,6.2759601706970125,66217,1.0,1.0,0,4323,30195,704.0,0.0,345.0,0,0,0.34992887624466573,2,118,61158,9.326101810727707,0,0,0.0,5528,13955,322,0,0.10748589724043299,11720,8,0,9.33570412517781,878,-1.0,0.6630209627972492,420,21601,0.0,242,2,1290,9384.0,5099,50732,26298.0,2,2074,0.0,46437,186,2,5.0,1,114,4.6500711237553345,2680,1593,9127,3207,15,65570,70,0.0,49504,4497,0,0,6628,6628
4,180079,0,6280,691,0,3,90835.55312011577,47152.2724205414,33.57218712360195,42220.7014934877,0.7187400166062021,3.129338506666667E8,2,100000,UNIFORM,1,0,893,3571,33165,10,0,348,4593.0,0,5.0,15,4353,2,48128,0,233,539,46026,1369,0,422,48615,685.0,48128,0,14,1.3327589036599377,90368.0,10,1005,4512,20835,0.09912494620570937,0.0,46753.0,3222,0,0,0,6.67438494934877,69520,0.0,3.0,0,4141,30372,694.0,0.0,326.0,0,0,0.33719247467438496,2,117,65098,9.337420382165606,0,0,0.0,5117,0,322,0,0.09951247490679667,9989,15,0,9.347322720694645,0,-1.0,0.6684720170687675,344,22719,0.0,220,2,1290,8796.0,4818,48589,23560.0,1,1865,0.0,50880,182,3,5.0,1,109,4.662807525325615,2542,797,8266,3207,15,69710,70,0.0,46740,4700,0,0,6644,6644
5,180008,0,5984,680,1,1,93653.02639264705,49295.64273880348,29.49823297329733,41350.01385882353,0.7243509456460263,3.0292393493333334E8,2,100000,UNIFORM,1,0,905,4066,32231,10,0,348,4972.0,0,5.0,14,4717,1,43977,0,301,563,48114,1789,0,461,43579,689.0,43977,0,14,1.3422265340771282,93090.0,10,1054,4344,21018,0.10204081632653061,0.0,48892.0,3193,1,0,0,6.516176470588236,73502,1.0,1.0,0,4245,29134,681.0,0.0,339.0,0,0,0.3044117647058823,2,119,62209,9.332386363636363,0,0,0.0,5620,685,322,0,0.10231023102310231,9842,7,0,9.358823529411765,515,-1.0,0.672649365348856,348,18861,0.0,240,2,1290,9441.0,5037,52366,24232.0,0,1751,0.0,41469,187,2,5.0,0,104,4.695588235294117,2632,1302,8177,3206,14,66640,70,0.0,48875,4847,0,0,6659,6659
6,180016,0,8016,909,0,11,73582.8364928493,36335.44464046906,18.43822963294539,35926.961440044004,0.641147616386395,3.117785381333333E8,2,100000,UNIFORM,1,0,775,2218,29060,10,0,348,3580.0,0,5.0,15,3377,3,38373,42024,204,422,35647,3391,0,327,39529,478.0,38407,0,14,1.3264698585958818,73225.0,10,887,3748,20572,0.10184873949579831,0.0,36076.0,4238,0,0,0,6.4983498349834985,46854,0.0,11.0,0,3222,26759,920.0,0.0,272.0,0,0,0.33773377337733773,2,114,83343,9.338697604790418,0,0,0.0,4201,0,322,0,0.10295434198746643,9398,14,0,9.333333333333334,0,-1.0,0.6598031919292152,277,22734,0.0,197,2,1290,7452.0,3736,37632,26051.0,2,1159,0.0,47720,159,11,5.0,8,138,4.662266226622663,2247,961,6304,3207,15,89250,70,0.0,36068,4619,0,0,6680,6680
7,180007,0,8543,933,2,5,72139.48648874598,34101.704606461426,16.323693345987557,35942.16727867095,0.6830843050024141,3.0968616906666666E8,2,100000,UNIFORM,1,0,699,2133,29065,10,0,348,3294.0,0,5.0,14,3112,0,37971,68844,139,406,33530,1304,0,303,40948,384.0,38068,0,14,1.3362883666471523,71829.0,10,902,2218,20838,0.09845926551287464,0.0,33874.0,4359,2,0,0,6.744908896034298,43700,2.0,5.0,0,3061,27164,938.0,0.0,228.0,0,0,0.3279742765273312,2,98,88465,9.333138241835421,0,0,0.0,3799,715,322,0,0.0991247495518296,8734,12,0,9.359056806002144,465,-1.0,0.6744166596972485,228,23479,0.0,163,2,1290,6905.0,3531,36181,25568.0,2,952,0.0,60986,139,7,5.0,5,149,4.672025723472669,2099,834,6404,3207,14,94760,70,0.0,33863,4680,0,0,6566,6566
8,180022,0,8376,950,1,3,71131.69063473683,34779.1552723257,18.341612754555197,36059.69293052632,0.7212792832568675,3.175277168E8,2,100000,UNIFORM,1,0,718,2119,29145,10,0,348,3317.0,0,5.0,14,3124,1,40015,43377,106,488,34154,1373,0,304,39792,429.0,40046,0,14,1.3447789665754333,70731.0,10,827,3108,20014,0.10186575166202017,0.0,34530.0,4437,1,0,0,6.676842105263158,43459,1.0,2.0,0,3100,27252,953.0,0.0,242.0,0,0,0.3294736842105263,2,108,86917,9.315425023877745,0,0,0.0,3899,987,322,0,0.1022508038585209,9089,8,0,9.358947368421052,426,-1.0,0.6670813635232645,237,23257,1.0,155,2,1290,7035.0,3575,35033,24700.0,1,1001,0.0,37901,146,4,5.0,2,148,4.670526315789473,2199,957,6302,3207,14,93260,70,0.0,34521,4604,0,0,6783,6783
9,180002,0,8130,877,1,2,73273.26362827822,36255.28880713407,17.260428523862373,36291.6661368301,0.7091212262763583,3.054395413333333E8,2,100000,UNIFORM,1,0,773,2191,29895,10,0,348,3761.0,0,5.0,15,3561,1,41609,0,121,495,35578,1184,0,344,41948,456.0,41609,0,14,1.3370184254606365,72909.0,10,868,2349,20222,0.09736871322304874,0.0,35998.0,4089,1,0,0,6.803876852907639,46085,1.0,2.0,0,3213,27802,879.0,0.0,262.0,0,0,0.33751425313568983,2,118,84103,9.340713407134071,0,0,0.0,4242,736,322,0,0.097669256381798,8489,11,0,9.307867730900798,438,-1.0,0.6670854271356784,263,20148,0.0,185,2,1290,7516.0,3713,37044,22930.0,1,1104,0.0,45186,161,3,5.0,1,125,4.66248574686431,2289,998,5757,3207,15,90070,70,0.0,35990,4534,0,0,6627,6627
