SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime,Before,After
0,180003,0,14726,1626,72,371,45101.68393542436,18156.57742360451,16.042046323310508,26560.294906519066,0.7576243758634629,2.0178882453333333E8,2,1000,UNIFORM,1,0,733,1454,20677,10,0,186,2196.0,0,5.0,8,2046,124,26053,26139,102,157,17565,931,0,227,23645,100.0,25629,25,8,2.264685021600361,44748.0,10,628,1613,8105,0.09943737769080235,0.0,17929.0,6442,72,0,0,20.714022140221402,39843,72.0,326.0,0,1922,18245,1997.0,0.0,60.0,2,2,1.038130381303813,2,80,129677,7.93283987505093,0,0,0.0,2537,656,162,0,0.1231914260196487,5754,7,25,7.907749077490775,230,-1.0,1.1213488941904701,252,11171,45.0,139,2,809,5094.0,2126,18421,13853.0,115,1051,0.0,22013,155,443,5.0,247,470,3.961869618696187,1846,519,5467,3034,8,163520,70,0.0026398122800156435,17920,5218,0,2540,207,207
1,179998,0,14518,1626,77,333,43531.91136408364,18704.972156150987,18.48043796061375,24208.853033825337,0.8117187087981362,2.3156077386666667E8,2,1000,UNIFORM,1,0,898,1239,18778,10,0,186,2048.0,0,5.0,8,1905,118,25113,23626,91,151,18091,1073,0,211,22275,100.0,24549,16,8,2.2840481804856285,43183.0,10,602,2023,8311,0.1007185332011893,0.0,18477.0,6474,77,0,0,20.51660516605166,39419,77.0,296.0,0,1988,16081,1959.0,0.0,59.0,2,2,1.018450184501845,2,73,127959,7.926367268218763,0,0,0.0,2419,570,162,0,0.12299142201280658,6442,6,16,7.923739237392374,222,-1.0,1.1443502644828245,261,10958,37.0,125,2,809,5005.0,2202,19238,14208.0,116,1410,0.0,20565,147,410,5.0,215,440,3.981549815498155,1903,504,4995,3033,8,161440,70,0.001791936286709806,18468,5231,0,1967,209,209
2,180064,0,14401,1716,97,380,44190.953864801864,18333.37114700368,19.689735567072436,25144.265933566432,0.6817864031450149,2.1877044533333334E8,2,1000,UNIFORM,1,0,863,1431,20095,10,0,186,2252.0,0,5.0,8,2102,102,25685,26710,93,137,17725,963,0,228,23460,94.0,25613,14,8,2.1316192633051356,43888.0,10,644,1630,8518,0.10647142768505305,0.0,18097.0,6973,97,0,0,17.498251748251747,46482,97.0,354.0,0,1896,17647,2096.0,0.0,60.0,1,1,0.9364801864801865,2,79,131024,8.133324074717034,0,0,0.0,2677,454,162,0,0.13215620103651923,5403,6,14,8.097902097902098,208,-1.0,1.0702724305601812,253,9306,26.0,120,2,809,5367.0,2103,18987,13450.0,99,1292,0.0,21689,155,477,5.0,278,447,4.063519813519814,1960,535,4598,3033,8,161170,70,0.0013878608438193931,18089,4894,0,1681,191,191
3,180067,0,14145,1557,81,317,45423.86827745665,19222.024298197244,18.80481453416149,25479.872260115608,0.8558370946563183,2.0527179626666668E8,2,1000,UNIFORM,1,0,864,1406,20024,10,0,186,2333.0,0,5.0,8,2177,90,24612,25511,110,148,18557,1053,0,239,23055,103.0,24475,15,8,2.2275284490474365,45089.0,10,637,1765,8344,0.09915934275888422,0.0,18982.0,6216,81,0,0,20.215157353885676,41997,81.0,283.0,0,1999,17321,1874.0,0.0,62.0,5,5,1.0077071290944124,2,76,125423,7.987910922587487,0,0,0.0,2705,542,162,0,0.12142857142857143,5613,6,15,7.985870263326911,212,-1.0,1.1118143459915613,274,10765,34.0,150,2,809,5347.0,2234,19883,14928.0,96,1388,0.0,21947,157,398,5.0,227,388,3.9922928709055876,1919,519,4983,3033,8,157020,70,0.0020755500207555004,18973,5165,0,1820,203,203
4,180075,0,13463,1464,95,301,48410.30062226776,20096.001697987074,27.57897415649677,27299.66342896175,0.7344122066004373,2.2626078826666668E8,2,1000,UNIFORM,1,0,808,1572,21042,10,0,186,2402.0,0,5.0,8,2227,82,27205,28890,125,157,19323,997,0,249,23030,118.0,27096,21,8,2.338610158928015,47964.0,10,678,1854,8395,0.09807730957325651,0.0,19806.0,5747,95,0,0,21.82445355191257,48364,95.0,260.0,0,2089,18050,1765.0,0.0,67.0,1,1,1.0744535519125684,2,86,117193,7.853747307435193,0,0,0.0,2829,699,162,0,0.12138615153690531,7456,6,21,7.826502732240437,231,-1.0,1.1672795263321907,326,10068,41.0,168,2,809,5569.0,2363,20980,13765.0,137,1293,0.0,20116,172,396,5.0,219,442,3.925546448087432,1969,550,5702,3034,8,149270,70,0.0024075289997811337,19796,5355,0,2941,217,217
5,180002,0,15045,1674,92,339,43228.895739546,17914.936354469926,14.400513819241981,24413.066330346475,0.7377705159078914,2.1837940106666666E8,2,1000,UNIFORM,1,0,725,1411,19304,10,0,186,2264.0,0,5.0,8,2123,105,25114,26041,111,147,17351,908,0,235,23436,97.0,24959,15,8,2.254593685300207,42850.0,10,643,1606,7973,0.10012560559842096,0.0,17680.0,6711,92,0,0,20.096774193548388,39124,92.0,305.0,0,1888,17002,2013.0,0.0,61.0,2,2,0.9910394265232975,2,71,133423,7.982253240279163,0,0,0.0,2643,476,162,0,0.1227405247813411,5200,6,15,7.962962962962963,201,-1.0,1.1262292960662525,245,9337,34.0,143,2,809,5166.0,2094,18681,11966.0,112,1020,0.0,22248,147,431,5.0,234,442,4.008960573476703,1801,524,4698,3033,8,167190,70,0.0016358737490377213,17671,5167,0,2208,207,207
6,179997,0,14127,1606,75,315,45366.78609589041,19108.31596729667,26.282795013334987,25808.901730386053,0.7095241943278724,2.4175503466666666E8,2,1000,UNIFORM,1,0,804,1530,19905,10,0,186,2246.0,0,5.0,8,2088,91,25707,25621,96,165,18383,1002,0,234,23248,109.0,25294,19,7,2.406688376753507,44880.0,10,626,1708,8367,0.10207843386512426,0.0,18826.0,6298,75,0,0,21.566002490660026,53186,75.0,277.0,0,2019,17201,1921.0,0.0,64.0,1,1,1.078455790784558,2,77,122568,7.791675514971332,0,0,0.0,2536,559,162,0,0.12379830056441109,6250,6,19,7.780199252801992,226,-1.0,1.1973321643286574,273,11748,38.0,143,2,809,5137.0,2252,19319,14502.0,112,1264,0.0,21704,153,390,5.0,224,424,3.9215442092154422,1891,522,5440,3034,8,157330,70,0.0020300446609825416,18812,5444,0,1802,226,226
7,179995,0,14639,1668,84,387,43033.24857613909,18312.223557551744,25.78893342472285,24116.813697841728,0.7356867029850697,1.9784711466666666E8,2,1000,UNIFORM,1,0,672,1482,18967,10,0,186,2292.0,0,5.0,8,2146,101,24815,26067,90,144,17747,919,0,232,23094,111.0,24766,22,8,2.0937668645439826,42701.0,10,628,1510,8174,0.10228736125590238,0.0,18077.0,6831,84,0,0,17.912470023980816,43374,84.0,351.0,0,1882,16907,2055.0,0.0,62.0,2,2,0.9046762589928058,2,77,133077,8.161008265591912,0,0,0.0,2685,500,162,0,0.1274883776373823,4959,7,22,8.158273381294965,222,-1.0,1.0404749055585536,247,10741,36.0,133,2,809,5145.0,2093,18829,13926.0,114,946,0.0,21677,154,471,5.0,286,405,4.095323741007194,1747,516,4721,3032,8,163070,70,0.0022750971656081147,18068,4690,0,1683,183,183
8,179998,0,15126,1680,74,351,42415.5057202381,17840.949509057253,17.320783993964366,24162.30733392857,0.7336671880171088,2.0301618773333332E8,2,1000,UNIFORM,1,0,781,1368,19258,10,0,186,2169.0,0,5.0,8,2032,90,24481,26381,82,145,17264,927,0,221,22834,98.0,24505,9,8,2.111855191619149,42072.0,10,614,1498,8541,0.09996429846483398,0.0,17617.0,6856,74,0,0,18.413690476190474,40835,74.0,324.0,0,1844,17066,2031.0,0.0,60.0,1,1,0.919047619047619,2,70,137001,8.154568293005422,0,0,0.0,2556,537,162,0,0.12216354245255644,4466,7,9,8.12797619047619,212,-1.0,1.045948813154754,230,10203,27.0,134,2,809,5039.0,2042,18114,12314.0,82,1086,0.0,21436,144,425,5.0,261,417,4.080952380952381,1793,513,4544,3032,8,168060,70,9.613535858488752E-4,17603,4753,0,1687,186,186
9,179995,0,14928,1668,89,355,41982.92830335731,18154.634271972136,15.0998411971831,23306.860744004796,0.6966016223490711,2.1475764906666666E8,2,1000,UNIFORM,1,0,843,1390,18204,10,0,186,2204.0,0,5.0,8,2065,95,24524,28565,88,142,17586,935,0,224,22880,101.0,24704,17,8,2.1504873551106427,41662.0,10,615,1554,8383,0.1005061460592914,0.0,17933.0,6773,89,0,0,18.76618705035971,35324,89.0,315.0,0,1885,15725,2023.0,0.0,60.0,0,0,0.9394484412470024,2,75,134535,8.105841371918542,0,0,0.0,2562,562,162,0,0.12394366197183099,4860,6,17,8.1121103117506,223,-1.0,1.0761986301369864,266,10706,40.0,139,2,809,5092.0,2089,18583,14475.0,102,1223,0.0,21354,149,444,5.0,260,409,4.060551558752998,1837,518,4709,3033,8,165960,70,0.001631791130735266,17926,5009,0,1804,191,191
