SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime,Before,After
0,180037,0,81,638,544,3329,89589.63203448277,44232.95443209877,38.167763719512195,45190.5752476489,0.7397239695950237,1.6174765173333332E8,2,1000,UNIFORM,1,0,480,2622,31773,10,0,346,4731.0,0,5.0,15,4490,288,56954,40294,128,647,42983,2143,0,431,32439,202.0,42877,127,14,1.287036867958293,89125.0,10,942,2931,33638,0.8873435326842837,0.0,43566.0,2983,544,0,0,0.7962382445141066,43853,544.0,3126.0,0,3976,30086,3967.0,0.0,124.0,4,4,0.32445141065830724,2,55,6682,9.222222222222221,0,0,0.0,4676,702,322,0,0.9823606271777003,8042,12,127,9.302507836990596,197,-1.0,0.6187024085605245,298,35257,203.0,110,2,1289,7805.0,4780,44323,21980.0,547,1282,0.0,32000,192,3873,5.0,3041,166,4.675548589341693,2070,804,12792,3186,15,7190,70,0.006037144568874142,43560,6121,0,3121,66,66
1,180043,0,88,863,505,3782,80998.92781807648,34706.34626136364,34.19913459335624,42540.113626882965,0.7066855930804539,1.3471728053333333E8,2,1000,UNIFORM,1,0,480,2258,31380,10,0,346,3813.0,0,5.0,14,3591,331,51616,35129,60,543,33921,1453,0,336,31851,149.0,37932,126,14,1.2741859367626238,80711.0,10,748,1941,31608,0.907465825446898,0.0,34399.0,4055,505,0,0,0.6882966396292005,29428,505.0,3595.0,0,3255,29807,4645.0,0.0,102.0,1,1,0.30127462340672073,2,43,8916,9.397727272727273,0,0,0.0,4002,443,322,0,0.9831996945399007,6601,12,126,9.373117033603709,181,-1.0,0.6117980179329873,233,31761,187.0,82,2,1289,6670.0,3863,38472,19994.0,459,983,0.0,31555,172,4287,5.0,3451,211,4.698725376593279,1805,598,10654,3186,14,9510,70,0.005098354074668808,34394,5667,0,2322,61,61
2,180025,0,72,680,500,3522,87800.649325,39912.10322222223,19.23263531629661,44907.335049999994,0.8126897772408956,1.56841504E8,2,1000,UNIFORM,1,0,548,2650,32713,10,0,346,3972.0,0,5.0,14,3729,304,51867,38541,96,467,38632,1991,0,390,32140,155.0,40224,142,14,1.3007780725022104,87410.0,10,900,2724,31607,0.9042553191489362,0.0,39669.0,3176,500,0,0,0.7676470588235295,40622,500.0,3304.0,0,3826,30669,4202.0,0.0,108.0,2,2,0.32941176470588235,2,50,6997,9.38888888888889,0,0,0.0,4441,654,322,0,0.9849183074989527,7227,12,142,9.295588235294117,234,-1.0,0.6213262599469496,270,31277,218.0,94,2,1289,7505.0,4493,42937,19656.0,525,1542,0.0,31766,187,4022,5.0,3218,170,4.670588235294118,2044,746,11524,3186,14,7520,70,0.006343612334801762,39662,6101,0,3196,69,69
3,180064,0,77,755,505,3517,84529.8102423841,46981.02981818182,32.79989287185826,42627.39724900662,0.6878954415981297,1.6605625013333333E8,2,1000,UNIFORM,1,0,511,2444,31439,10,0,346,4314.0,0,5.0,14,4073,304,52981,35347,116,610,45904,1902,0,392,31969,189.0,38229,132,14,1.271216332790185,83962.0,10,860,2530,32558,0.9074519230769231,0.0,46739.0,3556,505,0,0,0.6463576158940397,37625,505.0,3314.0,0,3711,29588,4272.0,0.0,115.0,2,2,0.2900662251655629,2,53,7831,9.571428571428571,0,0,0.0,4382,676,322,0,0.9841367943963741,6794,12,132,9.396026490066225,217,-1.0,0.6123071024633375,281,30404,203.0,95,2,1289,7291.0,4381,41855,19987.0,505,1252,0.0,31683,187,4022,5.0,3213,172,4.709933774834437,1935,730,10441,3186,14,8320,70,0.005823554976097349,46733,5783,0,5091,61,61
4,180035,0,51,698,515,3559,89171.85129512894,48771.44376470588,20.61413103877255,46161.09728796562,0.748647085593,1.8126454346666667E8,2,1000,UNIFORM,1,0,496,2965,32249,10,0,346,4660.0,0,5.0,15,4406,310,56975,35814,100,534,46160,1909,0,396,31684,178.0,38804,119,14,1.307756916131516,88723.0,10,892,2556,32120,0.931909212283044,0.0,48370.0,3254,515,0,0,0.7292263610315186,44497,515.0,3359.0,0,3726,30223,4257.0,0.0,113.0,2,2,0.33810888252148996,2,46,6981,9.313725490196079,0,0,0.0,4540,571,322,0,0.9894256686709517,7812,12,119,9.320916905444125,198,-1.0,0.6309121769409789,274,35237,200.0,102,2,1289,7560.0,4393,42981,20414.0,488,1315,0.0,31355,183,4074,5.0,3249,184,4.66189111747851,2012,724,13237,3186,15,7490,70,0.005259268918155344,48363,6262,0,2836,68,68
5,180015,0,68,659,536,3372,90542.92207738999,49445.00405882353,23.867430636461705,45885.1807723824,0.7206821615766105,1.6301823946666667E8,2,1000,UNIFORM,1,0,559,2662,32570,10,0,346,4572.0,0,5.0,14,4316,297,53350,39174,99,658,48132,1896,0,414,32154,175.0,41061,130,14,1.2918607590365796,89965.0,10,923,2587,32482,0.90646492434663,0.0,49216.0,3053,536,0,0,0.7496206373292867,48172,536.0,3156.0,0,3929,30227,4031.0,0.0,117.0,1,1,0.36722306525037934,2,50,6776,9.558823529411764,0,0,0.0,4677,650,322,0,0.9853290183387271,7359,12,130,9.295902883156298,213,-1.0,0.6177261812338636,270,30012,216.0,113,2,1289,7851.0,4647,44471,20370.0,563,1647,0.0,31784,189,3908,5.0,3075,191,4.632776934749621,2124,757,12684,3186,14,7270,70,0.005971918307804522,49207,6102,0,3488,68,68
6,180042,0,98,836,524,3710,80258.27991267941,36259.721306122454,18.444295665634677,42414.14118181818,0.7876009708706847,1.741033872E8,2,1000,UNIFORM,1,0,558,2278,30845,10,0,346,3863.0,0,5.0,15,3631,304,51747,36085,72,491,34855,1663,0,352,31832,154.0,38376,141,14,1.3322382205534788,79898.0,10,833,2187,31953,0.8950749464668094,0.0,35969.0,3902,524,0,0,0.7834928229665071,39538,524.0,3485.0,0,3365,28761,4546.0,0.0,103.0,1,1,0.33253588516746413,2,43,8685,9.295918367346939,0,0,0.0,3893,536,322,0,0.9810371517027864,7670,12,141,9.299043062200957,202,-1.0,0.6420657402906519,240,30254,225.0,89,2,1289,6756.0,3993,37825,20148.0,546,1443,0.0,31528,167,4234,5.0,3406,207,4.667464114832536,1918,690,11018,3186,15,9340,70,0.0058056339179852,35965,6719,0,2369,75,75
7,180025,0,121,956,518,4076,76968.36915167364,32214.004991735535,26.790856286369245,43285.890777196655,0.6296191280660147,1.5773141973333332E8,2,1000,UNIFORM,1,0,403,1899,31943,10,0,346,3392.0,0,5.0,14,3189,320,56443,35083,52,517,31511,1436,0,304,32269,124.0,39011,139,14,1.2502671379253658,76624.0,10,773,1881,31939,0.8876508820798514,0.0,31938.0,4492,518,0,0,0.6673640167364017,27878,518.0,3853.0,0,2876,30392,5032.0,0.0,90.0,3,3,0.301255230125523,2,38,10132,9.40495867768595,0,0,0.0,3510,417,322,0,0.9786633750661259,5747,12,139,9.407949790794978,184,-1.0,0.6031644919346553,225,33878,223.0,67,2,1289,6150.0,3388,33629,20193.0,478,625,0.0,31891,157,4594,5.0,3756,233,4.698744769874477,1765,641,10756,3186,14,10770,70,0.005288443633384232,31932,5429,0,1944,57,57
8,180041,0,106,943,499,3868,77388.57857794272,36182.88417924529,18.845389771048744,42746.52605302227,0.7254304585128438,1.5855405226666668E8,2,1000,UNIFORM,1,0,426,1900,31917,10,0,346,3654.0,0,5.0,14,3430,318,53853,35508,50,563,35022,1495,0,318,32789,137.0,39172,120,14,1.2637265494548668,77085.0,10,808,1958,32675,0.8989513822688274,0.0,35913.0,4450,499,0,0,0.6818663838812301,29416,499.0,3674.0,0,2981,30308,4811.0,0.0,91.0,5,5,0.28101802757158006,2,40,9845,9.424528301886792,0,0,0.0,3706,439,322,0,0.9804283604135894,6309,12,120,9.38069989395546,181,-1.0,0.6093703958353797,218,33680,194.0,69,2,1289,6460.0,3565,34630,19694.0,480,733,0.0,32462,163,4367,5.0,3550,214,4.71898197242842,1836,667,10282,3185,14,10490,70,0.0048543689320388345,35901,5635,0,1603,60,60
9,180031,0,111,955,511,3865,75278.15351623036,34906.8908018018,20.059006431459025,40067.441702617805,0.7016503637181931,1.430412416E8,2,1000,UNIFORM,1,0,427,2097,29499,10,0,346,3818.0,0,5.0,14,3582,337,51710,35539,57,531,34139,1536,0,342,31916,132.0,38375,100,14,1.2293665822677078,74876.0,10,821,2014,31850,0.8958724202626641,0.0,34611.0,4527,511,0,0,0.6031413612565445,33516,511.0,3711.0,0,3031,27832,4820.0,0.0,97.0,2,2,0.25968586387434556,2,45,10084,9.441441441441441,0,0,0.0,3913,384,322,0,0.9796030871003307,4927,12,100,9.461780104712043,181,-1.0,0.594799889359348,224,33974,154.0,85,2,1289,6737.0,3579,35125,20735.0,343,673,0.0,31586,178,4376,5.0,3528,208,4.740314136125654,1887,694,10058,3185,14,10660,70,0.0039511911679256245,34607,4932,0,2384,53,53
