SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime,Before,After
0,181883,0,340,42,0,0,3263173.9997619046,661881.7096294118,12.45632722513089,1917343.6635238095,0.8295076726685697,2.7224242773333335E8,2,100000,UNIFORM,1,0,4776,7528,1530274,10,0,348,16929.0,0,5.0,29,16602,0,1294727,0,678,15532,660549,0,0,1589,1333935,10443.0,1294727,0,28,3.645385587863464,3262773.0,10,1459,0,495669,0.1099476439790576,0.0,661345.0,150,0,0,0,33.214285714285715,181360,0.0,0.0,0,97184,1526304,42.0,0.0,2437.0,0,0,1.4285714285714286,11,131,2425,6.314705882352941,0,0,0.0,20839,0,322,0,0.1099476439790576,8255,0,0,6.619047619047619,0,-1.0,1.8103666245259165,1224,506516,0.0,91,11,1290,26337.0,106730,1346272,272181.0,0,32199,0.0,1464626,278,0,5.0,0,31,3.5714285714285716,3895,0,386049,3220,29,3820,0,0.0,661336,1362,0,0,36566,36566
1,182900,0,461,55,0,0,2695520.661309091,470016.6533340564,66.1943953488372,2094062.7569636365,0.8199796268085003,2.4251132106666666E8,2,100000,UNIFORM,1,0,4454,7809,1520726,10,0,348,20222.0,0,5.0,29,19888,0,1905854,0,109,16279,468287,0,0,1765,1790758,9124.0,1905854,0,28,3.6514285714285712,2694117.0,10,1907,0,544845,0.1065891472868217,0.0,469333.0,178,0,0,0,35.10909090909091,286956,0.0,0.0,0,53589,1517274,55.0,0.0,2276.0,0,0,1.7636363636363637,11,113,3229,6.2299349240780915,0,0,0.0,19999,0,322,0,0.1065891472868217,9854,0,0,6.490909090909091,0,-1.0,1.8044444444444445,1047,640561,0.0,169,11,1290,26501.0,67045,601566,274181.0,0,24942,0.0,1387923,243,0,5.0,0,48,3.2363636363636363,4461,0,571669,3225,29,5160,0,0.0,469249,1344,0,0,36531,36531
2,180597,0,388,38,0,0,3075948.7735,628210.7025953609,12.832133802816902,2541013.4295,0.6299341302125556,2.2702388373333332E8,2,100000,UNIFORM,1,0,3614,7234,1856808,10,0,347,16973.0,0,5.0,29,16635,0,2867248,0,4627,21622,626919,0,0,1663,2397748,8427.0,2867248,0,28,3.606443461781428,3074216.0,10,2015,0,595839,0.0892018779342723,0.0,627855.0,116,0,0,0,41.6578947368421,145700,0.0,0.0,0,74458,1853598,38.0,0.0,1800.0,0,0,1.9473684210526316,11,171,2677,6.286082474226804,0,0,0.0,15615,0,322,0,0.0892018779342723,11801,0,0,6.2631578947368425,0,-1.0,1.784586228679722,1314,730635,0.0,224,11,1290,23091.0,85460,534931,324953.0,0,26147,0.0,1458749,280,0,5.0,0,35,3.0526315789473686,5319,0,682316,3227,29,4260,0,0.0,627846,1349,0,0,36455,36455
3,183257,0,241,25,0,0,2425032.85756,1266285.1269377593,27.91893984962406,1558238.94756,0.8990124577752664,2.345202336E8,2,100000,UNIFORM,1,0,5431,19638,1284823,10,0,348,27257.0,0,5.0,29,26915,0,1796986,0,129,21347,1264066,0,0,2276,1672893,11253.0,1796986,0,28,3.6264264264264265,2424284.0,10,2154,0,413397,0.09398496240601503,0.0,1265453.0,85,0,0,0,40.08,143972,0.0,0.0,0,175716,1269383,25.0,0.0,2788.0,0,0,1.6,11,129,1658,6.16597510373444,0,0,0.0,23764,0,322,0,0.09398496240601503,4719,0,0,6.88,0,-1.0,1.8138138138138138,1225,346315,0.0,856,11,1290,32098.0,183452,866398,258437.0,0,39777,0.0,1528117,273,0,5.0,0,18,3.4,6025,0,271188,3223,29,2660,0,0.0,1265444,1289,0,0,36582,36582
4,183286,0,505,51,0,1,2940827.1765490198,417524.62206336635,11.18083842010772,2225738.3260980393,0.5446455713917955,2.4542348586666667E8,2,100000,UNIFORM,1,0,3118,7727,1614355,10,0,348,17003.0,0,5.0,29,16679,0,2131813,0,1747,14122,416381,2181,0,1599,1911886,4710.0,2131813,0,28,3.6698717948717947,2940108.0,10,1825,10468,576555,0.09172661870503597,0.0,417090.0,156,0,0,0,39.294117647058826,106609,0.0,1.0,0,48779,1611805,52.0,0.0,1511.0,0,0,1.9411764705882353,11,142,3556,6.417821782178218,0,0,0.0,16920,0,322,0,0.0933572710951526,11102,30,0,6.176470588235294,0,-1.0,1.837179487179487,1478,650205,0.0,329,11,1290,23991.0,61211,715584,286661.0,0,19343,0.0,1377777,294,1,5.0,1,47,3.0588235294117645,5104,1691,610004,3227,29,5560,70,0.0,417077,1369,0,0,36690,36690
5,181319,0,582,39,1,0,2931001.8148974357,421486.81074226805,19.703284565916398,2401093.6514615384,0.5073114746656001,2.5700462613333333E8,2,100000,UNIFORM,1,0,3228,4461,1870878,10,0,348,16943.0,0,5.0,29,16599,0,2364852,0,125,12821,419693,53,0,1675,2064318,4266.0,2364852,0,28,3.6851738865161683,2930326.0,10,1726,0,471099,0.06280193236714976,0.0,420891.0,114,1,0,0,58.56410256410256,130515,1.0,0.0,0,47629,1866744,39.0,0.0,1537.0,0,0,2.076923076923077,11,133,3926,6.347079037800687,0,0,0.0,15984,481,322,0,0.06430868167202572,7269,0,0,5.948717948717949,478,-1.0,1.825503355704698,1128,596412,0.0,178,11,1290,22984.0,60117,529549,251349.0,0,19813,0.0,1350548,272,1,5.0,0,34,2.923076923076923,5135,0,529716,3229,29,6210,70,0.0,420876,1156,0,0,36697,36697
6,182905,0,709,63,0,2,2395853.1233809525,295646.3522016925,10.424476744186046,2068886.7789206349,0.6363369927053536,2.639952816E8,2,100000,UNIFORM,1,0,4256,6468,1497292,10,0,348,21344.0,0,5.0,29,21020,0,1836640,906068,103,17362,294097,3587,0,1762,1786436,7223.0,1752042,0,28,3.6638709677419357,2395229.0,10,1918,5680,597021,0.08160621761658031,0.0,294968.0,208,0,0,0,44.84126984126984,160387,0.0,2.0,0,23484,1494150,65.0,0.0,2039.0,0,0,1.6984126984126984,11,109,4895,6.322990126939351,0,0,0.0,22713,0,322,0,0.08397932816537468,12441,30,0,6.5396825396825395,0,-1.0,1.8,1025,638099,0.0,372,11,1290,29492.0,36458,326945,294700.0,0,17836,0.0,2543088,248,2,5.0,2,55,3.3015873015873014,4715,1588,570762,3224,29,7720,70,0.0,294867,1316,0,0,36666,36666
7,181650,0,611,70,0,1,2308671.0152285714,324448.3280572832,42.45849120234604,1974980.3150142857,0.7648284863493966,2.4946547093333334E8,2,100000,UNIFORM,1,0,4467,3412,1461280,10,0,347,21446.0,0,5.0,29,21147,0,1805414,0,107,17416,323047,3058,0,1807,1740570,8666.0,1805414,0,28,3.5862745098039217,2307708.0,10,1982,4455,574415,0.1027900146842878,0.0,323909.0,216,0,0,0,35.042857142857144,115552,0.0,1.0,0,27233,1458191,71.0,0.0,2230.0,0,0,1.9142857142857144,11,111,4357,6.414075286415712,0,0,0.0,22132,0,322,0,0.10410557184750734,9551,30,0,6.257142857142857,0,-1.0,1.7640522875816993,1062,552867,0.0,279,11,1290,28549.0,40662,333025,377595.0,0,20640,0.0,1351505,228,1,5.0,1,63,3.085714285714286,4302,2276,513214,3227,29,6810,70,0.0,323873,1304,0,0,36607,36607
8,180498,0,568,72,0,1,2370126.1449583336,330398.7130052817,26.450716068642745,2009823.1092083333,0.7258352568301003,2.558907264E8,2,100000,UNIFORM,1,0,4429,8307,1339965,10,0,348,20227.0,0,5.0,29,19937,0,2093717,0,99,17167,329000,3730,0,1646,2062633,9426.0,2093717,0,28,3.6664451827242526,2369843.0,10,2259,5127,675037,0.1125,0.0,329859.0,224,0,0,0,33.05555555555556,163053,0.0,1.0,0,27457,1336789,73.0,0.0,2167.0,0,0,1.8888888888888888,11,105,4020,6.288732394366197,0,0,0.0,20616,0,322,0,0.11388455538221529,14893,29,0,6.222222222222222,0,-1.0,1.7920265780730897,953,752446,0.0,179,11,1290,27529.0,42610,360537,366553.0,0,21077,0.0,1813962,233,1,5.0,1,62,3.111111111111111,4521,2387,668990,3227,29,6400,70,0.0,329830,1280,0,0,36822,36822
9,182908,0,485,55,0,0,2296743.1748909093,493288.8761670103,11.497101851851852,1902003.3319454547,0.8483128131391954,2.4451956906666666E8,2,100000,UNIFORM,1,0,4703,9182,1406721,10,0,348,19614.0,0,5.0,29,19293,0,1714360,0,116,21399,491852,0,0,1658,1653359,10278.0,1714360,0,28,3.6290839205637413,2295869.0,10,2446,0,588800,0.10185185185185185,0.0,492834.0,184,0,0,0,37.21818181818182,70022,0.0,0.0,0,52619,1401561,55.0,0.0,2403.0,0,0,1.6545454545454545,11,122,3353,6.2082474226804125,0,0,0.0,20220,0,322,0,0.10185185185185185,10659,0,0,6.218181818181818,0,-1.0,1.7905188981422164,1158,551098,0.0,205,11,1290,28044.0,64294,394813,326908.0,0,28949,0.0,1496500,241,0,5.0,0,47,3.3454545454545452,5234,0,493900,3224,29,5400,0,0.0,492824,1356,0,0,36791,36791
