SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,avgWriteTxDuration,gMUClusteredGetCommandWaitingTime,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,remoteUpdateTxPrepareServiceTime,localUpdateTxLocalServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,readOnlyTxTotalResponseTime,remoteUpdateTxRollbackServiceTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgClusteredGetCommandReplySize,avgReadOnlyTxDuration,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,avgCommitCommandSize,switchCoolDownTime,lockContentionProbability,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,avgLocalRemoteAbortLockHoldTime,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,299997,0,73571,3824,0,10,9548.157350418409,3573.5454300063884,9590.006632583681,1.0117185453136102,5786.041252615062,0.9687366259915768,7.23416556521739E7,1,5000,UNIFORM,1,7.153752031522511,5.572575647567986,2,0,9517,0,66,0,0,0,0.0,40,false,0,0,1,0,10,472,4132,0,0,0,0,0,60,3184,5.0,0,316,0,0,1,0,0,10,0,SAFE,0,0,0,0,0,5809,9,0,2857,0,1,3845,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4531,112031,0,5.0,71,-1.0,0,1289,1.2919062076093276E-4,0,77395,1000,3550,42,0,true,39,0,0,5.0,0,3548,0,10,10,19062,0.0,19120,0,0,0,true,0.0,3000,0,0,0,0,0,true,9518,0.0,0,4922,0,0,7370,257.98333333333335,0,5789,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},349,0,2PC,10,0.0,0.0,15884,0,605,56,3778,0,0,0,3491,2951,0,25,0,5075,77395000,0,0,0,3834,0,0,0,631,0,5.2164840897235264E-5,5.0,4658,2PC__ TO__ PB,0,0,10,373.73,0.0494088765424123,1123,0.0,0,0,0.049531683999741616,5020,5020
1,299999,0,75460,3971,0,10,9751.399175774364,3455.2655447654383,9785.338544195418,1.1702096020946362,6102.98925459582,0.9684195869420972,6.706122156521739E7,1,5000,UNIFORM,1,7.013732216361828,5.6335621278684815,2,0,9716,0,69,0,0,0,0.0,39,false,0,0,2,0,10,523,4067,0,0,0,0,0,62,3086,5.0,0,326,0,0,1,0,0,10,0,SAFE,0,0,0,0,0,6041,9,0,2857,0,2,3746,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4572,113922,0,5.0,71,-1.0,0,661,1.2587958359033748E-4,0,79431,1000,3431,38,0,true,35,0,0,5.0,0,3430,0,10,10,14679,0.0,19855,0,0,0,true,0.0,2878,0,0,0,0,0,true,9717,0.0,0,5143,0,0,7566,264.77,0,6022,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},318,0,2PC,10,0.0,0.0,13356,0,629,61,3662,0,0,0,3374,2828,0,25,0,5332,79431000,0,0,0,3981,0,0,0,689,0,1.004772670183371E-4,5.0,4718,2PC__ TO__ PB,0,0,10,380.0366666666667,0.04999307575128099,549,0.0,0,0,0.05011266222731335,5020,5020
2,299996,0,72761,3840,0,12,9970.68697421875,3590.4354401258915,10003.942094791668,1.057942607651443,6165.109651041667,0.9812947027340105,5.653425808695652E7,1,5000,UNIFORM,1,6.242999321264016,5.264632712463942,2,0,9935,0,65,0,0,0,0.0,36,false,0,0,2,0,10,634,4239,0,0,0,0,0,54,3245,5.0,0,369,0,0,1,0,0,12,0,SAFE,0,0,0,0,0,6061,9,0,2857,0,2,3886,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4526,111221,0,5.0,71,-1.0,0,643,1.5663138109720283E-4,0,76601,1000,3566,34,0,true,31,0,0,5.0,0,3565,0,10,10,7716,0.0,19200,0,0,0,true,0.0,3029,0,0,0,0,0,true,9937,0.0,0,5075,0,0,7877,255.33666666666667,0,6057,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},332,0,2PC,12,0.0,0.0,10538,0,598,52,3819,0,0,0,3510,2980,0,24,0,5278,76601000,0,0,0,3852,0,0,0,802,0,1.0384215991692627E-4,5.0,4678,2PC__ TO__ PB,0,0,12,371.03333333333336,0.05012989386561533,532,0.0,0,0,0.05027867333220211,5020,5020
3,299995,0,71432,3787,0,13,9829.427612358068,3671.1020406120506,9885.238052812252,1.027939892598894,5990.213462899393,0.9688835204101428,7.761911617391305E7,1,5000,UNIFORM,1,6.163728027966823,5.081107600489154,2,0,9798,0,67,0,0,0,0.0,35,false,0,0,0,0,10,589,4247,0,0,0,0,0,53,3291,5.0,0,352,0,0,1,0,0,13,0,SAFE,0,0,0,0,0,6077,9,0,2857,0,0,3960,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4593,109892,0,5.0,71,-1.0,0,838,1.7279880901743938E-4,0,75219,1000,3649,40,0,true,37,0,0,5.0,0,3648,0,10,10,13275,0.0,18935,0,0,0,true,0.0,3114,0,0,0,0,0,true,9800,0.0,0,4964,0,0,6423,250.73,0,6063,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},355,0,2PC,13,0.0,0.0,16157,0,578,50,3855,0,0,0,3592,3066,0,23,0,5163,75219000,0,0,0,3800,0,0,0,748,0,0.0,5.0,4744,2PC__ TO__ PB,0,0,13,366.60333333333335,0.05034632207288052,714,0.0,0,0,0.05051042109740536,5020,5020
4,299996,0,72326,3926,0,5,9793.648246561386,3610.7946010563287,9807.8926569027,1.0366706925265878,6036.949773815588,0.9807023566236128,7.539450573913044E7,1,5000,UNIFORM,1,6.11751555922735,5.020106809866635,2,0,9762,0,67,0,0,0,0.0,37,false,0,0,0,0,10,575,4195,0,0,0,0,0,56,3202,5.0,0,368,0,0,1,0,0,5,0,SAFE,0,0,0,0,0,5981,9,0,2857,0,0,3906,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4570,110788,0,5.0,71,-1.0,0,765,6.55677511572708E-5,0,76252,1000,3588,38,0,true,35,0,0,5.0,0,3587,0,10,10,7851,0.0,19630,0,0,0,true,0.0,3037,0,0,0,0,0,true,9763,0.0,0,4998,0,0,7284,254.17333333333335,0,5977,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},354,0,2PC,5,0.0,0.0,11018,0,597,55,3774,0,0,0,3530,2988,0,23,0,5206,76252000,0,0,0,3931,0,0,0,748,0,0.0,5.0,4710,2PC__ TO__ PB,0,0,5,369.5833333333333,0.05148717410690867,630,0.0,0,0,0.051549365959846306,5020,5020
5,299995,0,72082,3801,0,9,9668.137818995001,3644.963531311562,9707.743825572219,1.0321007616086018,5915.111737437516,0.9616478068912733,6.951765356521739E7,1,5000,UNIFORM,1,6.353246086544036,5.0249177778949035,2,0,9634,0,64,0,0,0,0.0,36,false,0,0,0,0,10,574,4182,0,0,0,0,0,56,3201,5.0,0,362,0,0,1,0,0,9,0,SAFE,0,0,0,0,0,5794,9,0,2857,0,0,3925,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4523,110544,0,5.0,71,-1.0,0,1055,1.1858957465872555E-4,0,75883,1000,3623,36,0,true,33,0,0,5.0,0,3621,0,10,10,21938,0.0,19005,0,0,0,true,0.0,3061,0,0,0,0,0,true,9637,0.0,0,4875,0,0,7427,252.94333333333333,0,5743,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},356,0,2PC,9,0.0,0.0,16599,0,592,51,3768,0,0,0,3566,3013,0,23,0,5083,75883000,0,0,0,3810,0,0,0,750,0,0.0,5.0,4649,2PC__ TO__ PB,0,0,9,368.77,0.0500902705480806,934,0.0,0,0,0.05020291993886049,5020,5020
6,300008,0,74467,3913,0,9,9672.088586250959,3513.3537402876445,9708.13803475594,0.9381113166388142,6023.311248658318,0.970262363098023,1.0698641843478261E8,1,5000,UNIFORM,1,6.7064734592863795,4.898125285435456,2,0,9634,0,63,0,0,0,0.0,36,false,0,0,3,0,10,595,4124,0,0,0,0,0,56,3118,5.0,0,378,0,0,1,0,0,9,0,SAFE,0,0,0,0,0,5961,9,0,2857,0,3,3799,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4627,112927,0,5.0,71,-1.0,0,926,1.1481202719769356E-4,0,78380,1000,3492,36,0,true,33,0,0,5.0,0,3491,0,10,10,23263,0.0,19565,0,0,0,true,0.0,2962,0,0,0,0,0,true,9636,0.0,0,4949,0,0,6788,261.26666666666665,0,5920,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},420,0,2PC,9,0.0,0.0,15542,0,600,56,3663,0,0,0,3434,2913,0,23,0,5159,78380000,0,0,0,3922,0,0,0,776,0,1.5298317185109638E-4,5.0,4764,2PC__ TO__ PB,0,0,9,376.72333333333336,0.049923449859658076,792,0.0,0,0,0.05003253007437268,5020,5020
7,300009,0,74036,3915,0,11,9646.964696807152,3535.2407331163217,9686.231664367815,1.1479064415997535,5881.611543039591,0.9604082247631469,1.2179851513043478E8,1,5000,UNIFORM,1,6.030841602319079,4.780132320874272,2,0,9616,0,65,0,0,0,0.0,36,false,0,0,0,0,10,570,4177,0,0,0,0,0,55,3210,5.0,0,356,0,0,1,0,0,11,0,SAFE,0,0,0,0,0,5885,9,0,2857,0,0,3821,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4557,112496,0,5.0,71,-1.0,0,735,1.4109437931299863E-4,0,77951,1000,3513,36,0,true,34,0,0,5.0,0,3512,0,10,10,10001,0.0,19575,0,0,0,true,0.0,2986,0,0,0,0,0,true,9617,0.0,0,4857,0,0,6322,259.83666666666664,0,5864,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},352,0,2PC,11,0.0,0.0,13815,0,585,48,3780,0,0,0,3458,2937,0,23,0,5053,77951000,0,0,0,3926,0,0,0,748,0,0.0,5.0,4693,2PC__ TO__ PB,0,0,11,375.27666666666664,0.05022385857782453,603,0.0,0,0,0.050357866652984785,5020,5020
8,299998,0,69601,3666,0,8,10059.586782869614,3773.577196089137,10088.208516093835,1.0787810440122825,6139.231966721221,0.9827745196855756,8.400248486956522E7,1,5000,UNIFORM,1,6.634148495394063,5.069026789491642,2,0,10021,0,63,0,0,0,0.0,36,false,0,0,1,0,10,625,4311,0,0,0,0,0,54,3348,5.0,0,363,0,0,1,0,0,8,0,SAFE,0,0,0,0,0,6189,9,0,2857,0,1,4066,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4591,108061,0,5.0,71,-1.0,0,930,1.0917775503241215E-4,0,73267,1000,3751,37,0,true,34,0,0,5.0,0,3750,0,10,10,9483,0.0,18330,0,0,0,true,0.0,3190,0,0,0,0,0,true,10023,0.0,0,5064,0,0,7249,244.22333333333333,0,6187,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},392,0,2PC,8,0.0,0.0,12980,0,573,48,3934,0,0,0,3695,3142,0,23,0,5265,73267000,0,0,0,3674,0,0,0,787,0,5.443658138268917E-5,5.0,4743,2PC__ TO__ PB,0,0,8,360.49666666666667,0.050036169080213466,785,0.0,0,0,0.050139883998635275,5020,5020
9,299996,0,73333,3817,0,9,9631.0837055279,3582.1307994218155,9671.671211422583,1.0528647468214987,5881.106190987686,0.9820785515752423,6.627773460869565E7,1,5000,UNIFORM,1,6.89814549177672,5.5254723233841805,2,0,9594,0,67,0,0,0,0.0,39,false,0,0,0,0,10,481,4166,0,0,0,0,0,60,3177,5.0,0,330,0,0,1,0,0,9,0,SAFE,0,0,0,0,0,5886,9,0,2857,0,0,3858,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4579,111793,0,5.0,71,-1.0,0,697,1.1664225819411863E-4,0,77150,1000,3558,37,0,true,35,0,0,5.0,0,3557,0,10,10,10117,0.0,19085,0,0,0,true,0.0,2989,0,0,0,0,0,true,9596,0.0,0,4950,0,0,7284,257.1666666666667,0,5875,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},349,0,2PC,9,0.0,0.0,17096,0,632,53,3767,0,0,0,3498,2939,0,25,0,5144,77150000,0,0,0,3826,0,0,0,651,0,0.0,5.0,4710,2PC__ TO__ PB,0,0,9,372.93333333333334,0.0494750486066105,578,0.0,0,0,0.04958591998341088,5020,5020
