SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,numRemoteRemoteLockContentions,avgNumNodesCommit,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgClusteredGetCommandReplySize,avgReadOnlyTxDuration,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179996,0,12123,627,0,2,21265.806451355664,13722.176781324755,21375.426893141943,7.296510664993726,7121.6651802232855,0.9953526198836988,3.3479254933333334E7,1,1000,UNIFORM,1,25.279053952321203,23.164895859473024,1,0,0,21177,121,0,0,0,0.0,84,false,0,0,0,10,0,919,13795,0,0,0,0,106,0,12346,512,5.0,0,0,0,1,0,0,2,0,SAFE,0,0,0,0,0,6864,9,0,2853,0,0,14016,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4771,18601,0,5.0,71,-1.0,0,1.5683814303638644E-4,1446,0,12750,5000,45,13643,0,true,43,0,0,5.0,0,13640,0,10,10,19296,0.0,3135,0,0,0,0.0,12051,0,0,0,0,0,true,21182,0.0,5554,0,0,0,29141,70.83333333333333,0,71,6829,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},537,0,2PC,2,0.0,0.0,34170,83,882,0,0,14183,0,0,13499,11920,0,77,0,5795,63750000,0,0,0,629,0,0,1138,0,0,0.0,5.0,4975,2PC__ TO__ PB,0,0,2,103.45,0.049176470588235294,1200,0.0,0,0,0.049325595984943536,1020,1020
1,180003,0,12525,689,0,0,20612.988914368652,13220.548743313375,20612.988914368652,6.581839564098683,7121.31987808418,0.9957087423158704,3.4279004266666666E7,1,1000,UNIFORM,1,21.575309595883155,20.130939306795824,1,0,0,20528,103,0,0,0,0.0,78,false,0,0,0,10,0,874,13153,0,0,0,0,99,0,11715,496,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,6794,9,0,2853,0,0,13536,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5108,19003,0,5.0,0,-1.0,0,0.0,0,0,13214,5000,45,13154,0,true,42,0,0,5.0,0,13151,0,10,0,0,0.0,3445,0,0,0,0.0,11544,0,0,0,0,0,true,20532,0.0,5560,0,0,0,21416,73.41111111111111,0,71,6794,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,75,893,0,0,13500,0,0,13022,11425,0,69,0,5873,66070000,0,0,0,689,0,0,1095,0,0,0.0,5.0,5280,2PC__ TO__ PB,0,0,0,105.68333333333334,0.0521416679279552,0,0.0,0,0,0.0521416679279552,1020,1020
2,180000,0,12512,653,0,5,20352.029150076567,13299.618158328007,20547.10588820827,5.196289217919515,6904.588508422665,0.9955778173597222,3.378865493333333E7,1,1000,UNIFORM,1,18.15581670463174,16.329406226271832,1,0,0,20265,87,0,0,0,0.0,69,false,0,0,0,10,0,916,13358,0,0,0,0,82,0,11979,509,5.0,0,0,0,1,0,0,5,0,SAFE,0,0,0,0,0,7117,9,0,2853,0,0,13597,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5120,18990,0,5.0,71,-1.0,0,3.7965072133637056E-4,980,0,13165,5000,39,13242,0,true,36,0,0,5.0,0,13239,0,10,10,0,0.0,3265,0,0,0,0.0,11729,0,0,0,0,0,true,20268,0.0,5328,0,0,0,18028,73.13888888888889,0,71,7117,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},404,0,2PC,5,0.0,0.0,25330,75,829,0,0,13457,0,0,13142,11638,0,60,0,5613,65825000,0,0,0,658,0,0,1146,0,0,0.0,5.0,5318,2PC__ TO__ PB,0,0,5,105.61111111111111,0.049601215343714394,838,0.0,0,0,0.04996203492786636,1020,1020
3,180008,0,12562,654,0,1,20223.609541284404,13260.169856790319,20278.29920183486,5.013417492623137,6871.781310397553,0.9960330768431866,3.35707728E7,1,1000,UNIFORM,1,17.321688355905273,15.80893137625785,1,0,0,20146,91,0,0,0,0.0,71,false,0,0,0,10,0,930,13161,0,0,0,0,87,0,11749,531,5.0,0,0,0,1,0,0,1,0,SAFE,0,0,0,0,0,7087,9,0,2853,0,0,13547,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5109,19040,0,5.0,71,-1.0,0,7.566013467503972E-5,1828,0,13216,5000,42,13203,0,true,40,0,0,5.0,0,13201,0,10,10,22866,0.0,3270,0,0,0,0.0,11675,0,0,0,0,0,true,20149,0.0,5275,0,0,0,19323,73.42222222222222,0,71,7044,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},744,0,2PC,1,0.0,0.0,35385,80,836,0,0,13364,0,0,13101,11583,0,57,0,5582,66080000,0,0,0,655,0,0,1148,0,0,0.0,5.0,5323,2PC__ TO__ PB,0,0,1,105.88888888888889,0.04948547215496368,1450,0.0,0,0,0.04955738821215102,1020,1020
4,180006,0,12140,610,0,1,21049.582836065576,13750.707799505766,21122.649573770494,6.013045721904165,7191.4886606557375,0.995174715348379,3.428962506666667E7,1,1000,UNIFORM,1,19.00282958199357,16.038606305387813,1,0,0,20972,92,0,0,0,0.0,74,false,0,0,0,10,0,858,13769,0,0,0,0,92,0,12287,545,5.0,0,0,0,1,0,0,1,0,SAFE,0,0,0,0,0,7082,9,0,2853,0,0,14039,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5021,18618,0,5.0,71,-1.0,0,7.842522155125088E-5,1632,0,12750,5000,39,13689,0,true,37,0,0,5.0,0,13687,0,10,10,0,0.0,3050,0,0,0,0.0,12104,0,0,0,0,0,true,20975,0.0,5621,0,0,0,20391,70.83333333333333,0,71,7082,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},774,0,2PC,1,0.0,0.0,44137,71,890,0,0,13870,0,0,13584,12009,0,63,0,5954,63750000,0,0,0,611,0,0,1091,0,0,0.0,5.0,5235,2PC__ TO__ PB,0,0,1,103.54444444444445,0.04784313725490196,1214,0.0,0,0,0.04791781036781429,1020,1020
5,180002,0,12991,627,0,0,20553.27466826156,12848.965614810253,20553.27466826156,5.317995740931121,7533.181515151516,0.9948081006093709,3.369676853333333E7,1,1000,UNIFORM,1,18.958128139227494,17.0660585989132,1,0,0,20473,96,0,0,0,0.0,74,false,0,0,0,10,0,1108,13133,0,0,0,0,94,0,11564,612,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,7567,9,0,2853,0,0,13137,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4626,19469,0,5.0,0,-1.0,0,0.0,0,0,13618,5000,39,12785,0,true,36,0,0,5.0,0,12783,0,10,0,0,0.0,3135,0,0,0,0.0,11239,0,0,0,0,0,true,20476,0.0,5687,0,0,0,21123,75.65555555555555,0,71,7567,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,77,905,0,0,13034,0,0,12679,11143,0,63,0,6026,68090000,0,0,0,627,0,0,1357,0,0,0.0,5.0,4915,2PC__ TO__ PB,0,0,0,108.27222222222223,0.04604200323101777,0,0.0,0,0,0.04604200323101777,1020,1020
6,179997,0,12466,660,0,5,20503.579537878788,13328.433985079415,20691.40845757576,5.504690046454954,7110.211327272727,0.9961925339836278,3.36603408E7,1,1000,UNIFORM,1,18.6193497068007,16.855207524179423,1,0,0,20425,98,0,0,0,0.0,75,false,0,0,0,10,0,1036,13406,0,0,0,0,96,0,11842,605,5.0,0,0,0,1,0,0,5,0,SAFE,0,0,0,0,0,6729,9,0,2853,0,0,13636,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4989,18944,0,5.0,71,-1.0,0,3.80778310867413E-4,903,0,13126,5000,41,13270,0,true,39,0,0,5.0,0,13267,0,10,10,7580,0.0,3300,0,0,0,0.0,11700,0,0,0,0,0,true,20429,0.0,5340,0,0,0,19038,72.92222222222222,0,71,6725,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},432,0,2PC,5,0.0,0.0,24668,78,908,0,0,13409,0,0,13162,11604,0,61,0,5659,65630000,0,0,0,665,0,0,1296,0,0,0.0,5.0,5172,2PC__ TO__ PB,0,0,5,105.35555555555555,0.05028188328508304,699,0.0,0,0,0.05064351534536593,1020,1020
7,179999,0,12497,648,0,2,20668.828368827162,13312.526717532208,20742.929546296295,5.492616870768996,7180.596166666667,0.99603732966403,3.1231783466666665E7,1,1000,UNIFORM,1,18.989711493116303,16.66678010192439,1,0,0,20589,96,0,0,0,0.0,74,false,0,0,1,10,0,975,13321,0,0,0,0,94,0,11814,573,5.0,0,0,0,1,0,0,2,0,SAFE,0,0,0,0,0,7422,9,0,2853,0,1,13615,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5191,18975,0,5.0,71,-1.0,0,1.5212596029512437E-4,490,0,13145,5000,39,13253,0,true,36,0,0,5.0,0,13250,0,10,5,0,0.0,3240,0,0,0,0.0,11695,0,0,0,0,0,true,20592,0.0,5496,0,0,0,19743,73.02777777777777,0,71,7422,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},250,0,2PC,2,0.0,0.0,23826,74,883,0,0,13490,0,0,13142,11596,0,62,0,5819,65725000,0,0,0,650,0,0,1224,0,0,3.076923076923077E-4,5.0,5397,2PC__ TO__ PB,0,0,2,105.53333333333333,0.04929631038417649,337,0.0,0,0,0.04944093709591542,1020,1020
8,180008,0,12635,601,0,3,20664.137289517468,13241.592943094578,20839.51082861897,5.655938741596797,7379.978154742096,0.9961474090655409,3.515929706666667E7,1,1000,UNIFORM,1,17.36014819850442,15.509813732154997,1,0,0,20571,88,0,0,0,0.0,67,false,0,0,0,10,0,1153,13357,0,0,0,0,86,0,11851,597,5.0,0,0,0,1,0,0,3,0,SAFE,0,0,0,0,0,7008,9,0,2853,0,0,13524,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5076,19113,0,5.0,71,-1.0,0,2.2660321776569228E-4,1664,0,13236,5000,33,13183,0,true,31,0,0,5.0,0,13180,0,10,10,17546,0.0,3005,0,0,0,0.0,11693,0,0,0,0,0,true,20575,0.0,5528,0,0,0,19439,73.53333333333333,0,71,6965,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},597,0,2PC,3,0.0,0.0,34958,72,861,0,0,13290,0,0,13083,11602,0,59,0,5835,66180000,0,0,0,604,0,0,1382,0,0,0.0,5.0,5266,2PC__ TO__ PB,0,0,3,106.29444444444445,0.04540646721063765,1449,0.0,0,0,0.04562278117682604,1020,1020
9,179999,0,12438,709,0,2,20177.42405077574,13296.703466714906,20275.16627362482,6.449739295763937,6913.178937940762,0.9956520723063979,3.3452945066666666E7,1,1000,UNIFORM,1,24.301376910791696,22.56514328085786,1,0,0,20095,98,0,0,0,0.0,79,false,0,0,0,10,0,928,13152,0,0,0,0,95,0,11738,498,5.0,0,0,0,1,0,0,2,0,SAFE,0,0,0,0,0,6615,9,0,2853,0,0,13598,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5213,18916,0,5.0,71,-1.0,0,1.5210282150733895E-4,1101,0,13147,5000,38,13225,0,true,36,0,0,5.0,0,13222,0,10,10,0,0.0,3545,0,0,0,0.0,11628,0,0,0,0,0,true,20098,0.0,5313,0,0,0,24732,73.03888888888889,0,71,6615,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},484,0,2PC,2,0.0,0.0,34461,80,867,0,0,13283,0,0,13093,11507,0,74,0,5605,65735000,0,0,0,711,0,0,1148,0,0,0.0,5.0,5367,2PC__ TO__ PB,0,0,2,105.2,0.05392865292462159,877,0.0,0,0,0.054072553045859,1020,1020
