SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,avgWriteTxDuration,gMUClusteredGetCommandWaitingTime,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localReadOnlyTxRemoteNodesRead,applicationContentionFactor,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,avgPrepareCommandSize,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,readOnlyTxTotalResponseTime,remoteUpdateTxRollbackServiceTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,remoteContentionProbability,avgLocalLocalAbortLockHoldTime,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgCommitCommandSize,avgNumNodesCompleteNotification,switchCoolDownTime,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,avgLocalRemoteAbortLockHoldTime,remoteUpdateTxCommitResponseTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180157,0,350,1,0,0,553687.529,513086.5352171429,553687.529,6.243501424501424,5254.107,0.5402503380766512,1.7661478666666666E8,1,100000,UNIFORM,1,67.01465527065528,42.881341880341886,11,0,553495,0,196,0,0,0,9.0,0.0,0,154,false,0,0,0,9,1616,58182,1,0,0,0,0,55880,201,0,891,5.0,0,0,3,10,0,0,0,1,SAFE,0,0,175647,0,0,0,8,2864,0,0,0,513007,350,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4212,382,0,2.0,0,-1.0,0,0,0.0,351,0,1000,512901,0,0,true,0,0,36,0,2.870967741935484,512892,0,0,5,0,0.0,0,5,0,0,0,true,3.0,56497,0,0,43,0,0,true,553503,500.4428571428571,2614,0,0,0,79731,1.95,0,0,71,0,60,0,0.0,0.0,0,1000,9,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,492.0,0,1332,0,582,0,548457,992,0,512466,56178,0,167,0,2917,351000,0,958,1,0,0,0,0,2040,90,0.0,5.0,4212,2PC__ TO__ PB,0,0,0,2.1222222222222222,0.002849002849002849,0,0,0.0,0,0.002849002849002849,49877,49877
1,180215,0,336,8,0,0,537624.336,523432.7014702381,537624.336,7.0738720930232555,10637.035375,0.6773343052618777,1.5982418133333334E8,1,100000,UNIFORM,1,113.66498837209302,48.14453779069767,10,0,537482,0,281,0,0,0,8.0,0.0,0,143,false,0,0,0,9,909,60413,8,0,0,0,0,57585,178,0,1127,5.0,0,0,21,10,0,0,0,1,SAFE,0,0,171931,0,0,6295,8,2863,0,0,0,523565,336,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5916,367,0,2.375,0,-1.0,0,0,0.0,344,0,1000,523245,0,0,true,0,0,125,0,2.652173913043478,523234,0,0,5,0,0.0,0,40,0,0,0,true,2.625,55195,0,0,43,0,0,true,537491,499.86309523809524,6527,0,0,0,73474,1.9111111111111112,0,6295,71,0,60,0,0.0,0.0,0,1000,9,0,0,8.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,497.125,0,1588,0,139,0,527070,1014,0,522844,54870,0,225,0,7277,344000,0,982,8,0,0,0,0,3021,87,0.0,5.0,6054,2PC__ TO__ PB,0,0,0,2.0388888888888888,0.023255813953488372,0,0,0.0,0,0.023255813953488372,49967,49967
2,180363,0,358,1,0,0,498323.611,502326.0784860335,498323.611,6.195295264623955,9255.786,0.6316359758254383,1.5940572426666668E8,1,100000,UNIFORM,1,87.01230362116992,47.36941504178273,10,0,498162,0,149,0,0,0,8.0,0.0,0,141,false,0,0,0,10,1031,65477,1,0,0,0,0,60397,152,0,2168,5.0,0,0,3,11,0,0,0,1,SAFE,0,0,179598,0,0,8288,9,2864,0,0,0,502129,358,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5044,390,0,2.0,0,-1.0,0,0,0.0,359,1,1000,502149,0,0,true,0,0,144,0,2.225806451612903,502140,0,0,5,0,0.0,0,5,0,0,0,true,3.0,52541,0,0,43,0,0,true,498173,500.29888268156424,4661,0,0,0,74325,1.9944444444444445,0,8288,71,0,60,0,0.0,0.0,0,1000,10,0,0,8.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,491.0,0,2793,0,136,0,489123,970,0,501771,52237,1,185,0,5997,359000,0,941,1,0,0,0,0,2926,82,0.0,5.0,5234,2PC__ TO__ PB,0,0,0,2.1666666666666665,0.002785515320334262,0,0,0.0,0,0.002785515320334262,49853,49853
3,180079,0,336,6,0,0,563998.405,525742.6871755952,563998.405,7.826391812865497,8326.8145,0.6746419974382459,1.595389872E8,1,100000,UNIFORM,1,144.22909064327487,51.183038011695906,10,0,563845,0,208,0,0,0,9.0,0.0,0,136,false,0,0,0,10,672,70865,6,0,0,0,0,68291,211,0,1165,5.0,0,0,19,11,0,0,0,1,SAFE,0,0,171027,0,0,8965,9,2862,0,0,0,526213,336,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4937,366,0,1.8333333333333333,0,-1.0,0,0,0.0,342,0,1000,525551,0,0,true,0,0,126,0,2.7916666666666665,525541,0,0,5,0,0.0,0,30,0,0,0,true,3.1666666666666665,55742,0,0,43,0,0,true,563853,500.20238095238096,3872,0,0,0,82635,1.9,0,8965,71,0,60,0,0.0,0.0,0,1000,10,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,493.1666666666667,0,1289,0,132,0,555741,1018,0,525048,55392,0,246,0,4376,342000,0,986,6,0,0,0,0,3608,87,0.0,5.0,5440,2PC__ TO__ PB,0,0,0,2.033333333333333,0.017543859649122806,0,0,0.0,0,0.017543859649122806,49920,49920
4,180337,0,365,2,0,0,498445.457,491255.2170465754,498445.457,6.808972752043596,10309.7465,0.6319415344610719,1.6040292426666668E8,1,100000,UNIFORM,1,82.08981471389646,46.21968937329701,9,0,498066,0,164,0,0,0,8.0,0.0,0,146,false,0,0,0,10,1066,56351,2,0,0,0,0,52445,167,0,1868,5.0,0,0,4,10,0,0,0,1,SAFE,0,0,183106,0,0,6493,9,2862,0,0,0,491115,365,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5387,397,0,3.0,0,-1.0,0,0,0.0,367,0,1000,491084,0,0,true,0,0,102,0,2.8666666666666667,491077,0,0,5,0,0.0,0,10,0,0,0,true,2.0,52499,0,0,43,0,0,true,498074,498.986301369863,3326,0,0,0,64073,2.0388888888888888,0,6493,71,0,60,0,0.0,0.0,0,1000,10,0,0,8.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,488.0,0,1913,0,141,0,487932,953,0,490717,52199,0,184,0,3938,367000,0,924,2,0,0,0,0,5906,83,0.0,5.0,5445,2PC__ TO__ PB,0,0,0,2.2055555555555557,0.005449591280653951,0,0,0.0,0,0.005449591280653951,50152,50152
5,180263,0,349,2,0,0,540124.05,513341.56196275074,540124.05,17.288159544159544,11736.8445,0.4954606306252108,1.593183984E8,1,100000,UNIFORM,1,76.76727065527065,49.68585185185185,11,0,539980,0,193,0,0,0,8.0,0.0,0,139,false,0,0,0,10,1214,62746,2,0,0,0,0,58116,176,0,1987,5.0,0,0,6,11,0,0,0,1,SAFE,0,0,175611,0,0,0,9,2864,0,0,0,513249,349,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3120,381,0,2.0,0,-1.0,0,0,0.0,351,0,1000,513108,0,0,true,0,0,108,0,2.6333333333333333,513096,0,0,5,0,0.0,0,10,0,0,0,true,3.0,56235,0,0,43,0,0,true,539989,500.25214899713467,5008,0,0,0,120281,1.95,0,0,71,0,60,0,0.0,0.0,0,1000,10,0,0,8.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,511.5,0,2554,0,135,0,528455,991,0,512698,55905,0,187,0,6048,351000,0,958,2,0,0,0,0,5389,88,0.0,5.0,3120,2PC__ TO__ PB,0,0,0,2.1166666666666667,0.005698005698005698,0,0,0.0,0,0.005698005698005698,50069,50069
6,180325,0,347,5,0,0,521979.98960000003,512009.6826829971,521979.98960000003,7.754701704545455,10848.859,0.6050421892876472,1.592120368E8,1,100000,UNIFORM,1,98.13803125,47.58259375,11,0,521834,0,174,0,0,0,8.0,0.0,0,144,false,0,0,0,9,1166,60166,5,0,0,0,0,56886,177,0,1506,5.0,0,0,14,11,0,0,0,1,SAFE,0,0,176089,0,0,11473,8,2863,0,0,0,511970,347,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},7652,379,0,2.2,0,-1.0,0,0,0.0,352,0,1000,511836,0,0,true,0,0,97,0,2.5555555555555554,511828,0,0,5,0,0.0,0,25,0,0,0,true,2.8,56871,0,0,43,0,0,true,521843,500.2680115273775,5265,0,0,0,67651,1.9555555555555555,0,11473,71,0,60,0,0.0,0.0,0,1000,9,0,0,8.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,499.2,0,1644,0,138,0,511255,988,0,511448,56570,0,179,0,5792,352000,0,956,5,0,0,0,0,4612,89,0.0,5.0,8551,2PC__ TO__ PB,0,0,0,2.1055555555555556,0.014204545454545454,0,0,0.0,0,0.014204545454545454,50037,50037
7,180248,0,348,4,0,0,539508.033,511683.48376724136,539508.033,6.870627840909091,11546.401,0.6389454573021744,1.598782272E8,1,100000,UNIFORM,1,74.17605113636363,50.75213068181819,10,0,539252,0,163,0,0,0,9.0,0.0,0,151,false,0,0,0,9,1088,60746,4,0,0,0,0,57220,166,0,1564,5.0,0,0,8,11,0,0,0,1,SAFE,0,0,176356,0,0,8243,8,2863,0,0,0,511814,348,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4403,380,0,3.0,0,-1.0,0,0,0.0,352,1,1000,511509,0,0,true,0,0,81,0,2.3214285714285716,511498,0,0,5,0,0.0,0,20,0,0,0,true,2.0,55690,0,0,43,0,0,true,539313,500.87931034482756,8105,0,0,0,78694,1.9555555555555555,0,8243,71,0,60,0,0.0,0.0,0,1000,9,0,0,9.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,512.5,0,1836,0,146,0,528080,988,0,511105,55374,1,160,0,8686,352000,0,957,4,0,0,0,0,2370,88,0.0,5.0,5500,2PC__ TO__ PB,0,0,0,2.111111111111111,0.011363636363636364,0,0,0.0,0,0.011363636363636364,49882,49882
8,180404,0,356,3,0,0,513074.714,502344.8613398876,513074.714,6.208044568245126,15437.532666666666,0.6422841568484674,1.64058528E8,1,100000,UNIFORM,1,84.29423676880224,48.398902506963786,10,0,512855,0,170,0,0,0,8.0,0.0,0,134,false,0,0,0,10,1370,59678,3,0,0,0,0,56043,172,0,1322,5.0,0,0,7,10,0,0,0,1,SAFE,0,0,179281,0,0,0,9,2863,0,0,0,502244,356,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3324,387,0,2.6666666666666665,0,-1.0,0,0,0.0,359,0,1000,502166,0,0,true,0,0,261,0,2.5714285714285716,502155,0,0,5,0,0.0,0,15,0,0,0,true,2.3333333333333335,55421,0,0,43,0,0,true,512862,499.40168539325845,5136,0,0,0,81037,1.9944444444444445,0,0,71,0,60,0,0.0,0.0,0,1000,10,0,0,8.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,498.0,0,2205,0,129,0,497900,972,0,501753,55092,0,181,0,5809,359000,0,939,3,0,0,0,0,8871,87,0.0,5.0,3324,2PC__ TO__ PB,0,0,0,2.15,0.008356545961002786,0,0,0.0,0,0.008356545961002786,50145,50145
9,180444,0,352,0,0,0,NaN,512528.4152045454,NaN,8.48209375,NaN,0.6740991580521042,1.6030631306666666E8,1,100000,UNIFORM,1,89.3879375,47.44477556818182,10,0,0,0,140,0,0,0,8.0,0.0,0,134,false,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0.0,0,0,0,11,0,0,0,1,SAFE,0,0,175337,0,0,0,0,0,0,0,0,512343,352,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4371,382,0,0.0,0,0.0,0,0,0.0,352,0,0,512356,0,0,true,0,0,0,0,2.2666666666666666,512343,0,0,5,0,0.0,0,0,0,0,0,true,0.0,54331,0,0,43,0,0,true,0,498.11647727272725,0,0,0,0,80877,1.9555555555555555,0,0,0,0,60,0,0.0,0.0,0,1000,0,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,0,0,127,0,0,994,0,511931,53998,0,182,0,0,352000,0,963,0,0,0,0,0,0,85,0.0,0.0,4371,2PC__ TO__ PB,0,0,0,2.1222222222222222,0.0,0,0,0.0,0,0.0,50148,50148
