SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxPrepareResponseTime,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,numRemoteRemoteLockContentions,avgNumNodesCommit,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgClusteredGetCommandReplySize,avgReadOnlyTxDuration,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,numOwnedRdItemsInLocalPrepare,avgRemoteGetsPerWrTransaction,avgAbortedWriteTxDuration,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179996,0,3707,3679,0,0,27544.09779641207,21171.706300782305,27544.09779641207,8.673493636609802,6834.519550149497,0.9629298859768473,2.5937427626666668E8,1,100000,UNIFORM,1,32.1639463850528,27.427718927701054,2,0,0,27460,61,0,0,0,0.0,40,false,0,0,0,10,0,387,17957,0,0,0,0,49,0,16718,666,5.0,0,0,0,1,0,0,0,0,SAFE,0,0,0,0,0,6808,9,0,2863,0,0,24266,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5179,38592,0,5.0,0,-1.0,0,0.0,0,0,7386,5000,53,21098,0,true,50,0,0,5.0,0,21096,0,10,0,0,0.0,18395,0,0,0,0.0,16950,0,0,0,0,0,true,27465,0.0,5526,0,0,0,17433,41.03333333333333,0,71,6808,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,70,529,0,0,20746,0,0,20621,16544,0,90,0,5678,36930000,0,0,0,3679,0,0,985,0,0,0.0,5.0,5349,2PC__ TO__ PB,0,0,0,214.42222222222222,0.49810452206877875,0,0.0,0,0,0.49810452206877875,100020,100020
1,180011,0,3342,3499,0,0,29968.644872249217,22431.773523638538,29968.644872249217,9.823705452419237,7289.88649928551,0.912297535013894,2.426602496E8,1,100000,UNIFORM,1,36.35315860254349,27.27522248209326,2,0,0,29885,65,0,0,0,0.0,40,false,0,0,0,10,0,563,19465,0,0,0,0,53,0,18184,681,5.0,0,0,0,2,0,0,0,0,SAFE,0,0,0,0,0,7070,9,0,2863,0,0,26205,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5378,38231,0,5.0,0,-1.0,0,0.0,0,0,6841,5000,57,22355,0,true,54,0,0,5.0,0,22353,0,10,0,0,0.0,17495,0,0,0,0.0,17888,0,0,0,0,0,true,29887,0.0,5748,0,0,0,14949,38.00555555555555,0,71,7070,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,69,557,0,0,22725,0,0,21892,17509,0,96,0,5941,34205000,0,0,0,3499,0,0,1166,0,0,0.0,5.0,5544,2PC__ TO__ PB,0,0,0,212.41666666666666,0.5114749305657068,0,0.0,0,0,0.5114749305657068,100020,100020
2,180006,0,3397,3483,0,0,29495.913675567037,22702.21098086547,29495.913675567037,8.787478197674417,7147.637028423772,0.9692680773724262,2.4197613973333332E8,1,100000,UNIFORM,1,30.964803052325582,26.154234593023254,3,0,0,29415,56,0,0,0,0.0,37,false,0,0,0,10,0,606,19570,0,0,0,0,48,0,18361,634,5.0,0,0,0,2,0,0,0,0,SAFE,0,0,0,0,0,7292,9,0,2863,0,0,26065,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5388,38282,0,5.0,0,-1.0,0,0.0,0,0,6880,5000,50,22632,0,true,48,0,0,5.0,0,22630,0,10,0,0,0.0,17415,0,0,0,0.0,18537,0,0,0,0,0,true,29417,0.0,5660,0,0,0,17003,38.22222222222222,0,71,7292,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,58,533,0,0,22382,0,0,22292,18249,0,84,0,5849,34400000,0,0,0,3483,0,0,1132,0,0,0.0,5.0,5581,2PC__ TO__ PB,0,0,0,212.7,0.50625,0,0.0,0,0,0.50625,100020,100020
3,180010,0,3496,3498,0,2,29234.810114351058,22161.15162442792,29263.742180960548,7.521167238421955,7127.78491623785,0.9682373890269876,2.3951957653333333E8,1,100000,UNIFORM,1,32.239584048027446,25.931373499142367,2,0,0,29158,63,0,0,0,0.0,36,false,0,0,0,10,0,599,19282,0,0,0,0,44,0,18080,636,5.0,0,0,0,2,0,0,2,0,SAFE,0,0,0,0,0,6951,9,0,2863,0,0,25642,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5248,38381,0,5.0,71,-1.0,0,2.858776443682104E-4,1075,0,6994,5000,86,22096,0,true,83,0,0,5.0,0,22094,0,10,10,29422,0.0,17490,0,0,0,0.0,17976,0,0,0,0,0,true,29160,0.0,5623,0,0,0,15997,38.855555555555554,0,71,6938,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},371,0,2PC,2,0.0,0.0,50401,66,525,0,0,22142,0,0,21739,17681,0,85,0,5829,34970000,0,0,0,3500,0,0,1128,0,0,0.0,5.0,5418,2PC__ TO__ PB,0,0,2,213.25,0.500142979696883,781,0.0,0,0,0.5002858776443682,100020,100020
4,180016,0,3451,3455,0,1,29597.690619971054,22471.21519356708,29605.93278581766,8.735401476762705,7239.22901910275,0.9675960577163025,2.3902970506666666E8,1,100000,UNIFORM,1,33.002162009555526,27.245164615607354,2,0,0,29521,63,0,0,0,0.0,38,false,0,0,1,10,0,625,19407,0,0,0,0,53,0,18128,686,5.0,0,0,0,2,0,0,1,0,SAFE,0,0,0,0,0,7059,9,0,2863,0,1,25965,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5210,38336,0,5.0,71,-1.0,0,1.4478065730418415E-4,1332,0,6906,5000,43,22399,0,true,41,0,0,5.0,0,22397,0,10,10,0,0.0,17275,0,0,0,0.0,18234,0,0,0,0,0,true,29523,0.0,5663,0,0,0,16843,38.36666666666667,0,71,7059,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},420,0,2PC,1,0.0,0.0,28248,63,550,0,0,22390,0,0,22050,17933,0,87,0,5876,34530000,0,0,0,3456,0,0,1202,0,0,5.787037037037037E-5,5.0,5391,2PC__ TO__ PB,0,0,1,213.00555555555556,0.5002896032435563,532,0.0,0,0,0.5003619516432605,100020,100020
5,180012,0,3377,3358,0,2,30382.051173019656,23024.967356233345,30402.247031864204,8.16846964524269,7427.162864800476,0.9699530419997198,2.4085189013333333E8,1,100000,UNIFORM,1,34.141004601454654,29.499744248181685,3,0,0,30292,64,0,0,0,0.0,39,false,0,0,1,10,0,628,20018,0,0,0,0,50,0,18659,746,5.0,0,0,0,2,0,0,2,0,SAFE,0,0,0,0,0,7261,9,0,2863,0,1,26622,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5241,38262,0,5.0,71,-1.0,0,2.9686804215526197E-4,797,0,6735,5000,52,22954,0,true,50,0,0,5.0,0,22952,0,10,10,10252,0.0,16790,0,0,0,0.0,18709,0,0,0,0,0,true,30294,0.0,5766,0,0,0,16799,37.416666666666664,0,71,7257,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},402,0,2PC,2,0.0,0.0,33666,68,566,0,0,22989,0,0,22571,18385,0,91,0,5969,33675000,0,0,0,3360,0,0,1279,0,0,5.9523809523809524E-5,5.0,5425,2PC__ TO__ PB,0,0,2,212.59444444444443,0.4985894580549369,546,0.0,0,0,0.49873831082084014,100020,100020
6,180018,0,3538,3412,0,0,29498.092397127784,22387.032999152063,29498.092397127784,8.089639424460431,7348.535644783119,0.8608379895650133,2.4314799946666667E8,1,100000,UNIFORM,1,31.083553093525182,27.39280892086331,2,0,0,29408,62,0,0,0,0.0,37,false,0,0,0,10,0,646,19378,0,0,0,0,51,0,18045,731,5.0,0,0,0,2,0,0,0,0,SAFE,0,0,0,0,0,6988,9,0,2863,0,0,25800,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5350,38423,0,5.0,0,-1.0,0,0.0,0,0,6950,5000,49,22322,0,true,46,0,0,5.0,0,22320,0,10,0,0,0.0,17060,0,0,0,0.0,18235,0,0,0,0,0,true,29415,0.0,5673,0,0,0,17707,38.611111111111114,0,71,6988,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,61,557,0,0,22189,0,0,21976,17932,0,87,0,5889,34750000,0,0,0,3412,0,0,1264,0,0,0.0,5.0,5511,2PC__ TO__ PB,0,0,0,213.48333333333332,0.4909352517985612,0,0.0,0,0,0.4909352517985612,100020,100020
7,180011,0,3519,3467,0,1,29314.972301701757,22208.09346263143,29332.178886933947,7.177227565478747,7180.826414479377,0.9611516280880893,2.4140848906666666E8,1,100000,UNIFORM,1,30.71418391298125,26.832552311435524,2,0,0,29234,60,0,0,0,0.0,38,false,0,0,0,10,0,566,19417,0,0,0,0,52,0,18143,694,5.0,0,0,0,2,0,0,1,0,SAFE,0,0,0,0,0,7101,9,0,2863,0,0,25668,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5317,38406,0,5.0,71,-1.0,0,1.431229426077E-4,797,0,6986,5000,47,22140,0,true,45,0,0,5.0,0,22138,0,10,10,41630,0.0,17335,0,0,0,0.0,18030,0,0,0,0,0,true,29237,0.0,5617,0,0,0,14228,38.81111111111111,0,71,7082,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},471,0,2PC,1,0.0,0.0,59426,58,537,0,0,22173,0,0,21785,17730,0,87,0,5822,34930000,0,0,0,3468,0,0,1187,0,0,0.0,5.0,5496,2PC__ TO__ PB,0,0,1,213.38888888888889,0.49627827082736903,459,0.0,0,0,0.49635036496350365,100020,100020
8,180004,0,3482,3595,0,0,28696.602869819195,22022.011418724873,28696.602869819195,7.591170128585559,6895.167733518777,0.966485530998434,2.4149974186666667E8,1,100000,UNIFORM,1,29.081510668362302,25.293065847110356,2,0,0,28623,58,0,0,0,0.0,34,false,0,0,0,10,0,558,19101,0,0,0,0,46,0,17916,627,5.0,0,0,0,2,0,0,0,0,SAFE,0,0,0,0,0,6837,9,0,2863,0,0,25342,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5347,38367,0,5.0,0,-1.0,0,0.0,0,0,7077,5000,46,21957,0,true,44,0,0,5.0,0,21955,0,10,0,0,0.0,17975,0,0,0,0.0,18040,0,0,0,0,0,true,28625,0.0,5462,0,0,0,12702,39.31666666666667,0,71,6837,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,63,517,0,0,21834,0,0,21603,17750,0,82,0,5662,35385000,0,0,0,3595,0,0,1077,0,0,0.0,5.0,5499,2PC__ TO__ PB,0,0,0,213.17222222222222,0.5079836088738166,0,0.0,0,0,0.5079836088738166,100020,100020
9,179998,0,3462,3439,0,0,29738.17307502181,22399.21147804737,29738.17307502181,7.446379510215911,7243.11019395173,0.9662587567192867,2.4116104906666666E8,1,100000,UNIFORM,1,33.75782567743805,28.139437617736558,2,0,0,29656,64,0,0,0,0.0,41,false,0,0,0,10,0,479,19558,0,0,0,0,54,0,18219,702,5.0,0,0,0,2,0,0,0,0,SAFE,0,0,0,0,0,7147,9,0,2863,0,0,25975,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5357,38347,0,5.0,0,-1.0,0,0.0,0,0,6901,5000,54,22321,0,true,52,0,0,5.0,0,22319,0,10,0,0,0.0,17195,0,0,0,0.0,17987,0,0,0,0,0,true,29658,0.0,5766,0,0,0,18260,38.33888888888889,0,71,7147,0,60,0,0.0,0.0,0,5000,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,72,594,0,0,22534,0,0,21832,17581,0,93,0,5967,34505000,0,0,0,3439,0,0,1099,0,0,0.0,5.0,5539,2PC__ TO__ PB,0,0,0,213.0611111111111,0.49833357484422547,0,0.0,0,0,0.49833357484422547,100020,100020
