SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localReadOnlyTxRemoteNodesRead,applicationContentionFactor,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,tOPrepareWaitTime,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180462,0,157,150,0,0,596864.3572533333,579058.1714840764,596864.3572533333,7.421175895765472,18120.52834,0.5792297782535025,2.0493459786666667E8,1,100000,UNIFORM,1,65.62685016286645,45.54342671009773,12,0,0,596520,132,0,0,0,26.0,0.0,false,0,0,87,0,0,38,3157,62852,150,0,0,0,0,0,60231,114,5.0,0,1024,0,379,19,0,0,0,1,SAFE,0,0,154087,0,0,18097,37,0,2863,0,0,587491,157,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},13455,6293,0,2.473333333333333,0,-1.0,0,0,0.0,0,307,1000,176,578870,0,true,0,171,51,0,2.5755804242525473,578864,0,0,0,20,0,0.0,750,0,0,0,true,2.526666666666667,59200,0,0,43,0,0,true,596525,502.54777070063693,13689,0,0,0,101836,1.7055555555555555,0,71,18097,0,60,0.0,0.0,0,1000,0,38,0,0,26.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,501.24666666666667,0.0,0,1515,90,0,578759,0,1114,0,58895,578460,0,214,0,14038,307000,0,1075,150,0,0,0,0,3569,94,0.0,5.0,13547,2PC__ TO__ PB,0,0,0,34.96666666666667,0.48859934853420195,0,0,0.0,0,0.48859934853420195,49803,49803
1,180473,0,158,150,0,0,590105.0012933332,581857.1201772152,590105.0012933332,8.22418831168831,17506.94284666667,0.6078711075359227,1.7613646666666666E8,1,100000,UNIFORM,1,75.42011038961039,46.446892857142856,11,0,0,589877,121,0,0,0,28.0,0.0,false,0,0,85,0,0,38,3291,57343,150,0,0,0,0,0,54655,111,5.0,0,1064,0,361,19,0,0,0,1,SAFE,0,0,154316,0,0,17197,37,0,2863,0,0,585683,158,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},10520,6284,0,2.5933333333333333,0,-1.0,0,0,0.0,0,308,1000,153,581711,0,true,0,146,77,0,2.5528781793842037,581702,0,0,0,20,0,0.0,750,0,0,0,true,2.4066666666666667,56913,0,0,43,0,0,true,589881,500.3544303797468,12914,0,0,0,66065,1.711111111111111,0,71,17197,0,60,0.0,0.0,0,1000,0,38,0,0,28.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,501.73333333333335,0.0,0,1544,81,0,572632,0,1114,0,56599,581180,0,185,0,13321,308000,0,1081,150,0,0,0,0,3804,87,0.0,5.0,10648,2PC__ TO__ PB,0,0,0,34.916666666666664,0.487012987012987,0,0,0.0,0,0.487012987012987,49752,49752
2,180017,0,186,144,0,0,557798.0431458334,535883.6075322581,557798.0431458334,6.719012121212121,17195.853944444443,0.7047317088273822,1.5499978133333334E8,1,100000,UNIFORM,1,69.40090909090908,42.684857575757576,11,0,0,557640,130,0,0,0,28.0,0.0,false,0,0,84,0,0,38,3118,58713,144,0,0,0,0,0,55989,114,5.0,0,1045,0,360,17,0,0,0,1,SAFE,0,0,164788,0,0,14451,37,0,2863,0,0,545266,186,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},10928,6273,0,2.5,0,-1.0,0,0,0.0,0,330,1000,143,535693,0,true,0,137,139,0,2.595222072678331,535685,0,0,0,20,0,0.0,720,0,0,0,true,2.5,54823,0,0,43,0,0,true,557645,500.1290322580645,12822,0,0,0,48762,1.8333333333333333,0,71,14451,0,60,0.0,0.0,0,1000,0,38,0,0,28.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,498.3611111111111,0.0,0,1599,89,0,540645,0,1041,0,54530,535298,0,179,0,13266,330000,0,1008,144,0,0,0,0,3617,87,0.0,5.0,11011,2PC__ TO__ PB,0,0,0,34.855555555555554,0.43636363636363634,0,0,0.0,0,0.43636363636363634,49872,49872
3,180152,0,155,157,0,0,588434.5158471337,566087.1741290323,588434.5158471337,7.986054487179487,18058.976178343946,0.6763818642480646,1.5544073386666667E8,1,100000,UNIFORM,1,73.93894551282051,45.32517948717948,11,0,0,588259,117,0,0,0,26.0,0.0,false,0,0,86,0,0,38,3396,61216,157,0,0,0,0,0,58213,115,5.0,0,1157,0,388,18,0,0,0,1,SAFE,0,0,156064,0,0,19093,37,0,2863,0,0,577153,155,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},10493,6272,0,2.5286624203821657,0,-1.0,0,0,0.0,0,312,1000,99,565910,0,true,0,95,80,0,2.563999328971649,565904,0,0,0,20,0,0.0,785,0,0,0,true,2.4713375796178343,55730,0,0,43,0,0,true,588267,499.3290322580645,13505,0,0,0,59964,1.7333333333333334,0,71,19093,0,60,0.0,0.0,0,1000,0,38,0,0,26.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,501.0700636942675,0.0,0,1761,83,0,570447,0,1099,0,55429,565495,0,178,0,13870,312000,0,1064,157,0,0,0,0,3828,89,0.0,5.0,10716,2PC__ TO__ PB,0,0,0,34.85,0.5032051282051282,0,0,0.0,0,0.5032051282051282,49891,49891
4,180103,0,155,162,0,0,574232.7754135804,561671.110083871,574232.7754135804,10.086227129337539,18674.492469135803,0.6183394438948059,1.5102101173333332E8,1,100000,UNIFORM,1,60.74761514195584,42.452413249211354,11,0,0,574049,139,0,0,0,26.0,0.0,false,0,0,84,0,0,38,3688,59707,162,0,0,0,0,0,56284,121,5.0,0,1409,0,407,19,0,0,0,1,SAFE,0,0,158772,0,0,19301,37,0,2863,0,0,567899,155,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12312,6280,0,2.4876543209876543,0,-1.0,0,0,0.0,0,317,1000,183,561475,0,true,0,177,86,0,2.568242790073776,561471,0,0,0,20,0,0.0,810,0,0,0,true,2.5123456790123457,57721,0,0,43,0,0,true,574058,499.49032258064517,13771,0,0,0,47454,1.761111111111111,0,71,19301,0,60,0.0,0.0,0,1000,0,38,0,0,26.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,502.1666666666667,0.0,0,1931,84,0,555604,0,1077,0,57405,560999,0,186,0,14171,317000,0,1043,162,0,0,0,0,4128,89,0.0,5.0,12537,2PC__ TO__ PB,0,0,0,34.894444444444446,0.5110410094637224,0,0,0.0,0,0.5110410094637224,50048,50048
5,180078,0,161,151,0,0,581033.9896887417,573412.0462049689,581033.9896887417,12.679641025641025,19048.28436423841,0.6808790518850649,1.8019275413333333E8,1,100000,UNIFORM,1,71.38153846153847,47.69538141025642,12,0,0,580853,132,0,0,0,26.0,0.0,false,0,0,82,0,0,38,3605,58130,151,0,0,0,0,0,54863,117,5.0,0,1324,0,392,19,0,0,0,1,SAFE,0,0,156308,0,0,18263,37,0,2863,0,0,576926,161,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11918,6268,0,2.403973509933775,0,-1.0,0,0,0.0,0,312,1000,235,573257,0,true,0,226,70,0,2.5729393990263554,573244,0,0,0,20,0,0.0,755,0,0,0,true,2.596026490066225,57447,0,0,43,0,0,true,580860,500.7701863354037,14244,0,0,0,54522,1.7333333333333334,0,71,18263,0,60,0.0,0.0,0,1000,0,38,0,0,26.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,501.21854304635764,0.0,0,1867,78,0,562024,0,1096,0,57147,572776,0,173,0,14654,312000,0,1062,151,0,0,0,0,4055,88,0.0,5.0,12049,2PC__ TO__ PB,0,0,0,34.827777777777776,0.483974358974359,0,0,0.0,0,0.483974358974359,50037,50037
6,180437,0,144,171,0,0,583299.456754386,560232.7151041667,583299.456754386,6.683720634920635,18647.00714619883,0.59879179765678,1.5156801546666667E8,1,100000,UNIFORM,1,67.51832063492063,44.57448253968254,12,0,0,583151,123,0,0,0,24.0,0.0,false,0,0,88,0,0,39,3229,60201,171,0,0,0,0,0,57229,115,5.0,0,1145,0,442,20,0,0,0,1,SAFE,0,0,157731,0,0,17291,38,0,2863,0,0,572574,144,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},10814,6255,0,2.415204678362573,0,-1.0,0,0,0.0,0,315,1000,144,560022,0,true,0,138,70,0,2.585086685743141,560014,0,0,0,20,0,0.0,855,0,0,0,true,2.584795321637427,57084,0,0,43,0,0,true,583155,500.81944444444446,14237,0,0,0,53924,1.75,0,71,17291,0,60,0.0,0.0,0,1000,0,39,0,0,24.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,500.6608187134503,0.0,0,1745,83,0,564712,0,1085,0,56782,559591,0,177,0,14684,315000,0,1052,171,0,0,0,0,3639,89,0.0,5.0,11010,2PC__ TO__ PB,0,0,0,34.75555555555555,0.5428571428571428,0,0,0.0,0,0.5428571428571428,49937,49937
7,180371,0,167,147,0,0,583109.2985306123,566651.840994012,583109.2985306123,6.064601910828025,18428.0187755102,0.6855543946288453,1.7953795893333334E8,1,100000,UNIFORM,1,74.0424076433121,44.710815286624204,12,0,0,582947,135,0,0,0,23.0,0.0,false,0,0,86,0,0,38,3793,62028,147,0,0,0,0,0,59022,118,5.0,0,1167,0,387,19,0,0,0,1,SAFE,0,0,157286,0,0,19377,37,0,2863,0,0,574188,167,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12754,6293,0,2.36734693877551,0,-1.0,0,0,0.0,0,314,1000,147,566483,0,true,0,141,80,0,2.5555183946488294,566477,0,0,0,20,0,0.0,735,0,0,0,true,2.63265306122449,58669,0,0,43,0,0,true,582952,501.20359281437123,13428,0,0,0,44456,1.7444444444444445,0,71,19377,0,60,0.0,0.0,0,1000,0,38,0,0,23.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,500.578231292517,0.0,0,1757,81,0,564744,0,1090,0,58375,566089,0,180,0,13808,314000,0,1053,147,0,0,0,0,4254,91,0.0,5.0,12925,2PC__ TO__ PB,0,0,0,34.96666666666667,0.4681528662420382,0,0,0.0,0,0.4681528662420382,49855,49855
8,180427,0,162,158,0,0,571882.5144746836,555851.4979135803,571882.5144746836,6.873884374999999,17258.73553164557,0.595115356768632,1.873893632E8,1,100000,UNIFORM,1,78.603046875,46.059778124999994,11,0,0,571685,119,0,0,0,21.0,0.0,false,0,0,86,0,0,38,3046,59011,158,0,0,0,0,0,56047,117,5.0,0,1144,0,393,18,0,0,0,1,SAFE,0,0,160169,0,0,17771,37,0,2863,0,0,563576,162,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},10781,6285,0,2.5126582278481013,0,-1.0,0,0,0.0,0,320,1000,152,555674,0,true,0,146,78,0,2.578109285953738,555668,0,0,0,20,0,0.0,790,0,0,0,true,2.4873417721518987,57877,0,0,43,0,0,true,571690,500.60493827160496,13057,0,0,0,45094,1.7777777777777777,0,71,17771,0,60,0.0,0.0,0,1000,0,38,0,0,21.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,500.4493670886076,0.0,0,1737,82,0,554667,0,1072,0,57571,555271,0,195,0,13459,320000,0,1038,158,0,0,0,0,3446,89,0.0,5.0,10964,2PC__ TO__ PB,0,0,0,34.922222222222224,0.49375,0,0,0.0,0,0.49375,49918,49918
9,180446,0,158,157,0,0,582836.9958598725,562777.3458481013,582836.9958598725,6.699765079365079,17287.343968152865,0.5774341329672636,1.5391513173333332E8,1,100000,UNIFORM,1,68.43127301587302,45.29470476190476,12,0,0,582697,131,0,0,0,20.0,0.0,false,0,0,88,0,0,38,3175,60175,157,0,0,0,0,0,57253,118,5.0,0,1129,0,412,19,0,0,0,1,SAFE,0,0,156928,0,0,16792,37,0,2863,0,0,572609,158,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11211,6274,0,2.375796178343949,0,-1.0,0,0,0.0,0,315,1000,233,562593,0,true,0,226,78,0,2.5963087248322148,562585,0,0,0,20,0,0.0,785,0,0,0,true,2.624203821656051,57401,0,0,43,0,0,true,582703,498.67721518987344,12890,0,0,0,48555,1.75,0,71,16792,0,60,0.0,0.0,0,1000,0,38,0,0,20.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,497.687898089172,0.0,0,1713,84,0,565622,0,1094,0,57094,562151,0,180,0,13260,315000,0,1058,157,0,0,0,0,3701,89,0.0,5.0,11347,2PC__ TO__ PB,0,0,0,34.861111111111114,0.4984126984126984,0,0,0.0,0,0.4984126984126984,50255,50255
10,179998,0,159,167,0,0,556726.2492155689,547136.3543522012,556726.2492155689,25.27020552147239,16084.611155688623,0.6500354479798984,1.410070144E8,1,100000,UNIFORM,1,85.0508926380368,46.571374233128836,10,0,0,556573,132,0,0,0,21.0,0.0,false,0,0,82,0,0,38,2724,57184,167,0,0,0,0,0,54560,110,5.0,0,1032,0,427,16,0,0,0,1,SAFE,0,0,161740,0,0,14926,37,0,2863,0,0,551886,159,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12795,6296,0,2.44311377245509,0,-1.0,0,0,0.0,0,326,1000,194,546968,0,true,0,187,63,0,2.6045888460894324,546963,0,0,0,20,0,0.0,835,0,0,0,true,2.55688622754491,58251,0,0,43,0,0,true,556578,496.1635220125786,12259,0,0,0,37976,1.8111111111111111,0,71,14926,0,60,0.0,0.0,0,1000,0,38,0,0,21.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,496.1077844311377,0.0,0,1515,78,0,540677,0,1063,0,57934,546601,0,198,0,12596,326000,0,1034,167,0,0,0,0,3162,89,0.0,5.0,12882,2PC__ TO__ PB,0,0,0,34.983333333333334,0.5122699386503068,0,0,0.0,0,0.5122699386503068,50297,50297
11,180123,0,148,168,0,0,573781.6655476191,565579.9600270271,573781.6655476191,10.980781645569621,19568.90466666667,0.48447749628049036,1.6153750506666666E8,1,100000,UNIFORM,1,66.21568670886076,42.763319620253164,11,0,0,573649,126,0,0,0,23.0,0.0,false,0,0,83,0,0,38,4035,59010,168,0,0,0,0,0,55816,113,5.0,0,1392,0,408,19,0,0,0,1,SAFE,0,0,156905,0,0,22194,37,0,2863,0,0,569779,148,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12506,6290,0,2.5714285714285716,0,-1.0,0,0,0.0,0,316,1000,143,565395,0,true,0,123,78,0,2.6102092050209205,565386,0,0,0,20,0,0.0,840,0,0,0,true,2.4285714285714284,55704,0,0,43,0,0,true,573656,498.0405405405405,14359,0,0,0,56213,1.7555555555555555,0,71,22194,0,60,0.0,0.0,0,1000,0,38,0,0,23.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,495.2083333333333,0.0,0,1721,80,0,554279,0,1089,0,55413,565009,0,154,0,14726,316000,0,1055,168,0,0,0,0,4524,87,0.0,5.0,12815,2PC__ TO__ PB,0,0,0,34.95,0.5316455696202531,0,0,0.0,0,0.5316455696202531,50256,50256
12,180339,0,158,167,0,0,565763.4597185629,543219.581170886,565763.4597185629,5.926095384615384,16475.643203592816,0.5639667595959638,1.198254688E8,1,100000,UNIFORM,1,80.08133538461539,42.66555076923077,10,0,0,565644,120,0,0,0,22.0,0.0,false,0,0,82,0,0,38,2798,59900,167,0,0,0,0,0,56950,113,5.0,0,1113,0,430,17,0,0,0,1,SAFE,0,0,162359,0,0,16688,37,0,2863,0,0,554658,158,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12263,6299,0,2.4251497005988023,0,-1.0,0,0,0.0,0,325,1000,194,543050,0,true,0,188,59,0,2.6150627615062763,543046,0,0,0,20,0,0.0,835,0,0,0,true,2.5748502994011977,54299,0,0,43,0,0,true,565650,499.82278481012656,12628,0,0,0,36723,1.8055555555555556,0,71,16688,0,60,0.0,0.0,0,1000,0,38,0,0,22.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,499.32335329341316,0.0,0,1763,78,0,549365,0,1061,0,54006,542721,0,174,0,12988,325000,0,1032,167,0,0,0,0,3195,87,0.0,5.0,12392,2PC__ TO__ PB,0,0,0,35.0,0.5138461538461538,0,0,0.0,0,0.5138461538461538,50089,50089
