SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,avgWriteTxDuration,gMUClusteredGetCommandWaitingTime,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,remoteUpdateTxPrepareServiceTime,localUpdateTxLocalServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,readOnlyTxTotalResponseTime,remoteUpdateTxRollbackServiceTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgClusteredGetCommandReplySize,avgReadOnlyTxDuration,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,avgCommitCommandSize,switchCoolDownTime,lockContentionProbability,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,avgLocalRemoteAbortLockHoldTime,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,299997,0,18163,18469,0,418,11194.06442108398,4818.277932995651,11478.171130055769,2.6600006747638325,6401.647428068655,0.835573599651135,1.155510132173913E8,1,2500,UNIFORM,1,18.838299136302297,12.937821430499325,2,0,11137,0,48,0,0,0,0.0,24,false,0,0,50,0,10,498,4030,0,0,0,0,0,35,3351,5.0,0,253,0,0,4,0,0,418,0,SAFE,0,0,0,0,0,6377,9,0,2856,0,50,8120,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5117,193251,0,5.0,71,-1.0,0,582,0.011282051282051283,0,36632,1000,4767,32,0,true,30,0,0,5.0,0,4765,0,9,10,7685,0.0,92345,0,0,0,true,0.0,3300,0,0,0,0,0,true,11139,0.0,0,5473,0,0,9785,122.10666666666667,0,6353,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},219,0,2PC,418,0.0,0.0,12437,0,396,30,4817,0,0,0,4677,3237,0,62,0,5629,36632000,0,0,0,18887,0,0,0,649,0,5.294647111770001E-4,5.0,5251,2PC__ TO__ PB,0,0,418,657.6266666666667,0.5041766761301594,496,0.0,0,0,0.509770580296896,2520,2520
1,299998,0,18287,18155,0,472,11247.232046378407,4853.680024498277,11602.895821591848,3.687201251557674,6412.6412202698975,0.8753580420534492,1.2884682956521739E8,1,2500,UNIFORM,1,21.54425415831392,15.674367557024436,3,0,11196,0,47,0,0,0,0.0,23,false,0,0,33,0,10,503,4139,0,0,0,0,0,35,3424,5.0,0,267,0,0,4,0,0,472,0,SAFE,0,0,0,0,0,6316,9,0,2856,0,33,8164,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5155,193381,0,5.0,71,-1.0,0,606,0.012786476675516065,0,36442,1000,4806,30,126,true,28,0,0,5.0,0,4804,0,9,10,8297,0.0,90775,0,0,0,true,0.0,3387,0,0,0,0,0,true,11198,0.0,0,5457,0,0,10158,121.47333333333333,0,6276,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},244,0,2PC,472,0.0,0.0,13566,0,418,29,4860,0,0,0,4717,3325,0,59,0,5626,36442000,0,0,0,18627,0,0,0,667,0,3.5432436785311645E-4,5.0,5277,2PC__ TO__ PB,0,0,472,658.0,0.49818890291421986,512,0.0,0,0,0.5046052988026223,2520,2520
2,299997,0,17138,17136,0,427,11851.355341911765,5290.826279437508,12189.053782212884,3.7262366790582404,6634.57366730859,0.849374861506954,1.156648563478261E8,1,2500,UNIFORM,1,17.983326359470908,13.488629002046052,3,0,11801,0,50,0,0,0,0.0,25,false,0,0,44,0,10,633,4304,0,0,0,0,0,38,3626,5.0,0,268,0,0,4,0,0,427,0,SAFE,0,0,0,0,0,6576,9,0,2856,0,44,8691,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5151,192228,0,5.0,71,-1.0,0,736,0.012305120889887899,0,34274,1000,5247,29,0,true,25,0,0,5.0,0,5246,0,9,10,8767,0.0,85680,0,0,0,true,0.0,3604,0,0,0,0,0,true,11803,0.0,0,5555,0,0,10733,114.24666666666667,0,6535,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},243,0,2PC,427,0.0,0.0,13429,0,380,32,5235,0,0,0,5162,3543,0,55,0,5725,34274000,0,0,0,17563,0,0,0,793,0,5.010533507942835E-4,5.0,5292,2PC__ TO__ PB,0,0,427,654.1966666666667,0.4999708233646496,640,0.0,0,0,0.5061237428316187,2520,2520
3,299998,0,17494,17149,0,443,11751.045422531924,5267.775505601921,12093.904701090441,3.64340623040529,6410.987904950726,0.8651285956934626,1.2085359791304348E8,1,2500,UNIFORM,1,17.33456073647609,13.049101607478766,3,0,11700,0,47,0,0,0,0.0,24,false,0,0,47,0,10,578,4386,0,0,0,0,0,36,3736,5.0,0,254,0,0,4,0,0,443,0,SAFE,0,0,0,0,0,6258,9,0,2856,0,47,8596,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5167,192586,0,5.0,71,-1.0,0,669,0.01262611867981531,0,34643,1000,5222,29,0,true,25,0,0,5.0,0,5220,0,9,10,7753,0.0,85745,0,0,0,true,0.0,3648,0,0,0,0,0,true,11701,0.0,0,5411,0,0,10916,115.47666666666667,0,6228,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},231,0,2PC,443,0.0,0.0,13169,0,367,29,5360,0,0,0,5136,3587,0,55,0,5573,34643000,0,0,0,17592,0,0,0,724,0,5.343337880854934E-4,5.0,5275,2PC__ TO__ PB,0,0,443,655.4066666666666,0.4950206390901481,552,0.0,0,0,0.5013965684318532,2520,2520
4,299996,0,18202,18342,0,443,11211.328122614763,4839.634822876607,11525.32176044052,3.9023137318517316,6322.858567440846,0.8228816379163153,1.2206987826086956E8,1,2500,UNIFORM,1,18.28108251547841,13.625817233081895,3,0,11159,0,44,0,0,0,0.0,23,false,0,0,35,0,10,515,4082,0,0,0,0,0,34,3433,5.0,0,245,0,0,4,0,0,443,0,SAFE,0,0,0,0,0,6285,9,0,2856,0,35,8144,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5163,193292,0,5.0,71,-1.0,0,613,0.011977181171763052,0,36544,1000,4794,27,0,true,23,0,0,5.0,0,4793,0,9,10,8407,0.0,91710,0,0,0,true,0.0,3384,0,0,0,0,0,true,11160,0.0,0,5396,0,0,9667,121.81333333333333,0,6250,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},220,0,2PC,443,0.0,0.0,12887,0,376,29,4907,0,0,0,4707,3323,0,57,0,5547,36544000,0,0,0,18785,0,0,0,661,0,3.726377428799574E-4,5.0,5278,2PC__ TO__ PB,0,0,443,657.7133333333334,0.5019154991243433,526,0.0,0,0,0.5078811474301782,2520,2520
5,299997,0,16840,16679,0,434,12035.750577072968,5505.287539489311,12397.121788236705,3.9278870791977147,6451.651606451226,0.8827997658410832,1.2866951617391305E8,1,2500,UNIFORM,1,20.420133331369833,13.834038111507082,3,0,11981,0,48,0,0,0,0.0,25,false,0,0,32,0,10,600,4553,0,0,0,0,0,36,3874,5.0,0,269,0,0,4,0,0,434,0,SAFE,0,0,0,0,0,6455,9,0,2856,0,32,8880,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5125,191928,0,5.0,71,-1.0,0,701,0.012782375636909846,0,33519,1000,5456,31,0,true,28,0,0,5.0,0,5454,0,9,10,8549,0.0,83395,0,0,0,true,0.0,3798,0,0,0,0,0,true,11982,0.0,0,5396,0,0,9383,111.73,0,6417,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},243,0,2PC,434,0.0,0.0,13768,0,380,29,5604,0,0,0,5366,3736,0,63,0,5563,33519000,0,0,0,17113,0,0,0,763,0,3.7398469000175306E-4,5.0,5251,2PC__ TO__ PB,0,0,434,653.1566666666666,0.49759837703988785,581,0.0,0,0,0.5040202633051571,2520,2520
6,299996,0,16797,17020,0,411,11967.612649177438,5353.133794368042,12312.996776439482,4.823563544466518,6585.332058578143,0.8862782071593646,1.1758437252173913E8,1,2500,UNIFORM,1,19.73304703751315,13.916463859997663,3,0,11906,0,47,0,0,0,0.0,25,false,0,0,43,0,10,613,4393,0,0,0,0,0,37,3705,5.0,0,275,0,0,4,0,0,411,0,SAFE,0,0,0,0,0,6483,9,0,2856,0,43,8797,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5157,191887,0,5.0,71,-1.0,0,735,0.012007712983522262,0,33817,1000,5301,29,1443,true,26,0,0,5.0,0,5299,0,9,10,8551,0.0,85100,0,0,0,true,0.0,3641,0,0,0,0,0,true,11908,0.0,0,5490,0,0,10370,112.72333333333333,0,6446,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},245,0,2PC,411,0.0,0.0,14173,0,378,31,5397,0,0,0,5206,3573,0,66,0,5665,33817000,0,0,0,17431,0,0,0,786,0,4.93373874132293E-4,5.0,5288,2PC__ TO__ PB,0,0,411,653.0566666666666,0.5032971582340243,626,0.0,0,0,0.5092614233960501,2520,2520
7,299998,0,17222,17074,0,434,11802.456012123697,5343.495690570201,12148.575951505212,3.6793638928879933,6432.586270762563,0.8606673771862557,1.2633294469565217E8,1,2500,UNIFORM,1,20.087600374316153,13.408773020443421,3,0,11749,0,48,0,0,0,0.0,24,false,0,0,28,0,10,551,4441,0,0,0,0,0,36,3775,5.0,0,262,0,0,4,0,0,434,0,SAFE,0,0,0,0,0,6296,9,0,2856,0,28,8679,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5158,192312,0,5.0,71,-1.0,0,607,0.012496400806219407,0,34296,1000,5296,28,0,true,26,0,0,5.0,0,5294,0,9,10,8243,0.0,85370,0,0,0,true,0.0,3693,0,0,0,0,0,true,11751,0.0,0,5432,0,0,11192,114.32,0,6259,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},233,0,2PC,434,0.0,0.0,13527,0,370,29,5384,0,0,0,5204,3626,0,60,0,5597,34296000,0,0,0,17508,0,0,0,714,0,3.1985378112862694E-4,5.0,5269,2PC__ TO__ PB,0,0,434,654.4233333333333,0.4978423139724749,515,0.0,0,0,0.5041174776849986,2520,2520
8,300002,0,16861,16913,0,425,11949.038257080352,5416.633122056817,12311.460063974457,4.138330448258721,6497.408290900491,0.7939053203682703,1.2093934504347827E8,1,2500,UNIFORM,1,18.150996052516156,13.177942512938975,3,0,11897,0,48,0,0,0,0.0,25,false,0,0,24,0,10,604,4468,0,0,0,0,0,37,3797,5.0,0,262,0,0,4,0,0,425,0,SAFE,0,0,0,0,0,6557,9,0,2856,0,24,8818,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5186,191951,0,5.0,71,-1.0,0,677,0.012427263955086407,0,33774,1000,5371,28,0,true,25,0,0,5.0,0,5369,0,9,10,9634,0.0,84565,0,0,0,true,0.0,3748,0,0,0,0,0,true,11898,0.0,0,5450,0,0,10155,112.58,0,6503,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},234,0,2PC,425,0.0,0.0,14322,0,376,30,5468,0,0,0,5273,3681,0,56,0,5618,33774000,0,0,0,17338,0,0,0,758,0,2.7684854077748296E-4,5.0,5319,2PC__ TO__ PB,0,0,425,653.22,0.5007698229407236,574,0.0,0,0,0.5069738881253838,2520,2520
9,299996,0,17982,18151,0,454,11298.092020274365,4921.169843454566,11619.84183637265,3.7257774072758085,6393.678122748059,0.8729867937482343,1.1546356695652173E8,1,2500,UNIFORM,1,21.25968237352065,15.466971711263565,2,0,11245,0,46,0,0,0,0.0,23,false,0,0,39,0,10,526,4195,0,0,0,0,0,36,3488,5.0,0,264,0,0,4,0,0,454,0,SAFE,0,0,0,0,0,6406,9,0,2856,0,39,8231,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5212,193074,0,5.0,71,-1.0,0,643,0.01240877907453467,0,36133,1000,4870,30,0,true,28,0,0,5.0,0,4868,0,9,10,7723,0.0,90755,0,0,0,true,0.0,3434,0,0,0,0,0,true,11246,0.0,0,5422,0,0,10451,120.44333333333333,0,6382,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},237,0,2PC,454,0.0,0.0,12762,0,412,30,4929,0,0,0,4781,3372,0,63,0,5588,36133000,0,0,0,18605,0,0,0,683,0,4.192421392098898E-4,5.0,5337,2PC__ TO__ PB,0,0,454,657.0,0.5023385824592478,549,0.0,0,0,0.5085139530434307,2520,2520
