SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,avgNumNodesCommit,numRemoteRemoteLockContentions,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,avgNumOfLockRemoteTx,remoteUpdateTxPrepareServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numOwnedWrItemsInRemotePrepare,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,remoteContentionProbability,avgLocalLocalAbortLockHoldTime,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgNumNodesCompleteNotification,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,switchCoolDownTime,lockContentionProbability,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,tOGMUAvgSuccessfulValidationServiceTime,localUpdateTxLocalRollbackServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,avgLocalRemoteAbortLockHoldTime,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,300015,0,39050,4348,0,378,21594.17506922723,5047.127844046095,23515.471395584176,4.026178476790935,16369.562498160074,0.9312566839783053,1.2300259233333333E8,1,2500,UNIFORM,1,21.424771495796783,14.257725214729533,2,0,0,21523,54,0,0,0,0.0,false,0,0,28,0,40,11,1813,5207,0,0,0,0,3516,0,41,650,5.0,0,0,0,3,0,0,378,0,SAFE,0,0,0,0,0,16156,39,0,2856,0,11,6835,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},11766,215467,0,5.0,71,-1.0,0,2003,0.008634868421052632,0,43398,1000,30,4988,0,true,30,0,0,4987,0,5.0,0,40,39,0.0,18464,21740,0,0,0,true,0.0,3305,0,0,0,0,0,true,21525,0.0,13811,0,0,0,11133,144.66,0,0,71,15990,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,588,2PC,378,0.0,0.0,21976,0,35,996,5246,0,0,0,4881,3232,0,69,0,14109,43398000,0,0,4726,0,0,0,2108,0,0,4.655099449851883E-4,5.0,11877,2PC__ TO__ PB,0,0,378,764.5133333333333,0.10018894879948385,1846,0,0.0,0,0.10795869883040936,2580,2580
1,300008,0,38976,4255,0,300,21833.994352996477,5126.568868047004,23386.255919858988,3.6645421653534265,16520.9130199765,0.952604773021572,1.1288601773913044E8,1,2500,UNIFORM,1,21.66491530173899,14.862920700190669,3,0,0,21763,50,0,0,0,0.0,false,0,0,27,0,40,10,1885,5292,0,0,0,0,3612,0,40,646,5.0,0,0,0,3,0,0,300,0,SAFE,0,0,0,0,0,16580,39,0,2856,0,10,6864,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12782,215387,0,5.0,71,-1.0,0,2022,0.006891640440146103,0,43231,1000,28,5071,2500,true,26,0,0,5069,0,5.0,0,40,39,0.0,16994,21275,0,0,0,true,0.0,3408,0,0,0,0,0,true,21765,0.0,13873,0,0,0,11192,144.10333333333332,0,0,71,16557,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,575,2PC,300,0.0,0.0,21880,0,33,989,5352,0,0,0,4970,3337,0,67,0,14170,43231000,0,0,4555,0,0,0,2177,0,0,4.390779363336992E-4,5.0,12876,2PC__ TO__ PB,0,0,300,764.2433333333333,0.09842474150493859,1867,0,0.0,0,0.10463807401621833,2580,2580
2,299998,0,39458,4362,0,331,21649.106648326455,5016.001132267221,23288.354244841816,3.477484790831465,16343.655346629987,0.9476364941515908,1.0926507617391305E8,1,2500,UNIFORM,1,15.307206337342302,10.691569432175942,3,0,0,21587,50,0,0,0,0.0,false,0,0,24,0,40,15,1869,5175,0,0,0,0,3610,0,37,599,5.0,0,0,0,3,0,0,331,0,SAFE,0,0,0,0,0,16207,39,0,2856,0,15,6788,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12665,215874,0,5.0,71,-1.0,0,2046,0.007496998935471451,0,43820,1000,25,4973,0,true,23,0,0,4971,0,5.0,0,40,39,0.0,15553,21810,0,0,0,true,0.0,3414,0,0,0,0,0,true,21589,0.0,13829,0,0,0,9688,146.06666666666666,0,0,71,16251,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,538,2PC,331,0.0,0.0,21481,0,32,928,5325,0,0,0,4886,3353,0,50,0,14089,43820000,0,0,4693,0,0,0,2119,0,0,6.392499467291711E-4,5.0,12752,2PC__ TO__ PB,0,0,331,765.89,0.09954358740301232,1870,0,0.0,0,0.10629430816969038,2580,2580
3,300001,0,39575,4428,0,369,21506.114818428185,4954.367014883133,23353.907980803975,3.291437956368881,16265.944933378501,0.9361923786485251,1.0637732939130434E8,1,2500,UNIFORM,1,16.07483169566393,10.889849589831424,3,0,0,21451,49,0,0,0,0.0,false,0,0,25,0,40,8,1936,5083,0,0,0,0,3557,0,37,587,5.0,0,0,0,3,0,0,369,0,SAFE,0,0,0,0,0,16338,39,0,2856,0,8,6760,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12604,215990,0,5.0,71,-1.0,0,2127,0.008316055169926981,0,44003,1000,24,4912,0,true,23,0,0,4910,0,5.0,0,40,39,0.0,17096,22140,0,0,0,true,0.0,3327,0,0,0,0,0,true,21453,0.0,13698,0,0,0,9627,146.67666666666668,0,0,71,16307,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,545,2PC,369,0.0,0.0,22043,0,32,902,5265,0,0,0,4824,3267,0,50,0,13949,44003000,0,0,4797,0,0,0,2183,0,0,3.335417969564311E-4,5.0,12702,2PC__ TO__ PB,0,0,369,766.2533333333333,0.10062950253391814,1956,0,0.0,0,0.10810871720905076,2580,2580
4,300007,0,39964,4383,0,379,21565.114364134155,4918.844794465019,23492.68091535478,3.5364818897285697,16191.711856034679,0.9242568289811498,1.0318669669565217E8,1,2500,UNIFORM,1,14.157908621383534,10.567456982515763,3,0,0,21502,49,0,0,0,0.0,false,0,0,24,0,40,9,1871,5144,0,0,0,0,3612,0,37,594,5.0,0,0,0,3,0,0,379,0,SAFE,0,0,0,0,0,16092,39,0,2856,0,9,6704,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12479,216377,0,5.0,71,-1.0,0,2107,0.008473818360685061,0,44347,1000,28,4872,0,true,25,0,0,4870,0,5.0,0,40,39,0.0,18076,21915,0,0,0,true,0.0,3302,0,0,0,0,0,true,21505,0.0,13649,0,0,0,10191,147.82333333333332,0,0,71,15954,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,545,2PC,379,0.0,0.0,22158,0,31,901,5396,0,0,0,4784,3243,0,53,0,13917,44347000,0,0,4762,0,0,0,2137,0,0,3.7799244015119697E-4,5.0,12566,2PC__ TO__ PB,0,0,379,767.54,0.09883419397027984,1970,0,0.0,0,0.10647050932343603,2580,2580
5,299997,0,38851,4352,0,385,21674.540080652572,5056.018883786775,23657.898830422793,3.2741789942185924,16311.819704733456,0.9073410353252274,1.1095626226086956E8,1,2500,UNIFORM,1,18.81040914930715,12.046271772047351,3,0,0,21617,54,0,0,0,0.0,false,0,0,25,0,40,9,2026,5203,0,0,0,0,3614,0,39,622,5.0,0,0,0,3,0,0,385,0,SAFE,0,0,0,0,0,16301,39,0,2856,0,9,6880,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12424,215268,0,5.0,71,-1.0,0,2210,0.008832706249426447,0,43203,1000,27,5011,2023,true,25,0,0,5009,0,5.0,0,40,39,0.0,17169,21760,0,0,0,true,0.0,3332,0,0,0,0,0,true,21619,0.0,13620,0,0,0,10010,144.01,0,0,71,16242,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,564,2PC,385,0.0,0.0,22262,0,33,926,5380,0,0,0,4917,3268,0,56,0,13878,43203000,0,0,4737,0,0,0,2296,0,0,3.7998733375554147E-4,5.0,12523,2PC__ TO__ PB,0,0,385,763.8433333333334,0.10073374534175868,2064,0,0.0,0,0.10867670000917684,2580,2580
6,299992,0,39053,4317,0,339,21430.368805420432,5102.276383094769,23216.855719481122,3.0590883342103456,15955.801260597636,0.9292428767812004,1.316997307826087E8,1,2500,UNIFORM,1,16.133775355190007,11.140420531240705,3,0,0,21372,50,0,0,0,0.0,false,0,0,24,0,40,9,1957,5227,0,0,0,0,3700,0,37,598,5.0,0,0,0,3,0,0,339,0,SAFE,0,0,0,0,0,15989,39,0,2856,0,9,6860,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},12137,215465,0,5.0,71,-1.0,0,2086,0.00775583975840216,0,43370,1000,24,5061,0,true,22,0,0,5059,0,5.0,0,40,39,0.0,16809,21585,0,0,0,true,0.0,3458,0,0,0,0,0,true,21374,0.0,13349,0,0,0,10562,144.56666666666666,0,0,71,15930,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,533,2PC,339,0.0,0.0,22611,0,32,892,5500,0,0,0,4973,3399,0,49,0,13607,43370000,0,0,4656,0,0,0,2207,0,0,3.865979381443299E-4,5.0,12231,2PC__ TO__ PB,0,0,339,764.5,0.09953885174083468,1943,0,0.0,0,0.10652268411539957,2580,2580
7,299995,0,40496,4640,0,363,21134.114405172415,4781.659655126432,22818.187457974138,2.892788698652718,16114.048846336207,0.928036025620978,1.1577457252173913E8,1,2500,UNIFORM,1,15.035550429679773,10.833506340798698,2,0,0,21081,51,0,0,0,0.0,false,0,0,25,0,40,10,1922,4972,0,0,0,0,3435,0,37,597,5.0,0,0,0,3,0,0,363,0,SAFE,0,0,0,0,0,16076,39,0,2856,0,10,6590,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},13425,216917,0,5.0,71,-1.0,0,2045,0.007978197323018089,0,45136,1000,26,4740,0,true,24,0,0,4739,0,5.0,0,40,39,0.0,17090,23200,0,0,0,true,0.0,3219,0,0,0,0,0,true,21083,0.0,13521,0,0,0,9295,150.45333333333335,0,0,71,16021,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,544,2PC,363,0.0,0.0,21322,0,33,902,5052,0,0,0,4659,3162,0,50,0,13789,45136000,0,0,5003,0,0,0,2178,0,0,3.997601439136518E-4,5.0,13499,2PC__ TO__ PB,0,0,363,769.3466666666667,0.10280042538107054,1890,0,0.0,0,0.10995846062550825,2580,2580
8,299995,0,39836,4502,0,353,21475.326219235892,4900.325916834019,23160.140691914705,3.4325980398738003,16360.236398267436,0.947653586276396,1.0601936313043478E8,1,2500,UNIFORM,1,15.732994898301671,10.895821888075899,2,0,0,21421,50,0,0,0,0.0,false,0,0,25,0,40,9,1901,5095,0,0,0,0,3506,0,37,611,5.0,0,0,0,3,0,0,353,0,SAFE,0,0,0,0,0,16207,39,0,2856,0,9,6707,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},13514,216251,0,5.0,71,-1.0,0,2148,0.007898682061265132,0,44338,1000,25,4857,0,true,24,0,0,4855,0,5.0,0,40,39,0.0,16458,22510,0,0,0,true,0.0,3302,0,0,0,0,0,true,21423,0.0,13773,0,0,0,9726,147.79333333333332,0,0,71,16193,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,550,2PC,353,0.0,0.0,21379,0,32,940,5140,0,0,0,4767,3241,0,51,0,14059,44338000,0,0,4855,0,0,0,2161,0,0,3.707518022657055E-4,5.0,13583,2PC__ TO__ PB,0,0,353,767.12,0.10153818395056159,2010,0,0.0,0,0.10863484817972299,2580,2580
9,299998,0,38203,4325,0,387,21629.73157549133,5164.548770829517,23592.42816346821,4.558259536292671,16338.964181965317,0.8881254067049038,1.3021701217391305E8,1,2500,UNIFORM,1,21.28660249330071,15.083858674123267,3,0,0,21563,54,0,0,0,0.0,false,0,0,26,0,40,16,1856,5245,0,0,0,0,3577,0,39,643,5.0,0,0,0,3,0,0,387,0,SAFE,0,0,0,0,0,16114,39,0,2856,0,16,6978,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},13518,214636,0,5.0,71,-1.0,0,2013,0.009017825934987766,0,42528,1000,27,5108,0,true,24,0,0,5106,0,5.0,0,40,39,0.0,16491,21625,0,0,0,true,0.0,3416,0,0,0,0,0,true,21565,0.0,13765,0,0,0,10908,141.76,0,0,71,16086,60,0.0,0,0.0,0,1000,40,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,576,2PC,387,0.0,0.0,21805,0,34,980,5326,0,0,0,5003,3346,0,67,0,14053,42528000,0,0,4712,0,0,0,2122,0,0,6.791171477079797E-4,5.0,13582,2PC__ TO__ PB,0,0,387,761.76,0.1016977050413845,1836,0,0.0,0,0.10979843877432133,2580,2580
