SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,avgWriteTxDuration,gMUClusteredGetCommandWaitingTime,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,remoteUpdateTxPrepareServiceTime,localUpdateTxLocalServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,readOnlyTxTotalResponseTime,remoteUpdateTxRollbackServiceTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgClusteredGetCommandReplySize,avgReadOnlyTxDuration,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numLocalLocalLockContentions,numWaitedRemoteGets,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,avgCommitCommandSize,switchCoolDownTime,lockContentionProbability,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,avgLocalRemoteAbortLockHoldTime,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,gMUClusteredGetCommandServiceTime,updateXactToPrepare,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,writeSkewProbability,localReadOnlyTxCommitResponseTime,avgRollbackRtt,percentageWriteTransactions,Before,After
0,299993,0,68335,7528,0,67,9193.24074747609,3357.3141772444574,9319.0988934644,1.1764361912287633,5699.053146253986,0.9348787218862626,9.142459443478261E7,1,2500,UNIFORM,1,7.398640919267747,5.842691413143685,1,0,9164,0,61,0,0,0,0.0,29,false,0,0,7,0,10,422,3617,0,0,0,0,0,51,2823,5.0,0,264,0,0,1,0,0,67,0,SAFE,0,0,0,0,0,5563,9,0,2856,0,7,3923,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4507,138518,0,5.0,71,-1.0,0,645,8.823916765441854E-4,0,75863,1000,3333,36,213,true,33,0,0,5.0,0,3332,0,9,10,8588,0.0,37640,0,0,0,true,0.0,2690,0,0,0,0,0,true,9165,0.0,0,4918,0,0,7599,252.87666666666667,0,5545,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},259,0,2PC,67,0.0,0.0,14041,0,505,51,3509,0,0,0,3282,2648,0,25,0,5068,75863000,0,0,0,7595,0,0,0,555,0,1.8433179723502304E-4,5.0,4621,2PC__ TO__ PB,0,0,67,463.75,0.09923150943147516,543,0.0,0,0,0.1000263400500461,2520,2520
1,300004,0,64046,6940,0,64,9577.461270172911,3627.041230568654,9692.659955475503,1.4034160872624912,5794.988654466859,0.9301213967954709,1.0095567686956522E8,1,2500,UNIFORM,1,8.280040774102744,6.224580534834624,2,0,9544,0,59,0,0,0,0.0,27,false,0,0,5,0,10,480,3922,0,0,0,0,0,50,3105,5.0,0,275,0,0,1,0,0,64,0,SAFE,0,0,0,0,0,5739,9,0,2856,0,5,4192,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4600,134229,0,5.0,71,-1.0,0,780,9.007741027445461E-4,0,70986,1000,3600,35,0,true,33,0,0,5.0,0,3599,0,10,10,9445,0.0,34700,0,0,0,true,0.0,2925,0,0,0,0,0,true,9546,0.0,0,4928,0,0,8306,236.62,0,5716,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},289,0,2PC,64,0.0,0.0,12393,0,517,47,3797,0,0,0,3550,2883,0,28,0,5093,70986000,0,0,0,7004,0,0,0,620,0,1.4277555682467162E-4,5.0,4711,2PC__ TO__ PB,0,0,64,449.45,0.09776575662806751,627,0.0,0,0,0.09857846586910626,2520,2520
2,299998,0,62735,7032,0,64,9656.28212741752,3679.945844456842,9777.010988339021,1.2238187338001747,5844.342956484642,0.946470435920222,1.0360033008695652E8,1,2500,UNIFORM,1,7.3648723346364795,5.436249846056908,2,0,9628,0,57,0,0,0,0.0,27,false,0,0,1,0,10,541,3960,0,0,0,0,0,48,3176,5.0,0,287,0,0,1,0,0,64,0,SAFE,0,0,0,0,0,5977,9,0,2856,0,1,4268,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4610,132918,0,5.0,71,-1.0,0,686,9.164984032879381E-4,0,69767,1000,3655,30,0,true,27,0,0,5.0,0,3654,0,10,10,9514,0.0,35160,0,0,0,true,0.0,3013,0,0,0,0,0,true,9629,0.0,0,4926,0,0,7335,232.55666666666667,0,5947,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},295,0,2PC,64,0.0,0.0,13183,0,474,52,3828,0,0,0,3606,2973,0,26,0,5097,69767000,0,0,0,7096,0,0,0,672,0,2.818489289740699E-5,5.0,4742,2PC__ TO__ PB,0,0,64,445.06666666666666,0.10079263835337623,551,0.0,0,0,0.10161676046455013,2520,2520
3,299995,0,62378,6851,0,79,9652.566768792876,3728.052858107025,9792.464519486206,1.342999206440815,5766.904472777696,0.9550016131382055,1.033651916521739E8,1,2500,UNIFORM,1,7.062855240376291,5.625083698851504,2,0,9620,0,56,0,0,0,0.0,26,false,0,0,8,0,10,498,3985,0,0,0,0,0,46,3219,5.0,0,270,0,0,1,0,0,79,0,SAFE,0,0,0,0,0,5794,9,0,2856,0,8,4302,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4619,132561,0,5.0,71,-1.0,0,640,0.0011398395567611243,0,69229,1000,3703,30,0,true,57,0,0,5.0,0,3702,0,9,10,8555,0.0,34255,0,0,0,true,0.0,3063,0,0,0,0,0,true,9622,0.0,0,4895,0,0,7469,230.76333333333332,0,5769,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},256,0,2PC,79,0.0,0.0,12044,0,473,44,3899,0,0,0,3653,3021,0,26,0,5062,69229000,0,0,0,6930,0,0,0,628,0,2.3088023088023088E-4,5.0,4734,2PC__ TO__ PB,0,0,79,443.9,0.09896141790290196,549,0.0,0,0,0.09998845732094419,2520,2520
4,299996,0,60850,6722,0,56,9846.211434989587,3824.8737090221857,9950.154774025588,1.023364774945289,5890.121996578399,0.9612990692528772,9.531645426086956E7,1,2500,UNIFORM,1,7.452979609037676,5.827906015259951,2,0,9815,0,53,0,0,0,0.0,27,false,0,0,4,0,10,514,4088,0,0,0,0,0,46,3295,5.0,0,285,0,0,1,0,0,56,0,SAFE,0,0,0,0,0,5969,9,0,2856,0,4,4409,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4581,131033,0,5.0,71,-1.0,0,533,8.280593836872301E-4,0,67572,1000,3802,32,0,true,29,0,0,5.0,0,3801,0,9,10,9321,0.0,33610,0,0,0,true,0.0,3129,0,0,0,0,0,true,9816,0.0,0,4984,0,0,6978,225.24,0,5949,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},256,0,2PC,56,0.0,0.0,12396,0,485,47,3970,0,0,0,3751,3087,0,25,0,5160,67572000,0,0,0,6778,0,0,0,651,0,1.1802891708468574E-4,5.0,4714,2PC__ TO__ PB,0,0,56,438.79333333333335,0.09947907417273427,425,0.0,0,0,0.10022475897557225,2520,2520
5,300003,0,62638,6894,0,62,9830.80656121265,3688.3613140585585,9948.084198288367,1.2853474150070408,5958.833843342037,0.9627304752479164,9.616545669565217E7,1,2500,UNIFORM,1,7.534626275253614,5.866044788343823,2,0,9797,0,56,0,0,0,0.0,27,false,0,0,4,0,10,553,4026,0,0,0,0,0,47,3204,5.0,0,299,0,0,1,0,0,62,0,SAFE,0,0,0,0,0,6042,9,0,2856,0,4,4281,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4520,132823,0,5.0,71,-1.0,0,685,8.908813978216513E-4,0,69532,1000,3662,34,0,true,31,0,0,5.0,0,3661,0,9,10,9940,0.0,34470,0,0,0,true,0.0,2994,0,0,0,0,0,true,9798,0.0,0,5000,0,0,7872,231.77333333333334,0,6018,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},280,0,2PC,62,0.0,0.0,12938,0,496,45,3884,0,0,0,3610,2951,0,27,0,5176,69532000,0,0,0,6956,0,0,0,703,0,1.1500862564692352E-4,5.0,4670,2PC__ TO__ PB,0,0,62,444.76,0.09914859345337398,581,0.0,0,0,0.09995114521366784,2520,2520
6,299996,0,63596,7054,0,67,9801.92951119932,3611.5352516982202,9917.692712220018,1.181679751686299,5996.13384533598,0.9455555441304175,1.1697536730434783E8,1,2500,UNIFORM,1,6.873960292433219,5.180519153810258,2,0,9769,0,57,0,0,0,0.0,29,false,0,0,5,0,10,557,3934,0,0,0,0,0,48,3113,5.0,0,306,0,0,1,0,0,67,0,SAFE,0,0,0,0,0,5951,9,0,2856,0,5,4214,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4592,133779,0,5.0,71,-1.0,0,651,9.474383811530466E-4,0,70650,1000,3586,32,205,true,29,0,0,5.0,0,3585,0,9,10,7461,0.0,35270,0,0,0,true,0.0,2928,0,0,0,0,0,true,9770,0.0,0,5034,0,0,8284,235.5,0,5939,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},283,0,2PC,67,0.0,0.0,12103,0,492,47,3819,0,0,0,3531,2884,0,26,0,5205,70650000,0,0,0,7121,0,0,0,712,0,1.404297149276787E-4,5.0,4728,2PC__ TO__ PB,0,0,67,447.94666666666666,0.09984430290162774,542,0.0,0,0,0.10069714495807232,2520,2520
7,299994,0,63263,7113,0,70,9578.504562350625,3642.7301737192356,9726.449803458456,1.133675155438208,5802.093872065233,0.9366992053169989,1.19954864E8,1,2500,UNIFORM,1,7.044882619311245,5.312993910229112,2,0,9548,0,56,0,0,0,0.0,27,false,0,0,3,0,10,486,3928,0,0,0,0,0,44,3148,5.0,0,281,0,0,1,0,0,70,0,SAFE,0,0,0,0,0,5689,9,0,2856,0,3,4233,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4577,133452,0,5.0,71,-1.0,0,693,9.936689095193481E-4,0,70376,1000,3620,33,0,true,30,0,0,5.0,0,3619,0,10,10,8056,0.0,35565,0,0,0,true,0.0,2981,0,0,0,0,0,true,9550,0.0,0,4933,0,0,6779,234.58666666666667,0,5671,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},294,0,2PC,70,0.0,0.0,14942,0,476,46,3791,0,0,0,3569,2940,0,24,0,5098,70376000,0,0,0,7183,0,0,0,629,0,8.353055826256439E-5,5.0,4691,2PC__ TO__ PB,0,0,70,446.85333333333335,0.10107138797317267,577,0.0,0,0,0.1019646253868211,2520,2520
8,299995,0,61360,6730,0,62,9871.796982763744,3787.579206029987,9993.199505794948,1.4592797863599014,5958.957509361069,0.94210864595054,6.473062330434783E7,1,2500,UNIFORM,1,6.795543197558398,5.429849219391947,2,0,9838,0,54,0,0,0,0.0,27,false,0,0,8,0,10,532,4029,0,0,0,0,0,45,3234,5.0,0,284,0,0,1,0,0,62,0,SAFE,0,0,0,0,0,5792,9,0,2856,0,8,4375,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4591,131543,0,5.0,71,-1.0,0,641,9.097311891067026E-4,0,68090,1000,3764,32,0,true,29,0,0,5.0,0,3762,0,9,10,9418,0.0,33650,0,0,0,true,0.0,3091,0,0,0,0,0,true,9839,0.0,0,5037,0,0,7368,226.96666666666667,0,5759,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},276,0,2PC,62,0.0,0.0,13073,0,487,47,3927,0,0,0,3712,3049,0,25,0,5199,68090000,0,0,0,6792,0,0,0,676,0,2.3557126030624264E-4,5.0,4706,2PC__ TO__ PB,0,0,62,440.50666666666666,0.09883977089146717,533,0.0,0,0,0.09965958445826975,2520,2520
9,299998,0,64886,7319,0,59,9391.495177756524,3546.9333163548376,9490.714276813771,1.4260867513561386,5672.53406353327,0.9169539363000216,1.1410631060869566E8,1,2500,UNIFORM,1,7.39649344071737,5.772037072401195,2,0,9356,0,58,0,0,0,0.0,27,false,0,0,6,0,10,434,3840,0,0,0,0,0,49,3044,5.0,0,263,0,0,1,0,0,59,0,SAFE,0,0,0,0,0,5560,9,0,2856,0,6,4122,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4635,135069,0,5.0,71,-1.0,0,643,8.164507915421233E-4,0,72205,1000,3521,35,0,true,33,0,0,5.0,0,3520,0,10,10,7779,0.0,36595,0,0,0,true,0.0,2872,0,0,0,0,0,true,9358,0.0,0,4860,0,0,7214,240.68333333333334,0,5548,0,71,60,0.0,0,0.0,1000,0,10,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},270,0,2PC,59,0.0,0.0,12220,0,509,50,3732,0,0,0,3470,2831,0,27,0,5021,72205000,0,0,0,7378,0,0,0,570,0,1.626457034426674E-4,5.0,4736,2PC__ TO__ PB,0,0,59,452.25333333333333,0.10136417145627034,524,0.0,0,0,0.10209786338979299,2520,2520
