SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgCompleteNotificationAsync,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,avgNumNodesCommit,numRemoteRemoteLockContentions,avgCommitAsync,localUpdateTxTotalCpuTime,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,avgNumOfLockRemoteTx,remoteUpdateTxPrepareServiceTime,localUpdateTxCommitServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numOwnedWrItemsInRemotePrepare,numWaitedRemoteCommits,replicationDegree,avgNumNodesRollback,remoteContentionProbability,avgLocalLocalAbortLockHoldTime,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,numEarlyAborts,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgNumNodesCompleteNotification,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,switchCoolDownTime,lockContentionProbability,tOPrepareWaitTime,numOwnedRdItemsInRemotePrepare,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,availableProtocolsInfo,tOGMUAvgSuccessfulValidationServiceTime,localUpdateTxLocalRollbackServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,avgLocalRemoteAbortLockHoldTime,remoteUpdateTxCommitResponseTime,localUpdateTxPrepareServiceTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,300037,0,13270,1485,0,568,74573.55862760943,10967.780776940466,103449.74418249159,11.417278143966588,63292.54431851852,0.9487311263061367,4.705074776666667E8,1,2500,UNIFORM,1,77.77187861384846,36.23955406904653,6,0,0,74327,121,0,0,0,0.0,false,0,0,39,0,99,10,12968,8155,0,0,0,0,4509,0,50,1422,5.0,0,0,0,8,0,0,568,0,SAFE,0,0,0,0,0,65428,98,0,2856,0,10,20066,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},35853,223831,0,5.0,71,-1.0,0,13924,0.03706845917901194,0,14755,1000,17,10787,1230,true,33,0,0,10784,0,5.0,0,99,98,0.0,67325,7425,0,0,0,true,0.0,4233,0,0,0,0,0,true,74331,0.0,48326,0,0,0,23947,49.18333333333333,0,0,71,64837,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1372,2PC,568,0.0,0.0,74992,0,78,2148,11429,0,0,0,10496,4116,0,242,0,48987,14755000,0,0,2053,0,0,0,13713,0,0,9.74184120798831E-4,5.0,36078,2PC__ TO__ PB,0,0,568,996.9933333333333,0.10064384954252796,13533,0,0.0,0,0.1339815962931541,2698,2698
1,300014,0,14608,1593,0,582,71665.6061839297,9795.624700985762,97963.74097363465,17.767503545254126,61079.139089767734,0.9437625148035541,1.3474394086956522E8,1,2500,UNIFORM,1,71.76864285288686,33.75820288387058,5,0,0,71445,109,0,0,0,0.0,false,0,0,36,0,99,4,12486,8013,0,0,0,0,4413,0,47,1409,5.0,0,0,0,8,0,0,582,0,SAFE,0,0,0,0,0,60866,98,0,2856,0,4,18297,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},36190,225089,0,5.0,71,-1.0,0,13443,0.03467794792349401,0,16201,1000,16,9648,2114,true,27,0,0,9646,0,5.0,0,99,98,0.0,61289,7965,0,0,0,true,0.0,4068,0,0,0,0,0,true,71452,0.0,46542,0,0,0,23795,54.00333333333333,0,0,71,60732,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1351,2PC,582,0.0,0.0,71674,0,67,2118,10773,0,0,0,9376,3957,0,198,0,47321,16201000,0,0,2175,0,0,0,13210,0,0,3.67816091954023E-4,5.0,36345,2PC__ TO__ PB,0,0,582,1001.17,0.09832726374915128,13025,0,0.0,0,0.12959542394089257,2698,2698
2,300042,0,16949,1918,0,714,60633.433132429614,8187.863777331996,83682.78188373306,16.09246626832133,51960.85803284672,0.9253278560110526,1.4039125466666666E8,1,2500,UNIFORM,1,55.21126428680864,29.50455446606404,4,0,0,60451,82,0,0,0,0.0,false,0,0,33,0,99,14,8669,7480,0,0,0,0,4090,0,44,1302,5.0,0,0,0,7,0,0,714,0,SAFE,0,0,0,0,0,54366,98,0,2856,0,14,15714,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},36203,227391,0,5.0,71,-1.0,0,9487,0.036463919105255094,0,18867,1000,15,8062,6224,true,23,0,0,8057,0,5.0,0,99,98,0.0,56868,9590,0,0,0,true,0.0,3845,0,0,0,0,0,true,60454,0.0,41542,0,0,0,24360,62.89,0,0,71,53475,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1251,2PC,714,0.0,0.0,61590,0,49,2019,8768,0,0,0,7853,3745,0,167,0,42175,18867000,0,0,2632,0,0,0,9356,0,0,0.0010638297872340426,5.0,36357,2PC__ TO__ PB,0,0,714,1008.8333333333334,0.10165898129008322,9098,0,0.0,0,0.13441601552525406,2698,2698
3,299993,0,15985,1806,0,739,61558.58336987818,8840.075236346574,87359.8690448505,19.30328343227199,52189.420540420826,0.9329300258732673,1.5264427652173913E8,1,2500,UNIFORM,1,63.8783737722612,31.23648267674042,5,0,0,61362,89,0,0,0,0.0,false,0,0,34,0,99,17,9247,7599,0,0,0,0,4195,0,46,1316,5.0,0,0,0,7,0,0,739,0,SAFE,0,0,0,0,0,52463,98,0,2856,0,17,16652,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},36084,226458,0,5.0,71,-1.0,0,10366,0.039881273610361576,0,17791,1000,15,8705,872,true,25,0,0,8702,0,5.0,0,99,97,0.0,48931,9030,0,0,0,true,0.0,3955,0,0,0,0,0,true,61364,0.0,41365,0,0,0,20565,59.303333333333335,0,0,71,53374,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1273,2PC,739,0.0,0.0,62702,0,57,2017,9439,0,0,0,8456,3843,0,187,0,41946,17791000,0,0,2545,0,0,0,9811,0,0,0.0013359528487229863,5.0,36206,2PC__ TO__ PB,0,0,739,1005.7233333333334,0.10151200044966556,9976,0,0.0,0,0.1373448461953589,2698,2698
4,300005,0,20702,2351,0,790,49451.23188855806,6965.434488551831,65966.04958358145,9.37860940317913,42252.764220757126,0.9354747600796497,1.5896571826086956E8,1,2500,UNIFORM,1,45.84911076626264,24.616950467642496,4,0,0,49334,63,0,0,0,0.0,false,0,0,30,0,99,17,5030,6890,0,0,0,0,3901,0,42,1137,5.0,0,0,0,6,0,0,790,0,SAFE,0,0,0,0,0,41273,98,0,2856,0,17,12872,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},36262,231094,0,5.0,71,-1.0,0,5642,0.03313341441932643,0,23053,1000,14,6869,13469,true,15,0,0,6867,0,5.0,0,99,98,0.0,42292,11755,0,0,0,true,0.0,3685,0,0,0,0,0,true,49337,0.0,35984,0,0,0,17304,76.84333333333333,0,0,71,41038,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1061,2PC,790,0.0,0.0,48865,0,38,1790,7234,0,0,0,6685,3581,0,125,0,36483,23053000,0,0,3141,0,0,0,5505,0,0,0.0010824578159821714,5.0,36317,2PC__ TO__ PB,0,0,790,1021.11,0.10198238840931766,5320,0,0.0,0,0.13173677809000545,2698,2698
5,300002,0,19751,2115,0,775,51486.30724160756,7556.374370512885,70924.68214042553,11.04451711496842,43413.06615319149,0.9322393002211052,1.443104166956522E8,1,2500,UNIFORM,1,47.3141210193896,26.785566891921736,4,0,0,51331,69,0,0,0,0.0,false,0,0,31,0,99,13,6259,7356,0,0,0,0,4211,0,43,1218,5.0,0,0,0,6,0,0,775,0,SAFE,0,0,0,0,0,42156,98,0,2856,0,13,13564,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},36167,230157,0,5.0,71,-1.0,0,6917,0.03422993684024557,0,21866,1000,14,7452,1845,true,18,0,0,7450,0,5.0,0,99,98,0.0,42860,10575,0,0,0,true,0.0,3905,0,0,0,0,0,true,51334,0.0,35728,0,0,0,15864,72.88666666666667,0,0,71,41986,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1154,2PC,775,0.0,0.0,52741,0,42,1863,8128,0,0,0,7258,3797,0,140,0,36297,21866000,0,0,2890,0,0,0,6788,0,0,8.996539792387544E-4,5.0,36225,2PC__ TO__ PB,0,0,775,1017.9833333333333,0.09672550992408305,6587,0,0.0,0,0.12764453866878672,2698,2698
6,299997,0,20928,2235,0,826,48119.11362237137,7195.442670489297,66494.77405100671,10.988440410188003,40654.501322595075,0.9402882819408476,1.462532027826087E8,1,2500,UNIFORM,1,44.16833065154862,25.11098566009421,4,0,0,47977,61,0,0,0,0.0,false,0,0,30,0,99,9,5104,7083,0,0,0,0,4064,0,40,1155,5.0,0,0,0,5,0,0,826,0,SAFE,0,0,0,0,0,40500,98,0,2856,0,9,12808,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},35463,231316,0,5.0,71,-1.0,0,5882,0.034432448205427485,0,23163,1000,14,7100,238,true,15,0,0,7099,0,5.0,0,99,98,0.0,41443,11175,0,0,0,true,0.0,3857,0,0,0,0,0,true,47988,0.0,34315,0,0,0,16592,77.21,0,0,71,40166,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1099,2PC,826,0.0,0.0,49486,0,38,1808,7537,0,0,0,6934,3765,0,126,0,34774,23163000,0,0,3061,0,0,0,5566,0,0,5.880431231623652E-4,5.0,35516,2PC__ TO__ PB,0,0,826,1021.8133333333334,0.09649009195700038,5527,0,0.0,0,0.12760015006878153,2698,2698
7,300004,0,21713,2343,0,793,47403.84681562099,6912.442139455626,63661.15890439607,9.747020604450883,40324.032988049505,0.8802342200117476,1.4298036973913044E8,1,2500,UNIFORM,1,41.41776888405972,23.622663085033604,4,0,0,47281,59,0,0,0,0.0,false,0,0,29,0,99,13,4818,6925,0,0,0,0,3952,0,40,1145,5.0,0,0,0,5,0,0,793,0,SAFE,0,0,0,0,0,39915,98,0,2856,0,13,12335,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},35968,232114,0,5.0,71,-1.0,0,5469,0.03191275302829088,0,24056,1000,13,6820,2865,true,16,0,0,6818,0,5.0,0,99,98,0.0,40044,11715,0,0,0,true,0.0,3726,0,0,0,0,0,true,47283,0.0,34262,0,0,0,16480,80.18666666666667,0,0,71,39889,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1090,2PC,793,0.0,0.0,47805,0,36,1772,7130,0,0,0,6667,3639,0,121,0,34758,24056000,0,0,3136,0,0,0,5298,0,0,8.290816326530612E-4,5.0,36010,2PC__ TO__ PB,0,0,793,1024.5133333333333,0.0973977386099102,5187,0,0.0,0,0.126202261660429,2698,2698
8,299997,0,20486,2283,0,777,49053.54675076654,7266.988760958703,65842.9568782304,9.83169170984456,41357.19261060008,0.9343610923579042,1.347916156521739E8,1,2500,UNIFORM,1,45.494471842351146,24.87604191794785,4,0,0,48923,61,0,0,0,0.0,false,0,0,30,0,99,17,5359,7190,0,0,0,0,4071,0,40,1187,5.0,0,0,0,6,0,0,777,0,SAFE,0,0,0,0,0,39941,98,0,2856,0,17,13034,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},35967,230886,0,5.0,71,-1.0,0,5831,0.03299923553894504,0,22769,1000,14,7173,153,true,14,0,0,7171,0,5.0,0,99,98,0.0,40997,11415,0,0,0,true,0.0,3835,0,0,0,0,0,true,48927,0.0,34720,0,0,0,19330,75.89666666666666,0,0,71,39683,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1131,2PC,777,0.0,0.0,49124,0,38,1869,7752,0,0,0,6991,3733,0,123,0,35239,22769000,0,0,3060,0,0,0,5834,0,0,0.0011111111111111111,5.0,36007,2PC__ TO__ PB,0,0,777,1020.4166666666666,0.10026790812069042,5532,0,0.0,0,0.1299583793425635,2698,2698
9,300005,0,13848,1571,0,551,73092.06149077021,10392.981512998265,98713.92245512412,26.241118847839697,61721.25514831318,0.9496739046415756,1.237155036521739E8,1,2500,UNIFORM,1,84.54809373825924,35.827544207889794,6,0,0,72872,129,0,0,0,0.0,false,0,0,38,0,99,3,12476,8107,0,0,0,0,4399,0,51,1467,5.0,0,0,0,8,0,0,551,0,SAFE,0,0,0,0,0,60602,98,0,2856,0,3,19203,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},35719,224335,0,5.0,71,-1.0,0,13517,0.034502191609267374,0,15419,1000,16,10234,12566,true,34,0,0,10229,0,5.0,0,99,98,0.0,56412,7855,0,0,0,true,0.0,4147,0,0,0,0,0,true,72874,0.0,47180,0,0,0,32254,51.39666666666667,0,0,71,61831,60,0.0,0,0.0,0,1000,99,0,0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,1362,2PC,551,0.0,0.0,72537,0,80,2157,11455,0,0,0,9957,4033,0,222,0,47940,15419000,0,0,2122,0,0,0,13276,0,0,2.827521206409048E-4,5.0,35904,2PC__ TO__ PB,0,0,551,998.5966666666667,0.10188728192489785,12883,0,0.0,0,0.13287413901064496,2698,2698
