SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,localReadOnlyTxRemoteNodesRead,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,applicationContentionFactor,remoteUpdateTxCommitServiceTime,avgCompleteNotificationAsync,gMUWaitingTimeEnabled,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgNumNodesCommit,numRemoteRemoteLockContentions,tOGMUPrepareRttMinusMaxValidationTime,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgNumOfLockRemoteTx,numWaitedLocalCommits,avgPutsPerWrTransaction,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,avgPrepareCommandSize,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,abortRate,localUpdateTxLocalRollbackResponseTime,numberOfLocalCommits,avgNumOfLockLocalTx,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,currentProtocolAsInt,allowProtocolSwitch,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgLocalSuccessfulLockHoldTime,avgCommitCommandSize,avgNumNodesCompleteNotification,switchCoolDownTime,numOwnedRdItemsInRemotePrepare,lockContentionProbability,tOPrepareWaitTime,remotelyDeadXact,avgGetsPerROTransaction,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,numRemoteLocalLockContentions,localUpdateTxLocalResponseTime,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalResponseTime,localReadOnlyTxLocalServiceTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localUpdateTxCommitResponseTime,waitedTimeInRemoteCommitQueue,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,179995,1,233621,25819,0,0,5509.801508888802,153.85148571832156,5509.801508888802,1.2061060514955289,5380.245054998257,0.7503977753780121,3.617952826666667E8,1,100000,UNIFORM,1,9.92983485969781,3.827192900092507,16,0,0,5455,22,0,0,0.0,0,0.0,21,0,false,0,10,0,0,855,446,25819,0,0,0,0,54,20,0,0,1.0,159,0,0,233,0,0,0,0,SAFE,0,0,0,0,0,5362,9,663,0,0,0,644,233621,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3912,498008,0,1.0,0,-1.0,0,0.0,0,259440,0,2,55,114,0,0,true,50,0,0,1.0,112,0,0,0,10,0,0.0,25819,0,0,0,true,0.0,44,0,0,0,0,0,true,5457,0.0,4182,0,0,0,11368,1441.3333333333333,0,5362,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,214,21,0,0,143,0,0,72,26,0,43,0,4307,518880,0,0,25819,0,0,0,955,0,0,0.0,1.0,4054,2PC__ TO__ PB,0,0,0,2766.761111111111,0.09951819303114401,0,0,0.0,0,0.09951819303114401,100010,100010
1,180003,1,230705,25613,0,2,5650.103618670207,146.00811854099393,5654.981988521454,1.2299041588639201,5486.2090775387505,0.8138394368993068,3.3660231573333335E8,1,100000,UNIFORM,1,8.409288100811485,3.549177200374532,15,0,0,5593,21,0,0,0.0,0,0.0,19,0,false,0,10,0,0,888,466,25613,0,0,0,0,67,19,0,0,1.0,161,0,0,236,0,0,2,0,SAFE,0,0,0,0,0,5366,9,663,0,0,0,655,230705,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4047,495163,0,1.0,71,-1.0,0,7.80274656679151E-6,2587,256318,0,2,57,108,0,0,true,51,0,0,1.0,106,0,0,10,10,0,0.0,25613,0,0,0,true,0.0,42,0,0,0,0,0,true,5595,0.0,4248,0,0,0,12279,1423.9888888888888,0,5366,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},578,0,2PC,2,0.0,0.0,61770,219,21,0,0,173,0,0,67,25,0,40,0,4378,512636,0,0,25615,0,0,0,992,0,0,0.0,1.0,4173,2PC__ TO__ PB,0,0,2,2750.9555555555557,0.09992665360996887,1911,0,0.0,0,0.09993367665418228,100010,100010
2,180008,1,236483,26099,0,0,5520.878615923982,145.633270336557,5520.878615923982,1.2564223671081796,5365.014783439979,0.812537976767704,2.7436219893333334E8,1,100000,UNIFORM,1,8.747135028295922,3.4769655993175466,15,0,0,5470,20,0,0,0.0,0,0.0,19,0,false,0,10,0,0,868,473,26099,0,0,0,0,67,18,0,0,1.0,162,0,0,231,0,0,0,0,SAFE,0,0,0,0,0,5299,9,663,0,0,0,639,236483,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4119,500881,0,1.0,0,-1.0,0,0.0,0,262582,0,2,52,108,0,0,true,48,0,0,1.0,106,0,0,0,10,0,0.0,26099,0,0,0,true,0.0,43,0,0,0,0,0,true,5474,0.0,4164,0,0,0,11067,1458.7888888888888,0,5299,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,225,20,0,0,171,0,0,68,25,0,39,0,4285,525164,0,0,26099,0,0,0,967,0,0,0.0,1.0,4237,2PC__ TO__ PB,0,0,0,2782.722222222222,0.0993937132019712,0,0,0.0,0,0.0993937132019712,100010,100010
3,179994,1,240295,26668,0,1,5384.761162779361,144.93625641815268,5386.368481025949,1.2186053737582594,5222.813189478025,0.7629584138166824,2.7732961706666666E8,1,100000,UNIFORM,1,8.556394431458923,3.616095173881123,15,0,0,5330,20,0,0,0.0,0,0.0,19,0,false,0,10,0,0,743,442,26668,0,0,0,0,68,19,0,0,1.0,149,0,0,231,0,0,1,0,SAFE,0,0,0,0,0,5128,9,663,0,0,0,627,240295,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4020,504685,0,1.0,71,-1.0,0,3.745823406901305E-6,863,266963,0,2,57,107,0,0,true,52,0,0,1.0,105,0,0,10,10,0,0.0,26668,0,0,0,true,0.0,43,0,0,0,0,0,true,5333,0.0,4151,0,0,0,11330,1483.1277777777777,0,5128,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},389,0,2PC,1,0.0,0.0,42550,208,20,0,0,172,0,0,67,26,0,40,0,4275,533926,0,0,26669,0,0,0,837,0,0,0.0,1.0,4132,2PC__ TO__ PB,0,0,1,2803.8555555555554,0.09989399280050044,164,0,0.0,0,0.09989736443865091,100010,100010
4,180003,1,254609,27764,0,2,5133.414045094367,140.348468632295,5136.758664889786,1.2398302399291723,4988.54987397349,0.7778150520868897,3.274799072E8,1,100000,UNIFORM,1,8.37863160690571,3.3917835289951306,14,0,0,5086,21,0,0,0.0,0,0.0,19,0,false,0,10,0,0,751,459,27764,0,0,0,0,63,19,0,0,1.0,155,0,0,217,0,0,2,0,SAFE,0,0,0,0,0,5021,9,663,0,0,0,593,254609,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3999,519049,0,1.0,71,-1.0,0,7.082779991146525E-6,912,282373,0,2,53,105,0,0,true,50,0,0,1.0,103,0,0,10,10,0,0.0,27764,0,0,0,true,0.0,42,0,0,0,0,0,true,5088,0.0,3924,0,0,0,10516,1568.7388888888888,0,5021,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},315,0,2PC,2,0.0,0.0,46072,223,21,0,0,158,0,0,64,25,0,38,0,4045,564746,0,0,27766,0,0,0,838,0,0,0.0,1.0,4108,2PC__ TO__ PB,0,0,2,2883.6555555555556,0.09832384824328105,330,0,0.0,0,0.0983302346170872,100010,100010
5,180007,1,245052,27107,0,2,5364.822199505663,134.61781639407147,5367.087460471465,1.159420291665595,5213.285267864389,0.7846630854778636,3.521436208E8,1,100000,UNIFORM,1,8.294479741770497,3.492039704439651,15,0,0,5312,18,0,0,0.0,0,0.0,18,0,false,0,10,0,0,824,440,27107,0,0,0,0,65,17,0,0,1.0,150,0,0,225,0,0,2,0,SAFE,0,0,0,0,0,5087,9,663,0,0,0,619,245052,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4061,509468,0,1.0,71,-1.0,0,7.348591458732148E-6,1756,272159,0,2,66,101,0,0,true,60,0,0,1.0,99,0,0,10,10,0,0.0,27107,0,0,0,true,0.0,41,0,0,0,0,0,true,5314,0.0,4085,0,0,0,10368,1511.9944444444445,0,5087,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},480,0,2PC,2,0.0,0.0,29897,207,18,0,0,164,0,0,64,25,0,37,0,4196,544318,0,0,27109,0,0,0,909,0,0,0.0,1.0,4163,2PC__ TO__ PB,0,0,2,2830.427777777778,0.09959986625465261,1242,0,0.0,0,0.09960648292738489,100010,100010
6,180005,1,239635,26665,0,0,5485.555974198387,134.73226658877044,5485.555974198387,1.001997251220428,5335.57015855991,0.7912620209995147,3.493402992E8,1,100000,UNIFORM,1,7.945861618475404,3.3733122042808863,14,0,0,5436,20,0,0,0.0,0,0.0,19,0,false,0,10,0,0,857,463,26665,0,0,0,0,65,18,0,0,1.0,161,0,0,230,0,0,0,0,SAFE,0,0,0,0,0,5164,9,663,0,0,0,633,239635,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4070,504069,0,1.0,0,-1.0,0,0.0,0,266300,0,2,49,100,0,0,true,45,0,0,1.0,99,0,0,0,10,0,0.0,26665,0,0,0,true,0.0,41,0,0,0,0,0,true,5439,0.0,4158,0,0,0,10010,1479.4444444444443,0,5164,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,218,19,0,0,163,0,0,63,25,0,37,0,4273,532600,0,0,26665,0,0,0,953,0,0,0.0,1.0,4180,2PC__ TO__ PB,0,0,0,2800.4333333333334,0.1001314307172362,0,0,0.0,0,0.1001314307172362,100010,100010
7,179996,1,228445,25173,0,1,5726.948209311564,149.95584625183304,5728.67010876733,1.2761360071603467,5565.143507249832,0.7434001447180609,3.4800169653333336E8,1,100000,UNIFORM,1,8.710332908812036,3.6086810333610653,15,0,0,5674,20,0,0,0.0,0,0.0,19,0,false,0,10,0,0,908,490,25173,0,0,0,0,70,18,0,0,1.0,170,0,0,240,0,0,1,0,SAFE,0,0,0,0,0,5720,9,663,0,0,0,663,228445,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4006,492823,0,1.0,71,-1.0,0,3.942922257401851E-6,2675,253618,0,2,49,113,0,0,true,41,0,0,1.0,111,0,0,10,10,0,0.0,25173,0,0,0,true,0.0,43,0,0,0,0,0,true,5677,0.0,4311,0,0,0,10310,1408.9888888888888,0,5720,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},372,0,2PC,1,0.0,0.0,43004,232,19,0,0,176,0,0,70,26,0,41,0,4439,507236,0,0,25174,0,0,0,1010,0,0,0.0,1.0,4169,2PC__ TO__ PB,0,0,1,2737.9555555555557,0.0992555733425861,147,0,0.0,0,0.09925912490783419,100010,100010
8,179995,1,236328,26284,0,0,5427.800766055395,150.71056793947395,5427.800766055395,1.3350741969140787,5265.871517158728,0.7184544327432109,2.948029696E8,1,100000,UNIFORM,1,9.441578042892175,3.8829013792210563,15,0,0,5374,22,0,0,0.0,0,0.0,20,0,false,0,10,0,0,807,459,26284,0,0,0,0,68,20,0,0,1.0,155,0,0,232,0,0,0,0,SAFE,0,0,0,0,0,5293,9,663,0,0,0,637,236328,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4009,500698,0,1.0,0,-1.0,0,0.0,0,262612,0,2,55,112,0,0,true,51,0,0,1.0,110,0,0,0,10,0,0.0,26284,0,0,0,true,0.0,44,0,0,0,0,0,true,5377,0.0,4112,0,0,0,11930,1458.9555555555555,0,5293,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,0.0,0.0,0,217,20,0,0,176,0,0,69,26,0,41,0,4243,525224,0,0,26284,0,0,0,907,0,0,0.0,1.0,4134,2PC__ TO__ PB,0,0,0,2781.7055555555557,0.10008682009961464,0,0,0.0,0,0.10008682009961464,100010,100010
9,180006,1,244111,27140,0,1,5366.086103647753,134.34134851358604,5366.719555674282,1.2907146933478832,5222.474481429625,0.8296756690371038,3.36866696E8,1,100000,UNIFORM,1,8.43931085485084,3.316336926548007,14,0,0,5319,21,0,0,0.0,0,0.0,19,0,false,0,10,0,0,859,468,27140,0,0,0,0,63,18,0,0,1.0,163,0,0,224,0,0,1,0,SAFE,0,0,0,0,0,5202,9,663,0,0,0,620,244111,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4115,508465,0,1.0,71,-1.0,0,3.6866087623317064E-6,1287,271251,0,2,58,99,0,0,true,55,0,0,1.0,98,0,0,10,10,0,0.0,27140,0,0,0,true,0.0,41,0,0,0,0,0,true,5322,0.0,4047,0,0,0,9878,1506.95,0,5202,71,0,60,0.0,0.0,0,0,2,10,0,0,0.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},366,0,2PC,1,0.0,0.0,16248,224,20,0,0,160,0,0,63,25,0,38,0,4163,542502,0,0,27141,0,0,0,955,0,0,0.0,1.0,4227,2PC__ TO__ PB,0,0,1,2824.8555555555554,0.10005493067306664,809,0,0.0,0,0.10005824841844484,100010,100010
